hospital_name,last_updated_on,version,location_name,hospital_address,type_2_npi,license_number|PA,attester_name,"To the best of its knowledge and belief, this hospital has included all applicable standard charge information in accordance with the requirements of 45 CFR 180.50, and the information encoded is true, accurate, and complete as of the date in the file. This hospital has included all payer-specific negotiated charges in dollars that can be expressed as a dollar amount. For payer-specific negotiated charges that cannot be expressed as a dollar amount in the machine-readable file or not knowable in advance, the hospital attests that the payer-specific negotiated charge is based on a contractual algorithm, percentage or formula that precludes the provision of a dollar amount and has provided all necessary information available to the hospital for the public to be able to derive the dollar amount, including, but not limited to, the specific fee schedule or components referenced in such percentage, algorithm or formula.",,,,,,,,,,,,,,,,
"Thomas Jefferson University Hospital, Inc.",3/18/2026,3.0.0,Thomas Jefferson University Hospital,"111 South 11th Street , Philadelphia, PA 19107",1215916002|1124038799,200801,Dixie James,TRUE,,,,,,,,,,,,,,,,
Description,Code|1,Code|1|Type,Code|2,Code|2|Type,Modifiers,Setting,Drug_Unit_Of_Measurement,Drug_Type_Of_Measurement,Standard_Charge|Gross,Standard_Charge|Discounted_Cash,Payer_Name,Plan_Name,Standard_Charge|Negotiated_Dollar,Standard_Charge|Negotiated_Percentage,Standard_Charge|Negotiated_Algorithm,Count,Median_Amount,10th_Percentile,90th_Percentile,Standard_Charge|Methodology,Standard_Charge|Min,Standard_Charge|Max,Additional_Generic_Notes,Billing_Class
