hospital_name,last_updated_on,version,location_name,hospital_address,license_number|CA,type_2_npi,"To the best of its knowledge and belief, this hospital has included all applicable standard charge information in accordance with the requirements of 45 CFR 180.50, and the information encoded is true, accurate, and complete as of the date in the file. This hospital has included all payer-specific negotiated charges in dollars that can be expressed as a dollar amount. For payer-specific negotiated charges that cannot be expressed as a dollar amount in the machine-readable file or not knowable in advance, the hospital attests that the payer-specific negotiated charge is based on a contractual algorithm, percentage or formula that precludes the provision of a dollar amount and has provided all necessary information available to the hospital for the public to be able to derive the dollar amount, including, but not limited to, the specific fee schedule or components referenced in such percentage, algorithm or formula.",attester_name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAISER FOUNDATION HOSPITAL - LOS ANGELES,4/1/2026,3.0.1,LOS ANGELES SUNSET MEDICAL CENTER ,"""4867 SUNSET BOULEVARD, LOS ANGELES, CA 90027""",930000077 | CA,1821143777,TRUE,Brad Tinnermon,kp.org/mfa/scal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
description,code|1,code|1|type,code|2,code|2|type,Modifiers ,setting,drug_unit_of_measurement,drug_type_of_measurement,standard_charge|gross,standard_charge|discounted_cash,"standard_charge|[KAISER FOUNDATION HEALTH PLAN, INC.]|[COMMERCIAL]|negotiated_dollar","standard_charge|[KAISER FOUNDATION HEALTH PLAN, INC.]|[COMMERCIAL]|negotiated_percentage","standard_charge|[KAISER FOUNDATION HEALTH PLAN, INC.]|[COMMERCIAL]|negotiated_algorithm","median_amount|[KAISER FOUNDATION HEALTH PLAN, INC.]|[COMMERCIAL]","10th_percentile|[KAISER FOUNDATION HEALTH PLAN, INC.]|[COMMERCIAL]","90th_percentile|[KAISER FOUNDATION HEALTH PLAN, INC.]|[COMMERCIAL]","count|[KAISER FOUNDATION HEALTH PLAN, INC.]|[COMMERCIAL]","standard_charge|[KAISER FOUNDATION HEALTH PLAN, INC.]|[COMMERCIAL]|methodology","additional_payer_notes|[KAISER FOUNDATION HEALTH PLAN, INC.]|[COMMERCIAL]","standard_charge|[KAISER FOUNDATION HEALTH PLAN, INC.]|[MEDICARE]|negotiated_dollar","standard_charge|[KAISER FOUNDATION HEALTH PLAN, INC.]|[MEDICARE]|negotiated_percentage","standard_charge|[KAISER FOUNDATION HEALTH PLAN, INC.]|[MEDICARE]|negotiated_algorithm","median_amount|[KAISER FOUNDATION HEALTH PLAN, INC.]|[MEDICARE]","10th_percentile|[KAISER FOUNDATION HEALTH PLAN, INC.]|[MEDICARE]","90th_percentile|[KAISER FOUNDATION HEALTH PLAN, INC.]|[MEDICARE]","count|[KAISER FOUNDATION HEALTH PLAN, INC.]|[MEDICARE]","standard_charge|[KAISER FOUNDATION HEALTH PLAN, INC.]|[MEDICARE]|methodology","additional_payer_notes|[KAISER FOUNDATION HEALTH PLAN, INC.]|[MEDICARE]","standard_charge|[KAISER FOUNDATION HEALTH PLAN, INC.]|[MEDICAID]|negotiated_dollar","standard_charge|[KAISER FOUNDATION HEALTH PLAN, INC.]|[MEDICAID]|negotiated_percentage","standard_charge|[KAISER FOUNDATION HEALTH PLAN, INC.]|[MEDICAID]|negotiated_algorithm","median_amount|[KAISER FOUNDATION HEALTH PLAN, INC.]|[MEDICAID]","10th_percentile|[KAISER FOUNDATION HEALTH PLAN, INC.]|[MEDICAID]","90th_percentile|[KAISER FOUNDATION HEALTH PLAN, INC.]|[MEDICAID]","count|[KAISER FOUNDATION HEALTH PLAN, INC.]|[MEDICAID]","standard_charge|[KAISER FOUNDATION HEALTH PLAN, INC.]|[MEDICAID]|methodology","additional_payer_notes|[KAISER FOUNDATION HEALTH PLAN, INC.]|[MEDICAID]",standard_charge|min,standard_charge|max,additional_generic_notes
