"510(K) SKIN SUBSTITUTE PRODUCT, NOT OTHERWISE SPECIFIED (LIST IN ADDITION TO PRIMARY PROCEDURE)",0685480,CDM,0278,RC,,,Q4432,HCPCS,outpatient,,,875.00,962.50,AETNA EXCHANGE ,AETNA EXCHANGE ,,449.75,57.30,,449.75,,,0,376.25,1443.75,percent of total billed charges,There were zero instances of the item or service in the 15 months prior to posting the file
"510(K) SKIN SUBSTITUTE PRODUCT, NOT OTHERWISE SPECIFIED (LIST IN ADDITION TO PRIMARY PROCEDURE)",0685480,CDM,0278,RC,,,Q4432,HCPCS,outpatient,,,875.00,962.50,MOLINA MCAID,MOLINA MCAID,,612.50,70.00,,612.5,,,0,376.25,1443.75,percent of total billed charges,There were zero instances of the item or service in the 15 months prior to posting the file
"ABORTION WITH D&C, ASPIRATION CURETTAGE OR HYSTEROTOMY",770,MS-DRG,,,,,,,inpatient,1,UN,29719.82,6258.00,SUNSHINE MCR ADV,SUNSHINE MCR ADV,,9772.68,,,,,,0,7755.00,29719.82,case rate,There were zero instances of the item or service in the 15 months prior to posting the file
"ACETYLCYSTEINE, INHALATION SOLUTION, FDA-APPROVED FINAL PRODUCT, NON-COMPOUNDED, ADMINISTERED THROUGH DME, UNIT DOSE FORM, PER GRAM",2420903,CDM,0250,RC,00517-7604-25,NDC,J7608,HCPCS,outpatient,800.0000,ME,49.40,49.40,MULTIPLAN - ALL PLANS,MULTIPLAN - ALL PLANS,,30.13,61.00,,30.13,,,0,13.29,110.66,percent of total billed charges,There were zero instances of the item or service in the 15 months prior to posting the file
"ACETYLCYSTEINE, INHALATION SOLUTION, FDA-APPROVED FINAL PRODUCT, NON-COMPOUNDED, ADMINISTERED THROUGH DME, UNIT DOSE FORM, PER GRAM",2420903,CDM,0250,RC,00517-7604-25,NDC,J7608,HCPCS,outpatient,800.0000,ME,49.40,49.40,OSCAR COMM - ALL PLANS,OSCAR COMM - ALL PLANS,,52.36,,,,,,0,13.29,110.66,fee schedule,There were zero instances of the item or service in the 15 months prior to posting the file
"ACETYLCYSTEINE, INHALATION SOLUTION, FDA-APPROVED FINAL PRODUCT, NON-COMPOUNDED, ADMINISTERED THROUGH DME, UNIT DOSE FORM, PER GRAM",2421799,CDM,0250,RC,63323-0691-30,NDC,J7608,HCPCS,outpatient,3000.0000,ME,22.02,22.02,WELLCARE MCR,WELLCARE MCR,,22.02,,,,,,0,5.92,49.32,other,APC - Medicare Packaging Rules [HCPCS] ( 22.02*1 ) Term Line 481 | There were zero instances of the item or service in the 15 months prior to posting the file
"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITH CC",281,MS-DRG,,,,,,,inpatient,1,UN,42876.84,11560.40,ALIGN MCR ADV - ALL PLANS,ALIGN MCR ADV - ALL PLANS,,10032.82,,,,,,0,775.00,42941.00,case rate,There were zero instances of the item or service in the 15 months prior to posting the file
"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITH CC",281,MS-DRG,,,,,,,inpatient,1,UN,42876.84,11560.40,BCBS FL BLUE PPO - ALL OTHER PLANS,BCBS FL BLUE PPO - ALL OTHER PLANS,,23892.92,,,,,,0,775.00,42941.00,case rate,There were zero instances of the item or service in the 15 months prior to posting the file
"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITH CC",281,MS-DRG,,,,,,,inpatient,1,UN,42876.84,11560.40,CLAIMDOC - ALL PLANS,CLAIMDOC - ALL PLANS,,15676.29,,,,,,0,775.00,42941.00,case rate,There were zero instances of the item or service in the 15 months prior to posting the file
"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITH MCC",280,MS-DRG,,,,,,,inpatient,1,UN,82484.15,13810.40,LEON HLTH MCR - ALL PLANS,LEON HLTH MCR - ALL PLANS,,12507.31,,,,,,0,4611.00,76481.88,case rate,One or more instances of the item or service in the 15 months prior to posting the file.
"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITH MCC",280,MS-DRG,,,,,,,inpatient,1,UN,82484.15,13810.40,PACE MCAID - ALL OTHER PLANS,PACE MCAID - ALL OTHER PLANS,,31310.98,37.96,,31310.98,,,0,4611.00,76481.88,percent of total billed charges,There were zero instances of the item or service in the 15 months prior to posting the file
"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITH MCC",280,MS-DRG,,,,,,,inpatient,1,UN,82484.15,13810.40,VELOCITY - ALL PLANS,VELOCITY - ALL PLANS,,61863.11,75.00,,61863.11,,,0,4611.00,76481.88,percent of total billed charges,There were zero instances of the item or service in the 15 months prior to posting the file
"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITHOUT CC/MCC",282,MS-DRG,,,,,,,inpatient,1,UN,36845.26,11560.40,AVMED COMM - ALL OTHER PLANS,AVMED COMM - ALL OTHER PLANS,,25640.00,,,,,,0,4611.00,34476.68,per diem,There were zero instances of the item or service in the 15 months prior to posting the file
"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITHOUT CC/MCC",282,MS-DRG,,,,,,,inpatient,1,UN,36845.26,11560.40,MOLINA KIDCARE,MOLINA KIDCARE,,25791.69,70.00,,25791.69,,,0,4611.00,34476.68,percent of total billed charges,There were zero instances of the item or service in the 15 months prior to posting the file
"ACUTE MYOCARDIAL INFARCTION, EXPIRED WITH CC",284,MS-DRG,,,,,,,inpatient,1,UN,96997.35,10700.40,AETNA EXCHANGE ,AETNA EXCHANGE ,,31618.00,,,,,,0,5397.15,77597.88,per diem,There were zero instances of the item or service in the 15 months prior to posting the file
"ACUTE MYOCARDIAL INFARCTION, EXPIRED WITH CC",284,MS-DRG,,,,,,,inpatient,1,UN,96997.35,10700.40,UHC INDIV EXCH,UHC INDIV EXCH,,12858.31,,,,,,0,5397.15,77597.88,case rate,There were zero instances of the item or service in the 15 months prior to posting the file
"ACUTE MYOCARDIAL INFARCTION, EXPIRED WITH MCC",283,MS-DRG,,,,,,,inpatient,1,UN,191370.44,19700.40,HUMANA MCAID,HUMANA MCAID,,55880.17,29.20,,18752.67,3200.52,99999.99,1 through 10,15444.48,153096.35,percent of total billed charges,One or more instances of the item or service in the 15 months prior to posting the file.
"ACUTE MYOCARDIAL INFARCTION, EXPIRED WITH MCC",283,MS-DRG,,,,,,,inpatient,1,UN,191370.44,19700.40,LEON HLTH MCR - ALL PLANS,LEON HLTH MCR - ALL PLANS,,15444.48,,,,,,0,15444.48,153096.35,case rate,One or more instances of the item or service in the 15 months prior to posting the file.
"ADAPTER/EXTENSION, PACING LEAD OR NEUROSTIMULATOR LEAD (IMPLANTABLE)",0576985,CDM,0278,RC,,,C1883,HCPCS,outpatient,,,1663.00,1829.30,BCBS FL BLUE NWB,BCBS FL BLUE NWB,,997.80,60.00,,1890,525,2100,1 through 10,715.09,2743.95,percent of total billed charges,One or more instances of the item or service in the 15 months prior to posting the file.
"ADAPTER/EXTENSION, PACING LEAD OR NEUROSTIMULATOR LEAD (IMPLANTABLE)",0576985,CDM,0278,RC,,,C1883,HCPCS,outpatient,,,1663.00,1829.30,CIGNA HMO/PPO - ALL OTHER PLANS,CIGNA HMO/PPO - ALL OTHER PLANS,,1829.30,,,,,,0,715.09,2743.95,other,Cost Plus Markup [Rev Code] ( 1663.00*1.1 ) Term Line 831 | There were zero instances of the item or service in the 15 months prior to posting the file
"ADAPTER/EXTENSION, PACING LEAD OR NEUROSTIMULATOR LEAD (IMPLANTABLE)",0682835,CDM,0278,RC,,,C1883,HCPCS,outpatient,,,4900.00,5390.00,BCBS FL BLUE PPO - ALL OTHER PLANS,BCBS FL BLUE PPO - ALL OTHER PLANS,,2940.00,60.00,,1890,525,2100,1 through 10,2107.00,8085.00,percent of total billed charges,One or more instances of the item or service in the 15 months prior to posting the file.
"ADAPTER/EXTENSION, PACING LEAD OR NEUROSTIMULATOR LEAD (IMPLANTABLE)",0687469,CDM,0278,RC,,,C1883,HCPCS,outpatient,,,1575.00,1732.50,BCBS FL BLUE PHS,BCBS FL BLUE PHS,,945.00,60.00,,1890,525,2100,1 through 10,677.25,2598.75,percent of total billed charges,One or more instances of the item or service in the 15 months prior to posting the file.
"ADAPTER/EXTENSION, PACING LEAD OR NEUROSTIMULATOR LEAD (IMPLANTABLE)",0687469,CDM,0278,RC,,,C1883,HCPCS,outpatient,,,1575.00,1732.50,VELOCITY - ALL PLANS,VELOCITY - ALL PLANS,,1181.25,75.00,,1181.25,,,0,677.25,2598.75,percent of total billed charges,There were zero instances of the item or service in the 15 months prior to posting the file
"AFTERCARE, MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE WITH CC",560,MS-DRG,,,,,,,inpatient,1,UN,54155.00,13344.00,MOLINA MCARE ,MOLINA MCARE ,,12072.92,,,,,,0,2520.00,53691.32,case rate,One or more instances of the item or service in the 15 months prior to posting the file.
"AFTERCARE, MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE WITH CC",560,MS-DRG,,,,,,,inpatient,1,UN,54155.00,13344.00,MOLINA MCARE ,MOLINA MCARE ,,12072.92,,,,,,0,2520.00,53691.32,case rate,One or more instances of the item or service in the 15 months prior to posting the file.
"AFTERCARE, MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE WITH MCC",559,MS-DRG,,,,,,,inpatient,1,UN,66007.01,14094.00,AMERIHEALTH MCAID,AMERIHEALTH MCAID,,20568.09,30.66,,,,,0,2520.00,82263.01,per diem,There were zero instances of the item or service in the 15 months prior to posting the file
"AFTERCARE, MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE WITH MCC",559,MS-DRG,,,,,,,inpatient,1,UN,66007.01,14094.00,AVMED SELECT/FIRST NTWRK,AVMED SELECT/FIRST NTWRK,,24684.00,,,,,,0,2520.00,82263.01,per diem,There were zero instances of the item or service in the 15 months prior to posting the file
"AFTERCARE, MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE WITH MCC",559,MS-DRG,,,,,,,inpatient,1,UN,66007.01,14094.00,CIGNA HMO/PPO - ALL OTHER PLANS,CIGNA HMO/PPO - ALL OTHER PLANS,,24080.97,,,,,,0,2520.00,82263.01,other,DRG – Medicare Weight 1 [DRG] 2 (12860)8  DRG: 559 12860.00 * 1.8649 | There were zero instances of the item or service in the 15 months prior to posting the file
"AFTERCARE, MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE WITH MCC",559,MS-DRG,,,,,,,inpatient,1,UN,66007.01,14094.00,PACE MCR ADV,PACE MCR ADV,,18175.99,,,,,,0,2520.00,82263.01,case rate,There were zero instances of the item or service in the 15 months prior to posting the file
"AFTERCARE, MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE WITH MCC",559,MS-DRG,,,,,,,inpatient,1,UN,66007.01,14094.00,WELLCARE MCAID,WELLCARE MCAID,,19274.05,29.20,,19274.05,,,0,2520.00,82263.01,percent of total billed charges,There were zero instances of the item or service in the 15 months prior to posting the file
"ALBUTEROL, INHALATION SOLUTION, FDA-APPROVED FINAL PRODUCT, NON-COMPOUNDED, ADMINISTERED THROUGH DME, CONCENTRATED FORM, 1 MG",2423235,CDM,0250,RC,50383-0741-20,NDC,J7611,HCPCS,outpatient,5.0000,ME,1.91,1.91,MOLINA MCAID,MOLINA MCAID,,1.34,70.00,,1.34,,,0,0.29,4.29,percent of total billed charges,There were zero instances of the item or service in the 15 months prior to posting the file
"ALBUTEROL, INHALATION SOLUTION, FDA-APPROVED FINAL PRODUCT, NON-COMPOUNDED, ADMINISTERED THROUGH DME, UNIT DOSE, 1 MG",5013236,CDM,0636,RC,,,J7613,HCPCS,outpatient,,,4.00,4.00,CURATIVE - ALL PLANS,CURATIVE - ALL PLANS,GY,1.72,30.00,,1.72,,,0,1.08,8.96,percent of total billed charges,There were zero instances of the item or service in the 15 months prior to posting the file
"ALBUTEROL, INHALATION SOLUTION, FDA-APPROVED FINAL PRODUCT, NON-COMPOUNDED, ADMINISTERED THROUGH DME, UNIT DOSE, 1 MG",7700237,CDM,0636,RC,,,J7613,HCPCS,outpatient,,,4.00,4.00,BCBS FL BLUE NWB,BCBS FL BLUE NWB,PO,1.40,35.00,,1.4,,,0,1.08,8.96,percent of total billed charges,There were zero instances of the item or service in the 15 months prior to posting the file
"ALBUTEROL, INHALATION SOLUTION, FDA-APPROVED FINAL PRODUCT, NON-COMPOUNDED, ADMINISTERED THROUGH DME, UNIT DOSE, 1 MG",7700237,CDM,0636,RC,,,J7613,HCPCS,outpatient,,,4.00,4.00,CIGNA SUREFIT IFP ,CIGNA SUREFIT IFP ,PO,1.08,,,,,,0,1.08,8.96,other,Percent of Charges or Fee Sched - [Lesser Of] [HCPCS] ( 4.00*0.269 ) Term Line 67 | There were zero instances of the item or service in the 15 months prior to posting the file
"ALBUTEROL, INHALATION SOLUTION, FDA-APPROVED FINAL PRODUCT, NON-COMPOUNDED, ADMINISTERED THROUGH DME, UNIT DOSE, 1 MG",7700238,CDM,0636,RC,,,J7613,HCPCS,outpatient,,,5.00,5.00,SOLIS MCR ADV - ALL PLANS,SOLIS MCR ADV - ALL PLANS,PO,5.25,,,,,,0,1.35,11.20,other,APC - Medicare Packaging Rules [HCPCS] ( 5.00*1.05 ) Term Line 473 | There were zero instances of the item or service in the 15 months prior to posting the file
"ALBUTEROL, INHALATION SOLUTION, FDA-APPROVED FINAL PRODUCT, NON-COMPOUNDED, ADMINISTERED THROUGH DME, UNIT DOSE, 1 MG",7700239,CDM,0636,RC,,,J7613,HCPCS,outpatient,,,5.00,5.00,AETNA FIRST HLTH,AETNA FIRST HLTH,PO,3.02,60.30,,3.02,,,0,1.35,11.20,percent of total billed charges,There were zero instances of the item or service in the 15 months prior to posting the file
"ALBUTEROL, INHALATION SOLUTION, FDA-APPROVED FINAL PRODUCT, NON-COMPOUNDED, ADMINISTERED THROUGH DME, UNIT DOSE, 1 MG",7700239,CDM,0636,RC,,,J7613,HCPCS,outpatient,,,5.00,5.00,BCBS FL BLUE NWB,BCBS FL BLUE NWB,PO,1.75,35.00,,1.75,,,0,1.35,11.20,percent of total billed charges,There were zero instances of the item or service in the 15 months prior to posting the file
"ALCOHOL AND/OR OTHER DRUG ABUSE SERVICES, NOT OTHERWISE SPECIFIED",4200020,CDM,0900,RC,,,H0047,HCPCS,outpatient,,,159.00,159.00,DIMENSION PHO - ALL PLANS,DIMENSION PHO - ALL PLANS,,127.20,80.00,,127.2,,,0,42.77,970.00,percent of total billed charges,There were zero instances of the item or service in the 15 months prior to posting the file
"ALCOHOL AND/OR SUBSTANCE ABUSE SERVICES, TREATMENT PLAN DEVELOPMENT AND/OR MODIFICATION",7420078,CDM,0944,RC,,,T1007,HCPCS,outpatient,,,198.00,198.00,CIGNA HMO/PPO - ALL OTHER PLANS,CIGNA HMO/PPO - ALL OTHER PLANS,TS,67.32,,,,,,0,53.26,326.70,other,Percent of Charges or Fee Sched - [Lesser Of] [HCPCS] ( 198.00*0.34 ) Term Line 68 | There were zero instances of the item or service in the 15 months prior to posting the file
"ALCOHOL AND/OR SUBSTANCE ABUSE SERVICES, TREATMENT PLAN DEVELOPMENT AND/OR MODIFICATION",7420078,CDM,0944,RC,,,T1007,HCPCS,outpatient,,,198.00,198.00,PACE MCAID - ALL OTHER PLANS,PACE MCAID - ALL OTHER PLANS,TS,83.62,,,,,,0,53.26,326.70,fee schedule,There were zero instances of the item or service in the 15 months prior to posting the file
"ALCOHOL AND/OR SUBSTANCE ABUSE SERVICES, TREATMENT PLAN DEVELOPMENT AND/OR MODIFICATION",7420080,CDM,0944,RC,,,T1007,HCPCS,outpatient,,,198.00,198.00,AVMED COMM - ALL OTHER PLANS,AVMED COMM - ALL OTHER PLANS,,198.00,,,,,,0,53.26,326.70,other,Percent of Charges or Fee Sched - [Lesser Of] [HCPCS] ( 198.00*1 ) Term Line 1201 | There were zero instances of the item or service in the 15 months prior to posting the file
"ALCOHOL AND/OR SUBSTANCE ABUSE SERVICES, TREATMENT PLAN DEVELOPMENT AND/OR MODIFICATION",7430067,CDM,0944,RC,,,T1007,HCPCS,outpatient,,,198.00,198.00,LIFESYNCH COMM - ALL OTHER PLANS,LIFESYNCH COMM - ALL OTHER PLANS,TS,315.00,,,,,,0,53.26,326.70,per diem,There were zero instances of the item or service in the 15 months prior to posting the file
