"3D ANATOMICAL SEGMENTATION IMAGING FOR PREOPERATIVE PLANNING, DATA PREPARATION AND TRANSMISSION, OBTAINED FROM PREVIOUS DIAGNOSTIC COMPUTED TOMOGRAPHIC OR MAGNETIC RESONANCE EXAMINATION OF THE SAME ANATOMY",423C8001_1,CDM,0350,RC,,,C8001,HCPCS,outpatient,,,375.00,243.75,HEALTH PARTNERS COMM/EXCH - ALL OTHER PLANS,HEALTH PARTNERS COMM/EXCH - ALL OTHER PLANS,,968.44,,,,,,0,93.75,1181.00,other,APC - Medicare Packaging Rules [HCPCS] ( 375.00*2.5825 ) Term Line 6 | There were zero instances of the item or service in the 15 months prior to posting the file
"ABLATION, IRREVERSIBLE ELECTROPORATION, PROSTATE, 1 OR MORE TUMORS, INCLUDING IMAGING GUIDANCE, PERCUTANEOUS",41955877_1,CDM,0361,RC,,,55877,HCPCS,outpatient,,,27154.00,17650.10,MEDICA ELEVATE,MEDICA ELEVATE,,14337.31,52.80,,14337.31,,,0,6788.50,70125.21,percent of total billed charges,There were zero instances of the item or service in the 15 months prior to posting the file
"ABORTION WITH D&C, ASPIRATION CURETTAGE OR HYSTEROTOMY",770,MS-DRG,,,,,,,inpatient,1,UN,26746.29,17385.09,AETNA COMM - ALL OTHER PLANS,AETNA COMM - ALL OTHER PLANS,,20966.46,,,,,,0,7061.02,26746.29,case rate,There were zero instances of the item or service in the 15 months prior to posting the file
"ABORTION WITH D&C, ASPIRATION CURETTAGE OR HYSTEROTOMY",770,MS-DRG,,,,,,,inpatient,1,UN,26746.29,17385.09,BCBS-ALL OTHER PLANS,BCBS-ALL OTHER PLANS,,11768.37,44.00,,11768.37,,,0,7061.02,26746.29,percent of total billed charges,There were zero instances of the item or service in the 15 months prior to posting the file
"ACETYLCYSTEINE, INHALATION SOLUTION, FDA-APPROVED FINAL PRODUCT, NON-COMPOUNDED, ADMINISTERED THROUGH DME, UNIT DOSE FORM, PER GRAM",122IP _1,CDM,0636,RC,00517-7504-25,NDC,J7608,HCPCS,outpatient,100.0000,ML,10.99,7.14,UHC MCAID,UHC MCAID,,2.75,25.00,,2.75,,,0,2.75,28.38,percent of total billed charges,There were zero instances of the item or service in the 15 months prior to posting the file
"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITH CC",281,MS-DRG,,,,,,,inpatient,1,UN,33281.84,21633.20,MEDICA ELEVATE,MEDICA ELEVATE,,20537.29,,,,,,0,8203.68,24776.18,case rate,There were zero instances of the item or service in the 15 months prior to posting the file
"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITH CC",281,MS-DRG,,,,,,,inpatient,1,UN,33281.84,21633.20,UHC ALL PAYER - ALL OTHER PLANS,UHC ALL PAYER - ALL OTHER PLANS,,24776.18,,,,,,0,8203.68,24776.18,case rate,There were zero instances of the item or service in the 15 months prior to posting the file
"ADDITION OF JOINT TO UPPER EXTREMITY ORTHOSIS, ANY MATERIAL; PER JOINT",L3956_1,CDM,0989,RC,,,L3956,HCPCS,outpatient,,,89.30,58.05,HEALTH PARTNERS COMM/EXCH - ALL OTHER PLANS,HEALTH PARTNERS COMM/EXCH - ALL OTHER PLANS,,94.66,,,,,,0,73.60,107.16,fee schedule,There were zero instances of the item or service in the 15 months prior to posting the file
"AFTERCARE, MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE WITH CC",560,MS-DRG,,,,,,,inpatient,1,UN,42836.15,27843.49,MEDICA ELEVATE,MEDICA ELEVATE,,25162.70,,,,,,0,10051.31,30356.28,case rate,There were zero instances of the item or service in the 15 months prior to posting the file
"AFTERCARE, MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE WITH MCC",559,MS-DRG,,,,,,,inpatient,1,UN,42740.29,27781.19,MOLINA MCAID - ALL OTHER PLANS,MOLINA MCAID - ALL OTHER PLANS,,19233.13,45.00,,19233.13,,,0,11283.44,42740.29,percent of total billed charges,There were zero instances of the item or service in the 15 months prior to posting the file
"ALBUTEROL, INHALATION SOLUTION, FDA-APPROVED FINAL PRODUCT, NON-COMPOUNDED, ADMINISTERED THROUGH DME, CONCENTRATED FORM, 1 MG",115221IP _1,CDM,0636,RC,00487-9901-30,NDC,J7611,HCPCS,outpatient,1.0000,ME,3.74,2.43,HEALTH PARTNERS MCR ADV,HEALTH PARTNERS MCR ADV,,3.85,,,,,,0,0.28,9.66,other,APC - Medicare Packaging Rules [HCPCS] ( 3.74*1.03 ) Term Line 40 | There were zero instances of the item or service in the 15 months prior to posting the file
"ALBUTEROL, INHALATION SOLUTION, FDA-APPROVED FINAL PRODUCT, NON-COMPOUNDED, ADMINISTERED THROUGH DME, UNIT DOSE, 1 MG",250OP _1,CDM,0636,RC,76204-0200-01,NDC,J7613,HCPCS,outpatient,2.5000,ML,6.32,4.11,BCBS MCR ADV,BCBS MCR ADV,,6.32,,,,,,0,0.07,16.32,other,APC - Medicare Packaging Rules [HCPCS] ( 6.32*1 ) Term Line 38 | There were zero instances of the item or service in the 15 months prior to posting the file
"ALBUTEROL, INHALATION SOLUTION, FDA-APPROVED FINAL PRODUCT, NON-COMPOUNDED, ADMINISTERED THROUGH DME, UNIT DOSE, 1 MG",31578IP _1,CDM,0636,RC,00487-9904-25,NDC,J7613,HCPCS,outpatient,1.2500,ML,15.31,9.95,BCBS MCR ADV,BCBS MCR ADV,,15.31,,,,,,0,0.07,39.54,other,APC - Medicare Packaging Rules [HCPCS] ( 15.31*1 ) Term Line 38 | There were zero instances of the item or service in the 15 months prior to posting the file
"ALBUTEROL, INHALATION SOLUTION, FDA-APPROVED FINAL PRODUCT, NON-COMPOUNDED, ADMINISTERED THROUGH DME, UNIT DOSE, 1 MG",4080967IP _1,CDM,0636,RC,76204-0200-01,NDC,J7613,HCPCS,outpatient,2.5000,ML,1.42,0.92,AETNA COMM - ALL OTHER PLANS,AETNA COMM - ALL OTHER PLANS,,2.24,,,,,,0,0.07,3.67,fee schedule,There were zero instances of the item or service in the 15 months prior to posting the file
"ALBUTEROL, UP TO 2.5 MG AND IPRATROPIUM BROMIDE, UP TO 0.5 MG, FDA-APPROVED FINAL PRODUCT, NON-COMPOUNDED, ADMINISTERED THROUGH DME",30510IP _1,CDM,0636,RC,00487-0201-01,NDC,J7620,HCPCS,outpatient,3.0000,ML,16.34,10.62,HEALTH PARTNERS COMM/EXCH - ALL OTHER PLANS,HEALTH PARTNERS COMM/EXCH - ALL OTHER PLANS,,42.20,,,,,,0,0.21,42.20,other,APC - Medicare Packaging Rules [HCPCS] ( 16.34*2.5825 ) Term Line 6 | There were zero instances of the item or service in the 15 months prior to posting the file
"ALBUTEROL, UP TO 2.5 MG AND IPRATROPIUM BROMIDE, UP TO 0.5 MG, FDA-APPROVED FINAL PRODUCT, NON-COMPOUNDED, ADMINISTERED THROUGH DME",4081744IP _1,CDM,0250,RC,00487-0201-01,NDC,J7620,HCPCS,outpatient,3.0000,ML,13.66,8.88,BCBS-ALL OTHER PLANS,BCBS-ALL OTHER PLANS,,16.39,,,,,,0,3.42,35.28,fee schedule,There were zero instances of the item or service in the 15 months prior to posting the file
"ALBUTEROL, UP TO 2.5 MG AND IPRATROPIUM BROMIDE, UP TO 0.5 MG, FDA-APPROVED FINAL PRODUCT, NON-COMPOUNDED, ADMINISTERED THROUGH DME",4081744IP _1,CDM,0250,RC,00487-0201-01,NDC,J7620,HCPCS,outpatient,3.0000,ML,13.66,8.88,MOLINA MCR ADV,MOLINA MCR ADV,,14.62,,,,,,0,3.42,35.28,other,APC - Medicare Packaging Rules [HCPCS] ( 13.66*1.07 ) Term Line 45 | There were zero instances of the item or service in the 15 months prior to posting the file
