"2019-NCOV CORONAVIRUS, SARS-COV-2/2019-NCOV (COVID-19), ANY TECHNIQUE, MULTIPLE TYPES OR SUBTYPES (INCLUDES ALL TARGETS), NON-CDC",56616733_1,CDM,0306,RC,,,U0002,HCPCS,outpatient,,,130.00,84.50,UHC MCR ADV,UHC MCR ADV,,130.00,,,,,,0,12.47,335.73,other,APC - Medicare Packaging Rules [HCPCS] ( 130.00*1 ) Term Line 136 | There were zero instances of the item or service in the 15 months prior to posting the file
"3D ANATOMICAL SEGMENTATION IMAGING FOR PREOPERATIVE PLANNING, DATA PREPARATION AND TRANSMISSION, OBTAINED FROM PREVIOUS DIAGNOSTIC COMPUTED TOMOGRAPHIC OR MAGNETIC RESONANCE EXAMINATION OF THE SAME ANATOMY",423C8001_1,CDM,0350,RC,,,C8001,HCPCS,outpatient,,,375.00,243.75,AETNA MCR ADV,AETNA MCR ADV,,375.00,,,,,,0,93.75,1181.00,other,APC - Medicare Packaging Rules [HCPCS] ( 375.00*1 ) Term Line 37 | There were zero instances of the item or service in the 15 months prior to posting the file
"3D ANATOMICAL SEGMENTATION IMAGING FOR PREOPERATIVE PLANNING, DATA PREPARATION AND TRANSMISSION, OBTAINED FROM PREVIOUS DIAGNOSTIC COMPUTED TOMOGRAPHIC OR MAGNETIC RESONANCE EXAMINATION OF THE SAME ANATOMY",423C8001_1,CDM,0350,RC,,,C8001,HCPCS,outpatient,,,375.00,243.75,MIDLANDS CHOICE STANDARD ,MIDLANDS CHOICE STANDARD ,,262.50,70.00,,262.5,,,0,93.75,1181.00,percent of total billed charges,There were zero instances of the item or service in the 15 months prior to posting the file
"ABLATION, IRREVERSIBLE ELECTROPORATION, LIVER, 1 OR MORE TUMORS, INCLUDING IMAGING GUIDANCE, PERCUTANEOUS",47384_1,CDM,0989,RC,,,47384,HCPCS,outpatient,,,994.00,646.10,BCBS-ALL OTHER PLANS,BCBS-ALL OTHER PLANS,,956.72,,,,,,0,73.60,1023.82,fee schedule,There were zero instances of the item or service in the 15 months prior to posting the file
"ACETYLCYSTEINE, INHALATION SOLUTION, FDA-APPROVED FINAL PRODUCT, NON-COMPOUNDED, ADMINISTERED THROUGH DME, UNIT DOSE FORM, PER GRAM",123IP _1,CDM,0636,RC,70069-0019-01,NDC,J7608,HCPCS,outpatient,200.0000,ML,19.17,12.46,MEDICA ELEVATE,MEDICA ELEVATE,,10.12,52.80,,10.12,,,0,4.79,49.51,percent of total billed charges,There were zero instances of the item or service in the 15 months prior to posting the file
"ADHESIVE, LIQUID OR EQUAL, ANY TYPE, PER OZ",A4364_1,CDM,0989,RC,,,A4364,HCPCS,outpatient,,,42.65,27.72,BCBS MCR ADV,BCBS MCR ADV,,4.19,,,,,,0,1.56,78.57,fee schedule,There were zero instances of the item or service in the 15 months prior to posting the file
"ADMINISTRATION OF A STANDARDIZED, EVIDENCE-BASED ASSESSMENT OF PHYSICAL ACTIVITY AND NUTRITION, 5-15 MINUTES, NOT MORE OFTEN THAN EVERY 6 MONTHS",G0136_1,CDM,0989,RC,,,G0136,HCPCS,outpatient,,,20.00,13.00,MOLINA MCAID - ALL OTHER PLANS,MOLINA MCAID - ALL OTHER PLANS,,20.60,,,,,,0,7.68,78.57,fee schedule,There were zero instances of the item or service in the 15 months prior to posting the file
"AFAMELANOTIDE IMPLANT, 1 MG",195398OP _1,CDM,0636,RC,73372-0116-01,NDC,J7352,HCPCS,outpatient,16.0000,EA,125775.90,81754.34,MEDICA MCAID,MEDICA MCAID,,25235.55,,,,,,0,3120.03,324816.26,fee schedule,There were zero instances of the item or service in the 15 months prior to posting the file
"AFTERCARE, MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE WITH CC",560,MS-DRG,,,,,,,inpatient,1,UN,42836.15,27843.49,BCBS MCR ADV,BCBS MCR ADV,,10051.31,,,,,,0,10051.31,30356.28,case rate,There were zero instances of the item or service in the 15 months prior to posting the file
"ALBUTEROL, INHALATION SOLUTION, FDA-APPROVED FINAL PRODUCT, NON-COMPOUNDED, ADMINISTERED THROUGH DME, CONCENTRATED FORM, 1 MG",4081905OP _1,CDM,0636,RC,00487-9901-30,NDC,J7611,HCPCS,outpatient,1.0000,ME,1.42,0.92,BCBS MCR ADV,BCBS MCR ADV,,1.42,,,,,,0,0.28,3.67,other,APC - Medicare Packaging Rules [HCPCS] ( 1.42*1 ) Term Line 38 | There were zero instances of the item or service in the 15 months prior to posting the file
"ALBUTEROL, INHALATION SOLUTION, FDA-APPROVED FINAL PRODUCT, NON-COMPOUNDED, ADMINISTERED THROUGH DME, UNIT DOSE, 1 MG",31578IP _1,CDM,0636,RC,00487-9904-25,NDC,J7613,HCPCS,outpatient,1.2500,ML,15.31,9.95,AETNA MCR ADV,AETNA MCR ADV,,15.31,,,,,,0,0.07,39.54,other,APC - Medicare Packaging Rules [HCPCS] ( 15.31*1 ) Term Line 37 | There were zero instances of the item or service in the 15 months prior to posting the file
"ALBUTEROL, INHALATION SOLUTION, FDA-APPROVED FINAL PRODUCT, NON-COMPOUNDED, ADMINISTERED THROUGH DME, UNIT DOSE, 1 MG",J7613_1,CDM,0989,RC,,,J7613,HCPCS,outpatient,,,2.00,1.30,AETNA COMM - ALL OTHER PLANS,AETNA COMM - ALL OTHER PLANS,,78.57,,,,,,0,0.07,78.57,fee schedule,There were zero instances of the item or service in the 15 months prior to posting the file
"ALBUTEROL, INHALATION SOLUTION, FDA-APPROVED FINAL PRODUCT, NON-COMPOUNDED, ADMINISTERED THROUGH DME, UNIT DOSE, 1 MG",J7613_1,CDM,0989,RC,,,J7613,HCPCS,outpatient,,,2.00,1.30,HEALTH PARTNERS COMM/EXCH - ALL OTHER PLANS,HEALTH PARTNERS COMM/EXCH - ALL OTHER PLANS,,2.12,,,,,,0,0.07,78.57,fee schedule,There were zero instances of the item or service in the 15 months prior to posting the file
"ALBUTEROL, UP TO 2.5 MG AND IPRATROPIUM BROMIDE, UP TO 0.5 MG, FDA-APPROVED FINAL PRODUCT, NON-COMPOUNDED, ADMINISTERED THROUGH DME",30510OP _1,CDM,0636,RC,47335-0756-48,NDC,J7620,HCPCS,outpatient,3.0000,ML,22.47,14.61,MOLINA MCAID - ALL OTHER PLANS,MOLINA MCAID - ALL OTHER PLANS,,10.11,45.00,,10.11,,,0,0.21,58.03,percent of total billed charges,There were zero instances of the item or service in the 15 months prior to posting the file
"ALBUTEROL, UP TO 2.5 MG AND IPRATROPIUM BROMIDE, UP TO 0.5 MG, FDA-APPROVED FINAL PRODUCT, NON-COMPOUNDED, ADMINISTERED THROUGH DME",4081744OP _1,CDM,0250,RC,00487-0201-01,NDC,J7620,HCPCS,outpatient,3.0000,ML,3.72,2.42,UHC MCR ADV,UHC MCR ADV,,3.72,,,,,,0,0.93,9.61,other,APC - Medicare Packaging Rules [HCPCS] ( 3.72*1 ) Term Line 136 | There were zero instances of the item or service in the 15 months prior to posting the file
"ALBUTEROL, UP TO 2.5 MG AND IPRATROPIUM BROMIDE, UP TO 0.5 MG, FDA-APPROVED FINAL PRODUCT, NON-COMPOUNDED, ADMINISTERED THROUGH DME",J7620_1,CDM,0989,RC,,,J7620,HCPCS,outpatient,,,32.00,20.80,UHC ALL PAYER - ALL OTHER PLANS,UHC ALL PAYER - ALL OTHER PLANS,,0.19,,,,,,0,0.19,78.57,fee schedule,There were zero instances of the item or service in the 15 months prior to posting the file
