"2019-NCOV CORONAVIRUS, SARS-COV-2/2019-NCOV (COVID-19), ANY TECHNIQUE, MULTIPLE TYPES OR SUBTYPES (INCLUDES ALL TARGETS), NON-CDC",56616733_1,CDM,0306,RC,,,U0002,HCPCS,outpatient,,,130.00,84.50,HEALTH PARTNERS MCR ADV,HEALTH PARTNERS MCR ADV,,133.90,,,,,,0,12.47,335.73,other,APC - Medicare Packaging Rules [HCPCS] ( 130.00*1.03 ) Term Line 40 | There were zero instances of the item or service in the 15 months prior to posting the file
"2019-NCOV CORONAVIRUS, SARS-COV-2/2019-NCOV (COVID-19), ANY TECHNIQUE, MULTIPLE TYPES OR SUBTYPES (INCLUDES ALL TARGETS), NON-CDC",56616733_1,CDM,0306,RC,,,U0002,HCPCS,outpatient,,,130.00,84.50,MEDICA COMM - ALL OTHER PLANS,MEDICA COMM - ALL OTHER PLANS,,61.72,,,,,,0,12.47,335.73,fee schedule,There were zero instances of the item or service in the 15 months prior to posting the file
"ABLATION, IRREVERSIBLE ELECTROPORATION, LIVER, 1 OR MORE TUMORS, INCLUDING IMAGING GUIDANCE, PERCUTANEOUS",41947384_1,CDM,0361,RC,,,47384,HCPCS,outpatient,,,27154.00,17650.10,HUMANA MCR ADV - ALL PLANS,HUMANA MCR ADV - ALL PLANS,,27154.00,,,,,,0,6788.50,70125.21,other,APC - Medicare Packaging Rules [HCPCS] ( 27154.00*1 ) Term Line 41 | There were zero instances of the item or service in the 15 months prior to posting the file
"ABLATION, IRREVERSIBLE ELECTROPORATION, PROSTATE, 1 OR MORE TUMORS, INCLUDING IMAGING GUIDANCE, PERCUTANEOUS",55877_1,CDM,0989,RC,,,55877,HCPCS,outpatient,,,1571.00,1021.15,MOLINA MCR ADV,MOLINA MCR ADV,,668.84,,,,,,0,73.60,1618.13,fee schedule,There were zero instances of the item or service in the 15 months prior to posting the file
"ACETYLCYSTEINE, INHALATION SOLUTION, FDA-APPROVED FINAL PRODUCT, NON-COMPOUNDED, ADMINISTERED THROUGH DME, UNIT DOSE FORM, PER GRAM",123IP _1,CDM,0636,RC,70069-0019-01,NDC,J7608,HCPCS,outpatient,200.0000,ML,19.17,12.46,MEDICA COMM - ALL OTHER PLANS,MEDICA COMM - ALL OTHER PLANS,,11.50,60.00,,11.5,,,0,4.79,49.51,percent of total billed charges,There were zero instances of the item or service in the 15 months prior to posting the file
"ACETYLCYSTEINE, INHALATION SOLUTION, FDA-APPROVED FINAL PRODUCT, NON-COMPOUNDED, ADMINISTERED THROUGH DME, UNIT DOSE FORM, PER GRAM",123OP _1,CDM,0636,RC,00517-7604-25,NDC,J7608,HCPCS,outpatient,5.0000,GM,18.56,12.06,BCBS-ALL OTHER PLANS,BCBS-ALL OTHER PLANS,,22.27,,,,,,0,4.64,47.93,fee schedule,There were zero instances of the item or service in the 15 months prior to posting the file
"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITH CC",281,MS-DRG,,,,,,,inpatient,1,UN,33281.84,21633.20,MEDICA COMM - ALL OTHER PLANS,MEDICA COMM - ALL OTHER PLANS,,23337.79,,,,,,0,8203.68,24776.18,case rate,There were zero instances of the item or service in the 15 months prior to posting the file
"ADMINISTRATION OF A STANDARDIZED, EVIDENCE-BASED ASSESSMENT OF PHYSICAL ACTIVITY AND NUTRITION, 5-15 MINUTES, NOT MORE OFTEN THAN EVERY 6 MONTHS",G0136_1,CDM,0989,RC,,,G0136,HCPCS,outpatient,,,20.00,13.00,MEDICA ELEVATE,MEDICA ELEVATE,,24.13,,,,,,0,7.68,78.57,fee schedule,There were zero instances of the item or service in the 15 months prior to posting the file
"AFTERCARE, MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE WITH MCC",559,MS-DRG,,,,,,,inpatient,1,UN,42740.29,27781.19,MEDICA ELEVATE,MEDICA ELEVATE,,41671.19,,,,,,0,11283.44,42740.29,case rate,There were zero instances of the item or service in the 15 months prior to posting the file
"ALBUTEROL, INHALATION SOLUTION, FDA-APPROVED FINAL PRODUCT, NON-COMPOUNDED, ADMINISTERED THROUGH DME, CONCENTRATED FORM, 1 MG",115221IP _1,CDM,0636,RC,00487-9901-30,NDC,J7611,HCPCS,outpatient,1.0000,ME,3.74,2.43,AETNA COMM - ALL OTHER PLANS,AETNA COMM - ALL OTHER PLANS,,5.91,,,,,,0,0.28,9.66,fee schedule,There were zero instances of the item or service in the 15 months prior to posting the file
"ALBUTEROL, INHALATION SOLUTION, FDA-APPROVED FINAL PRODUCT, NON-COMPOUNDED, ADMINISTERED THROUGH DME, CONCENTRATED FORM, 1 MG",115221OP _1,CDM,0636,RC,00487-9901-30,NDC,J7611,HCPCS,outpatient,1.0000,ME,2.09,1.36,MIDLANDS CHOICE STANDARD ,MIDLANDS CHOICE STANDARD ,,1.46,70.00,,1.46,,,0,0.28,5.40,percent of total billed charges,There were zero instances of the item or service in the 15 months prior to posting the file
"ALBUTEROL, INHALATION SOLUTION, FDA-APPROVED FINAL PRODUCT, NON-COMPOUNDED, ADMINISTERED THROUGH DME, CONCENTRATED FORM, 1 MG",115221OP _1,CDM,0636,RC,00487-9901-30,NDC,J7611,HCPCS,outpatient,1.0000,ME,2.09,1.36,UHC MCAID,UHC MCAID,,0.52,25.00,,0.52,,,0,0.28,5.40,percent of total billed charges,There were zero instances of the item or service in the 15 months prior to posting the file
"ALBUTEROL, INHALATION SOLUTION, FDA-APPROVED FINAL PRODUCT, NON-COMPOUNDED, ADMINISTERED THROUGH DME, CONCENTRATED FORM, 1 MG",4081905IP _1,CDM,0636,RC,00487-9901-30,NDC,J7611,HCPCS,outpatient,1.0000,ME,5.33,3.46,MEDICA ELEVATE,MEDICA ELEVATE,,2.81,52.80,,2.81,,,0,0.28,13.76,percent of total billed charges,There were zero instances of the item or service in the 15 months prior to posting the file
"ALBUTEROL, INHALATION SOLUTION, FDA-APPROVED FINAL PRODUCT, NON-COMPOUNDED, ADMINISTERED THROUGH DME, CONCENTRATED FORM, 1 MG",4081905OP _1,CDM,0636,RC,00487-9901-30,NDC,J7611,HCPCS,outpatient,1.0000,ME,1.42,0.92,HEALTH PARTNERS MCR ADV,HEALTH PARTNERS MCR ADV,,1.46,,,,,,0,0.28,3.67,other,APC - Medicare Packaging Rules [HCPCS] ( 1.42*1.03 ) Term Line 40 | There were zero instances of the item or service in the 15 months prior to posting the file
"ALBUTEROL, INHALATION SOLUTION, FDA-APPROVED FINAL PRODUCT, NON-COMPOUNDED, ADMINISTERED THROUGH DME, UNIT DOSE, 1 MG",250IP _1,CDM,0636,RC,00487-9501-01,NDC,J7613,HCPCS,outpatient,1.0000,ME,12.49,8.12,HUMANA MCR ADV - ALL PLANS,HUMANA MCR ADV - ALL PLANS,,12.49,,,,,,0,0.07,32.26,other,APC - Medicare Packaging Rules [HCPCS] ( 12.49*1 ) Term Line 41 | There were zero instances of the item or service in the 15 months prior to posting the file
"ALBUTEROL, INHALATION SOLUTION, FDA-APPROVED FINAL PRODUCT, NON-COMPOUNDED, ADMINISTERED THROUGH DME, UNIT DOSE, 1 MG",4080967OP _1,CDM,0636,RC,60687-0395-79,NDC,J7613,HCPCS,outpatient,2.5000,ML,3.61,2.35,MEDICA ELEVATE,MEDICA ELEVATE,,1.91,52.80,,1.91,,,0,0.07,9.32,percent of total billed charges,There were zero instances of the item or service in the 15 months prior to posting the file
"ALBUTEROL, UP TO 2.5 MG AND IPRATROPIUM BROMIDE, UP TO 0.5 MG, FDA-APPROVED FINAL PRODUCT, NON-COMPOUNDED, ADMINISTERED THROUGH DME",30510IP _1,CDM,0636,RC,00487-0201-01,NDC,J7620,HCPCS,outpatient,3.0000,ML,16.34,10.62,HEALTH PARTNERS MCR ADV,HEALTH PARTNERS MCR ADV,,16.83,,,,,,0,0.21,42.20,other,APC - Medicare Packaging Rules [HCPCS] ( 16.34*1.03 ) Term Line 40 | There were zero instances of the item or service in the 15 months prior to posting the file
"ALBUTEROL, UP TO 2.5 MG AND IPRATROPIUM BROMIDE, UP TO 0.5 MG, FDA-APPROVED FINAL PRODUCT, NON-COMPOUNDED, ADMINISTERED THROUGH DME",30510OP _1,CDM,0636,RC,47335-0756-48,NDC,J7620,HCPCS,outpatient,3.0000,ML,22.47,14.61,MEDICA COMM - ALL OTHER PLANS,MEDICA COMM - ALL OTHER PLANS,,13.48,60.00,,13.48,,,0,0.21,58.03,percent of total billed charges,There were zero instances of the item or service in the 15 months prior to posting the file
"ALBUTEROL, UP TO 2.5 MG AND IPRATROPIUM BROMIDE, UP TO 0.5 MG, FDA-APPROVED FINAL PRODUCT, NON-COMPOUNDED, ADMINISTERED THROUGH DME",4081744OP _1,CDM,0250,RC,00487-0201-01,NDC,J7620,HCPCS,outpatient,3.0000,ML,3.72,2.42,HEALTH PARTNERS COMM/EXCH - ALL OTHER PLANS,HEALTH PARTNERS COMM/EXCH - ALL OTHER PLANS,,9.61,,,,,,0,0.93,9.61,other,APC - Medicare Packaging Rules [HCPCS] ( 3.72*2.5825 ) Term Line 6 | There were zero instances of the item or service in the 15 months prior to posting the file
"ALCOHOL AND/OR SUBSTANCE (OTHER THAN TOBACCO) MISUSE STRUCTURED ASSESSMENT (E.G., AUDIT, DAST), AND BRIEF INTERVENTION, 5-14 MINUTES",G2011_1,CDM,0989,RC,,,G2011,HCPCS,outpatient,,,40.00,26.00,BCBS MCR ADV,BCBS MCR ADV,,13.87,,,,,,0,13.87,78.57,fee schedule,There were zero instances of the item or service in the 15 months prior to posting the file
"ALCOHOL, DRUG ABUSE OR DEPENDENCE WITHOUT REHABILITATION THERAPY WITH MCC",896,MS-DRG,,,,,,,inpatient,1,UN,32727.38,21272.80,AETNA MCR ADV,AETNA MCR ADV,,15576.36,,,,,,0,8640.03,32727.38,case rate,There were zero instances of the item or service in the 15 months prior to posting the file
"ALCOHOL, DRUG ABUSE OR DEPENDENCE, LEFT AMA",894,MS-DRG,,,,,,,inpatient,1,UN,14185.81,9220.78,MEDICA ELEVATE,MEDICA ELEVATE,,13784.63,,,,,,0,3745.05,14185.81,case rate,There were zero instances of the item or service in the 15 months prior to posting the file
"ALLODERM, PER SQUARE CENTIMETER",T1007827_1,CDM,0278,RC,,,Q4116,HCPCS,outpatient,,,125.44,81.54,BCBS-ALL OTHER PLANS,BCBS-ALL OTHER PLANS,,150.53,,,,,,0,31.36,323.95,fee schedule,There were zero instances of the item or service in the 15 months prior to posting the file
"ALLODERM, PER SQUARE CENTIMETER",T1044033_1,CDM,0278,RC,,,Q4116,HCPCS,outpatient,,,130.64,84.92,HEALTH PARTNERS MCR ADV,HEALTH PARTNERS MCR ADV,,134.56,,,,,,0,32.66,337.38,other,APC - Medicare Packaging Rules [HCPCS] ( 130.64*1.03 ) Term Line 40 | There were zero instances of the item or service in the 15 months prior to posting the file
"ALLODERM, PER SQUARE CENTIMETER",T1046291_1,CDM,0278,RC,,,Q4116,HCPCS,outpatient,,,126.84,82.45,MOLINA MCAID - ALL OTHER PLANS,MOLINA MCAID - ALL OTHER PLANS,,57.08,45.00,,57.08,,,0,31.71,327.56,percent of total billed charges,There were zero instances of the item or service in the 15 months prior to posting the file
"ALLODERM, PER SQUARE CENTIMETER",T1056846_1,CDM,0278,RC,,,Q4116,HCPCS,outpatient,,,126.84,82.45,HEALTH PARTNERS MCR ADV,HEALTH PARTNERS MCR ADV,,130.65,,,,,,0,31.71,327.56,other,APC - Medicare Packaging Rules [HCPCS] ( 126.84*1.03 ) Term Line 40 | There were zero instances of the item or service in the 15 months prior to posting the file
"ALLODERM, PER SQUARE CENTIMETER",T1056965_1,CDM,0278,RC,,,Q4116,HCPCS,outpatient,,,130.64,84.92,HEALTH PARTNERS MCR ADV,HEALTH PARTNERS MCR ADV,,134.56,,,,,,0,32.66,337.38,other,APC - Medicare Packaging Rules [HCPCS] ( 130.64*1.03 ) Term Line 40 | There were zero instances of the item or service in the 15 months prior to posting the file
"ALLODERM, PER SQUARE CENTIMETER",T1056965_1,CDM,0278,RC,,,Q4116,HCPCS,outpatient,,,130.64,84.92,UHC MCAID,UHC MCAID,,32.66,25.00,,32.66,,,0,32.66,337.38,percent of total billed charges,There were zero instances of the item or service in the 15 months prior to posting the file
"ALLODERM, PER SQUARE CENTIMETER",T1060256_1,CDM,0278,RC,,,Q4116,HCPCS,outpatient,,,130.64,84.92,HEALTH PARTNERS MCR ADV,HEALTH PARTNERS MCR ADV,,134.56,,,,,,0,32.66,337.38,other,APC - Medicare Packaging Rules [HCPCS] ( 130.64*1.03 ) Term Line 40 | There were zero instances of the item or service in the 15 months prior to posting the file
"ALLODERM, PER SQUARE CENTIMETER",T1061255_1,CDM,0278,RC,,,Q4116,HCPCS,outpatient,,,142.29,92.49,MIDLANDS CHOICE PREMIER-ALL OTHER PLANS,MIDLANDS CHOICE PREMIER-ALL OTHER PLANS,,72.57,51.00,,72.57,,,0,35.57,367.46,percent of total billed charges,There were zero instances of the item or service in the 15 months prior to posting the file
"ALLODERM, PER SQUARE CENTIMETER",T1061338_1,CDM,0278,RC,,,Q4116,HCPCS,outpatient,,,120.94,78.61,MIDLANDS CHOICE STANDARD ,MIDLANDS CHOICE STANDARD ,,84.66,70.00,,84.66,,,0,30.24,312.33,percent of total billed charges,There were zero instances of the item or service in the 15 months prior to posting the file
"ALLODERM, PER SQUARE CENTIMETER",T1062313_1,CDM,0278,RC,,,Q4116,HCPCS,outpatient,,,120.38,78.25,MEDICA MCR ADV,MEDICA MCR ADV,,120.38,,,,,,0,30.10,310.88,other,APC - Medicare Packaging Rules [HCPCS] ( 120.38*1 ) Term Line 43 | There were zero instances of the item or service in the 15 months prior to posting the file
