"ABLATION, IRREVERSIBLE ELECTROPORATION, LIVER, 1 OR MORE TUMORS, INCLUDING IMAGING GUIDANCE, PERCUTANEOUS",41947384_1,CDM,0361,RC,,,47384,HCPCS,outpatient,,,27154.00,17650.10,MIDLANDS CHOICE PREMIER-ALL OTHER PLANS,MIDLANDS CHOICE PREMIER-ALL OTHER PLANS,,13848.54,51.00,,13848.54,,,0,6788.50,70125.21,percent of total billed charges,There were zero instances of the item or service in the 15 months prior to posting the file
"ACETYLCYSTEINE, INHALATION SOLUTION, FDA-APPROVED FINAL PRODUCT, NON-COMPOUNDED, ADMINISTERED THROUGH DME, UNIT DOSE FORM, PER GRAM",123IP _1,CDM,0636,RC,70069-0019-01,NDC,J7608,HCPCS,outpatient,200.0000,ML,19.17,12.46,MOLINA MCR ADV,MOLINA MCR ADV,,20.51,,,,,,0,4.79,49.51,other,APC - Medicare Packaging Rules [HCPCS] ( 19.17*1.07 ) Term Line 45 | There were zero instances of the item or service in the 15 months prior to posting the file
"ACUTE MYOCARDIAL INFARCTION, EXPIRED WITH CC",284,MS-DRG,,,,,,,inpatient,1,UN,49900.62,32435.40,MOLINA MCR ADV,MOLINA MCR ADV,,6610.90,,,,,,0,6178.42,34930.43,case rate,There were zero instances of the item or service in the 15 months prior to posting the file
"AFAMELANOTIDE IMPLANT, 1 MG",195398OP _1,CDM,0636,RC,73372-0116-01,NDC,J7352,HCPCS,outpatient,16.0000,EA,125775.90,81754.34,AETNA COMM - ALL OTHER PLANS,AETNA COMM - ALL OTHER PLANS,,198587.57,,,,,,0,3120.03,324816.26,fee schedule,There were zero instances of the item or service in the 15 months prior to posting the file
"AFTERCARE, MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE WITH MCC",559,MS-DRG,,,,,,,inpatient,1,UN,42740.29,27781.19,AETNA MCR ADV,AETNA MCR ADV,,16645.67,,,,,,0,11283.44,42740.29,case rate,There were zero instances of the item or service in the 15 months prior to posting the file
"ALBUTEROL, INHALATION SOLUTION, FDA-APPROVED FINAL PRODUCT, NON-COMPOUNDED, ADMINISTERED THROUGH DME, CONCENTRATED FORM, 1 MG",115221IP _1,CDM,0636,RC,00487-9901-30,NDC,J7611,HCPCS,outpatient,1.0000,ME,3.74,2.43,MEDICA ELEVATE,MEDICA ELEVATE,,1.97,52.80,,1.97,,,0,0.28,9.66,percent of total billed charges,There were zero instances of the item or service in the 15 months prior to posting the file
"ALBUTEROL, INHALATION SOLUTION, FDA-APPROVED FINAL PRODUCT, NON-COMPOUNDED, ADMINISTERED THROUGH DME, UNIT DOSE, 1 MG",250OP _1,CDM,0636,RC,76204-0200-01,NDC,J7613,HCPCS,outpatient,2.5000,ML,6.32,4.11,MEDICA MCR ADV,MEDICA MCR ADV,,6.32,,,,,,0,0.07,16.32,other,APC - Medicare Packaging Rules [HCPCS] ( 6.32*1 ) Term Line 43 | There were zero instances of the item or service in the 15 months prior to posting the file
"ALBUTEROL, INHALATION SOLUTION, FDA-APPROVED FINAL PRODUCT, NON-COMPOUNDED, ADMINISTERED THROUGH DME, UNIT DOSE, 1 MG",31578OP _1,CDM,0636,RC,76204-0011-11,NDC,J7613,HCPCS,outpatient,4.0000,ML,4.33,2.81,AETNA MCR ADV,AETNA MCR ADV,,4.33,,,,,,0,0.07,11.18,other,APC - Medicare Packaging Rules [HCPCS] ( 4.33*1 ) Term Line 37 | There were zero instances of the item or service in the 15 months prior to posting the file
"ALBUTEROL, INHALATION SOLUTION, FDA-APPROVED FINAL PRODUCT, NON-COMPOUNDED, ADMINISTERED THROUGH DME, UNIT DOSE, 1 MG",31578OP _1,CDM,0636,RC,76204-0011-11,NDC,J7613,HCPCS,outpatient,4.0000,ML,4.33,2.81,MEDICA ELEVATE,MEDICA ELEVATE,,2.29,52.80,,2.29,,,0,0.07,11.18,percent of total billed charges,There were zero instances of the item or service in the 15 months prior to posting the file
"ALBUTEROL, INHALATION SOLUTION, FDA-APPROVED FINAL PRODUCT, NON-COMPOUNDED, ADMINISTERED THROUGH DME, UNIT DOSE, 1 MG",4080967IP _1,CDM,0636,RC,76204-0200-01,NDC,J7613,HCPCS,outpatient,2.5000,ML,1.42,0.92,MEDICA ELEVATE,MEDICA ELEVATE,,0.75,52.80,,0.75,,,0,0.07,3.67,percent of total billed charges,There were zero instances of the item or service in the 15 months prior to posting the file
