"ACAMPROSATE 333 MG TABLET,DELAYED RELEASE",51079-241-01,CDM,,both,1,EA,3.99,2.35, Aetna  , All Plans ,2,,,1.89,0.55,2.67,1000, fee schedule ,0.49,3.59,
"ACAMPROSATE 333 MG TABLET,DELAYED RELEASE",51079-241-01,CDM,,both,1,EA,3.99,2.35, Harvard Pilgrim , All Plans ,1.56,,,1.89,0.55,2.67,1000, fee schedule ,0.49,3.59,
"ACAMPROSATE 333 MG TABLET,DELAYED RELEASE",51079-241-01,CDM,,both,1,EA,3.99,2.35, Medicare Advantage -  Anthem , All Plans ,0.49,,,1.89,0.55,2.67,1000, fee schedule ,0.49,3.59,
"ACAMPROSATE 333 MG TABLET,DELAYED RELEASE",68382-569-28,CDM,,both,180,EA,2.45,1.45, Create Alliance , All Plans ,1.35,,,1.16,0.34,1.64,1000, fee schedule ,0.3,2.21,
"ACAMPROSATE 333 MG TABLET,DELAYED RELEASE",68462-435-18,CDM,,both,180,EA,5.06,2.99, Great West Network , All Plans ,2.4,,,2.4,0.7,3.39,1000, fee schedule ,0.62,4.55,
"ACAMPROSATE 333 MG TABLET,DELAYED RELEASE",68462-435-18,CDM,,both,180,EA,5.06,2.99, Magellan , All Plans ,1.87,,,2.4,0.7,3.39,1000, fee schedule ,0.62,4.55,
"ACETAMINOPHEN 1,000 MG/100 ML (10 MG/ML) INTRAVENOUS SOLUTION",0143-9386-01,CDM,,both,100,ML,22,12.98, Anthem , All Plans ,11.04,,,10.44,3.06,14.74,1000, fee schedule ,2.68,19.8,
"ACETAMINOPHEN 1,000 MG/100 ML (10 MG/ML) INTRAVENOUS SOLUTION",0143-9386-01,CDM,,both,100,ML,22,12.98, Magellan , All Plans ,8.14,,,10.44,3.06,14.74,1000, fee schedule ,2.68,19.8,
"ACETAMINOPHEN 1,000 MG/100 ML (10 MG/ML) INTRAVENOUS SOLUTION",0781-3156-95,CDM,,both,100,ML,19.5,11.51, First Health , All Plans ,16.58,,,9.26,2.71,13.07,1000, fee schedule ,2.37,17.55,
"ACETAMINOPHEN 1,000 MG/100 ML (10 MG/ML) INTRAVENOUS SOLUTION",0781-3156-95,CDM,,both,100,ML,19.5,11.51, UHC , All Plans ,9.66,,,9.26,2.71,13.07,1000, fee schedule ,2.37,17.55,
"ACETAMINOPHEN 1,000 MG/100 ML (10 MG/ML) INTRAVENOUS SOLUTION",24201-100-01,CDM,,both,100,ML,26.5,15.64, Medicare Advantage -  Wellcare , All Plans ,3.29,,,12.58,3.68,17.76,1000, fee schedule ,3.22,23.85,
