"""Hb Drsg Quikclot 4""""X 4""","27208370_272","CDM","272","RC","","","","","facility","both","","","","417.27","146.04","","","","","","","","","","","","","Gross Charge Type: Fsid 100 | Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Explore/repair chest","32110","HCPCS","","","","","","","facility","outpatient","","","","","","Cigna","Hmo","3885","","","","","","","fee schedule","3613","4992",""
"Explore/treat elbow joint","24101","HCPCS","","","","","","","facility","outpatient","","","","","","Care Plus Health Plans","Medicare Managed Care Plan","3471.55","","","","","","","fee schedule","1874.25","6833.76","APC"
"Explore/treat elbow joint","24101","HCPCS","","","","","","","facility","outpatient","","","","","","Kaiser","Medicare Managed Care Plan","3758.57","","","","","","","fee schedule","1874.25","6833.76","APC"
"Explore/treat eye socket","67413","HCPCS","","","","","","","facility","outpatient","","","","","","Baycare","Medicare Managed Care Plan","2557.24","","","","","","","fee schedule","2133.06","5195","APC"
"Explore/treat finger joint","26080","HCPCS","","","","","","","facility","outpatient","","","","","","Sunshine Health","Ambetter Exchange","2686.71","","","","","","","fee schedule","1679.19","3358.38","APC"
"Explore/treat hand joint","26070","HCPCS","","","","","","","facility","outpatient","","","","","","Cigna","Medicare Managed Care Plan","1796.74","","","","","","","fee schedule","1326.84","3358.38","APC"
"Explore/treat knee joint","27331","HCPCS","","","","","","","facility","outpatient","","","","","","Capital Health Plan Tallahassee","Medicare Managed Care Plan","3416.88","","","","","","","fee schedule","1874.25","6833.76","APC"
"Explore/treat wrist joint","25040","HCPCS","","","","","","","facility","outpatient","","","","","","Truli For Health","All Commercial Plans","6492.07","","","","","","","fee schedule","2133.06","6833.76","APC"
"Explore/treat wrist joint","25101","HCPCS","","","","","","","facility","outpatient","","","","","","Avmed","Exchange","1517.25","","","","","","","fee schedule","1517.25","6833.76",""
"Ext ecg>48hr<7d recording","93242","HCPCS","","","","","","","facility","outpatient","","","","","","Molina","Exchange","58.51","","","","","","","fee schedule","39","78.01","APC"
"Ext ecg>7d<15d recording","93246","HCPCS","","","","","","","facility","outpatient","","","","","","Simply Healthcare","Exchange","65.53","","","","","","","fee schedule","39","78.01","APC"
"Ext ecg>7d<15d recording","93246","HCPCS","","","","","","","facility","outpatient","","","","","","Ultimate Health Plans","Medicare Managed Care Plan","40.96","","","","","","","fee schedule","39","78.01","APC"
"Ext ecg>7d<15d scan a/r","93247","HCPCS","","","","","","","facility","outpatient","","","","","","Simply Healthcare","Medicare Managed Care Plan","147.28","","","","","","","fee schedule","138.94","277.88","APC"
"Extended culture of oocytes","89272","HCPCS","","","","","","","facility","outpatient","","","","","","Simply Healthcare","Medicare Managed Care Plan","891.84","","","","","","","fee schedule","841.35","1682.71","APC"
"Extended culture of oocytes","89272","HCPCS","","","","","","","facility","outpatient","","","","","","Truli For Health","All Commercial Plans","1598.57","","","","","","","fee schedule","841.35","1682.71","APC"
"Extended steel shank","L2360","HCPCS","","","","","","","facility","outpatient","","","","","","Health First Health Plans","Medicare Managed Care Plan","107.01","","","","","","","fee schedule","59.45","118.9","APC"
"Extension per extension per","L2760","HCPCS","","","","","","","facility","outpatient","","","","","","Care Plus Health Plans","Medicare Managed Care Plan","70.94","","","","","","","fee schedule","69.82","139.64","APC"
"Extensive Burns Or Full Thickness Burns With Mv >96 Hours With Skin Graft","927","MS-DRG","","","","","","","facility","inpatient","","","","","","Aetna","Ppo","","","[Stop Loss: Total Charges > 347079 | Total % of Charge: 55.2] [Lesser Than Charges paid at %: 100] [MSDRG Base Rate: FEE SCHEDULE] [Psych-Per Diem: 1603] [Rehab-Per Diem: 2399] [Transplants-Case Rate: FEE SCHEDULE]","","","","0","other","","","No services performed during 15-month lookback period."
"Extensive Burns Or Full Thickness Burns With Mv >96 Hours With Skin Graft","927","MS-DRG","","","","","","","facility","inpatient","","","","","","Humana","Transplant Medicaid Managed Care Plan","","","[Inpatient Services: Payer leverages state specific Medicaid payment methodology. Available, referenceable algorithm logic found here: https://ahca.myflorida.com/medicaid/]","","","","0","other","","","No services performed during 15-month lookback period."
"Extensive Burns Or Full Thickness Burns With Mv >96 Hours With Skin Graft","927","MS-DRG","","","","","","","facility","inpatient","","","","","","Simply Healthcare","Medicaid Managed Care Plan","","","[Inpatient Services: Payer leverages state specific Medicaid payment methodology. Available, referenceable algorithm logic found here: https://ahca.myflorida.com/medicaid/]","","","","0","other","","","No services performed during 15-month lookback period."
"Extensive Burns Or Full Thickness Burns With Mv >96 Hours Without Skin Graft","933","MS-DRG","","","","","","","facility","inpatient","","","","","","Cigna","Hmo","86867.16","","","","","","","fee schedule","18430.62","108128.56",""
"Extensive O.R. Procedures Unrelated To Principal Diagnosis With Cc","982","MS-DRG","","","","","","","facility","inpatient","","","","","","Bcbs","Medicare Managed Care Plan","","","[Lesser Than Charges paid at %: 100] [MSDRG Base Rate: FEE SCHEDULE]","22557.05","22557.05","22557.05","1 through 10","other","","","Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
"Extensive O.R. Procedures Unrelated To Principal Diagnosis With Cc","982","MS-DRG","","","","","","","facility","inpatient","","","","","","Employers Health Network","Web Tpa All Commercial Plans","37716.52","","","","","","","fee schedule","19649.21","107923.83",""
"Extensive O.R. Procedures Unrelated To Principal Diagnosis With Mcc","981","MS-DRG","","","","","","","facility","inpatient","","","","","","Health First Health Plans","Ppo","","","[Lesser Than Charges paid at %: 100] [MSDRG Base Rate: FEE SCHEDULE]","","","","0","other","","","No services performed during 15-month lookback period."
"Extensive O.R. Procedures Unrelated To Principal Diagnosis With Mcc","981","MS-DRG","","","","","","","facility","inpatient","","","","","","Health First Health Plans","Ppo","79106.54","","","","","","","fee schedule","38153.26","118814.71","MSDRG Base Rate"
"Extensive O.R. Procedures Unrelated To Principal Diagnosis With Mcc","981","MS-DRG","","","","","","","facility","inpatient","","","","","","Molina Healthcare","Medicaid Managed Care Plan","","","[Inpatient Services: Payer leverages state specific Medicaid payment methodology. Available, referenceable algorithm logic found here: https://ahca.myflorida.com/medicaid/]","","","","0","other","","","No services performed during 15-month lookback period."
"Extensive O.R. Procedures Unrelated To Principal Diagnosis With Mcc","981","MS-DRG","","","","","","","facility","inpatient","","","","","","Molina","Exchange","","","[Lesser Than Charges paid at %: 100] [MSDRG Base Rate: FEE SCHEDULE]","","","","0","other","","","No services performed during 15-month lookback period."
"Extensive O.R. Procedures Unrelated To Principal Diagnosis Without Cc/Mcc","983","MS-DRG","","","","","","","facility","inpatient","","","","","","Bcbs","Network Blue Ppo","","","[Stop Loss: Total Charges > 276260 | Excess % of Charge: 49.52] [Lesser Than Charges paid at %: 100] [MSDRG Base Rate: FEE SCHEDULE] [BMT-Allogeneic related-Case Rate: 206541] [BMT-Autologous-other-Case Rate: 105765] [Heart Transplant-Case Rate: 666507] [Kidney Transplant-Case Rate: 195806] [Liver Transplant-Case Rate: 349825] [Lung Transplant-Case Rate: 516860] [Pancreas Transplant-Case Rate: 319900]","88580.71","88580.71","88580.71","1 through 10","other","","","Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
"Extensive O.R. Procedures Unrelated To Principal Diagnosis Without Cc/Mcc","983","MS-DRG","","","","","","","facility","inpatient","","","","","","Kaiser","Medicare Managed Care Plan","19413.62","","","","","","","fee schedule","13386.5","107923.83","MSDRG Base Rate"
"Extensive O.R. Procedures Unrelated To Principal Diagnosis Without Cc/Mcc","983","MS-DRG","","","","","","","facility","inpatient","","","","","","Simply Healthcare","Exchange","","","[Lesser Than Charges paid at %: 100] [MSDRG Base Rate: FEE SCHEDULE]","","","","0","other","","","No services performed during 15-month lookback period."
"Extensive O.R. Procedures Unrelated To Principal Diagnosis Without Cc/Mcc","983","MS-DRG","","","","","","","facility","inpatient","","","","","","Unitedhealthcare","Exchange","","","[Stop Loss: Total Charges > 271944 | Total % of Charge: 29.7] [Lesser Than Charges paid at %: 100] [MSDRG Base Rate: FEE SCHEDULE] [Psych-Per Diem: 757] [Rehab-Per Diem: 1358]","","","","0","other","","","No services performed during 15-month lookback period."
"Extensive ear canal surgery","69150","HCPCS","","","","","","","facility","outpatient","","","","","","Freedom Health","Medicare Managed Care Plan","6305.59","","","","","","","fee schedule","1380.84","12363.91","APC"
"Extensive hand surgery","26250","HCPCS","","","","","","","facility","outpatient","","","","","","Cigna","Hmo","2428","","","","","","","fee schedule","1517.25","6833.76",""
"Extensive hand surgery","26250","HCPCS","","","","","","","facility","outpatient","","","","","","Molina","Exchange","5125.32","","","","","","","fee schedule","1517.25","6833.76","APC"
"Extensive jaw surgery","21045","HCPCS","","","","","","","facility","outpatient","","","","","","Kaiser","Medicare Managed Care Plan","6800.15","","","","","","","fee schedule","3885","12363.91","APC"
"Extensive prostate surgery","55840","HCPCS","","","","","","","facility","outpatient","","","","","","Cigna","Ppo","3993","","","","","","","fee schedule","3613","4992",""
"Extensive removal of liver","47122","HCPCS","","","","","","","facility","outpatient","","","","","","Cigna","Ppo","3993","","","","","","","fee schedule","3613","4992",""
"Extensive repair of vagina","57265","HCPCS","","","","","","","facility","outpatient","","","","","","Longevity","Medicare Managed Care Plan","5694.11","","","","","","","fee schedule","2960.1","10447.91","APC"
"Extensive testis surgery","54535","HCPCS","","","","","","","facility","outpatient","","","","","","Simply Healthcare","Exchange","6184.19","","","","","","","fee schedule","3681.06","7362.13","APC"
"Extensive testis surgery","54535","HCPCS","","","","","","","facility","outpatient","","","","","","Sunshine Health","Ambetter Value Exchange","5573.87","","","","","","","fee schedule","3681.06","7362.13","APC"
"Extensive vulva surgery","56630","HCPCS","","","","","","","facility","outpatient","","","","","","Health First Health Plans","Medicare Managed Care Plan","9403.12","","","","","","","fee schedule","3885","10447.91","APC"
"Extensive vulva surgery","56630","HCPCS","","","","","","","facility","outpatient","","","","","","Kaiser","Medicare Managed Care Plan","5746.35","","","","","","","fee schedule","3885","10447.91","APC"
"Extensive vulva surgery","56637","HCPCS","","","","","","","facility","outpatient","","","","","","Unitedhealthcare","Exchange","10842","","","","","","","fee schedule","3885","14979",""
"External cannula declotting","36860","HCPCS","","","","","","","facility","outpatient","","","","","","Unitedhealthcare","Exchange","940","","","","","","","fee schedule","379.02","3287.71",""
"External recharg sys intern","L8689","HCPCS","","","","","","","facility","outpatient","","","","","","Capital Health Plan Tallahassee","Medicare Managed Care Plan","2135.51","","","","","","","fee schedule","2135.51","4271.02","APC"
"Extra oral post radio image","D0705","HCPCS","","","","","","","facility","outpatient","","","","","","Care Plus Health Plans","Medicare Managed Care Plan","92.33","","","","","","","fee schedule","90.88","181.76","APC"
"Extracranial Procedures With Cc","038","MS-DRG","","","","","","","facility","inpatient","","","","","","Bcbs","Blue Select Ppo","20500.6","","","","","","","fee schedule","12929.08","46443.23",""
"Extracranial Procedures With Cc","038","MS-DRG","","","","","","","facility","inpatient","","","","","","Oscar","Exchange","","","[Stop Loss: Total Charges > 300000 | Total % of Charge: 40 | Not to Exceed Dollar: 9538] [Lesser Than Charges paid at %: 100] [MSDRG Base Rate: FEE SCHEDULE] [C-Section 4 day stay-Case Rate: 7630.65 Days: 4 Additional Days: 3703.89] [Normal vag. Del. 3 day stay-Case Rate: 5723.30 Days: 3 Additional Days: 3814.72] [Normal Newborn-Per Diem: 2327.26] [Lower Level Neonate-Per Diem: 3814.72] [Higher Level Neonate-Per Diem: 5723.30] [Severe Level Neonate-per diem: 6676.37]","","","","0","other","","","No services performed during 15-month lookback period."
"Extracranial Procedures With Cc","038","MS-DRG","","","","","","","facility","inpatient","","","","","","Wellmed","Medicare Managed Care Plan","17178.35","","","","","","","fee schedule","12929.08","46443.23","MSDRG Base Rate"
"Extracranial Procedures With Mcc","037","MS-DRG","","","","","","","facility","inpatient","","","","","","Devoted Health","Medicare Managed Care Plan","35376.56","","","","","","","fee schedule","20500.6","82987.61","MSDRG Base Rate"
"Extracranial Procedures With Mcc","037","MS-DRG","","","","","","","facility","inpatient","","","","","","Freedom Health","Hmo","","","[Stop Loss: Total Charges > 80000 | Total % of Charge: 40] [Lesser Than Charges paid at %: 100] [MSDRG Base Rate: FEE SCHEDULE] [Rehab-Per Diem: 700]","","","","0","other","","","No services performed during 15-month lookback period."
"Extracranial Procedures Without Cc/Mcc","039","MS-DRG","","","","","","","facility","inpatient","","","","","","Aetna","Hmo","","","[Stop Loss: Total Charges > 1450367 | Total % of Charge: 28] [Lesser Than Charges paid at %: 100] [MSDRG Base Rate: FEE SCHEDULE] [Psych-Per Diem: 1603] [Rehab-Per Diem: 2399] [Transplants-Case Rate: FEE SCHEDULE]","24285.77","24285.77","24285.77","1 through 10","other","","","Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
"Extracranial Procedures Without Cc/Mcc","039","MS-DRG","","","","","","","facility","inpatient","","","","","","First Health/Coventry","First Health Ppo","","","[Stop Loss: Total Charges > 35000 | Total % of Charge: 75] [Lesser Than Charges paid at %: 75] [Medical-Per Diem: 2000] [Nursery  Level 1- Boarder-Per Diem: 175] [Psych-Per Diem: 500] [Rehab-Per Diem: 700] [IP Prosthetics/Implants/Devices (%BC): 70] [Burn  (%BC): 95] [Trauma  (%BC): 95]","","","","0","other","","","No services performed during 15-month lookback period."
"Extracranial Procedures Without Cc/Mcc","039","MS-DRG","","","","","","","facility","inpatient","","","","","","Truli For Health","All Commercial Plans","16760.68","","","","","","","fee schedule","9134.06","29929.96","MSDRG Base Rate"
"Extraocular Procedures Except Orbit","115","MS-DRG","","","","","","","facility","inpatient","","","","","","Aetna","Medicare Managed Care Plan","16227.65","","","","","","","fee schedule","10158.11","38258.72","MSDRG Base Rate"
"Extraocular Procedures Except Orbit","115","MS-DRG","","","","","","","facility","inpatient","","","","","","Bcbs","Ppc Ppo","20557.53","","","","","","","fee schedule","10158.11","38258.72",""
"Extraocular Procedures Except Orbit","115","MS-DRG","","","","","","","facility","inpatient","","","","","","Cigna","Medicare Managed Care Plan","17191.67","","","","","","","fee schedule","10158.11","38258.72","MSDRG Base Rate"
"Extraocular Procedures Except Orbit","115","MS-DRG","","","","","","","facility","inpatient","","","","","","Freedom Health","Hmo","12285.47","","","","","","","fee schedule","10158.11","38258.72",""
"Extraocular Procedures Except Orbit","115","MS-DRG","","","","","","","facility","inpatient","","","","","","Optimum Healthcare","Medicare Managed Care Plan","","","[Lesser Than Charges paid at %: 100] [MSDRG Base Rate: FEE SCHEDULE]","14688.31","14463.71","14782.21","1 through 10","other","","","Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
"Extraocular Procedures Except Orbit","115","MS-DRG","","","","","","","facility","inpatient","","","","","","Optimum Healthcare","Medicare Managed Care Plan","16388.32","","","","","","","fee schedule","10158.11","38258.72","MSDRG Base Rate"
"Extraocular Procedures Except Orbit","115","MS-DRG","","","","","","","facility","inpatient","","","","","","Simply Healthcare","Exchange","26992.53","","","","","","","fee schedule","10158.11","38258.72","MSDRG Base Rate"
"Extraosseous joint stblztion","0335T","HCPCS","","","","","","","facility","outpatient","","","","","","Health First Health Plans","Medicare Managed Care Plan","13639.52","","","","","","","fee schedule","3760","15155.02","APC"
"Extraosseous joint stblztion","0335T","HCPCS","","","","","","","facility","outpatient","","","","","","Sunshine Health","Ambetter Exchange","12124.02","","","","","","","fee schedule","3760","15155.02","APC"
"Extreme Immaturity Or Respiratory Distress Syndrome, Neonate","790","MS-DRG","","","","","","","facility","inpatient","","","","","","Baycare","Medicare Managed Care Plan","","","[Lesser Than Charges paid at %: 100] [MSDRG Base Rate: FEE SCHEDULE]","","","","0","other","","","No services performed during 15-month lookback period."
"Extreme Immaturity Or Respiratory Distress Syndrome, Neonate","790","MS-DRG","","","","","","","facility","inpatient","","","","","","Freedom Health","Medicare Managed Care Plan","","","[Lesser Than Charges paid at %: 100] [MSDRG Base Rate: FEE SCHEDULE]","","","","0","other","","","No services performed during 15-month lookback period."
"Extremity study","93970","HCPCS","","","","","","","facility","outpatient","","","","","","Simply Healthcare","Exchange","418.6","","","","","","","fee schedule","249.17","498.33","APC"
"Eye mvmt alys w/o calbrj i&r","0615T","HCPCS","","","","","","","facility","outpatient","","","","","","Cigna","Medicare Managed Care Plan","148.67","","","","","","","fee schedule","138.94","277.88","APC"
"Eye surgery procedure","67299","HCPCS","","","","","","","facility","outpatient","","","","","","Ultimate Health Plans","Medicare Managed Care Plan","2530.51","","","","","","","fee schedule","2116","4820.02","APC"
"Eyelid lining surgery","68399","HCPCS","","","","","","","facility","outpatient","","","","","","Truli For Health","All Commercial Plans","629.77","","","","","","","fee schedule","331.46","3993","APC"
"F2 gene","81240","HCPCS","","","","","","","facility","outpatient","","","","","","Cigna","Medicare Managed Care Plan","70.29","","","","","","","fee schedule","65.69","131.38","APC"
"F2 gene","81240","HCPCS","","","","","","","facility","outpatient","","","","","","Ultimate Health Plans","Medicare Managed Care Plan","68.97","","","","","","","fee schedule","65.69","131.38","APC"
"FAMOTIDINE (PF) 20 MG/2 ML INTRAVENOUS SOLUTION [112130]","J1308","HCPCS","55390-029-10","NDC","","","","","facility","both","1","EA","","43.26","15.14","","","","","","","","","","","","","Gross Charge Type: pharmacy | NDC EA = 1 ML"
"FAMOTIDINE 20 MG TABLET [10011]","0904-5780-51","NDC","","","","","","","facility","both","1","EA","","0.11","0.04","","","","","","","","","","","","","Gross Charge Type: pharmacy | NDC EA = 1 EACH"
"FAMOTIDINE 20 MG TABLET [10011]","68084-172-01","NDC","","","","","","","facility","both","1","EA","","0.08","0.03","","","","","","","","","","","","","Gross Charge Type: pharmacy | NDC EA = 1 EACH"
"FENTANYL 50 MCG/HR TRANSDERMAL PATCH [27906]","0378-9122-98","NDC","","","","","","","facility","both","1","EA","","281.40","98.49","","","","","","","","","","","","","Gross Charge Type: pharmacy | NDC EA = 1 EACH"
"FENTANYL 50 MCG/HR TRANSDERMAL PATCH [27906]","0591-3601-54","NDC","","","","","","","facility","both","1","EA","","362.57","126.90","","","","","","","","","","","","","Gross Charge Type: pharmacy | NDC EA = 1 EACH"
"FENTANYL 75 MCG/HR TRANSDERMAL PATCH [27907]","60505-7083-2","NDC","","","","","","","facility","both","1","EA","","422.09","147.73","","","","","","","","","","","","","Gross Charge Type: pharmacy | NDC EA = 1 EACH"
"FEXOFENADINE 180 MG TABLET [25425]","41167-4120-0","NDC","","","","","","","facility","both","1","EA","","1.02","0.36","","","","","","","","","","","","","Gross Charge Type: pharmacy | NDC EA = 1 EACH"
"FLUCONAZOLE 100 MG TABLET [10044]","55111-144-30","NDC","","","","","","","facility","both","1","EA","","1.76","0.62","","","","","","","","","","","","","Gross Charge Type: pharmacy | NDC EA = 1 EACH"
"FLUCONAZOLE 200 MG/100 ML IN SOD. CHLORIDE (ISO) INTRAVENOUS PIGGYBACK [10049]","J1450","HCPCS","0049-3435-26","NDC","","","","","facility","both","1","EA","","0.89","0.31","","","","","","","","","","","","","Gross Charge Type: pharmacy | NDC EA = 1 ML"
"FLUCONAZOLE 200 MG/100 ML IN SOD. CHLORIDE (ISO) INTRAVENOUS PIGGYBACK [10049]","J1450","HCPCS","0409-4688-29","NDC","","","","","facility","both","1","EA","","0.85","0.30","","","","","","","","","","","","","Gross Charge Type: pharmacy | NDC EA = 1 ML"
"FLUCONAZOLE 50 MG TABLET [10046]","68462-101-30","NDC","","","","","","","facility","both","1","EA","","0.67","0.23","","","","","","","","","","","","","Gross Charge Type: pharmacy | NDC EA = 1 EACH"
"FLUCYTOSINE 500 MG CAPSULE [10052]","43386-770-01","NDC","","","","","","","facility","both","1","EA","","20","7","","","","","","","","","","","","","Gross Charge Type: pharmacy | NDC EA = 1 EACH"
"FLUDROCORTISONE 0.1 MG TABLET [10054]","68084-288-01","NDC","","","","","","","facility","both","1","EA","","0.84","0.30","","","","","","","","","","","","","Gross Charge Type: pharmacy | NDC EA = 1 EACH"
"FLUMAZENIL 0.1 MG/ML INTRAVENOUS SOLUTION [10055]","36000-149-10","NDC","","","","","","","facility","both","1","EA","","5.48","1.92","","","","","","","","","","","","","Gross Charge Type: pharmacy | NDC EA = 1 ML"
"FLUOXETINE 10 MG CAPSULE [10069]","51079-997-01","NDC","","","","","","","facility","both","1","EA","","0.14","0.05","","","","","","","","","","","","","Gross Charge Type: pharmacy | NDC EA = 1 EACH"
"FLUOXETINE 20 MG/5 ML (4 MG/ML) ORAL SOLUTION [38488]","0121-0721-04","NDC","","","","","","","facility","both","1","EA","","0.58","0.20","","","","","","","","","","","","","Gross Charge Type: pharmacy | NDC EA = 1 ML"
"FLUTICASONE PROPIONATE 45 MCG-SALMETEROL 21 MCG/ACTUATION HFA INHALER [77173]","0173-0715-20","NDC","","","","","","","facility","both","1","EA","","932.12","326.24","","","","","","","","","","","","","Gross Charge Type: pharmacy | NDC EA = 1 CANISTER"
"FLUVOXAMINE 100 MG TABLET [10084]","51079-993-01","NDC","","","","","","","facility","both","1","EA","","0.59","0.21","","","","","","","","","","","","","Gross Charge Type: pharmacy | NDC EA = 1 EACH"
"FO nontorsion joint CF","L3935","HCPCS","","","","","","","facility","outpatient","","","","","","Simply Healthcare","Medicare Managed Care Plan","263.38","","","","","","","fee schedule","248.47","496.94","APC"
"FO w/o joints CF","L3933","HCPCS","","","","","","","facility","outpatient","","","","","","Simply Healthcare","Medicare Managed Care Plan","254.32","","","","","","","fee schedule","239.92","479.84","APC"
"FO w/o joints CF","L3933","HCPCS","","","","","","","facility","outpatient","","","","","","Sunshine Health","Ambetter Exchange","383.87","","","","","","","fee schedule","239.92","479.84","APC"
"FONDAPARINUX 2.5 MG/0.5 ML SUBCUTANEOUS SOLUTION SYRINGE [32215]","J1652","HCPCS","55150-230-10","NDC","","","","","facility","both","1","EA","","1610.55","563.69","","","","","","","","","","","","","Gross Charge Type: pharmacy | NDC EA = 1 ML"
"FONDAPARINUX 5 MG/0.4 ML SUBCUTANEOUS SOLUTION SYRINGE [109786]","J1652","HCPCS","67457-583-04","NDC","","","","","facility","both","1","EA","","1610.55","563.69","","","","","","","","","","","","","Gross Charge Type: pharmacy | NDC EA = 1 ML"
"FOSPHENYTOIN 100 MG PE/2 ML INJECTION SOLUTION [17764]","Q2009","HCPCS","0069-6001-25","NDC","","","","","facility","both","1","EA","","71.08","24.88","","","","","","","","","","","","","Gross Charge Type: pharmacy | NDC EA = 1 ML"
"FULVESTRANT 250 MG/5 ML INTRAMUSCULAR SYRINGE [32767]","J9395","HCPCS","70860-211-41","NDC","","","","","facility","both","1","EA","","1316.78","460.87","","","","","","","","","","","","","Gross Charge Type: pharmacy | NDC EA = 1 ML"
"FUROSEMIDE 10 MG/ML INJECTION SOLUTION [3291]","J1938","HCPCS","36000-065-05","NDC","","","","","facility","both","1","EA","","14.82","5.19","","","","","","","","","","","","","Gross Charge Type: pharmacy | NDC EA = 1 ML"
"Face bone graft","21210","HCPCS","","","","","","","facility","outpatient","","","","","","Devoted Health","Medicare Managed Care Plan","6923.79","","","","","","","fee schedule","2960.1","12363.91","APC, OP Rate"
"Face bone graft","21210","HCPCS","","","","","","","facility","outpatient","","","","","","Unitedhealthcare","Hmo/Pos","9732","","","","","","","fee schedule","2960.1","12363.91",""
"Facial nerve function test","92516","HCPCS","","","","","","","facility","outpatient","","","","","","Capital Health Plan Tallahassee","Medicare Managed Care Plan","225.48","","","","","","","fee schedule","225.48","450.97","APC"
"Factor inhibitor test","85335","HCPCS","","","","","","","facility","outpatient","","","","","","Molina","Exchange","19.3","","","","","","","fee schedule","12.87","25.74","APC"
"Factor inhibitor test","85335","HCPCS","","","","","","","facility","outpatient","","","","","","Simply Healthcare","Exchange","21.62","","","","","","","fee schedule","12.87","25.74","APC"
"Factor ix idelvion inj","J7202","HCPCS","","","","","","","facility","outpatient","","","","","","Freedom Health","Medicare Managed Care Plan","5.43","","","","","","","fee schedule","5.18","10.64","APC"
"Factor ix non-recombinant","J7193","HCPCS","","","","","","","facility","outpatient","","","","","","Care Plus Health Plans","Medicare Managed Care Plan","1.42","","","","","","","fee schedule","1.38","2.79","APC"
"Factor ix non-recombinant","J7193","HCPCS","","","","","","","facility","outpatient","","","","","","Freedom Health","Medicare Managed Care Plan","1.42","","","","","","","fee schedule","1.38","2.79","APC"
"Factor ix recomb gly rebinyn","J7203","HCPCS","","","","","","","facility","outpatient","","","","","","Longevity","Medicare Managed Care Plan","4.86","","","","","","","fee schedule","4.32","8.92","APC"
"Factor viia recomb sevenfact","J7212","HCPCS","","","","","","","facility","outpatient","","","","","","Molina","Exchange","3.56","","","","","","","fee schedule","2.37","4.74","APC"
"Factor viii fc fusion recomb","J7205","HCPCS","","","","","","","facility","outpatient","","","","","","Bcbs","Medicare Managed Care Plan","2.47","","","","","","","fee schedule","2.32","4.85","APC"
"Factor viii nuwiq recomb 1iu","J7209","HCPCS","","","","","","","facility","outpatient","","","","","","Bcbs","Medicare Managed Care Plan","1.14","","","","","","","fee schedule","1.12","2.23","APC"
"Factor viii nuwiq recomb 1iu","J7209","HCPCS","","","","","","","facility","outpatient","","","","","","Unitedhealthcare","Hmo/Pos","1.51","","","","","","","fee schedule","1.12","2.23",""
"Factor viii recomb novoeight","J7182","HCPCS","","","","","","","facility","outpatient","","","","","","Molina","Exchange","2.31","","","","","","","fee schedule","1.4","3.08","APC"
"False Labor","780","MS-DRG","","","","","","","facility","inpatient","","","","","","Humana","Medicare Managed Care Plan","","","[Lesser Than Charges paid at %: 100] [MSDRG Base Rate: FEE SCHEDULE]","","","","0","other","","","No services performed during 15-month lookback period."
"Fancc gene","81242","HCPCS","","","","","","","facility","outpatient","","","","","","Simply Healthcare","Exchange","61.52","","","","","","","fee schedule","36.62","73.24","APC"
"Fancc gene","81242","HCPCS","","","","","","","facility","outpatient","","","","","","Sunshine Health","Ambetter Value Exchange","55.45","","","","","","","fee schedule","36.62","73.24","APC"
"Fats/lipids feces qual","82705","HCPCS","","","","","","","facility","outpatient","","","","","","Bcbs","Medicare Managed Care Plan","5.18","","","","","","","fee schedule","5.1","10.2","APC"
"Fats/lipids feces quant","82710","HCPCS","","","","","","","facility","outpatient","","","","","","Sunshine Health","Ambetter Value Exchange","25.44","","","","","","","fee schedule","16.8","33.6","APC"
"Fats/lipids feces quant","82710","HCPCS","","","","","","","facility","outpatient","","","","","","Ultimate Health Plans","Medicare Managed Care Plan","17.64","","","","","","","fee schedule","16.8","33.6","APC"
"Fecal bilirubin test","82252","HCPCS","","","","","","","facility","outpatient","","","","","","Oscar","Exchange","4.56","","","","","","","fee schedule","4.56","9.12","Laboratory"
"Fecal microbiota prep instil","G0455","HCPCS","","","","","","","facility","outpatient","","","","","","Baycare","Medicare Managed Care Plan","1000.27","","","","","","","fee schedule","971.14","1942.27","APC"
"Fecal microbiota prep instil","G0455","HCPCS","","","","","","","facility","outpatient","","","","","","Molina","Exchange","1456.7","","","","","","","fee schedule","971.14","1942.27","APC"
"Fecal?microbiota jslm 1 ml","J1440","HCPCS","","","","","","","facility","outpatient","","","","","","Ultimate Health Plans","Medicare Managed Care Plan","67.03","","","","","","","fee schedule","63.84","127.68","APC"
"Feces culture aerobic bact","87045","HCPCS","","","","","","","facility","outpatient","","","","","","Baycare","Medicare Managed Care Plan","9.72","","","","","","","fee schedule","9.44","18.88","APC"
"Feces culture aerobic bact","87045","HCPCS","","","","","","","facility","outpatient","","","","","","Bcbs","Medicare Managed Care Plan","9.59","","","","","","","fee schedule","9.44","18.88","APC"
"Fees w/laryngeal sense test","92616","HCPCS","","","","","","","facility","outpatient","","","","","","Baycare","Medicare Managed Care Plan","86.59","","","","","","","fee schedule","84.07","168.14","APC"
