"Hb Renal Function Panel","30100151","CDM","301","RC","80069","HCPCS","","","facility","both","","","","326","114.1","","","","","","","","","","","","","Gross Charge Type: Fsid 100"
"Hb Repair Intermediate F/E/E/N/L&/Muc 5.1-7.5 Cm","76100985","CDM","761","RC","12053","HCPCS","","","facility","both","","","","3535","1237.25","","","","","","","","","","","","","Gross Charge Type: Fsid 100"
"Hb Repair Tongue Laceration","76100674","CDM","761","RC","41250","HCPCS","","","facility","both","","","","1876","656.6","","","","","","","","","","","","","Gross Charge Type: Fsid 100"
"Hb Respiratory Virus Panel 12-25 Targets","30600021","CDM","306","RC","87633","HCPCS","","","facility","both","","","","1477","516.95","","","","","","","","","","","","","Gross Charge Type: Fsid 100"
"Hb Rmvl Embedded Fb From Dentalvlr Struxs Soft Tiss","76101193","CDM","761","RC","41805","HCPCS","","","facility","both","","","","6449","2257.15","","","","","","","","","","","","","Gross Charge Type: Fsid 100"
"Hb Rpr Lip Full Thickness Half/< Vertical Height","76101093","CDM","761","RC","40652","HCPCS","","","facility","both","","","","5515","1930.25","","","","","","","","","","","","","Gross Charge Type: Fsid 100"
"Hb Rxt Breast Appl Place Remove","34200008","CDM","342","RC","C9726","HCPCS","","","facility","both","","","","8549","2992.15","","","","","","","","","","","","","Gross Charge Type: Fsid 200"
"Hb Sensitivity, Ntm4","13990015","CDM","306","RC","87186","HCPCS","","","facility","both","","","","390","136.5","","","","","","","","","","","","","Gross Charge Type: Fsid 200"
"Hb Sheath Ansel Hi-Flex 5Fx70","27205136_C1894_272","CDM","272","RC","C1894","HCPCS","","","facility","both","","","","1215.62","425.47","","","","","","","","","","","","","Gross Charge Type: Fsid 100 | Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Hb Sheath Pinnacle 10Fx25","27204232_C1894_272","CDM","272","RC","C1894","HCPCS","","","facility","both","","","","554.61","194.11","","","","","","","","","","","","","Gross Charge Type: Fsid 100 | Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Hb Sheath Pinnacle 7Frx45 Mp","27204162_C1894_272","CDM","272","RC","C1894","HCPCS","","","facility","both","","","","1173.72","410.8","","","","","","","","","","","","","Gross Charge Type: Fsid 100 | Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Hb Shoe Horn Long Metal Red","27100109_271","CDM","271","RC","","","","","facility","both","","","","61.7","21.6","","","","","","","","","","","","","Gross Charge Type: Fsid 100 | Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Hb Shv Les Neck 0.5Cm Or Less","76100022","CDM","761","RC","11305","HCPCS","","","facility","both","","","","227","79.45","","","","","","","","","","","","","Gross Charge Type: Fsid 200"
"Hb Sierra Collar","27400282","CDM","274","RC","L0172","HCPCS","","","facility","both","","","","11.88","4.16","","","","","","","","","","","","","Gross Charge Type: Fsid 100"
"Hb Sling","27100394_A4565_271","CDM","271","RC","A4565","HCPCS","","","facility","both","","","","66.3","23.2","","","","","","","","","","","","","Gross Charge Type: Fsid 100 | Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Hb Special Order Or Supply","27204504_200539","CDM","272","RC","","","","","facility","both","","","","2930.02","1025.51","","","","","","","","","","","","","Gross Charge Type: Fsid 100 | Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Hb Special Order Or Supply","27204504_200552","CDM","272","RC","","","","","facility","both","","","","1000.17","350.06","","","","","","","","","","","","","Gross Charge Type: Fsid 100 | Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Hb Special Order Or Supply","27204504_200599","CDM","272","RC","","","","","facility","both","","","","1387.2","485.52","","","","","","","","","","","","","Gross Charge Type: Fsid 100 | Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Hb Special Order Or Supply","27204504_200619","CDM","272","RC","","","","","facility","both","","","","579.41","202.79","","","","","","","","","","","","","Gross Charge Type: Fsid 100 | Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Hb Special Order Or Supply","27204504_200781","CDM","272","RC","","","","","facility","both","","","","4258.5","1490.48","","","","","","","","","","","","","Gross Charge Type: Fsid 100 | Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Hb Special Order Or Supply","27204504_200808","CDM","272","RC","","","","","facility","both","","","","580.38","203.13","","","","","","","","","","","","","Gross Charge Type: Fsid 100 | Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Hb Special Order Or Supply","27204504_200845","CDM","272","RC","","","","","facility","both","","","","525.6","183.96","","","","","","","","","","","","","Gross Charge Type: Fsid 100 | Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Hb Special Order Or Supply","27204504_200944","CDM","272","RC","","","","","facility","both","","","","2799.9","979.96","","","","","","","","","","","","","Gross Charge Type: Fsid 100 | Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Hb Special Order Or Supply","27204504_201221","CDM","272","RC","","","","","facility","both","","","","525.6","183.96","","","","","","","","","","","","","Gross Charge Type: Fsid 100 | Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Hb Special Order Or Supply","27204504_201300","CDM","272","RC","","","","","facility","both","","","","4258.5","1490.48","","","","","","","","","","","","","Gross Charge Type: Fsid 100 | Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Hb Special Order Or Supply","27204504_201310","CDM","272","RC","","","","","facility","both","","","","1000.17","350.06","","","","","","","","","","","","","Gross Charge Type: Fsid 100 | Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Hb Special Order Or Supply","27204504_201335","CDM","272","RC","","","","","facility","both","","","","4258.5","1490.48","","","","","","","","","","","","","Gross Charge Type: Fsid 100 | Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Hb Special Order Or Supply","27204504_201416","CDM","272","RC","","","","","facility","both","","","","668.64","234.02","","","","","","","","","","","","","Gross Charge Type: Fsid 100 | Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Hb Special Order Or Supply","27204504_201425","CDM","272","RC","","","","","facility","both","","","","2799.9","979.96","","","","","","","","","","","","","Gross Charge Type: Fsid 100 | Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Hb Special Order Or Supply","27204504_201461","CDM","272","RC","","","","","facility","both","","","","1179.12","412.69","","","","","","","","","","","","","Gross Charge Type: Fsid 100 | Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Hb Special Order Or Supply","27204504_201482","CDM","272","RC","","","","","facility","both","","","","4258.5","1490.48","","","","","","","","","","","","","Gross Charge Type: Fsid 100 | Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Hb Special Order Or Supply","27204504_201567","CDM","272","RC","","","","","facility","both","","","","840.92","294.32","","","","","","","","","","","","","Gross Charge Type: Fsid 100 | Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Hb Special Order Or Supply","27204504_201646","CDM","272","RC","","","","","facility","both","","","","6915.4","2420.39","","","","","","","","","","","","","Gross Charge Type: Fsid 100 | Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Hb Special Order Or Supply","27204504_201740","CDM","272","RC","","","","","facility","both","","","","2802.09","980.73","","","","","","","","","","","","","Gross Charge Type: Fsid 100 | Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Hb Special Order Or Supply","27204504_201784","CDM","272","RC","","","","","facility","both","","","","4258.5","1490.48","","","","","","","","","","","","","Gross Charge Type: Fsid 100 | Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Hb Special Order Or Supply","27204504_201828","CDM","278","RC","","","","","facility","both","","","","111834","39141.9","","","","","","","","","","","","","Gross Charge Type: Fsid 100 | Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Hb Special Order Or Supply","27204504_201868","CDM","272","RC","","","","","facility","both","","","","1387.2","485.52","","","","","","","","","","","","","Gross Charge Type: Fsid 100 | Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Hb Special Order Or Supply","27204504_201919","CDM","272","RC","","","","","facility","both","","","","2239.92","783.97","","","","","","","","","","","","","Gross Charge Type: Fsid 100 | Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Hb Special Order Or Supply","27204504_201923","CDM","272","RC","","","","","facility","both","","","","2799.9","979.96","","","","","","","","","","","","","Gross Charge Type: Fsid 100 | Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Hb Special Order Or Supply","27204504_201956","CDM","272","RC","","","","","facility","both","","","","3449.38","1207.28","","","","","","","","","","","","","Gross Charge Type: Fsid 100 | Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Hb Special Order Or Supply","27204504_201959","CDM","272","RC","","","","","facility","both","","","","4258.5","1490.48","","","","","","","","","","","","","Gross Charge Type: Fsid 100 | Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Hb Special Order Or Supply","27204504_201975","CDM","272","RC","","","","","facility","both","","","","8672.04","3035.21","","","","","","","","","","","","","Gross Charge Type: Fsid 100 | Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Hb Special Order Or Supply","27204504_202008","CDM","272","RC","","","","","facility","both","","","","662.18","231.76","","","","","","","","","","","","","Gross Charge Type: Fsid 100 | Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Hb Special Order Or Supply","27204504_202042","CDM","272","RC","","","","","facility","both","","","","2799.9","979.96","","","","","","","","","","","","","Gross Charge Type: Fsid 100 | Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Hb Special Order Or Supply","27204504_202210","CDM","272","RC","","","","","facility","both","","","","1534.35","537.02","","","","","","","","","","","","","Gross Charge Type: Fsid 100 | Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Hb Special Order Or Supply","27204504_202259","CDM","272","RC","","","","","facility","both","","","","2579.38","902.78","","","","","","","","","","","","","Gross Charge Type: Fsid 100 | Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Hb Special Order Or Supply","27204504_202284","CDM","272","RC","","","","","facility","both","","","","2407.91","842.77","","","","","","","","","","","","","Gross Charge Type: Fsid 100 | Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Hb Special Order Or Supply","27204504_202292","CDM","272","RC","","","","","facility","both","","","","4173.33","1460.67","","","","","","","","","","","","","Gross Charge Type: Fsid 100 | Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Hb Special Order Or Supply","27204504_202345","CDM","272","RC","","","","","facility","both","","","","533.48","186.72","","","","","","","","","","","","","Gross Charge Type: Fsid 100 | Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Hb Special Order Or Supply","27204504_202383","CDM","272","RC","","","","","facility","both","","","","579.87","202.95","","","","","","","","","","","","","Gross Charge Type: Fsid 100 | Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Hb Special Order Or Supply","27204504_202387","CDM","272","RC","","","","","facility","both","","","","2609.51","913.33","","","","","","","","","","","","","Gross Charge Type: Fsid 100 | Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Hb Special Order Or Supply","27204504_202417","CDM","272","RC","","","","","facility","both","","","","9694.9","3393.22","","","","","","","","","","","","","Gross Charge Type: Fsid 100 | Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Hb Special Order Or Supply","27204504_202438","CDM","272","RC","","","","","facility","both","","","","2687.9","940.76","","","","","","","","","","","","","Gross Charge Type: Fsid 100 | Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Hb Special Order Or Supply","27204504_202502","CDM","272","RC","","","","","facility","both","","","","2676.7","936.84","","","","","","","","","","","","","Gross Charge Type: Fsid 100 | Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Hb Special Order Or Supply","27204504_202554","CDM","272","RC","","","","","facility","both","","","","3125.66","1093.98","","","","","","","","","","","","","Gross Charge Type: Fsid 100 | Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Hb Special Order Or Supply","27204504_202651","CDM","272","RC","","","","","facility","both","","","","2611.41","913.99","","","","","","","","","","","","","Gross Charge Type: Fsid 100 | Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Hb Special Order Or Supply","27204504_202730","CDM","272","RC","","","","","facility","both","","","","2378.37","832.43","","","","","","","","","","","","","Gross Charge Type: Fsid 100 | Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Hb Special Order Or Supply","27204504_202746","CDM","272","RC","","","","","facility","both","","","","2799.9","979.96","","","","","","","","","","","","","Gross Charge Type: Fsid 100 | Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Hb Special Order Or Supply","27204504_202781","CDM","272","RC","","","","","facility","both","","","","3631.65","1271.08","","","","","","","","","","","","","Gross Charge Type: Fsid 100 | Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Hb Special Order Or Supply","27204504_202824","CDM","272","RC","","","","","facility","both","","","","1834.15","641.95","","","","","","","","","","","","","Gross Charge Type: Fsid 100 | Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Hb Special Order Or Supply","27204504_202838","CDM","272","RC","","","","","facility","both","","","","1845.69","645.99","","","","","","","","","","","","","Gross Charge Type: Fsid 100 | Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Hb Special Order Or Supply","27204504_202842","CDM","272","RC","","","","","facility","both","","","","2407.91","842.77","","","","","","","","","","","","","Gross Charge Type: Fsid 100 | Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Hb Special Order Or Supply","27204504_203039","CDM","272","RC","","","","","facility","both","","","","1679.94","587.98","","","","","","","","","","","","","Gross Charge Type: Fsid 100 | Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Hb Special Order Or Supply","27204504_203041","CDM","272","RC","","","","","facility","both","","","","4224.84","1478.69","","","","","","","","","","","","","Gross Charge Type: Fsid 100 | Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Hb Special Order Or Supply","27204504_203109","CDM","272","RC","","","","","facility","both","","","","2457.08","859.98","","","","","","","","","","","","","Gross Charge Type: Fsid 100 | Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Hb Special Order Or Supply","27204504_203122","CDM","272","RC","","","","","facility","both","","","","2049.19","717.22","","","","","","","","","","","","","Gross Charge Type: Fsid 100 | Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Hb Special Order Or Supply","27204504_203162","CDM","272","RC","","","","","facility","both","","","","1387.2","485.52","","","","","","","","","","","","","Gross Charge Type: Fsid 100 | Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Hb Special Order Or Supply","27204504_203200","CDM","272","RC","","","","","facility","both","","","","2890.68","1011.74","","","","","","","","","","","","","Gross Charge Type: Fsid 100 | Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Hb Special Order Or Supply","27204504_203341","CDM","272","RC","","","","","facility","both","","","","3577.14","1252","","","","","","","","","","","","","Gross Charge Type: Fsid 100 | Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Hb Special Order Or Supply","27204504_203342","CDM","272","RC","","","","","facility","both","","","","2452.71","858.45","","","","","","","","","","","","","Gross Charge Type: Fsid 100 | Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Hb Special Order Or Supply","27204504_203408","CDM","272","RC","","","","","facility","both","","","","463.9","162.36","","","","","","","","","","","","","Gross Charge Type: Fsid 100 | Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Hb Special Order Or Supply","27204504_203692","CDM","272","RC","","","","","facility","both","","","","4173.33","1460.67","","","","","","","","","","","","","Gross Charge Type: Fsid 100 | Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Hb Special Order Or Supply","27204504_203693","CDM","272","RC","","","","","facility","both","","","","4173.33","1460.67","","","","","","","","","","","","","Gross Charge Type: Fsid 100 | Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Hb Special Order Or Supply","27204504_203833","CDM","272","RC","","","","","facility","both","","","","662.18","231.76","","","","","","","","","","","","","Gross Charge Type: Fsid 100 | Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Hb Special Order Or Supply","27204504_203843","CDM","272","RC","","","","","facility","both","","","","15342.84","5369.99","","","","","","","","","","","","","Gross Charge Type: Fsid 100 | Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Hb Special Order Or Supply","27204504_203886","CDM","272","RC","","","","","facility","both","","","","2071.93","725.18","","","","","","","","","","","","","Gross Charge Type: Fsid 100 | Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Hb Special Order Or Supply","27204504_203933","CDM","272","RC","","","","","facility","both","","","","2452.71","858.45","","","","","","","","","","","","","Gross Charge Type: Fsid 100 | Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Hb Special Order Or Supply","27204504_203960","CDM","272","RC","","","","","facility","both","","","","2575.91","901.57","","","","","","","","","","","","","Gross Charge Type: Fsid 100 | Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Hb Special Order Or Supply","27204504_203997","CDM","272","RC","","","","","facility","both","","","","4258.5","1490.48","","","","","","","","","","","","","Gross Charge Type: Fsid 100 | Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Hb Special Order Or Supply","27204504_204010","CDM","272","RC","","","","","facility","both","","","","4258.5","1490.48","","","","","","","","","","","","","Gross Charge Type: Fsid 100 | Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Hb Special Order Or Supply","27204504_204044","CDM","272","RC","","","","","facility","both","","","","579.87","202.95","","","","","","","","","","","","","Gross Charge Type: Fsid 100 | Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Hb Special Order Or Supply","27204504_204069","CDM","272","RC","","","","","facility","both","","","","347.92","121.77","","","","","","","","","","","","","Gross Charge Type: Fsid 100 | Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Hb Special Order Or Supply","27204504_204262","CDM","272","RC","","","","","facility","both","","","","1387.2","485.52","","","","","","","","","","","","","Gross Charge Type: Fsid 100 | Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Hb Special Order Or Supply","27204504_204263","CDM","272","RC","","","","","facility","both","","","","2799.9","979.96","","","","","","","","","","","","","Gross Charge Type: Fsid 100 | Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Hb Special Order Or Supply","27204504_204267","CDM","272","RC","","","","","facility","both","","","","2595.51","908.43","","","","","","","","","","","","","Gross Charge Type: Fsid 100 | Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Hb Special Order Or Supply","27204504_204308","CDM","272","RC","","","","","facility","both","","","","2568.06","898.82","","","","","","","","","","","","","Gross Charge Type: Fsid 100 | Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Hb Special Order Or Supply","27204504_204330","CDM","272","RC","","","","","facility","both","","","","1000.17","350.06","","","","","","","","","","","","","Gross Charge Type: Fsid 100 | Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Hb Special Order Or Supply","27204504_204333","CDM","272","RC","","","","","facility","both","","","","3619.72","1266.9","","","","","","","","","","","","","Gross Charge Type: Fsid 100 | Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Hb Special Order Or Supply","27204504_204418","CDM","272","RC","","","","","facility","both","","","","2799.9","979.96","","","","","","","","","","","","","Gross Charge Type: Fsid 100 | Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Hb Special Order Or Supply","27204504_204419","CDM","272","RC","","","","","facility","both","","","","6915.4","2420.39","","","","","","","","","","","","","Gross Charge Type: Fsid 100 | Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Hb Special Order Or Supply","27204504_204422","CDM","272","RC","","","","","facility","both","","","","2980.95","1043.33","","","","","","","","","","","","","Gross Charge Type: Fsid 100 | Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Hb Special Order Or Supply","27204504_204546","CDM","272","RC","","","","","facility","both","","","","2777.5","972.12","","","","","","","","","","","","","Gross Charge Type: Fsid 100 | Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Hb Special Order Or Supply","27204504_204633","CDM","272","RC","","","","","facility","both","","","","767.31","268.56","","","","","","","","","","","","","Gross Charge Type: Fsid 100 | Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Hb Special Order Or Supply","27204504_204685","CDM","272","RC","","","","","facility","both","","","","750.25","262.59","","","","","","","","","","","","","Gross Charge Type: Fsid 100 | Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Hb Special Order Or Supply","27204504_204707","CDM","272","RC","","","","","facility","both","","","","2239.92","783.97","","","","","","","","","","","","","Gross Charge Type: Fsid 100 | Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Hb Special Order Or Supply","27204504_204815","CDM","272","RC","","","","","facility","both","","","","3509","1228.15","","","","","","","","","","","","","Gross Charge Type: Fsid 100 | Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Hb Special Order Or Supply","27204504_204840","CDM","272","RC","","","","","facility","both","","","","2298.14","804.35","","","","","","","","","","","","","Gross Charge Type: Fsid 100 | Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Hb Special Order Or Supply","27204504_204845","CDM","272","RC","","","","","facility","both","","","","19033.04","6661.56","","","","","","","","","","","","","Gross Charge Type: Fsid 100 | Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Hb Special Order Or Supply","27204504_204853","CDM","272","RC","","","","","facility","both","","","","2799.9","979.96","","","","","","","","","","","","","Gross Charge Type: Fsid 100 | Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Hb Special Order Or Supply","27204504_204857","CDM","272","RC","","","","","facility","both","","","","3728.31","1304.91","","","","","","","","","","","","","Gross Charge Type: Fsid 100 | Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Hb Special Order Or Supply","27204504_204870","CDM","272","RC","","","","","facility","both","","","","3016.55","1055.79","","","","","","","","","","","","","Gross Charge Type: Fsid 100 | Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Hb Special Order Or Supply","27204504_204881","CDM","272","RC","","","","","facility","both","","","","231.95","81.18","","","","","","","","","","","","","Gross Charge Type: Fsid 100 | Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Hb Special Order Or Supply","27204504_205301","CDM","272","RC","","","","","facility","both","","","","508.9","178.12","","","","","","","","","","","","","Gross Charge Type: Fsid 100 | Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Hb Special Order Or Supply","27204504_205361","CDM","272","RC","","","","","facility","both","","","","4258.5","1490.48","","","","","","","","","","","","","Gross Charge Type: Fsid 100 | Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Hb Special Order Or Supply","27204504_205500","CDM","272","RC","","","","","facility","both","","","","1179.12","412.69","","","","","","","","","","","","","Gross Charge Type: Fsid 100 | Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Hb Special Order Or Supply","27204504_205816","CDM","272","RC","","","","","facility","both","","","","2313.84","809.84","","","","","","","","","","","","","Gross Charge Type: Fsid 100 | Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Hb Special Order Or Supply","27204504_205891","CDM","272","RC","","","","","facility","both","","","","2799.9","979.96","","","","","","","","","","","","","Gross Charge Type: Fsid 100 | Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Hb Special Order Or Supply","27204504_205910","CDM","272","RC","","","","","facility","both","","","","5336.64","1867.82","","","","","","","","","","","","","Gross Charge Type: Fsid 100 | Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Hb Special Order Or Supply","27204504_206026","CDM","272","RC","","","","","facility","both","","","","2239.92","783.97","","","","","","","","","","","","","Gross Charge Type: Fsid 100 | Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Hb Special Order Or Supply","27204504_206121","CDM","272","RC","","","","","facility","both","","","","4173.33","1460.67","","","","","","","","","","","","","Gross Charge Type: Fsid 100 | Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Hb Special Order Or Supply","27204504_206171","CDM","272","RC","","","","","facility","both","","","","2799.9","979.96","","","","","","","","","","","","","Gross Charge Type: Fsid 100 | Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Hb Special Order Or Supply","27204504_206326","CDM","272","RC","","","","","facility","both","","","","580.38","203.13","","","","","","","","","","","","","Gross Charge Type: Fsid 100 | Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Hb Special Order Or Supply","27204504_206364","CDM","272","RC","","","","","facility","both","","","","2575.91","901.57","","","","","","","","","","","","","Gross Charge Type: Fsid 100 | Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Hb Special Order Or Supply","27204504_206396","CDM","272","RC","","","","","facility","both","","","","4258.5","1490.48","","","","","","","","","","","","","Gross Charge Type: Fsid 100 | Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Hb Special Order Or Supply","27204504_212716","CDM","272","RC","","","","","facility","both","","","","2018.72","706.55","","","","","","","","","","","","","Gross Charge Type: Fsid 100 | Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Hb Special Order Or Supply","27204504_212730","CDM","272","RC","","","","","facility","both","","","","2313.84","809.84","","","","","","","","","","","","","Gross Charge Type: Fsid 100 | Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Hb Special Order Or Supply","27204504_212761","CDM","272","RC","","","","","facility","both","","","","4258.5","1490.48","","","","","","","","","","","","","Gross Charge Type: Fsid 100 | Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Hb Special Order Or Supply","27204504_212815","CDM","272","RC","","","","","facility","both","","","","30574.5","10701.08","","","","","","","","","","","","","Gross Charge Type: Fsid 100 | Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Hb Special Order Or Supply","27204504_212835","CDM","272","RC","","","","","facility","both","","","","1834.15","641.95","","","","","","","","","","","","","Gross Charge Type: Fsid 100 | Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Hb Special Order Or Supply","27204504_212837","CDM","272","RC","","","","","facility","both","","","","4258.5","1490.48","","","","","","","","","","","","","Gross Charge Type: Fsid 100 | Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Hb Special Order Or Supply","27204504_212889","CDM","272","RC","","","","","facility","both","","","","5336.64","1867.82","","","","","","","","","","","","","Gross Charge Type: Fsid 100 | Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Hb Special Order Or Supply","27204504_212900","CDM","272","RC","","","","","facility","both","","","","1387.2","485.52","","","","","","","","","","","","","Gross Charge Type: Fsid 100 | Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Hb Special Order Or Supply","27204504_212925","CDM","272","RC","","","","","facility","both","","","","2407.91","842.77","","","","","","","","","","","","","Gross Charge Type: Fsid 100 | Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Hb Special Order Or Supply","27204504_212942","CDM","272","RC","","","","","facility","both","","","","2407.91","842.77","","","","","","","","","","","","","Gross Charge Type: Fsid 100 | Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Hb Special Order Or Supply","27204504_213038","CDM","272","RC","","","","","facility","both","","","","2890.68","1011.74","","","","","","","","","","","","","Gross Charge Type: Fsid 100 | Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Hb Special Order Or Supply","27204504_213098","CDM","272","RC","","","","","facility","both","","","","4258.5","1490.48","","","","","","","","","","","","","Gross Charge Type: Fsid 100 | Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Hb Special Order Or Supply","27204504_213187","CDM","272","RC","","","","","facility","both","","","","2367.82","828.74","","","","","","","","","","","","","Gross Charge Type: Fsid 100 | Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Hb Special Order Or Supply","27204504_213205","CDM","272","RC","","","","","facility","both","","","","30574.5","10701.08","","","","","","","","","","","","","Gross Charge Type: Fsid 100 | Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Hb Special Order Or Supply","27204504_213245","CDM","272","RC","","","","","facility","both","","","","1276.75","446.86","","","","","","","","","","","","","Gross Charge Type: Fsid 100 | Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Hb Special Order Or Supply","27204504_213291","CDM","272","RC","","","","","facility","both","","","","1753.52","613.73","","","","","","","","","","","","","Gross Charge Type: Fsid 100 | Price is variable based on underlying billing methodology - especially, for drug and supply items."
