"2d cephalometric image","D0340","HCPCS","","","","","","","facility","outpatient","","","","","","Simply Healthcare","Exchange","152.68","","","","","","","fee schedule","90.88","181.76","APC"
"2d cephalometric image","D0340","HCPCS","","","","","","","facility","outpatient","","","","","","Truli For Health","All Commercial Plans","172.67","","","","","","","fee schedule","90.88","181.76","APC"
"3-d radiotherapy plan","77295","HCPCS","","","","","","","facility","outpatient","","","","","","Simply Healthcare","Exchange","2428.3","","","","","","","fee schedule","1445.42","2890.84","APC"
"3d bn img algor drvd fr mri","G0566","HCPCS","","","","","","","facility","outpatient","","","","","","Kaiser","Medicare Managed Care Plan","147.81","","","","","","","fee schedule","134.37","268.74","APC"
"ACEBUTOLOL 200 MG CAPSULE [8939]","0378-1200-01","NDC","","","","","","","facility","both","1","EA","","0.31","0.11","","","","","","","","","","","","","Gross Charge Type: pharmacy | NDC EA = 1 EACH"
"ACETAMINOPHEN 325 MG TABLET [101]","50580-501-30","NDC","","","","","","","facility","both","1","EA","","0.01","0.00455","","","","","","","","","","","","","Gross Charge Type: pharmacy | NDC EA = 1 EACH"
"ACETAMINOPHEN 650 MG/20.3 ML ORAL SOLUTION [113787]","0904-6820-76","NDC","","","","","","","facility","both","1","EA","","0.33","0.12","","","","","","","","","","","","","Gross Charge Type: pharmacy | NDC EA = 1 ML"
"ACETAMINOPHEN 650 MG/20.3 ML ORAL SOLUTION [113787]","81033-002-20","NDC","","","","","","","facility","both","1","EA","","0.33","0.12","","","","","","","","","","","","","Gross Charge Type: pharmacy | NDC EA = 1 ML"
"ACETYLCYSTEINE 200 MG/ML (20 %) INTRAVENOUS SOLUTION [38303]","J0132","HCPCS","0574-0805-30","NDC","","","","","facility","both","1","EA","","27.00","9.45","","","","","","","","","","","","","Gross Charge Type: pharmacy | NDC EA = 1 ML"
"AFO spiral prefabricated","L1951","HCPCS","","","","","","","facility","outpatient","","","","","","Baycare","Medicare Managed Care Plan","1068.84","","","","","","","fee schedule","1037.71","2075.42","APC"
"AFO supramalleolar custom","L1907","HCPCS","","","","","","","facility","outpatient","","","","","","Aetna","Medicare Managed Care Plan","702.22","","","","","","","fee schedule","695.27","1390.54","APC"
"AFO w/ankle joint, prefab","L1971","HCPCS","","","","","","","facility","outpatient","","","","","","Sunshine Health","Ambetter Value Exchange","876.98","","","","","","","fee schedule","579.17","1158.34","APC"
"AK/BK self-aligning unit ea","L5617","HCPCS","","","","","","","facility","outpatient","","","","","","Molina","Exchange","1039.04","","","","","","","fee schedule","692.69","1385.38","APC"
"ALBENDAZOLE 200 MG TABLET [8979]","70710-1021-8","NDC","","","","","","","facility","both","1","EA","","119.04","41.66","","","","","","","","","","","","","Gross Charge Type: pharmacy | NDC EA = 1 EACH"
"ALBUMIN, HUMAN 5 % INTRAVENOUS SOLUTION [8982]","P9041","HCPCS","44206-310-50","NDC","","","","","facility","both","1","EA","","3.41","1.19","","","","","","","","","","","","","Gross Charge Type: pharmacy | NDC EA = 1 ML"
"ALBUTEROL SULFATE 2.5 MG/3 ML (0.083 %) SOLUTION FOR NEBULIZATION [250]","J7613","HCPCS","0378-8270-55","NDC","","","","","facility","both","1","EA","","7.16","2.51","","","","","","","","","","","","","Gross Charge Type: pharmacy | NDC EA = 1 ML"
"ALENDRONATE 70 MG TABLET [29048]","69097-224-76","NDC","","","","","","","facility","both","1","EA","","0.88","0.31","","","","","","","","","","","","","Gross Charge Type: pharmacy | NDC EA = 1 EACH"
"ALISKIREN 300 MG TABLET [78654]","70839-300-30","NDC","","","","","","","facility","both","1","EA","","12.22","4.28","","","","","","","","","","","","","Gross Charge Type: pharmacy | NDC EA = 1 EACH"
"ALPRAZOLAM 1 MG TABLET [326]","51079-790-20","NDC","","","","","","","facility","both","1","EA","","0.12","0.04","","","","","","","","","","","","","Gross Charge Type: pharmacy | NDC EA = 1 EACH"
"ALVIMOPAN 12 MG CAPSULE [91870]","0254-3012-78","NDC","","","","","","","facility","both","1","EA","","157.11","54.99","","","","","","","","","","","","","Gross Charge Type: pharmacy | NDC EA = 1 EACH"
"AMBRISENTAN 10 MG TABLET [82308]","61958-0802-5","NDC","","","","","","","facility","both","1","EA","","412.47","144.37","","","","","","","","","","","","","Gross Charge Type: pharmacy | NDC EA = 1 EACH"
"AMIODARONE 50 MG/ML INTRAVENOUS SOLUTION [9065]","J0282","HCPCS","72078-046-18","NDC","","","","","facility","both","1","EA","","48.38","16.93","","","","","","","","","","","","","Gross Charge Type: pharmacy | NDC EA = 1 ML"
"AMLODIPINE 10 MG TABLET [9069]","0378-5210-77","NDC","","","","","","","facility","both","1","EA","","0.12","0.04","","","","","","","","","","","","","Gross Charge Type: pharmacy | NDC EA = 1 EACH"
"AMLODIPINE 2.5 MG TABLET [9070]","68382-121-16","NDC","","","","","","","facility","both","1","EA","","0.03","0.0091","","","","","","","","","","","","","Gross Charge Type: pharmacy | NDC EA = 1 EACH"
"AMLODIPINE 5 MG TABLET [9071]","0069-1530-41","NDC","","","","","","","facility","both","1","EA","","8.07","2.82","","","","","","","","","","","","","Gross Charge Type: pharmacy | NDC EA = 1 EACH"
"AMLODIPINE 5 MG TABLET [9071]","59762-1530-5","NDC","","","","","","","facility","both","1","EA","","0.20","0.07","","","","","","","","","","","","","Gross Charge Type: pharmacy | NDC EA = 1 EACH"
"AMOXICILLIN 250 MG-POTASSIUM CLAVULANATE 125 MG TABLET [22992]","0781-1874-31","NDC","","","","","","","facility","both","1","EA","","3.32","1.16","","","","","","","","","","","","","Gross Charge Type: pharmacy | NDC EA = 1 EACH"
"AMOXICILLIN 600 MG-POTASSIUM CLAVULANATE 42.9 MG/5 ML ORAL SUSPENSION [31177]","16714-294-01","NDC","","","","","","","facility","both","1","EA","","1.86","0.65","","","","","","","","","","","","","Gross Charge Type: pharmacy | NDC EA = 1 ML"
"AMOXICILLIN 875 MG-POTASSIUM CLAVULANATE 125 MG TABLET [33228]","16714-478-02","NDC","","","","","","","facility","both","1","EA","","1.51","0.53","","","","","","","","","","","","","Gross Charge Type: pharmacy | NDC EA = 1 EACH"
"AMPHOTERICIN B LIPOSOME 50 MG INTRAVENOUS SUSPENSION [21900]","J0289","HCPCS","0469-3051-30","NDC","","","","","facility","both","1","EA","","179.09","62.68","","","","","","","","","","","","","Gross Charge Type: pharmacy | NDC EA = 1 EACH"
"ARIPIPRAZOLE 2 MG TABLET [70306]","50268-087-11","NDC","","","","","","","facility","both","1","EA","","1.04","0.36","","","","","","","","","","","","","Gross Charge Type: pharmacy | NDC EA = 1 EACH"
"ARIPIPRAZOLE 5 MG TABLET [36438]","0904-6510-61","NDC","","","","","","","facility","both","1","EA","","22.38","7.83","","","","","","","","","","","","","Gross Charge Type: pharmacy | NDC EA = 1 EACH"
"ASPIRIN 300 MG RECTAL SUPPOSITORY [693]","0574-7034-12","NDC","","","","","","","facility","both","1","EA","","1.17","0.41","","","","","","","","","","","","","Gross Charge Type: pharmacy | NDC EA = 1 EACH"
"ASPIRIN 81 MG CHEWABLE TABLET [679]","66553-002-01","NDC","","","","","","","facility","both","1","EA","","0.05","0.02","","","","","","","","","","","","","Gross Charge Type: pharmacy | NDC EA = 1 EACH"
"ATAZANAVIR 200 MG CAPSULE [36150]","0003-3631-12","NDC","","","","","","","facility","both","1","EA","","24.39","8.54","","","","","","","","","","","","","Gross Charge Type: pharmacy | NDC EA = 1 EACH"
"ATENOLOL 50 MG TABLET [718]","52427-430-90","NDC","","","","","","","facility","both","1","EA","","13.36","4.67","","","","","","","","","","","","","Gross Charge Type: pharmacy | NDC EA = 1 EACH"
"ATORVASTATIN 40 MG TABLET [19177]","68084-099-11","NDC","","","","","","","facility","both","1","EA","","0.45","0.16","","","","","","","","","","","","","Gross Charge Type: pharmacy | NDC EA = 1 EACH"
"ATOVAQUONE 750 MG/5 ML ORAL SUSPENSION [14953]","63739-203-02","NDC","","","","","","","facility","both","1","EA","","26.79","9.38","","","","","","","","","","","","","Gross Charge Type: pharmacy | NDC EA = 1 ML"
"ATOVAQUONE 750 MG/5 ML ORAL SUSPENSION [14953]","81033-104-42","NDC","","","","","","","facility","both","1","EA","","26.79","9.38","","","","","","","","","","","","","Gross Charge Type: pharmacy | NDC EA = 1 ML"
"ATROPINE 1 % EYE DROPS [736]","60505-6226-0","NDC","","","","","","","facility","both","1","EA","","50.06","17.52","","","","","","","","","","","","","Gross Charge Type: pharmacy | NDC EA = 1 ML"
"AZITHROMYCIN 1 % EYE DROPS [81880]","31357-040-25","NDC","","","","","","","facility","both","1","EA","","212.40","74.34","","","","","","","","","","","","","Gross Charge Type: pharmacy | NDC EA = 1 DROP BTL"
"AZITHROMYCIN 250 MG TABLET [20943]","0093-7146-18","NDC","","","","","","","facility","both","1","EA","","2.5","0.88","","","","","","","","","","","","","Gross Charge Type: pharmacy | NDC EA = 1 EACH"
"Abduct control hip semi-flex","L1630","HCPCS","","","","","","","facility","outpatient","","","","","","Aetna","Medicare Managed Care Plan","200.23","","","","","","","fee schedule","198.25","396.5","APC"
"Abduct control hip semi-flex","L1630","HCPCS","","","","","","","facility","outpatient","","","","","","Health First Health Plans","Medicare Managed Care Plan","356.85","","","","","","","fee schedule","198.25","396.5","APC"
"Abduct rotation bar w/o shoe","L3150","HCPCS","","","","","","","facility","outpatient","","","","","","Molina","Exchange","150.87","","","","","","","fee schedule","100.58","201.16","APC"
"Abduct rotation bar w/o shoe","L3150","HCPCS","","","","","","","facility","outpatient","","","","","","Sunshine Health","Ambetter Exchange","160.93","","","","","","","fee schedule","100.58","201.16","APC"
"Ablate arrhythmia add on","93655","HCPCS","","","","","","","facility","outpatient","","","","","","Unitedhealthcare","Exchange","704","","","","","","","fee schedule","704","972",""
