"""""""Hb Drainage Of Pilonida Cyst-Complicated""","45000077","CDM","450","RC","","","","","facility","both","","","","5133","1796.55","","","","","","","","","","","","","Gross Charge Type: Fsid 100"
"Malignancy, female reproductive system w CC","366","MS-DRG","","","","","","","facility","inpatient","","","","","","Simply Healthcare","Medicare Managed Care Plan","","","[Lesser Than Charges paid at %: 100] [MSDRG Base Rate: FEE SCHEDULE]","","","","0","other","","","No services performed during 15-month lookback period."
"Malignant Breast Disorders With Cc","598","MS-DRG","","","","","","","facility","inpatient","","","","","","Optimum Healthcare","Medicare Managed Care Plan","12752.51","","","","","","","fee schedule","8658.17","33213.12","MSDRG Base Rate"
"Malignant Breast Disorders With Mcc","597","MS-DRG","","","","","","","facility","inpatient","","","","","","Baycare","Medicare Managed Care Plan","17751.58","","","","","","","fee schedule","14095.91","43896.69","MSDRG Base Rate"
"Malignant Breast Disorders With Mcc","597","MS-DRG","","","","","","","facility","inpatient","","","","","","Bcbs","Health Options Hmo","18765.94","","","","","","","fee schedule","14095.91","43896.69",""
"Malignant Breast Disorders With Mcc","597","MS-DRG","","","","","","","facility","inpatient","","","","","","Employers Health Network","Web Tpa All Commercial Plans","27057","","","","","","","fee schedule","14095.91","43896.69",""
"Malignant Breast Disorders With Mcc","597","MS-DRG","","","","","","","facility","inpatient","","","","","","Freedom Health","Hmo","","","[Stop Loss: Total Charges > 80000 | Total % of Charge: 40] [Lesser Than Charges paid at %: 100] [MSDRG Base Rate: FEE SCHEDULE] [Rehab-Per Diem: 700]","","","","0","other","","","No services performed during 15-month lookback period."
"Malignant Breast Disorders With Mcc","597","MS-DRG","","","","","","","facility","inpatient","","","","","","Freedom Health","Hmo","14095.91","","","","","","","fee schedule","14095.91","43896.69",""
"Malignant Breast Disorders With Mcc","597","MS-DRG","","","","","","","facility","inpatient","","","","","","Global Excel Management","All Commercial Plans","25851.81","","","","","","","fee schedule","14095.91","43896.69","Burn-Case Rate"
"Malignant Breast Disorders With Mcc","597","MS-DRG","","","","","","","facility","inpatient","","","","","","Kaiser","Transplant Medicaid Managed Care Plan","","","[Inpatient Services: Payer leverages state specific Medicaid payment methodology. Available, referenceable algorithm logic found here: https://ahca.myflorida.com/medicaid/]","","","","0","other","","","No services performed during 15-month lookback period."
"Malignant Breast Disorders With Mcc","597","MS-DRG","","","","","","","facility","inpatient","","","","","","Sunshine Health","Ambetter Value Exchange","","","[MSDRG Base Rate: FEE SCHEDULE]","","","","0","other","","","No services performed during 15-month lookback period."
"Malignant Breast Disorders Without Cc/Mcc","599","MS-DRG","","","","","","","facility","inpatient","","","","","","Avmed","Exchange","13474.08","","","","","","","fee schedule","6860.57","21364.81",""
"Malignant Breast Disorders Without Cc/Mcc","599","MS-DRG","","","","","","","facility","inpatient","","","","","","Centene/Sunshine","Medicaid Managed Care Plan","","","[Inpatient Services: Payer leverages state specific Medicaid payment methodology. Available, referenceable algorithm logic found here: https://ahca.myflorida.com/medicaid/]","","","","0","other","","","No services performed during 15-month lookback period."
"Malignant Breast Disorders Without Cc/Mcc","599","MS-DRG","","","","","","","facility","inpatient","","","","","","Freedom Health","Hmo","6860.57","","","","","","","fee schedule","6860.57","21364.81",""
"Malignant Breast Disorders Without Cc/Mcc","599","MS-DRG","","","","","","","facility","inpatient","","","","","","Humana","Transplant Medicaid Managed Care Plan","","","[Inpatient Services: Payer leverages state specific Medicaid payment methodology. Available, referenceable algorithm logic found here: https://ahca.myflorida.com/medicaid/]","","","","0","other","","","No services performed during 15-month lookback period."
"Mammography Services","N804","APC","","","","","","","facility","outpatient","","","","","","Bcbs","Network Blue Ppo","","","[Lesser Than Charges paid at %: 100] [OP Surg. Group 1  (%BC): 40.62 Maximum Reimbursement 8311] [OP Surg. Group 2  (%BC): 40.62 Maximum Reimbursement 11872] [OP Surg. Group 3  (%BC): 40.62 Maximum Reimbursement 15435] [OP Surg. Group 4 ($): FEE SCHEDULE] [OP Surg. Group 5 ($): FEE SCHEDULE] [OP Surg. Group 6  (%BC): 40.62 Maximum Reimbursement 12467] [OP Surg. Group 7 ($): FEE SCHEDULE] [OP Surg. Group 8 ($): FEE SCHEDULE] [OP Surg. Group 9 ($): FEE SCHEDULE] [OP Surg. Group 10  (%BC): 40.62 Maximum Reimbursement 18047] [OP Surg. Ungroupable (%BC): 40.62] [Cardiac Cath ($): 11814] [Lithotripsy ($): 12406] [PTCA (%BC): 40.62 Maximum Reimbursement 81922] [Observation (%BC): 40.62 Maximum Reimbursement 9498] [Other Cardiac Testing ($): 2671] [EEG ($): 695] [Chemotherapy (%BC): 40.62 Maximum Reimbursement 23744] [Nuclear Medicine ($): 2747] [Radiation Therapy  (%BC): 40.62 Maximum Reimbursement 11872] [CT Scan OP ($): 2291] [MRI OP ($): 3205] [Laboratory (%BC): 40.62 Maximum Reimbursement 567] [Occupational Therapy (%BC): 40.62] [Physical Therapy (%BC): 40.62 Maximum Reimbursement 3800] [Speech Therapy (%BC): 40.62] [Other Outpatient Implant (%BC): 38 Charge Threshold 500 (%BC): 38] [Ambulance--Air  (%BC): 43.58] [IV Therapy (%BC): 40.62 Maximum Reimbursement 23744] [All Other OP (%BC): 40.62]","519","511","542","72","other","","","Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
"Mammography Services","N804","APC","","","","","","","facility","outpatient","","","","","","Truli For Health","All Commercial Plans","","","[Ambulance--Air ($): FEE SCHEDULE] [APC ($): FEE SCHEDULE]","201.93","201.93","201.93","1 through 10","other","","","Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
"Manipulate elbow w/anesth","24300","HCPCS","","","","","","","facility","outpatient","","","","","","Aetna","Medicare Managed Care Plan","1695.98","","","","","","","fee schedule","1679.19","3358.38","APC"
"Manipulate wrist w/anesthes","25259","HCPCS","","","","","","","facility","outpatient","","","","","","Truli For Health","All Commercial Plans","3190.46","","","","","","","fee schedule","1679.19","3358.38","APC"
"Manipulation of spine","22505","HCPCS","","","","","","","facility","outpatient","","","","","","Unitedhealthcare","Exchange","2116","","","","","","","fee schedule","1326.84","3358.38",""
"Mantle dl matrix per sq cm","Q4349","HCPCS","","","","","","","facility","outpatient","","","","","","Cigna","Medicare Managed Care Plan","139.05","","","","","","","fee schedule","129.95","5128.4","APC"
"Manual cell count each","85032","HCPCS","","","","","","","facility","outpatient","","","","","","Care Plus Health Plans","Medicare Managed Care Plan","4.38","","","","","","","fee schedule","4.31","8.62","APC"
"Manual therapy 1/> regions","97140","HCPCS","","","","","","","facility","outpatient","","","","","","Devoted Health","Medicare Managed Care Plan","32.22","","","","","","","fee schedule","28.77","57.54","APC, OP Rate"
"Maple syrup ur ds mntr quan","0381U","HCPCS","","","","","","","facility","outpatient","","","","","","Baycare","Medicare Managed Care Plan","45.44","","","","","","","fee schedule","44.12","88.24","APC"
"Maple syrup ur ds mntr quan","0381U","HCPCS","","","","","","","facility","outpatient","","","","","","Truli For Health","All Commercial Plans","83.83","","","","","","","fee schedule","44.12","88.24","APC"
"Massage therapy","97124","HCPCS","","","","","","","facility","outpatient","","","","","","Aetna","Medicare Managed Care Plan","29.41","","","","","","","fee schedule","29.12","58.24","APC"
"Mast mod rad","19307","HCPCS","","","","","","","facility","outpatient","","","","","","Simply Healthcare","Medicare Managed Care Plan","7350.24","","","","","","","fee schedule","5282","13868.38","APC"
"Mast simple complete","19303","HCPCS","","","","","","","facility","outpatient","","","","","","Avmed","Exchange","1874.25","","","","","","","fee schedule","1874.25","13868.38",""
"Mast simple complete","19303","HCPCS","","","","","","","facility","outpatient","","","","","","Cigna","Hmo","3036","","","","","","","fee schedule","1874.25","13868.38",""
"Mastectomy For Malignancy Without Cc/Mcc","583","MS-DRG","","","","","","","facility","inpatient","","","","","","Aetna","Hmo","35046.02","","","","","","","fee schedule","8547.86","41047.72",""
"Mastectomy For Malignancy Without Cc/Mcc","583","MS-DRG","","","","","","","facility","inpatient","","","","","","Cigna","Medicare Managed Care Plan","18982.44","","","","","","","fee schedule","8547.86","41047.72","MSDRG Base Rate"
"Mastectomy For Malignancy Without Cc/Mcc","583","MS-DRG","","","","","","","facility","inpatient","","","","","","Unitedhealthcare","Exchange","24182.53","","","","","","","fee schedule","8547.86","41047.72",""
"Mastoid surgery revision","69601","HCPCS","","","","","","","facility","outpatient","","","","","","Avmed","Exchange","2960.1","","","","","","","fee schedule","2960.1","12363.91",""
"Mastoid surgery revision","69601","HCPCS","","","","","","","facility","outpatient","","","","","","Sunshine Health","Ambetter Value Exchange","9360.71","","","","","","","fee schedule","2960.1","12363.91","APC"
"Mastoid surgery revision","69603","HCPCS","","","","","","","facility","outpatient","","","","","","Health First Health Plans","Medicare Managed Care Plan","11127.52","","","","","","","fee schedule","2960.1","12363.91","APC"
"Mastoid surgery revision","69604","HCPCS","","","","","","","facility","outpatient","","","","","","Bcbs","Medicare Managed Care Plan","6282.72","","","","","","","fee schedule","2960.1","12363.91","APC"
"Mastoidectomy","69502","HCPCS","","","","","","","facility","outpatient","","","","","","Health First Health Plans","Medicare Managed Care Plan","11127.52","","","","","","","fee schedule","2960.1","12363.91","APC"
"Max MRI capture & interprete","D0369","HCPCS","","","","","","","facility","outpatient","","","","","","Cigna","Medicare Managed Care Plan","116.82","","","","","","","fee schedule","109.17","218.35","APC"
"Max ultrasound image capture","D0386","HCPCS","","","","","","","facility","outpatient","","","","","","Simply Healthcare","Medicare Managed Care Plan","115.73","","","","","","","fee schedule","109.17","218.35","APC"
"Mchnl fragility rbc prflg","0123U","HCPCS","","","","","","","facility","outpatient","","","","","","Oscar","Exchange","715.26","","","","","","","fee schedule","357.63","715.26","APC"
"Mcoln1 gene","81290","HCPCS","","","","","","","facility","outpatient","","","","","","Simply Healthcare","Medicare Managed Care Plan","41.67","","","","","","","fee schedule","39.31","78.62","APC"
"Mcp joint arthroscopy dx","29900","HCPCS","","","","","","","facility","outpatient","","","","","","Avmed","Exchange","1517.25","","","","","","","fee schedule","1517.25","6833.76",""
"Mcp joint arthroscopy surg","29901","HCPCS","","","","","","","facility","outpatient","","","","","","Sunshine Health","Ambetter Value Exchange","5173.84","","","","","","","fee schedule","1517.25","14016","APC"
"Mcp joint arthroscopy surg","29902","HCPCS","","","","","","","facility","outpatient","","","","","","Sunshine Health","Ambetter Exchange","2686.71","","","","","","","fee schedule","1517.25","6490","APC"
"Mdfc flap w/prsrv vasc pedcl","15730","HCPCS","","","","","","","facility","outpatient","","","","","","Devoted Health","Medicare Managed Care Plan","4144.71","","","","","","","fee schedule","3700.64","7401.27","APC, OP Rate"
"Measure ureter pressure","50686","HCPCS","","","","","","","facility","outpatient","","","","","","Simply Healthcare","Exchange","225.74","","","","","","","fee schedule","134.37","972","APC"
"Mech remov tunneled cv cath","36596","HCPCS","","","","","","","facility","outpatient","","","","","","Unitedhealthcare","Hmo/Pos","1297","","","","","","","fee schedule","940","3287.71",""
"Mechanical chest wall oscill","94669","HCPCS","","","","","","","facility","outpatient","","","","","","Capital Health Plan Tallahassee","Medicare Managed Care Plan","228.67","","","","","","","fee schedule","228.67","457.35","APC"
"Mecp2 full gene analysis","0234U","HCPCS","","","","","","","facility","outpatient","","","","","","Sunshine Health","Ambetter Exchange","844.59","","","","","","","fee schedule","527.87","1055.74","APC"
"Mecp2 gene full seq","81302","HCPCS","","","","","","","facility","outpatient","","","","","","Ultimate Health Plans","Medicare Managed Care Plan","554.26","","","","","","","fee schedule","527.87","1055.74","APC"
"Mecp2 gene known variant","81303","HCPCS","","","","","","","facility","outpatient","","","","","","Truli For Health","All Commercial Plans","228","","","","","","","fee schedule","120","240","APC"
"Med physic dos eval rad exps","76145","HCPCS","","","","","","","facility","outpatient","","","","","","Truli For Health","All Commercial Plans","740.39","","","","","","","fee schedule","389.68","779.36","APC"
"Mediastinoscpy w/medstnl bx","39401","HCPCS","","","","","","","facility","outpatient","","","","","","Capital Health Plan Tallahassee","Medicare Managed Care Plan","6313.22","","","","","","","fee schedule","3885","12626.43","APC"
"Medical Back Problems With Mcc","551","MS-DRG","","","","","","","facility","inpatient","","","","","","Aetna","Medicare Managed Care Plan","17487.17","","","","","","","fee schedule","8978.08","42642.14","MSDRG Base Rate"
"Medical Back Problems With Mcc","551","MS-DRG","","","","","","","facility","inpatient","","","","","","City Of Tampa","Workers Compensation Plan","","","[Burn  (%BC): 68] [Trauma  (%BC): 68] [All Other IP (%BC): 64]","","","","0","other","","","No services performed during 15-month lookback period."
"Medical Back Problems With Mcc","551","MS-DRG","","","","","","","facility","inpatient","","","","","","Devoted Health","Medicare Managed Care Plan","","","[Lesser Than Charges paid at %: 100] [MSDRG Base Rate: FEE SCHEDULE]","18653.61","18653.61","18653.61","1 through 10","other","","","Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
"Medical Back Problems With Mcc","551","MS-DRG","","","","","","","facility","inpatient","","","","","","Multiplan","Ppo","","","[Burn  (%BC): 90] [Transplants (%BC): 90] [Trauma  (%BC): 90] [All Other IP (%BC): 80]","","","","0","other","","","No services performed during 15-month lookback period."
"Medical Back Problems Without Mcc","552","MS-DRG","","","","","","","facility","inpatient","","","","","","Aetna","Medicare Managed Care Plan","","","[Lesser Than Charges paid at %: 100] [MSDRG Base Rate: FEE SCHEDULE]","8173.76","967.72","9839.14","13","other","","","Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
"Medical Back Problems Without Mcc","552","MS-DRG","","","","","","","facility","inpatient","","","","","","Avmed","Hmo/Ppo","17199.97","","","","","","","fee schedule","7734.5","24086.33",""
"Medical Back Problems Without Mcc","552","MS-DRG","","","","","","","facility","inpatient","","","","","","Sunshine Health","Ambetter Exchange","","","[Lesser Than Charges paid at %: 100] [MSDRG Base Rate: FEE SCHEDULE]","17900.02","12708.38","23065.74","26","other","","","Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
"Medical Back Problems Without Mcc","552","MS-DRG","","","","","","","facility","inpatient","","","","","","Ultimate Health Plans","Medicare Managed Care Plan","","","[Lesser Than Charges paid at %: 100] [MSDRG Base Rate: FEE SCHEDULE]","9184.72","9184.72","10141.7","1 through 10","other","","","Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
"Medical Back Problems Without Mcc","552","MS-DRG","","","","","","","facility","inpatient","","","","","","Unitedhealthcare","Medicaid Managed Care Plan","","","[Inpatient Services: Payer leverages state specific Medicaid payment methodology. Available, referenceable algorithm logic found here: https://ahca.myflorida.com/medicaid/]","","","","0","other","","","No services performed during 15-month lookback period."
"Meg spontaneous","95965","HCPCS","","","","","","","facility","outpatient","","","","","","Cigna","Medicare Managed Care Plan","959.54","","","","","","","fee schedule","896.76","1793.53","APC"
"Meg spontaneous","95965","HCPCS","","","","","","","facility","outpatient","","","","","","Kaiser","Medicare Managed Care Plan","986.44","","","","","","","fee schedule","896.76","1793.53","APC"
"Membrane graft or wrap sq cm","Q4205","HCPCS","","","","","","","facility","outpatient","","","","","","Kaiser","Medicare Managed Care Plan","142.95","","","","","","","fee schedule","129.95","1483.52","APC"
"Membrane graft or wrap sq cm","Q4205","HCPCS","","","","","","","facility","outpatient","","","","","","Simply Healthcare","Exchange","218.32","","","","","","","fee schedule","129.95","1483.52","APC"
"Membrane graft or wrap sq cm","Q4205","HCPCS","","","","","","","facility","outpatient","","","","","","Ultimate Health Plans","Medicare Managed Care Plan","136.45","","","","","","","fee schedule","129.95","1483.52","APC"
"Menstrual And Other Female Reproductive System Disorders With Cc/Mcc","760","MS-DRG","","","","","","","facility","inpatient","","","","","","Aetna","Medicare Managed Care Plan","","","[Lesser Than Charges paid at %: 100] [MSDRG Base Rate: FEE SCHEDULE]","8216.38","8216.38","10048.96","1 through 10","other","","","Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
"Menstrual And Other Female Reproductive System Disorders With Cc/Mcc","760","MS-DRG","","","","","","","facility","inpatient","","","","","","Humana","Transplant Medicaid Managed Care Plan","","","[Inpatient Services: Payer leverages state specific Medicaid payment methodology. Available, referenceable algorithm logic found here: https://ahca.myflorida.com/medicaid/]","","","","0","other","","","No services performed during 15-month lookback period."
"Menstrual And Other Female Reproductive System Disorders With Cc/Mcc","760","MS-DRG","","","","","","","facility","inpatient","","","","","","Sunshine Health","Ambetter Value Exchange","17275.64","","","","","","","fee schedule","6860.17","24628.63","MSDRG Base Rate"
"Menstrual And Other Female Reproductive System Disorders Without Cc/Mcc","761","MS-DRG","","","","","","","facility","inpatient","","","","","","Aetna","Better Health Medicaid Managed Care Plan","","","[Inpatient Services: Payer leverages state specific Medicaid payment methodology. Available, referenceable algorithm logic found here: https://ahca.myflorida.com/medicaid/]","","","","0","other","","","No services performed during 15-month lookback period."
"Menstrual And Other Female Reproductive System Disorders Without Cc/Mcc","761","MS-DRG","","","","","","","facility","inpatient","","","","","","Bcbs","Phs Traditional","","","[Stop Loss: Total Charges > 276260 | Excess % of Charge: 59.43] [Lesser Than Charges paid at %: 100] [MSDRG Base Rate: FEE SCHEDULE] [BMT-Allogeneic related-Case Rate: 214971] [BMT-Autologous-other-Case Rate: 110082] [Heart Transplant-Case Rate: 693712] [Kidney Transplant-Case Rate: 203797] [Liver Transplant-Case Rate: 364104] [Lung Transplant-Case Rate: 537956] [Pancreas Transplant-Case Rate: 332957]","","","","0","other","","","No services performed during 15-month lookback period."
"Menstrual And Other Female Reproductive System Disorders Without Cc/Mcc","761","MS-DRG","","","","","","","facility","inpatient","","","","","","Employers Health Network","Web Tpa All Commercial Plans","9764.55","","","","","","","fee schedule","5087.05","15841.79",""
"Menstrual And Other Female Reproductive System Disorders Without Cc/Mcc","761","MS-DRG","","","","","","","facility","inpatient","","","","","","First Health/Coventry","First Health Ppo","","","[Stop Loss: Total Charges > 35000 | Total % of Charge: 75] [Lesser Than Charges paid at %: 75] [Medical-Per Diem: 2000] [Nursery  Level 1- Boarder-Per Diem: 175] [Psych-Per Diem: 500] [Rehab-Per Diem: 700] [IP Prosthetics/Implants/Devices (%BC): 70] [Burn  (%BC): 95] [Trauma  (%BC): 95]","","","","0","other","","","No services performed during 15-month lookback period."
"Menstrual And Other Female Reproductive System Disorders Without Cc/Mcc","761","MS-DRG","","","","","","","facility","inpatient","","","","","","Molina Healthcare","Medicare Managed Care Plan","7700.58","","","","","","","fee schedule","5087.05","15841.79","MSDRG Base Rate"
"Mesna injection","J9209","HCPCS","","","","","","","facility","outpatient","","","","","","Cigna","Ppo","2.67","","","","","","","fee schedule","1.36","2.67",""
"Metabolic panel ionized ca","80047","HCPCS","","","","","","","facility","outpatient","","","","","","Cigna","Medicare Managed Care Plan","14.69","","","","","","","fee schedule","13.73","27.46","APC"
"Metabolic panel ionized ca","80047","HCPCS","","","","","","","facility","outpatient","","","","","","Freedom Health","Medicare Managed Care Plan","14","","","","","","","fee schedule","13.73","27.46","APC"
"Metabolic panel total ca","80048","HCPCS","","","","","","","facility","outpatient","","","","","","Truli For Health","All Commercial Plans","16.07","","","","","","","fee schedule","8.46","16.92","APC"
"Metacarp fx orthosis pre cst","L3917","HCPCS","","","","","","","facility","outpatient","","","","","","Capital Health Plan Tallahassee","Medicare Managed Care Plan","118.79","","","","","","","fee schedule","118.79","237.58","APC"
"Metacarp fx orthosis pre ots","L3918","HCPCS","","","","","","","facility","outpatient","","","","","","Simply Healthcare","Medicare Managed Care Plan","125.92","","","","","","","fee schedule","118.79","237.58","APC"
"Methylergonovin maleate inj","J2210","HCPCS","","","","","","","facility","outpatient","","","","","","Unitedhealthcare","Hmo/Pos","26.62","","","","","","","fee schedule","21.29","26.62",""
"Metyrapone panel","80436","HCPCS","","","","","","","facility","outpatient","","","","","","Devoted Health","Medicare Managed Care Plan","102.1","","","","","","","fee schedule","91.16","182.32","Laboratory"
"Mgmt gene methylation anal","81287","HCPCS","","","","","","","facility","outpatient","","","","","","Aetna","Medicare Managed Care Plan","125.89","","","","","","","fee schedule","124.64","249.28","APC"
"Microalbumin semiquant","82044","HCPCS","","","","","","","facility","outpatient","","","","","","Simply Healthcare","Medicare Managed Care Plan","6.6","","","","","","","fee schedule","6.23","12.46","APC"
"Microbe suscept macrobroth","87188","HCPCS","","","","","","","facility","outpatient","","","","","","Longevity","Medicare Managed Care Plan","7.24","","","","","","","fee schedule","6.64","13.28","APC"
"Microbe suscept mycobacteri","87190","HCPCS","","","","","","","facility","outpatient","","","","","","Simply Healthcare","Exchange","12.28","","","","","","","fee schedule","7.31","14.62","APC"
"Microbe susceptible mic","87186","HCPCS","","","","","","","facility","outpatient","","","","","","Care Plus Health Plans","Medicare Managed Care Plan","8.79","","","","","","","fee schedule","8.65","17.3","APC"
"Microbe susceptible mic","87186","HCPCS","","","","","","","facility","outpatient","","","","","","Simply Healthcare","Medicare Managed Care Plan","9.17","","","","","","","fee schedule","8.65","17.3","APC"
"Microbe susceptible mic","87186","HCPCS","","","","","","","facility","outpatient","","","","","","Sunshine Health","Ambetter Value Exchange","13.1","","","","","","","fee schedule","8.65","17.3","APC"
"Microbe susceptible mic","87186","HCPCS","","","","","","","facility","outpatient","","","","","","Ultimate Health Plans","Medicare Managed Care Plan","9.08","","","","","","","fee schedule","8.65","17.3","APC"
"Microfluid analy tears","83861","HCPCS","","","","","","","facility","outpatient","","","","","","Baycare","Medicare Managed Care Plan","23.15","","","","","","","fee schedule","22.48","44.96","APC"
"Microprocessor control uplmb","L6882","HCPCS","","","","","","","facility","outpatient","","","","","","Kaiser","Medicare Managed Care Plan","4223.26","","","","","","","fee schedule","3839.33","7678.66","APC"
"Microsatellite instability","81301","HCPCS","","","","","","","facility","outpatient","","","","","","Baycare","Medicare Managed Care Plan","359.02","","","","","","","fee schedule","348.56","697.12","APC"
"Microsurgery add-on","69990","HCPCS","","","","","","","facility","outpatient","","","","","","Unitedhealthcare","Hmo/Pos","972","","","","","","","fee schedule","704","972",""
"Microvolt t-wave assess","93025","HCPCS","","","","","","","facility","outpatient","","","","","","Longevity","Medicare Managed Care Plan","146.46","","","","","","","fee schedule","134.37","268.74","APC"
"Microvolt t-wave assess","93025","HCPCS","","","","","","","facility","outpatient","","","","","","Oscar","Exchange","268.74","","","","","","","fee schedule","134.37","268.74","APC"
"Middle ear surgery procedure","69799","HCPCS","","","","","","","facility","outpatient","","","","","","Longevity","Medicare Managed Care Plan","269.6","","","","","","","fee schedule","247.34","3993","APC"
"Miniature knee joint","L5826","HCPCS","","","","","","","facility","outpatient","","","","","","Sunshine Health","Ambetter Exchange","6185.95","","","","","","","fee schedule","3866.22","7732.44","APC"
"Minocycline hydrochloride","J2265","HCPCS","","","","","","","facility","outpatient","","","","","","Truli For Health","All Commercial Plans","5.07","","","","","","","fee schedule","2.67","5.34","APC"
"Minor Bladder Procedures With Cc","663","MS-DRG","","","","","","","facility","inpatient","","","","","","Care Plus Health Plans","Medicare Managed Care Plan","","","[Lesser Than Charges paid at %: 100] [MSDRG Base Rate: FEE SCHEDULE]","","","","0","other","","","No services performed during 15-month lookback period."
"Minor Bladder Procedures With Cc","663","MS-DRG","","","","","","","facility","inpatient","","","","","","Sunshine Health","Medicare Managed Care Plan","17052.75","","","","","","","fee schedule","12256.58","47050.29","MSDRG Base Rate"
"Minor Bladder Procedures With Mcc","662","MS-DRG","","","","","","","facility","inpatient","","","","","","Aetna","Better Health - Healthy Kids Medicaid Managed Care Plan","","","[Inpatient Services: Payer leverages state specific Medicaid payment methodology. Available, referenceable algorithm logic found here: https://ahca.myflorida.com/medicaid/]","","","","0","other","","","No services performed during 15-month lookback period."
"Minor Bladder Procedures With Mcc","662","MS-DRG","","","","","","","facility","inpatient","","","","","","Aetna","Medicare Managed Care Plan","29845.1","","","","","","","fee schedule","20768.56","77956.93","MSDRG Base Rate"
"Minor Bladder Procedures With Mcc","662","MS-DRG","","","","","","","facility","inpatient","","","","","","Simply Healthcare","Exchange","49643.33","","","","","","","fee schedule","20768.56","77956.93","MSDRG Base Rate"
"Minor Bladder Procedures Without Cc/Mcc","664","MS-DRG","","","","","","","facility","inpatient","","","","","","Bcbs","Health Options Hmo","","","[Stop Loss: Total Charges > 276260 | Excess % of Charge: 43.58] [Lesser Than Charges paid at %: 100] [MSDRG Base Rate: FEE SCHEDULE] [BMT-Allogeneic related-Case Rate: 181250] [BMT-Autologous-other-Case Rate: 92815] [Heart Transplant-Case Rate: 584895] [Kidney Transplant-Case Rate: 171829] [Liver Transplant-Case Rate: 306990] [Lung Transplant-Case Rate: 453571] [Pancreas Transplant-Case Rate: 280728]","12612.87","12612.87","12612.87","1 through 10","other","","","Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
"Minor Skin Disorders With Mcc","606","MS-DRG","","","","","","","facility","inpatient","","","","","","Avmed","Exchange","","","[Stop Loss: Total Charges > 299818 | Excess % of Charge: 41] [Lesser Than Charges paid at %: 100] [MSDRG Base Rate: FEE SCHEDULE] [Psych-Per Diem: 1451] [Rehab-Per Diem: 2181]","","","","0","other","","","No services performed during 15-month lookback period."
"Minor Skin Disorders With Mcc","606","MS-DRG","","","","","","","facility","inpatient","","","","","","Sunshine Health","Ambetter Value Exchange","24038.42","","","","","","","fee schedule","8791.24","40238.01","MSDRG Base Rate"
"Minor Skin Disorders Without Mcc","607","MS-DRG","","","","","","","facility","inpatient","","","","","","Avmed","Hmo/Ppo","","","[Stop Loss: Total Charges > 314809 | Excess % of Charge: 43] [Lesser Than Charges paid at %: 100] [MSDRG Base Rate: FEE SCHEDULE] [Psych-Per Diem: 1643] [Rehab-Per Diem: 2469]","","","","0","other","","","No services performed during 15-month lookback period."
"Minor Skin Disorders Without Mcc","607","MS-DRG","","","","","","","facility","inpatient","","","","","","Bcbs","Network Blue Ppo","","","[Stop Loss: Total Charges > 276260 | Excess % of Charge: 49.52] [Lesser Than Charges paid at %: 100] [MSDRG Base Rate: FEE SCHEDULE] [BMT-Allogeneic related-Case Rate: 206541] [BMT-Autologous-other-Case Rate: 105765] [Heart Transplant-Case Rate: 666507] [Kidney Transplant-Case Rate: 195806] [Liver Transplant-Case Rate: 349825] [Lung Transplant-Case Rate: 516860] [Pancreas Transplant-Case Rate: 319900]","9608.66","7686.93","9608.66","1 through 10","other","","","Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
"Minor Skin Disorders Without Mcc","607","MS-DRG","","","","","","","facility","inpatient","","","","","","Wellmed","Medicare Managed Care Plan","","","[Lesser Than Charges paid at %: 100] [MSDRG Base Rate: FEE SCHEDULE]","","","","0","other","","","No services performed during 15-month lookback period."
"Minor Small And Large Bowel Procedures With Cc","345","MS-DRG","","","","","","","facility","inpatient","","","","","","Molina Healthcare","Medicaid Managed Care Plan","","","[Inpatient Services: Payer leverages state specific Medicaid payment methodology. Available, referenceable algorithm logic found here: https://ahca.myflorida.com/medicaid/]","","","","0","other","","","No services performed during 15-month lookback period."
"Minor Small And Large Bowel Procedures With Mcc","344","MS-DRG","","","","","","","facility","inpatient","","","","","","Aetna","Better Health Medicaid Managed Care Plan","","","[Inpatient Services: Payer leverages state specific Medicaid payment methodology. Available, referenceable algorithm logic found here: https://ahca.myflorida.com/medicaid/]","","","","0","other","","","No services performed during 15-month lookback period."
