"2d tee w or w/o fol w/con,in","C8925","HCPCS","","","","","","","facility","outpatient","","","","","","Sunshine Health","Ambetter Exchange","1309.81","","","","","","","fee schedule","818.63","1637.26","APC"
"2d tte w or w/o fol w/con,fu","C8924","HCPCS","","","","","","","facility","outpatient","","","","","","Baycare","Medicare Managed Care Plan","375.25","","","","","","","fee schedule","364.32","728.64","APC"
"2d tte w or w/o fol w/con,fu","C8924","HCPCS","","","","","","","facility","outpatient","","","","","","Cigna","Medicare Managed Care Plan","389.82","","","","","","","fee schedule","364.32","728.64","APC"
"3-d radiotherapy plan","77295","HCPCS","","","","","","","facility","outpatient","","","","","","Ultimate Health Plans","Medicare Managed Care Plan","1517.69","","","","","","","fee schedule","1445.42","2890.84","APC"
"365 d implant glucose sensor","G0564","HCPCS","","","","","","","facility","outpatient","","","","","","Unitedhealthcare","Exchange","4698","","","","","","","fee schedule","4698","6490",""
"3d anat seg imaging preop","C8001","HCPCS","","","","","","","facility","outpatient","","","","","","Simply Healthcare","Exchange","225.74","","","","","","","fee schedule","134.37","268.74","APC"
"3d bn img algor drvd fr mri","G0566","HCPCS","","","","","","","facility","outpatient","","","","","","Freedom Health","Medicare Managed Care Plan","137.06","","","","","","","fee schedule","134.37","268.74","APC"
"3d bn img algor drvd fr mri","G0566","HCPCS","","","","","","","facility","outpatient","","","","","","Simply Healthcare","Medicare Managed Care Plan","142.43","","","","","","","fee schedule","134.37","268.74","APC"
"3d cntr simula trgt lvr les","0944T","HCPCS","","","","","","","facility","outpatient","","","","","","Sunshine Health","Ambetter Exchange","398.67","","","","","","","fee schedule","249.17","498.33","APC"
"ACETYLCHOLINE 20 MCG/2 ML (10 MCG/ML) SYRINGE 2 (PHARMACY PREMIX) [411271]","9999-0701-01","NDC","","","","","","","facility","both","1","EA","","1.72","0.60","","","","","","","","","","","","","Gross Charge Type: pharmacy | NDC EA = 1 SYRINGE"
"ACITRETIN 25 MG CAPSULE [13979]","0591-2266-30","NDC","","","","","","","facility","both","1","EA","","30.77","10.77","","","","","","","","","","","","","Gross Charge Type: pharmacy | NDC EA = 1 EACH"
"ACYCLOVIR 200 MG/5 ML ORAL SUSPENSION [8970]","0173-0953-96","NDC","","","","","","","facility","both","1","EA","","36.53","12.78","","","","","","","","","","","","","Gross Charge Type: pharmacy | NDC EA = 1 ML"
"ADENOSINE 3 MG/ML INTRAVENOUS SOLUTION [8975]","J0153","HCPCS","67457-855-00","NDC","","","","","facility","both","1","EA","","249.96","87.48","","","","","","","","","","","","","Gross Charge Type: pharmacy | NDC EA = 1 ML"
"AFO spiral prefabricated","L1951","HCPCS","","","","","","","facility","outpatient","","","","","","Bcbs","Medicare Managed Care Plan","1054.62","","","","","","","fee schedule","1037.71","2075.42","APC"
"AK/BK self-aligning unit ea","L5617","HCPCS","","","","","","","facility","outpatient","","","","","","Freedom Health","Medicare Managed Care Plan","706.54","","","","","","","fee schedule","692.69","1385.38","APC"
"ALBUMIN, HUMAN 5 % INTRAVENOUS SOLUTION [8982]","P9041","HCPCS","0053-7670-31","NDC","","","","","facility","both","1","EA","","3.41","1.19","","","","","","","","","","","","","Gross Charge Type: pharmacy | NDC EA = 1 ML"
"ALBUTEROL SULFATE 2 MG TABLET [253]","51079-657-01","NDC","","","","","","","facility","both","1","EA","","5.88","2.06","","","","","","","","","","","","","Gross Charge Type: pharmacy | NDC EA = 1 EACH"
