"2d tte w or w/o fol w/con,co","C8923","HCPCS","","","","","","","facility","outpatient","","","","","","Baycare","Medicare Managed Care Plan","843.19","","","","","","","fee schedule","818.63","1637.26","APC"
"2d tte w or w/o fol w/con,fu","C8924","HCPCS","","","","","","","facility","outpatient","","","","","","Freedom Health","Medicare Managed Care Plan","371.61","","","","","","","fee schedule","364.32","728.64","APC"
"3d anat seg imaging preop","C8001","HCPCS","","","","","","","facility","outpatient","","","","","","Cigna","Medicare Managed Care Plan","143.78","","","","","","","fee schedule","134.37","268.74","APC"
"3d bn img algor drvd fr mri","G0566","HCPCS","","","","","","","facility","outpatient","","","","","","Bcbs","Medicare Managed Care Plan","136.56","","","","","","","fee schedule","134.37","268.74","APC"
"4-bar link above knee w/swng","L5614","HCPCS","","","","","","","facility","outpatient","","","","","","Bcbs","Medicare Managed Care Plan","2123.18","","","","","","","fee schedule","2089.13","4178.26","APC"
"4-bar link above knee w/swng","L5614","HCPCS","","","","","","","facility","outpatient","","","","","","Cigna","Medicare Managed Care Plan","2235.37","","","","","","","fee schedule","2089.13","4178.26","APC"
"4vhpv vaccine 3 dose im","90649","HCPCS","","","","","","","facility","outpatient","","","","","","Unitedhealthcare","Hmo/Pos","128.26","","","","","","","fee schedule","128.26","128.26",""
"ABACAVIR 300 MG TABLET [24438]","68084-021-11","NDC","","","","","","","facility","both","1","EA","","8.82","3.09","","","","","","","","","","","","","Gross Charge Type: pharmacy | NDC EA = 1 EACH"
"ACAMPROSATE 333 MG TABLET,DELAYED RELEASE [39720]","0378-6333-80","NDC","","","","","","","facility","both","1","EA","","0.82","0.29","","","","","","","","","","","","","Gross Charge Type: pharmacy | NDC EA = 1 EACH"
"ACEBUTOLOL 200 MG CAPSULE [8939]","50268-050-11","NDC","","","","","","","facility","both","1","EA","","1.48","0.52","","","","","","","","","","","","","Gross Charge Type: pharmacy | NDC EA = 1 EACH"
"ACEBUTOLOL 200 MG CAPSULE [8939]","53746-669-01","NDC","","","","","","","facility","both","1","EA","","0.78","0.27","","","","","","","","","","","","","Gross Charge Type: pharmacy | NDC EA = 1 EACH"
"ACETAMINOPHEN 160 MG/5 ML (5 ML) ORAL SUSPENSION [8943]","0121-1781-05","NDC","","","","","","","facility","both","1","EA","","0.23","0.08","","","","","","","","","","","","","Gross Charge Type: pharmacy | NDC EA = 1 ML"
"ACETAZOLAMIDE ER 500 MG CAPSULE,EXTENDED RELEASE [8962]","50268-042-12","NDC","","","","","","","facility","both","1","EA","","4.43","1.55","","","","","","","","","","","","","Gross Charge Type: pharmacy | NDC EA = 1 EACH"
"ACTIVATED CHARCOAL-SORBITOL 50 GRAM/240 ML ORAL SUSPENSION [81428]","0574-0520-08","NDC","","","","","","","facility","both","1","EA","","0.10","0.03","","","","","","","","","","","","","Gross Charge Type: pharmacy | NDC EA = 1 ML"
"ACYCLOVIR 400 MG TABLET [8971]","0093-8943-93","NDC","","","","","","","facility","both","1","EA","","0.21","0.07","","","","","","","","","","","","","Gross Charge Type: pharmacy | NDC EA = 1 EACH"
"ACYCLOVIR SODIUM 50 MG/ML INTRAVENOUS SOLUTION [23128]","J0133","HCPCS","55150-155-20","NDC","","","","","facility","both","1","EA","","33.26","11.64","","","","","","","","","","","","","Gross Charge Type: pharmacy | NDC EA = 1 ML"
"AFO supramalleolar custom","L1907","HCPCS","","","","","","","facility","outpatient","","","","","","Ultimate Health Plans","Medicare Managed Care Plan","730.03","","","","","","","fee schedule","695.27","1390.54","APC"
"AFO w/ankle joint, prefab","L1971","HCPCS","","","","","","","facility","outpatient","","","","","","Baycare","Medicare Managed Care Plan","596.55","","","","","","","fee schedule","579.17","1158.34","APC"
"AK/BK self-aligning unit ea","L5617","HCPCS","","","","","","","facility","outpatient","","","","","","Devoted Health","Medicare Managed Care Plan","775.81","","","","","","","fee schedule","692.69","1385.38","APC, OP Rate"
"ALBENDAZOLE 200 MG TABLET [8979]","72205-051-08","NDC","","","","","","","facility","both","1","EA","","29.88","10.46","","","","","","","","","","","","","Gross Charge Type: pharmacy | NDC EA = 1 EACH"
"ALBUTEROL SULFATE 2.5 MG/3 ML (0.083 %) SOLUTION FOR NEBULIZATION [250]","J7613","HCPCS","76204-200-01","NDC","","","","","facility","both","1","EA","","7.16","2.51","","","","","","","","","","","","","Gross Charge Type: pharmacy | NDC EA = 1 ML"
"ALLOPURINOL 300 MG TABLET [311]","16714-042-04","NDC","","","","","","","facility","both","1","EA","","0.12","0.04","","","","","","","","","","","","","Gross Charge Type: pharmacy | NDC EA = 1 EACH"
"ALPRAZOLAM 0.25 MG TABLET [324]","68084-018-11","NDC","","","","","","","facility","both","1","EA","","0.06","0.02","","","","","","","","","","","","","Gross Charge Type: pharmacy | NDC EA = 1 EACH"
"AMIKACIN 1,000 MG/4 ML INJECTION SOLUTION [147620]","J0278","HCPCS","0703-9040-03","NDC","","","","","facility","both","1","EA","","512.15","179.25","","","","","","","","","","","","","Gross Charge Type: pharmacy | NDC EA = 1 ML"
"AMIKACIN 1,000 MG/4 ML INJECTION SOLUTION [147620]","J0278","HCPCS","23155-290-32","NDC","","","","","facility","both","1","EA","","512.15","179.25","","","","","","","","","","","","","Gross Charge Type: pharmacy | NDC EA = 1 ML"
"AMITRIPTYLINE 25 MG TABLET [435]","51079-107-01","NDC","","","","","","","facility","both","1","EA","","0.29","0.10","","","","","","","","","","","","","Gross Charge Type: pharmacy | NDC EA = 1 EACH"
"AMOXICILLIN 400 MG/5 ML ORAL SUSPENSION [25246]","9999-0443-01","NDC","","","","","","","facility","both","1","EA","","16.24","5.68","","","","","","","","","","","","","Gross Charge Type: pharmacy | NDC EA = 1 ML"
"AMPICILLIN 1 GRAM SOLUTION FOR INJECTION [469]","J0290","HCPCS","0409-3726-10","NDC","","","","","facility","both","1","EA","","146.58","51.30","","","","","","","","","","","","","Gross Charge Type: pharmacy | NDC EA = 1 EACH"
"AMPICILLIN 250 MG SOLUTION FOR INJECTION [473]","J0290","HCPCS","63323-707-20","NDC","","","","","facility","both","1","EA","","73.44","25.70","","","","","","","","","","","","","Gross Charge Type: pharmacy | NDC EA = 1 EACH"
"AMPICILLIN 500 MG SOLUTION FOR INJECTION [474]","J0290","HCPCS","63323-388-10","NDC","","","","","facility","both","1","EA","","73.44","25.70","","","","","","","","","","","","","Gross Charge Type: pharmacy | NDC EA = 1 EACH"
"AMPICILLIN-SULBACTAM 3 GRAM SOLUTION FOR INJECTION [32471]","J0295","HCPCS","10019-637-02","NDC","","","","","facility","both","1","EA","","219.03","76.66","","","","","","","","","","","","","Gross Charge Type: pharmacy | NDC EA = 1 VIAL"
"ANAKINRA 100 MG/0.67 ML INJECTION SYRINGE FOR IV ADMINISTRATION [115100187]","9999-0851-01","NDC","","","","","","","facility","both","1","EA","","1087.89","380.76","","","","","","","","","","","","","Gross Charge Type: pharmacy | NDC EA = 1 ML"
"ANASTROZOLE 1 MG TABLET [16205]","68084-448-21","NDC","","","","","","","facility","both","1","EA","","0.61","0.21","","","","","","","","","","","","","Gross Charge Type: pharmacy | NDC EA = 1 EACH"
"ATOMOXETINE 100 MG CAPSULE [70509]","0002-3251-30","NDC","","","","","","","facility","both","1","EA","","15.45","5.41","","","","","","","","","","","","","Gross Charge Type: pharmacy | NDC EA = 1 EACH"
"ATORVASTATIN 40 MG TABLET [19177]","0071-0157-40","NDC","","","","","","","facility","both","1","EA","","18.48","6.47","","","","","","","","","","","","","Gross Charge Type: pharmacy | NDC EA = 1 EACH"
"ATROPINE 1 % EYE DROPS [736]","0065-0303-55","NDC","","","","","","","facility","both","1","EA","","50.06","17.52","","","","","","","","","","","","","Gross Charge Type: pharmacy | NDC EA = 1 ML"
"AZATHIOPRINE 50 MG TABLET [9183]","J7500","HCPCS","0054-8084-25","NDC","","","","","facility","both","1","EA","","0.39","0.14","","","","","","","","","","","","","Gross Charge Type: pharmacy | NDC EA = 1 EACH"
"AZITHROMYCIN 500 MG INTRAVENOUS SOLUTION [21063]","J0456","HCPCS","0069-3150-83","NDC","","","","","facility","both","1","EA","","182.96","64.04","","","","","","","","","","","","","Gross Charge Type: pharmacy | NDC EA = 1 VIAL"
"AZTREONAM 2 GRAM SOLUTION FOR INJECTION [9186]","J0457","HCPCS","63323-402-30","NDC","","","","","facility","both","1","EA","","258.53","90.49","","","","","","","","","","","","","Gross Charge Type: pharmacy | NDC EA = 1 EACH"
"Abdomen surgery procedure","22999","HCPCS","","","","","","","facility","outpatient","","","","","","Simply Healthcare","Exchange","432.75","","","","","","","fee schedule","257.59","3993","APC"
"Abdomen surgery procedure","49999","HCPCS","","","","","","","facility","outpatient","","","","","","Care Plus Health Plans","Medicare Managed Care Plan","962.3","","","","","","","fee schedule","947.15","3993","APC"
"Abdomen surgery procedure","49999","HCPCS","","","","","","","facility","outpatient","","","","","","Sunshine Health","Ambetter Value Exchange","1434.17","","","","","","","fee schedule","947.15","3993","APC"
"Abdominal pad","L1270","HCPCS","","","","","","","facility","outpatient","","","","","","Capital Health Plan Tallahassee","Medicare Managed Care Plan","113.64","","","","","","","fee schedule","113.64","227.28","APC"
"Abduct rotation bar w/o shoe","L3150","HCPCS","","","","","","","facility","outpatient","","","","","","Baycare","Medicare Managed Care Plan","103.6","","","","","","","fee schedule","100.58","201.16","APC"
"Abduction bar jointed adjust","L2300","HCPCS","","","","","","","facility","outpatient","","","","","","Care Plus Health Plans","Medicare Managed Care Plan","319.93","","","","","","","fee schedule","314.89","629.78","APC"
"Abduction bar jointed adjust","L2300","HCPCS","","","","","","","facility","outpatient","","","","","","Ultimate Health Plans","Medicare Managed Care Plan","330.63","","","","","","","fee schedule","314.89","629.78","APC"
"Abeta42 & ptau181 eclia csf","0445U","HCPCS","","","","","","","facility","outpatient","","","","","","Cigna","Medicare Managed Care Plan","278.74","","","","","","","fee schedule","260.5","521","APC"
"Abeta42 & ptau181 eclia csf","0445U","HCPCS","","","","","","","facility","outpatient","","","","","","Molina","Exchange","390.75","","","","","","","fee schedule","260.5","521","APC"
"Ablate atria lmtd add-on","33257","HCPCS","","","","","","","facility","outpatient","","","","","","Cigna","Hmo","3885","","","","","","","fee schedule","3613","4992",""
"Ablate atria w/o bypass ext","33255","HCPCS","","","","","","","facility","outpatient","","","","","","Unitedhealthcare","Exchange","3613","","","","","","","fee schedule","3613","4992",""
