"** Do Not Use - Computer Duplicated Numbers - Numbers Entered In Ps Before Epic","27209604_272","CDM","272","RC","","","","","facility","both","","","","3406.8","1192.38","","","","","","","","","","","","","Gross Charge Type: Fsid 100 | Price is variable based on underlying billing methodology - especially, for drug and supply items."
"1st plmt drug elut oc ins","0444T","HCPCS","","","","","","","facility","outpatient","","","","","","Unitedhealthcare","Exchange","704","","","","","","","fee schedule","704","972",""
"3-d radiotherapy plan","77295","HCPCS","","","","","","","facility","outpatient","","","","","","Baycare","Medicare Managed Care Plan","1488.78","","","","","","","fee schedule","1445.42","2890.84","APC"
"3d anat seg imaging preop","C8001","HCPCS","","","","","","","facility","outpatient","","","","","","Bcbs","Medicare Managed Care Plan","136.56","","","","","","","fee schedule","134.37","268.74","APC"
"3d bn img algor drvd fr mri","G0566","HCPCS","","","","","","","facility","outpatient","","","","","","Simply Healthcare","Exchange","225.74","","","","","","","fee schedule","134.37","268.74","APC"
"4-bar link above knee w/swng","L5614","HCPCS","","","","","","","facility","outpatient","","","","","","Aetna","Medicare Managed Care Plan","2110.02","","","","","","","fee schedule","2089.13","4178.26","APC"
"4-bar link above knee w/swng","L5614","HCPCS","","","","","","","facility","outpatient","","","","","","Care Plus Health Plans","Medicare Managed Care Plan","2122.56","","","","","","","fee schedule","2089.13","4178.26","APC"
"5% dextrose/water","J7060","HCPCS","","","","","","","facility","outpatient","","","","","","Unitedhealthcare","Hmo/Pos","2.2","","","","","","","fee schedule","1.82","2.2",""
"9vhpv vaccine 3 dose im","90651","HCPCS","","","","","","","facility","outpatient","","","","","","Unitedhealthcare","Exchange","450.16","","","","","","","fee schedule","450.16","450.16",""
"ACETAMINOPHEN 300 MG-CODEINE 30 MG TABLET [14087]","51079-161-01","NDC","","","","","","","facility","both","1","EA","","0.23","0.08","","","","","","","","","","","","","Gross Charge Type: pharmacy | NDC EA = 1 EACH"
"ACITRETIN 25 MG CAPSULE [13979]","42291-088-30","NDC","","","","","","","facility","both","1","EA","","3.96","1.39","","","","","","","","","","","","","Gross Charge Type: pharmacy | NDC EA = 1 EACH"
