"Cirrhosis And Alcoholic Hepatitis With Cc","433","MS-DRG","","","","","","","facility","inpatient","","","","","","First Health/Coventry","First Health Ppo","","","[Stop Loss: Total Charges > 35000 | Total % of Charge: 75] [Lesser Than Charges paid at %: 75] [Medical-Per Diem: 2000] [Nursery  Level 1- Boarder-Per Diem: 175] [Psych-Per Diem: 500] [Rehab-Per Diem: 700] [IP Prosthetics/Implants/Devices (%BC): 70] [Burn  (%BC): 95] [Trauma  (%BC): 95]","","","","0","other","","","No services performed during 15-month lookback period."
"Cirrhosis And Alcoholic Hepatitis With Cc","433","MS-DRG","","","","","","","facility","inpatient","","","","","","Humana","Medicare Managed Care Plan","","","[Lesser Than Charges paid at %: 100] [MSDRG Base Rate: FEE SCHEDULE]","10546.46","9641.12","10877.66","13","other","","","Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
"Cirrhosis And Alcoholic Hepatitis With Cc","433","MS-DRG","","","","","","","facility","inpatient","","","","","","Truli For Health","All Commercial Plans","","","[MSDRG Base Rate: FEE SCHEDULE] [Heart Transplant (%BC): 45 Maximum Reimbursement 400000 Charge Threshold 1200000 (%BC): 45] [Kidney Transplant (%BC): 45 Maximum Reimbursement 130000 Charge Threshold 390000 (%BC): 45] [Kidney/Pancreas Simul. Transplant (%BC): 45 Maximum Reimbursement 225000 Charge Threshold 675000 (%BC): 45] [Liver Transplant (%BC): 45 Maximum Reimbursement 230000 Charge Threshold 690000 (%BC): 45] [Lung Transplant (%BC): 45 Maximum Reimbursement 360000 Charge Threshold 1080000 (%BC): 45] [Pancreas Transplant (%BC): 45 Maximum Reimbursement 155000 Charge Threshold 465000 (%BC): 45]","14375.05","14375.05","14375.05","1 through 10","other","","","Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
"Cirrhosis And Alcoholic Hepatitis With Mcc","432","MS-DRG","","","","","","","facility","inpatient","","","","","","Kaiser","Transplant Medicaid Managed Care Plan","","","[Inpatient Services: Payer leverages state specific Medicaid payment methodology. Available, referenceable algorithm logic found here: https://ahca.myflorida.com/medicaid/]","","","","0","other","","","No services performed during 15-month lookback period."
"Cirrhosis And Alcoholic Hepatitis With Mcc","432","MS-DRG","","","","","","","facility","inpatient","","","","","","Wellcare","Medicare Managed Care Plan","20490.6","","","","","","","fee schedule","15721.78","48959.87","MSDRG Base Rate"
"Cirrhosis And Alcoholic Hepatitis Without Cc/Mcc","434","MS-DRG","","","","","","","facility","inpatient","","","","","","Aetna","Better Health - Healthy Kids Medicaid Managed Care Plan","","","[Inpatient Services: Payer leverages state specific Medicaid payment methodology. Available, referenceable algorithm logic found here: https://ahca.myflorida.com/medicaid/]","","","","0","other","","","No services performed during 15-month lookback period."
"Cirrhosis And Alcoholic Hepatitis Without Cc/Mcc","434","MS-DRG","","","","","","","facility","inpatient","","","","","","Cigna","Medicare Managed Care Plan","9419.97","","","","","","","fee schedule","5588.61","37011.45","MSDRG Base Rate"
"Cirrhosis And Alcoholic Hepatitis Without Cc/Mcc","434","MS-DRG","","","","","","","facility","inpatient","","","","","","Longevity","Medicare Managed Care Plan","9596.04","","","","","","","fee schedule","5588.61","37011.45","MSDRG Base Rate"
"Clean out mastoid cavity","69220","HCPCS","","","","","","","facility","outpatient","","","","","","Unitedhealthcare","Exchange","704","","","","","","","fee schedule","209.52","972",""
"Clean out mastoid cavity","69222","HCPCS","","","","","","","facility","outpatient","","","","","","Cigna","Medicare Managed Care Plan","602.63","","","","","","","fee schedule","563.21","3993","APC"
"Clean out mastoid cavity","69222","HCPCS","","","","","","","facility","outpatient","","","","","","Unitedhealthcare","Hmo/Pos","972","","","","","","","fee schedule","563.21","3993",""
"Clinical Diagnostic Lab Services","N800","APC","","","","","","","facility","outpatient","","","","","","Simply Healthcare","Exchange","","","[Lesser Than Charges paid at %: 100] [APC ($): FEE SCHEDULE]","34.04","5.67","118.09","1 through 10","other","","","Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
"Clinical Diagnostic Lab Services","N800","APC","","","","","","","facility","outpatient","","","","","","Unitedhealthcare","Hmo/Pos","","","[Lesser Than Charges paid at %: 100] [OP Surg. Group 0 ($): FEE SCHEDULE] [OP Surg. Group 1 ($): FEE SCHEDULE] [OP Surg. Group 2 ($): FEE SCHEDULE] [OP Surg. Group 3 ($): FEE SCHEDULE] [OP Surg. Group 4 ($): FEE SCHEDULE] [OP Surg. Group 5 ($): FEE SCHEDULE] [OP Surg. Group 6 ($): FEE SCHEDULE] [OP Surg. Group 7 ($): FEE SCHEDULE] [OP Surg. Group 8 ($): FEE SCHEDULE] [OP Surg. Group 9 ($): FEE SCHEDULE] [OP Surg. Group 10 ($): FEE SCHEDULE] [OP Surg. Ungroupable ($): 4992] [Observation ($): 4710] [Emergency Department ($): 996] [Urgent Care (%BC): 26.8] [Cardiac Rehabilitation Therapy (%BC): 26.8] [Cardiac Stress Test (%BC): 26.8] [Cardiology (%BC): 26.8] [Echocardiology (%BC): 26.8] [EKG/ECG  (%BC): 26.8] [Holter Monitor/Telemetry (%BC): 26.8] [Peripheral Vascular Lab (%BC): 26.8] [EEG (%BC): 26.8] [EMG (%BC): 26.8] [Neuropsychological Testing and Biofeedback (%BC): 26.8] [Sleep Studies (%BC): 26.8] [Chemotherapy (%BC): 26.8] [Nuclear Medicine (%BC): 26.8] [Oncology (%BC): 26.8] [Radiation Therapy  (%BC): 26.8] [CT Scan OP ($): 1746] [MRI OP ($): 1874] [Imaging Services (%BC): 26.8] [Mammography-Diagnostic (%BC): 26.8] [Mammography-Screening (%BC): 26.8] [Positron Emission Tomography ($): 4745] [Radiology (%BC): 26.8] [Ultrasound Imaging (%BC): 26.8] [Laboratory (%BC): 26.8] [Pathology (%BC): 26.8] [Hemodialysis (%BC): 26.8] [Peritoneal Dialysis, CAPD, and CCPD (%BC): 26.8] [Occupational Therapy ($): 251] [Physical Therapy ($): 251] [Respiratory Services/Therapy  (%BC): 26.8] [Speech Therapy ($): 251] [OP High Cost Drugs ($): FEE SCHEDULE] [Ambulance--Air  (%BC): 26.8] [Ambulance--Land  (%BC): 26.8] [Hyperbarics (%BC): 26.8] [Pulmonary Rehabilitation (%BC): 26.8]","277.65","41.69","1011.92","1588","other","","","Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
"Closd rductn splint alveolus","D7670","HCPCS","","","","","","","facility","outpatient","","","","","","Baycare","Medicare Managed Care Plan","3566.13","","","","","","","fee schedule","3462.26","6924.53","APC"
"Close Mult Vsd","33675","HCPCS","","","","","","","facility","outpatient","","","","","","Unitedhealthcare","Hmo/Pos","4992","","","","","","","fee schedule","3613","4992",""
"Close bronchial fistula","32815","HCPCS","","","","","","","facility","outpatient","","","","","","Unitedhealthcare","Exchange","3613","","","","","","","fee schedule","3613","4992",""
"Close tear duct opening","68760","HCPCS","","","","","","","facility","outpatient","","","","","","Devoted Health","Medicare Managed Care Plan","371.23","","","","","","","fee schedule","331.46","972","APC, OP Rate"
"Close tear duct opening","68761","HCPCS","","","","","","","facility","outpatient","","","","","","Aetna","Medicare Managed Care Plan","334.77","","","","","","","fee schedule","331.46","972","APC"
"Closed tx orbit w/o manipulj","21400","HCPCS","","","","","","","facility","outpatient","","","","","","Aetna","Medicare Managed Care Plan","568.84","","","","","","","fee schedule","563.21","2121","APC"
"Closed tx orbit w/o manipulj","21400","HCPCS","","","","","","","facility","outpatient","","","","","","Oscar","Exchange","1126.42","","","","","","","fee schedule","563.21","2121","APC"
"Closed tx orbit w/o manipulj","21400","HCPCS","","","","","","","facility","outpatient","","","","","","Unitedhealthcare","Hmo/Pos","972","","","","","","","fee schedule","563.21","2121",""
"Closed tx septal&nose fx","21337","HCPCS","","","","","","","facility","outpatient","","","","","","Bcbs","Medicare Managed Care Plan","3518.7","","","","","","","fee schedule","1326.84","6924.53","APC"
"Closed tx septal&nose fx","21337","HCPCS","","","","","","","facility","outpatient","","","","","","Phcs","Hmo/Pos/Epo","1900","","","","","","","fee schedule","1326.84","6924.53",""
"Clostridium ag ia","87324","HCPCS","","","","","","","facility","outpatient","","","","","","Aetna","Medicare Managed Care Plan","12.1","","","","","","","fee schedule","11.98","23.96","APC"
"Clostridium ag ia","87324","HCPCS","","","","","","","facility","outpatient","","","","","","Simply Healthcare","Medicare Managed Care Plan","12.7","","","","","","","fee schedule","11.98","23.96","APC"
"Clostridium toxin a w/optic","87803","HCPCS","","","","","","","facility","outpatient","","","","","","Molina","Exchange","24","","","","","","","fee schedule","16","32","APC"
"Closure of eyelid by suture","67875","HCPCS","","","","","","","facility","outpatient","","","","","","Molina","Exchange","1561.53","","","","","","","fee schedule","1041.02","2923","APC"
"Closure of split wound","12021","HCPCS","","","","","","","facility","outpatient","","","","","","Bcbs","Medicare Managed Care Plan","431.43","","","","","","","fee schedule","271.44","1502","APC"
"Closure of vagina","57120","HCPCS","","","","","","","facility","outpatient","","","","","","Oscar","Exchange","10447.91","","","","","","","fee schedule","3885","10447.91","APC"
"Closure of vagina","57120","HCPCS","","","","","","","facility","outpatient","","","","","","Simply Healthcare","Exchange","8776.24","","","","","","","fee schedule","3885","10447.91","APC"
"Closure of valve","33600","HCPCS","","","","","","","facility","outpatient","","","","","","Cigna","Hmo","3885","","","","","","","fee schedule","3613","4992",""
"Closure of valve","33602","HCPCS","","","","","","","facility","outpatient","","","","","","Cigna","Hmo","3885","","","","","","","fee schedule","3613","4992",""
"Closure of windpipe lesion","31820","HCPCS","","","","","","","facility","outpatient","","","","","","Bcbs","Medicare Managed Care Plan","3518.7","","","","","","","fee schedule","990.66","6924.53","APC"
"Closure ureter/bowel fistula","50930","HCPCS","","","","","","","facility","outpatient","","","","","","Unitedhealthcare","Hmo/Pos","4992","","","","","","","fee schedule","3613","4992",""
"Clot factor vii proconvertin","85230","HCPCS","","","","","","","facility","outpatient","","","","","","Longevity","Medicare Managed Care Plan","19.51","","","","","","","fee schedule","17.9","35.8","APC"
"Clot factor vii proconvertin","85230","HCPCS","","","","","","","facility","outpatient","","","","","","Oscar","Exchange","17.9","","","","","","","fee schedule","17.9","35.8","Laboratory"
"Clot factor viii ahg 1 stage","85240","HCPCS","","","","","","","facility","outpatient","","","","","","Devoted Health","Medicare Managed Care Plan","20.05","","","","","","","fee schedule","17.9","35.8","Laboratory"
"Clot factor viii ahg 1 stage","85240","HCPCS","","","","","","","facility","outpatient","","","","","","Truli For Health","All Commercial Plans","34.01","","","","","","","fee schedule","17.9","35.8","APC"
"Clot factor viii vw ristoctn","85245","HCPCS","","","","","","","facility","outpatient","","","","","","Devoted Health","Medicare Managed Care Plan","25.69","","","","","","","fee schedule","22.94","45.88","Laboratory"
"Clot factor viii vw ristoctn","85245","HCPCS","","","","","","","facility","outpatient","","","","","","Molina","Exchange","34.41","","","","","","","fee schedule","22.94","45.88","APC"
"Clot factor x stuart-power","85260","HCPCS","","","","","","","facility","outpatient","","","","","","Baycare","Medicare Managed Care Plan","18.44","","","","","","","fee schedule","17.9","35.8","APC"
"Clot factor x stuart-power","85260","HCPCS","","","","","","","facility","outpatient","","","","","","Oscar","Exchange","17.9","","","","","","","fee schedule","17.9","35.8","Laboratory"
"Clot factor xii hageman","85280","HCPCS","","","","","","","facility","outpatient","","","","","","Molina","Exchange","29.02","","","","","","","fee schedule","19.35","38.7","APC"
"Clot factor xiii fibrin scrn","85291","HCPCS","","","","","","","facility","outpatient","","","","","","Baycare","Medicare Managed Care Plan","9.38","","","","","","","fee schedule","9.11","18.22","APC"
"Clot factor xiii fibrin scrn","85291","HCPCS","","","","","","","facility","outpatient","","","","","","Sunshine Health","Ambetter Value Exchange","13.79","","","","","","","fee schedule","9.11","18.22","APC"
"Clot inhibit prot c antigen","85302","HCPCS","","","","","","","facility","outpatient","","","","","","Freedom Health","Medicare Managed Care Plan","12.25","","","","","","","fee schedule","12.01","24.02","APC"
"Clot inhibit prot c antigen","85302","HCPCS","","","","","","","facility","outpatient","","","","","","Health First Health Plans","Medicare Managed Care Plan","21.62","","","","","","","fee schedule","12.01","24.02","APC"
"Clot inhibit prot c antigen","85302","HCPCS","","","","","","","facility","outpatient","","","","","","Longevity","Medicare Managed Care Plan","13.09","","","","","","","fee schedule","12.01","24.02","APC"
"Clot inhibit prot s total","85305","HCPCS","","","","","","","facility","outpatient","","","","","","Kaiser","Medicare Managed Care Plan","12.77","","","","","","","fee schedule","11.61","23.22","APC"
"Clotting funct activity","85397","HCPCS","","","","","","","facility","outpatient","","","","","","Cigna","Medicare Managed Care Plan","33.02","","","","","","","fee schedule","30.86","61.72","APC"
"Cltx med ankle fx w/mnpj","27762","HCPCS","","","","","","","facility","outpatient","","","","","","Kaiser","Medicare Managed Care Plan","1847.11","","","","","","","fee schedule","308.28","3358.38","APC"
"Cltx post ankle fx","27767","HCPCS","","","","","","","facility","outpatient","","","","","","Longevity","Medicare Managed Care Plan","280.77","","","","","","","fee schedule","257.59","1502","APC"
"Cltx thigh fx w/mnpj","27268","HCPCS","","","","","","","facility","outpatient","","","","","","Kaiser","Medicare Managed Care Plan","1847.11","","","","","","","fee schedule","1679.19","6490","APC"
"Cltx thigh fx w/mnpj","27268","HCPCS","","","","","","","facility","outpatient","","","","","","Sunshine Health","Ambetter Value Exchange","2542.63","","","","","","","fee schedule","1679.19","6490","APC"
"Cmplx rpr e/n/e/l 1.1-2.5 cm","13151","HCPCS","","","","","","","facility","outpatient","","","","","","Care Plus Health Plans","Medicare Managed Care Plan","784.15","","","","","","","fee schedule","704","2500","APC"
"Cmplx rpr f/c/c/m/n/ax/g/h/f","13132","HCPCS","","","","","","","facility","outpatient","","","","","","Simply Healthcare","Exchange","713.19","","","","","","","fee schedule","271.44","2500","APC"
"Cmplx rpr s/a/l 1.1-2.5 cm","13120","HCPCS","","","","","","","facility","outpatient","","","","","","Molina","Exchange","636.77","","","","","","","fee schedule","271.44","2121","APC"
"Cmplx rpr s/a/l 1.1-2.5 cm","13120","HCPCS","","","","","","","facility","outpatient","","","","","","Unitedhealthcare","Exchange","704","","","","","","","fee schedule","271.44","2121",""
"Cmplx rpr s/a/l 2.6-7.5 cm","13121","HCPCS","","","","","","","facility","outpatient","","","","","","Care Plus Health Plans","Medicare Managed Care Plan","431.31","","","","","","","fee schedule","271.44","2500","APC"
"Cmplx rpr trunk 1.1-2.5 cm","13100","HCPCS","","","","","","","facility","outpatient","","","","","","Oscar","Exchange","1543.59","","","","","","","fee schedule","704","2121","APC"
"Cmplx rpr trunk 1.1-2.5 cm","13100","HCPCS","","","","","","","facility","outpatient","","","","","","Unitedhealthcare","Hmo/Pos","972","","","","","","","fee schedule","704","2121",""
"Cmplx rpr trunk 2.6-7.5 cm","13101","HCPCS","","","","","","","facility","outpatient","","","","","","Avmed","Exchange","961.74","","","","","","","fee schedule","704","2500",""
"Cmplx rpr trunk addl 5cm/<","13102","HCPCS","","","","","","","facility","outpatient","","","","","","Avmed","Exchange","271.44","","","","","","","fee schedule","271.44","972",""
"Cmplx rpr trunk addl 5cm/<","13102","HCPCS","","","","","","","facility","outpatient","","","","","","Unitedhealthcare","Hmo/Pos","972","","","","","","","fee schedule","271.44","972",""
"Cmptr ophth img optic nerve","92133","HCPCS","","","","","","","facility","outpatient","","","","","","Simply Healthcare","Exchange","103.5","","","","","","","fee schedule","61.6","123.21","APC"
"Cmv antibody igm","86645","HCPCS","","","","","","","facility","outpatient","","","","","","Sunshine Health","Ambetter Exchange","26.96","","","","","","","fee schedule","16.85","33.7","APC"
"Cnbp gene detc abnor allele","81187","HCPCS","","","","","","","facility","outpatient","","","","","","Aetna","Medicare Managed Care Plan","138.37","","","","","","","fee schedule","137","274","APC"
"Cnbp gene detc abnor allele","81187","HCPCS","","","","","","","facility","outpatient","","","","","","Sunshine Health","Ambetter Exchange","219.2","","","","","","","fee schedule","137","274","APC"
"Cntct lens hydrophil photoch","V2524","HCPCS","","","","","","","facility","outpatient","","","","","","Longevity","Medicare Managed Care Plan","168.35","","","","","","","fee schedule","154.45","308.9","APC"
"Cntct lens hydrophil photoch","V2524","HCPCS","","","","","","","facility","outpatient","","","","","","Sunshine Health","Ambetter Value Exchange","233.87","","","","","","","fee schedule","154.45","308.9","APC"
"Coccidioides antibody","86635","HCPCS","","","","","","","facility","outpatient","","","","","","Baycare","Medicare Managed Care Plan","11.81","","","","","","","fee schedule","11.47","22.94","APC"
"Coccidioides antibody","86635","HCPCS","","","","","","","facility","outpatient","","","","","","Truli For Health","All Commercial Plans","21.79","","","","","","","fee schedule","11.47","22.94","APC"
"Cochlear Implant Procedure","5166","APC","","","","","","","facility","outpatient","","","","","","Humana","Transplant Medicaid Managed Care Plan","","","[Outpatient Services: Payer leverages state specific Medicaid payment methodology. Available, referenceable algorithm logic found here: https://ahca.myflorida.com/medicaid/]","","","","0","other","","","No services performed during 15-month lookback period."
"Cochlear Implant Procedure","5166","APC","","","","","","","facility","outpatient","","","","","","Unitedhealthcare","Medicare Managed Care Plan","","","[Lesser Than Charges paid at %: 100] [Ambulance--Air ($): 5000] [APC ($): FEE SCHEDULE]","31768.28","25532.5","31920.89","14","other","","","Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
"Cochlear implt f/up exam 7/>","92603","HCPCS","","","","","","","facility","outpatient","","","","","","Bcbs","Medicare Managed Care Plan","136.56","","","","","","","fee schedule","134.37","268.74","APC"
"Cochlear implt f/up exam <7","92601","HCPCS","","","","","","","facility","outpatient","","","","","","Aetna","Medicare Managed Care Plan","135.71","","","","","","","fee schedule","134.37","268.74","APC"
"Cochlear implt f/up exam <7","92601","HCPCS","","","","","","","facility","outpatient","","","","","","Longevity","Medicare Managed Care Plan","146.46","","","","","","","fee schedule","134.37","268.74","APC"
"Cocoon membrane, per sq cm","Q4264","HCPCS","","","","","","","facility","outpatient","","","","","","Aetna","Medicare Managed Care Plan","131.25","","","","","","","fee schedule","129.95","3952.63","APC"
"Cocoon membrane, per sq cm","Q4264","HCPCS","","","","","","","facility","outpatient","","","","","","Care Plus Health Plans","Medicare Managed Care Plan","132.03","","","","","","","fee schedule","129.95","3952.63","APC"
"Cocoon membrane, per sq cm","Q4264","HCPCS","","","","","","","facility","outpatient","","","","","","Devoted Health","Medicare Managed Care Plan","145.55","","","","","","","fee schedule","129.95","3952.63","APC, OP Rate"
"Cognitive test by hc pro","96125","HCPCS","","","","","","","facility","outpatient","","","","","","Cigna","Medicare Managed Care Plan","108.69","","","","","","","fee schedule","101.58","203.16","APC"
"Cognitive test by hc pro","96125","HCPCS","","","","","","","facility","outpatient","","","","","","Longevity","Medicare Managed Care Plan","110.72","","","","","","","fee schedule","101.58","203.16","APC"
"Col chromotography qual/quan","82542","HCPCS","","","","","","","facility","outpatient","","","","","","Kaiser","Medicare Managed Care Plan","26.5","","","","","","","fee schedule","24.09","48.18","APC"
"Collagen crosslinking cornea","0402T","HCPCS","","","","","","","facility","outpatient","","","","","","Bcbs","Medicare Managed Care Plan","2523.23","","","","","","","fee schedule","2428","5195","APC"
"Collagen crosslinking cornea","0402T","HCPCS","","","","","","","facility","outpatient","","","","","","Cigna","Ppo","2494","","","","","","","fee schedule","2428","5195",""
"Collagen crosslinking cornea","0402T","HCPCS","","","","","","","facility","outpatient","","","","","","Ultimate Health Plans","Medicare Managed Care Plan","2606.9","","","","","","","fee schedule","2428","5195","APC"
"Collect blood from picc","36592","HCPCS","","","","","","","facility","outpatient","","","","","","Sunshine Health","Ambetter Exchange","222.3","","","","","","","fee schedule","138.94","972","APC"
"Collect sweat for test","89230","HCPCS","","","","","","","facility","outpatient","","","","","","Longevity","Medicare Managed Care Plan","59.32","","","","","","","fee schedule","54.42","108.84","APC"
"Colon ca scrn not hi rsk ind","G0121","HCPCS","","","","","","","facility","outpatient","","","","","","Sunshine Health","Ambetter Value Exchange","1470.49","","","","","","","fee schedule","940","2121","APC"
"Colon motility 6 hr study","91117","HCPCS","","","","","","","facility","outpatient","","","","","","Cigna","Medicare Managed Care Plan","241.27","","","","","","","fee schedule","225.48","972","APC"
"Colon motility 6 hr study","91117","HCPCS","","","","","","","facility","outpatient","","","","","","Truli For Health","All Commercial Plans","428.42","","","","","","","fee schedule","225.48","972","APC"
"Colonoscopy and biopsy","45380","HCPCS","","","","","","","facility","outpatient","","","","","","Bcbs","Medicare Managed Care Plan","1270","","","","","","","fee schedule","1249.63","2923","APC"
"Colonoscopy submucous njx","45381","HCPCS","","","","","","","facility","outpatient","","","","","","Truli For Health","All Commercial Plans","2374.29","","","","","","","fee schedule","1249.63","2923","APC"
"Colonoscopy thru stoma spx","44388","HCPCS","","","","","","","facility","outpatient","","","","","","Aetna","Medicare Managed Care Plan","980.85","","","","","","","fee schedule","971.14","2923","APC"
"Colonoscopy thru stoma spx","44388","HCPCS","","","","","","","facility","outpatient","","","","","","Simply Healthcare","Medicare Managed Care Plan","1029.4","","","","","","","fee schedule","971.14","2923","APC"
"Colonoscopy w/ablation","45388","HCPCS","","","","","","","facility","outpatient","","","","","","Aetna","Medicare Managed Care Plan","1262.12","","","","","","","fee schedule","1249.63","3112","APC"
"Colonoscopy w/decompression","45393","HCPCS","","","","","","","facility","outpatient","","","","","","Kaiser","Medicare Managed Care Plan","1374.59","","","","","","","fee schedule","1249.63","3112","APC"
"Colonoscopy w/endoscope us","45391","HCPCS","","","","","","","facility","outpatient","","","","","","Unitedhealthcare","Exchange","2116","","","","","","","fee schedule","1249.63","2923",""
"Colonoscopy w/fb removal","45379","HCPCS","","","","","","","facility","outpatient","","","","","","Avmed","Exchange","1326.84","","","","","","","fee schedule","1249.63","2923",""
"Colonoscopy w/fb removal","45379","HCPCS","","","","","","","facility","outpatient","","","","","","Molina","Exchange","1874.44","","","","","","","fee schedule","1249.63","2923","APC"
"Colonoscopy w/lesion removal","45384","HCPCS","","","","","","","facility","outpatient","","","","","","Baycare","Medicare Managed Care Plan","1287.12","","","","","","","fee schedule","1249.63","2923","APC"
"Colonoscopy w/lesion removal","45384","HCPCS","","","","","","","facility","outpatient","","","","","","Simply Healthcare","Exchange","2099.37","","","","","","","fee schedule","1249.63","2923","APC"
"Colonoscopy w/lesion removal","45385","HCPCS","","","","","","","facility","outpatient","","","","","","Devoted Health","Medicare Managed Care Plan","1399.58","","","","","","","fee schedule","1249.63","2923","APC, OP Rate"
"Colonoscopy w/ndl aspir/bx","44407","HCPCS","","","","","","","facility","outpatient","","","","","","Cigna","Medicare Managed Care Plan","1337.1","","","","","","","fee schedule","1249.63","3112","APC"
"Colonoscopy w/resection","44403","HCPCS","","","","","","","facility","outpatient","","","","","","Care Plus Health Plans","Medicare Managed Care Plan","1269.62","","","","","","","fee schedule","1249.63","3112","APC"
"Colonoscopy w/snare","44394","HCPCS","","","","","","","facility","outpatient","","","","","","Aetna","Medicare Managed Care Plan","1262.12","","","","","","","fee schedule","990.66","2923","APC"
"Colonoscopy w/stent plcmt","44402","HCPCS","","","","","","","facility","outpatient","","","","","","Ultimate Health Plans","Medicare Managed Care Plan","6656.7","","","","","","","fee schedule","2116","12679.42","APC"
"Colonoscopy w/stent plcmt","45389","HCPCS","","","","","","","facility","outpatient","","","","","","Sunshine Health","Ambetter Value Exchange","9599.59","","","","","","","fee schedule","2116","12679.42","APC"
"Colonoscopy with ablation","44401","HCPCS","","","","","","","facility","outpatient","","","","","","Ultimate Health Plans","Medicare Managed Care Plan","1312.11","","","","","","","fee schedule","1249.63","3112","APC"
"Colonoscopy with ablation","44401","HCPCS","","","","","","","facility","outpatient","","","","","","Unitedhealthcare","Hmo/Pos","2923","","","","","","","fee schedule","1249.63","3112",""
"Colonoscopy with biopsy","44389","HCPCS","","","","","","","facility","outpatient","","","","","","Bcbs","Medicare Managed Care Plan","1270","","","","","","","fee schedule","990.66","2923","APC"
"Colorectal scrn; hi risk ind","G0105","HCPCS","","","","","","","facility","outpatient","","","","","","Aetna","Medicare Managed Care Plan","980.85","","","","","","","fee schedule","940","2121","APC"
"Colpopexy extraperitoneal","57282","HCPCS","","","","","","","facility","outpatient","","","","","","Health First Health Plans","Medicare Managed Care Plan","13938.81","","","","","","","fee schedule","3885","15487.57","APC"
"Colpopexy intraperitoneal","57283","HCPCS","","","","","","","facility","outpatient","","","","","","Cigna","Ppo","3993","","","","","","","fee schedule","3885","15487.57",""
"Colpopexy, min/inv, ex-perit","C9778","HCPCS","","","","","","","facility","outpatient","","","","","","Kaiser","Medicare Managed Care Plan","5746.35","","","","","","","fee schedule","3760","10447.91","APC"
"Colpopexy, min/inv, ex-perit","C9778","HCPCS","","","","","","","facility","outpatient","","","","","","Simply Healthcare","Exchange","8776.24","","","","","","","fee schedule","3760","10447.91","APC"
"Combination bilateral HO","L1690","HCPCS","","","","","","","facility","outpatient","","","","","","Longevity","Medicare Managed Care Plan","2604.44","","","","","","","fee schedule","2389.39","4778.78","APC"
"Combined Anterior And Posterior Cervical Spinal Fusion With Mcc","429","MS-DRG","","","","","","","facility","inpatient","","","","","","Bcbs","Ppc Ppo","","","[Stop Loss: Total Charges > 276260 | Excess % of Charge: 52.50] [Lesser Than Charges paid at %: 100] [MSDRG Base Rate: FEE SCHEDULE] [BMT-Allogeneic related-Case Rate: 223402] [BMT-Autologous-other-Case Rate: 114400] [Heart Transplant-Case Rate: 720917] [Kidney Transplant-Case Rate: 211790] [Liver Transplant-Case Rate: 378383] [Lung Transplant-Case Rate: 559053] [Pancreas Transplant-Case Rate: 346014]","","","","0","other","","","No services performed during 15-month lookback period."
"Combined Anterior And Posterior Cervical Spinal Fusion With Mcc","429","MS-DRG","","","","","","","facility","inpatient","","","","","","Optimum Healthcare","Medicare Managed Care Plan","83723.65","","","","","","","fee schedule","66928.5","232243.98","MSDRG Base Rate"
"Combined Anterior And Posterior Spinal Fusion With Cc","454","MS-DRG","","","","","","","facility","inpatient","","","","","","Ultimate Health Plans","Medicare Managed Care Plan","","","[Lesser Than Charges paid at %: 100] [MSDRG Base Rate: FEE SCHEDULE]","","","","0","other","","","No services performed during 15-month lookback period."
"Combined Anterior And Posterior Spinal Fusion With Mcc","453","MS-DRG","","","","","","","facility","inpatient","","","","","","Unitedhealthcare","Hmo/Pos","","","[Stop Loss: Total Charges > 285541 | Total % of Charge: 38.6] [Lesser Than Charges paid at %: 100] [MSDRG Base Rate: FEE SCHEDULE] [Psych-Per Diem: 757] [Rehab-Per Diem: 1874]","","","","0","other","","","No services performed during 15-month lookback period."
"Combined Anterior And Posterior Spinal Fusion Without Cc/Mcc","455","MS-DRG","","","","","","","facility","inpatient","","","","","","Bcbs","Medicare Managed Care Plan","","","[Lesser Than Charges paid at %: 100] [MSDRG Base Rate: FEE SCHEDULE]","","","","0","other","","","No services performed during 15-month lookback period."
"Combined Anterior And Posterior Spinal Fusion Without Cc/Mcc","455","MS-DRG","","","","","","","facility","inpatient","","","","","","Sunshine Health","Ambetter Exchange","","","[Lesser Than Charges paid at %: 100] [MSDRG Base Rate: FEE SCHEDULE]","","","","0","other","","","No services performed during 15-month lookback period."
"Combined Anterior And Posterior Spinal Fusion Without Cc/Mcc","455","MS-DRG","","","","","","","facility","inpatient","","","","","","Wellmed","Medicare Managed Care Plan","","","[Lesser Than Charges paid at %: 100] [MSDRG Base Rate: FEE SCHEDULE]","","","","0","other","","","No services performed during 15-month lookback period."
"Community/work reintegration","97537","HCPCS","","","","","","","facility","outpatient","","","","","","Aetna","Medicare Managed Care Plan","33.55","","","","","","","fee schedule","33.22","66.44","APC"
