"1st plmt drug elut oc ins","0444T","HCPCS","","","","","","","facility","outpatient","","","","","","Unitedhealthcare","Hmo/Pos","972","","","","","","","fee schedule","704","972",""
"3-d radiotherapy plan","77295","HCPCS","","","","","","","facility","outpatient","","","","","","Care Plus Health Plans","Medicare Managed Care Plan","1468.55","","","","","","","fee schedule","1445.42","2890.84","APC"
"3-d radiotherapy plan","77295","HCPCS","","","","","","","facility","outpatient","","","","","","Health First Health Plans","Medicare Managed Care Plan","2601.75","","","","","","","fee schedule","1445.42","2890.84","APC"
"3d bn img algor drvd fr mri","G0566","HCPCS","","","","","","","facility","outpatient","","","","","","Devoted Health","Medicare Managed Care Plan","150.49","","","","","","","fee schedule","134.37","268.74","APC, OP Rate"
"3d cntr simula trgt lvr les","0944T","HCPCS","","","","","","","facility","outpatient","","","","","","Cigna","Medicare Managed Care Plan","266.61","","","","","","","fee schedule","249.17","498.33","APC"
"4-bar link above knee w/swng","L5614","HCPCS","","","","","","","facility","outpatient","","","","","","Freedom Health","Medicare Managed Care Plan","2130.91","","","","","","","fee schedule","2089.13","4178.26","APC"
"4-bar link above knee w/swng","L5614","HCPCS","","","","","","","facility","outpatient","","","","","","Simply Healthcare","Exchange","3509.74","","","","","","","fee schedule","2089.13","4178.26","APC"
"4vhpv vaccine 3 dose im","90649","HCPCS","","","","","","","facility","outpatient","","","","","","Unitedhealthcare","Exchange","128.26","","","","","","","fee schedule","128.26","128.26",""
"ACETAMINOPHEN 120 MG RECTAL SUPPOSITORY [103]","45802-732-00","NDC","","","","","","","facility","both","1","EA","","0.31","0.11","","","","","","","","","","","","","Gross Charge Type: pharmacy | NDC EA = 1 EACH"
"ACETAMINOPHEN 300 MG-CODEINE 30 MG TABLET [14087]","51079-161-20","NDC","","","","","","","facility","both","1","EA","","0.23","0.08","","","","","","","","","","","","","Gross Charge Type: pharmacy | NDC EA = 1 EACH"
"ACETAMINOPHEN 650 MG RECTAL SUPPOSITORY [105]","0713-0165-50","NDC","","","","","","","facility","both","1","EA","","0.56","0.20","","","","","","","","","","","","","Gross Charge Type: pharmacy | NDC EA = 1 EACH"
"ACETAMINOPHEN 650 MG/20.3 ML ORAL SOLUTION [113787]","81033-002-30","NDC","","","","","","","facility","both","1","EA","","0.33","0.12","","","","","","","","","","","","","Gross Charge Type: pharmacy | NDC EA = 1 ML"
"ACETAZOLAMIDE 500 MG SOLUTION FOR INJECTION [114]","J1120","HCPCS","23155-313-31","NDC","","","","","facility","both","1","EA","","325.18","113.81","","","","","","","","","","","","","Gross Charge Type: pharmacy | NDC EA = 1 EACH"
"ACTIVATED CHARCOAL 50 GRAM/240 ML ORAL SUSPENSION [109510]","66689-201-08","NDC","","","","","","","facility","both","1","EA","","0.10","0.03","","","","","","","","","","","","","Gross Charge Type: pharmacy | NDC EA = 1 ML"
"ACYCLOVIR SODIUM 50 MG/ML INTRAVENOUS SOLUTION [23128]","J0133","HCPCS","63323-325-09","NDC","","","","","facility","both","1","EA","","33.26","11.64","","","","","","","","","","","","","Gross Charge Type: pharmacy | NDC EA = 1 ML"
