"2019 nCoV diagnostic P","U0001","HCPCS","","","","","","","facility","outpatient","","","","","","Devoted Health","Medicare Managed Care Plan","40.23","","","","","","","fee schedule","35.92","71.84","Laboratory"
"2019 nCoV diagnostic P","U0001","HCPCS","","","","","","","facility","outpatient","","","","","","Sunshine Health","Ambetter Value Exchange","54.39","","","","","","","fee schedule","35.92","71.84","APC"
"2d tee w or w/o fol w/con,in","C8925","HCPCS","","","","","","","facility","outpatient","","","","","","Bcbs","Medicare Managed Care Plan","831.98","","","","","","","fee schedule","818.63","1637.26","APC"
"3-d radiotherapy plan","77295","HCPCS","","","","","","","facility","outpatient","","","","","","Sunshine Health","Ambetter Value Exchange","2188.65","","","","","","","fee schedule","1445.42","2890.84","APC"
"3d anat seg imaging preop","C8001","HCPCS","","","","","","","facility","outpatient","","","","","","Aetna","Medicare Managed Care Plan","135.71","","","","","","","fee schedule","134.37","268.74","APC"
"3d anat seg imaging preop","C8001","HCPCS","","","","","","","facility","outpatient","","","","","","Care Plus Health Plans","Medicare Managed Care Plan","136.52","","","","","","","fee schedule","134.37","268.74","APC"
"3d bn img algor drvd fr mri","G0566","HCPCS","","","","","","","facility","outpatient","","","","","","Aetna","Medicare Managed Care Plan","135.71","","","","","","","fee schedule","134.37","268.74","APC"
"3d cntr simula trgt lvr les","0944T","HCPCS","","","","","","","facility","outpatient","","","","","","Aetna","Medicare Managed Care Plan","251.66","","","","","","","fee schedule","249.17","498.33","APC"
"3d cntr simula trgt lvr les","0944T","HCPCS","","","","","","","facility","outpatient","","","","","","Freedom Health","Medicare Managed Care Plan","254.15","","","","","","","fee schedule","249.17","498.33","APC"
"ACETAMINOPHEN 120 MG RECTAL SUPPOSITORY [103]","0713-0118-12","NDC","","","","","","","facility","both","1","EA","","0.49","0.17","","","","","","","","","","","","","Gross Charge Type: pharmacy | NDC EA = 1 EACH"
"ACETYLCYSTEINE 20% (200 MG/ML) ORAL SOLN [152975]","J7608","HCPCS","0517-7604-25","NDC","","","","","facility","both","1","EA","","6.04","2.12","","","","","","","","","","","","","Gross Charge Type: pharmacy | NDC EA = 1 ML"
"ACETYLCYSTEINE 200 MG/ML (20 %) INTRAVENOUS SOLUTION [38303]","J0132","HCPCS","55150-259-30","NDC","","","","","facility","both","1","EA","","27.00","9.45","","","","","","","","","","","","","Gross Charge Type: pharmacy | NDC EA = 1 ML"
"ACTIVATED CHARCOAL-SORBITOL 50 GRAM/240 ML ORAL SUSPENSION [81428]","0574-0520-76","NDC","","","","","","","facility","both","1","EA","","0.10","0.03","","","","","","","","","","","","","Gross Charge Type: pharmacy | NDC EA = 1 ML"
"ACYCLOVIR 200 MG/5 ML ORAL SUSPENSION [8970]","50383-810-16","NDC","","","","","","","facility","both","1","EA","","36.53","12.78","","","","","","","","","","","","","Gross Charge Type: pharmacy | NDC EA = 1 ML"
"ACYCLOVIR 400 MG TABLET [8971]","0093-8943-01","NDC","","","","","","","facility","both","1","EA","","0.18","0.06","","","","","","","","","","","","","Gross Charge Type: pharmacy | NDC EA = 1 EACH"
"ACYCLOVIR 400 MG TABLET [8971]","0904-6121-61","NDC","","","","","","","facility","both","1","EA","","0.40","0.14","","","","","","","","","","","","","Gross Charge Type: pharmacy | NDC EA = 1 EACH"
"ADDITIVE FOR DIALYSIS POTASSIUM CHLORIDE 12.7 GRAMS [408309]","9999-0039-01","NDC","","","","","","","facility","both","1","EA","","13.53","4.73","","","","","","","","","","","","","Gross Charge Type: pharmacy | NDC EA = 1 PACKET"
"ADUCANUMAB-AVWA 100 MG/ML INTRAVENOUS SOLUTION [191989]","J0172","HCPCS","64406-101-01","NDC","","","","","facility","both","1","EA","","1937.38","678.08","","","","","","","","","","","","","Gross Charge Type: pharmacy | NDC EA = 1 ML"
"AFO supramalleolar custom","L1907","HCPCS","","","","","","","facility","outpatient","","","","","","Health First Health Plans","Medicare Managed Care Plan","1251.49","","","","","","","fee schedule","695.27","1390.54","APC"
"AGALSIDASE BETA 35 MG INTRAVENOUS SOLUTION [35775]","J0180","HCPCS","58468-0040-1","NDC","","","","","facility","both","1","EA","","31464.34","11012.52","","","","","","","","","","","","","Gross Charge Type: pharmacy | NDC EA = 1 EACH"
"AGALSIDASE BETA 5 MG INTRAVENOUS SOLUTION [38494]","J0180","HCPCS","58468-0041-1","NDC","","","","","facility","both","1","EA","","4494.91","1573.22","","","","","","","","","","","","","Gross Charge Type: pharmacy | NDC EA = 1 EACH"
"ALBUMIN, HUMAN 25 % INTRAVENOUS SOLUTION [8981]","P9047","HCPCS","0053-7680-32","NDC","","","","","facility","both","1","EA","","11.65","4.08","","","","","","","","","","","","","Gross Charge Type: pharmacy | NDC EA = 1 ML"
"ALBUMIN, HUMAN 25 % INTRAVENOUS SOLUTION [8981]","P9047","HCPCS","44206-251-10","NDC","","","","","facility","both","1","EA","","11.65","4.08","","","","","","","","","","","","","Gross Charge Type: pharmacy | NDC EA = 1 ML"
"ALBUMIN, HUMAN 5 % INTRAVENOUS SOLUTION [8982]","P9041","HCPCS","68516-5214-2","NDC","","","","","facility","both","1","EA","","3.41","1.19","","","","","","","","","","","","","Gross Charge Type: pharmacy | NDC EA = 1 ML"
"ALBUTEROL SULFATE 2 MG/5 ML ORAL SYRUP [252]","0093-0661-16","NDC","","","","","","","facility","both","1","EA","","23.00","8.05","","","","","","","","","","","","","Gross Charge Type: pharmacy | NDC EA = 1 ML"
"ALBUTEROL SULFATE 2 MG/5 ML ORAL SYRUP [252]","70752-102-12","NDC","","","","","","","facility","both","1","EA","","23.00","8.05","","","","","","","","","","","","","Gross Charge Type: pharmacy | NDC EA = 1 ML"
"ALBUTEROL SULFATE 2.5 MG/3 ML (0.083 %) SOLUTION FOR NEBULIZATION [250]","J7613","HCPCS","0487-9501-03","NDC","","","","","facility","both","1","EA","","7.16","2.51","","","","","","","","","","","","","Gross Charge Type: pharmacy | NDC EA = 1 ML"
"ALBUTEROL SULFATE HFA 90 MCG/ACTUATION AEROSOL INHALER [17837]","0085-1132-01","NDC","","","","","","","facility","both","1","EA","","64.01","22.40","","","","","","","","","","","","","Gross Charge Type: pharmacy | NDC EA = 1 G"
"ALPRAZOLAM 0.5 MG TABLET [325]","59762-3720-1","NDC","","","","","","","facility","both","1","EA","","0.06","0.02","","","","","","","","","","","","","Gross Charge Type: pharmacy | NDC EA = 1 EACH"
"AMINOCAPROIC ACID 500 MG TABLET [9063]","61748-045-11","NDC","","","","","","","facility","both","1","EA","","4.48","1.57","","","","","","","","","","","","","Gross Charge Type: pharmacy | NDC EA = 1 EACH"
