"""""""Hb 92997""","48100111","CDM","481","RC","","","","","facility","both","","","","21991","7696.85","","","","","","","","","","","","","Gross Charge Type: Fsid 100"
"Extensive O.R. Procedures Unrelated To Principal Diagnosis With Mcc","981","MS-DRG","","","","","","","facility","inpatient","","","","","","Unitedhealthcare","Medicare Managed Care Plan","44827.04","","","","","","","fee schedule","38153.26","118814.71","MSDRG Base Rate"
"Extensive O.R. Procedures Unrelated To Principal Diagnosis Without Cc/Mcc","983","MS-DRG","","","","","","","facility","inpatient","","","","","","Care Plus Health Plans","Medicare Managed Care Plan","17931.13","","","","","","","fee schedule","13386.5","107923.83","MSDRG Base Rate"
"Extensive O.R. Procedures Unrelated To Principal Diagnosis Without Cc/Mcc","983","MS-DRG","","","","","","","facility","inpatient","","","","","","Wellmed","Medicare Managed Care Plan","18001.72","","","","","","","fee schedule","13386.5","107923.83","MSDRG Base Rate"
"Extensive ear/neck surgery","69155","HCPCS","","","","","","","facility","outpatient","","","","","","Cigna","Hmo","3885","","","","","","","fee schedule","3613","4992",""
"Extensive hand surgery","26250","HCPCS","","","","","","","facility","outpatient","","","","","","Care Plus Health Plans","Medicare Managed Care Plan","3471.55","","","","","","","fee schedule","1517.25","6833.76","APC"
"Extensive mastoid surgery","69511","HCPCS","","","","","","","facility","outpatient","","","","","","Molina","Exchange","9272.93","","","","","","","fee schedule","2960.1","12363.91","APC"
"Extensive removal of liver","47122","HCPCS","","","","","","","facility","outpatient","","","","","","Unitedhealthcare","Exchange","3613","","","","","","","fee schedule","3613","4992",""
"Extensive repair of vagina","57265","HCPCS","","","","","","","facility","outpatient","","","","","","Baycare","Medicare Managed Care Plan","5380.67","","","","","","","fee schedule","2960.1","10447.91","APC"
"Extensive repair of vagina","57265","HCPCS","","","","","","","facility","outpatient","","","","","","Unitedhealthcare","Hmo/Pos","9732","","","","","","","fee schedule","2960.1","10447.91",""
"Extensive sternum surgery","21630","HCPCS","","","","","","","facility","outpatient","","","","","","Simply Healthcare","Exchange","12730.22","","","","","","","fee schedule","3885","15155.02","APC"
"Extensive surgery of throat","42842","HCPCS","","","","","","","facility","outpatient","","","","","","Truli For Health","All Commercial Plans","11745.71","","","","","","","fee schedule","3760","12363.91","APC"
"Extensive surgery of throat","42844","HCPCS","","","","","","","facility","outpatient","","","","","","Longevity","Medicare Managed Care Plan","6738.33","","","","","","","fee schedule","3885","12363.91","APC"
"Extensive surgery of throat","42844","HCPCS","","","","","","","facility","outpatient","","","","","","Ultimate Health Plans","Medicare Managed Care Plan","6491.05","","","","","","","fee schedule","3885","12363.91","APC"
"Extensive surgery of throat","42845","HCPCS","","","","","","","facility","outpatient","","","","","","Cigna","Ppo","3993","","","","","","","fee schedule","3613","4992",""
"External cannula declotting","36860","HCPCS","","","","","","","facility","outpatient","","","","","","Simply Healthcare","Medicare Managed Care Plan","1742.49","","","","","","","fee schedule","379.02","3287.71","APC"
"Extracorp shockwv tx anesth","0102T","HCPCS","","","","","","","facility","outpatient","","","","","","Care Plus Health Plans","Medicare Managed Care Plan","3471.55","","","","","","","fee schedule","3416.88","6833.76","APC"
"Extracorp shockwv tx hi enrg","0101T","HCPCS","","","","","","","facility","outpatient","","","","","","Ultimate Health Plans","Medicare Managed Care Plan","270.47","","","","","","","fee schedule","257.59","6490","APC"
"Extracorp shockwv tx hi enrg","0101T","HCPCS","","","","","","","facility","outpatient","","","","","","Unitedhealthcare","Exchange","4698","","","","","","","fee schedule","257.59","6490",""
"Extracranial Procedures With Cc","038","MS-DRG","","","","","","","facility","inpatient","","","","","","Kaiser","Transplant Medicaid Managed Care Plan","","","[Inpatient Services: Payer leverages state specific Medicaid payment methodology. Available, referenceable algorithm logic found here: https://ahca.myflorida.com/medicaid/]","","","","0","other","","","No services performed during 15-month lookback period."
"Extracranial Procedures With Mcc","037","MS-DRG","","","","","","","facility","inpatient","","","","","","Cigna","Medicare Managed Care Plan","33797.24","","","","","","","fee schedule","20500.6","82987.61","MSDRG Base Rate"
"Extracranial Procedures With Mcc","037","MS-DRG","","","","","","","facility","inpatient","","","","","","Molina Healthcare","Medicaid Managed Care Plan","","","[Inpatient Services: Payer leverages state specific Medicaid payment methodology. Available, referenceable algorithm logic found here: https://ahca.myflorida.com/medicaid/]","","","","0","other","","","No services performed during 15-month lookback period."
"Extracranial Procedures With Mcc","037","MS-DRG","","","","","","","facility","inpatient","","","","","","Molina Healthcare","Medicare Managed Care Plan","","","[Lesser Than Charges paid at %: 100] [MSDRG Base Rate: FEE SCHEDULE]","","","","0","other","","","No services performed during 15-month lookback period."
"Extracranial Procedures With Mcc","037","MS-DRG","","","","","","","facility","inpatient","","","","","","Naphcare","All Commercial Plans","","","[Medical-Per Diem: 2419] [Surgical-Per Diem: 2419]","","","","0","other","","","No services performed during 15-month lookback period."
"Extracranial Procedures With Mcc","037","MS-DRG","","","","","","","facility","inpatient","","","","","","Simply Healthcare","Medicaid Managed Care Plan","","","[Inpatient Services: Payer leverages state specific Medicaid payment methodology. Available, referenceable algorithm logic found here: https://ahca.myflorida.com/medicaid/]","","","","0","other","","","No services performed during 15-month lookback period."
"Extracranial Procedures Without Cc/Mcc","039","MS-DRG","","","","","","","facility","inpatient","","","","","","Capital Health Plan Tallahassee","Medicare Managed Care Plan","","","[MSDRG Base Rate: FEE SCHEDULE]","","","","0","other","","","No services performed during 15-month lookback period."
"Extracranial Procedures Without Cc/Mcc","039","MS-DRG","","","","","","","facility","inpatient","","","","","","Oscar","Exchange","","","[Stop Loss: Total Charges > 300000 | Total % of Charge: 40 | Not to Exceed Dollar: 9538] [Lesser Than Charges paid at %: 100] [MSDRG Base Rate: FEE SCHEDULE] [C-Section 4 day stay-Case Rate: 7630.65 Days: 4 Additional Days: 3703.89] [Normal vag. Del. 3 day stay-Case Rate: 5723.30 Days: 3 Additional Days: 3814.72] [Normal Newborn-Per Diem: 2327.26] [Lower Level Neonate-Per Diem: 3814.72] [Higher Level Neonate-Per Diem: 5723.30] [Severe Level Neonate-per diem: 6676.37]","","","","0","other","","","No services performed during 15-month lookback period."
"Extracranial uni/ltd study","93882","HCPCS","","","","","","","facility","outpatient","","","","","","Baycare","Medicare Managed Care Plan","112.45","","","","","","","fee schedule","109.17","218.35","APC"
"Extracranial uni/ltd study","93882","HCPCS","","","","","","","facility","outpatient","","","","","","Cigna","Medicare Managed Care Plan","116.82","","","","","","","fee schedule","109.17","218.35","APC"
"Extracranial uni/ltd study","93882","HCPCS","","","","","","","facility","outpatient","","","","","","Longevity","Medicare Managed Care Plan","119","","","","","","","fee schedule","109.17","218.35","APC"
"Extraction of lens","66940","HCPCS","","","","","","","facility","outpatient","","","","","","Freedom Health","Medicare Managed Care Plan","2458.21","","","","","","","fee schedule","2116","4820.02","APC"
"Extraocular Procedures Except Orbit","115","MS-DRG","","","","","","","facility","inpatient","","","","","","Bcbs","Network Blue Ppo","","","[Stop Loss: Total Charges > 276260 | Excess % of Charge: 49.52] [Lesser Than Charges paid at %: 100] [MSDRG Base Rate: FEE SCHEDULE] [BMT-Allogeneic related-Case Rate: 206541] [BMT-Autologous-other-Case Rate: 105765] [Heart Transplant-Case Rate: 666507] [Kidney Transplant-Case Rate: 195806] [Liver Transplant-Case Rate: 349825] [Lung Transplant-Case Rate: 516860] [Pancreas Transplant-Case Rate: 319900]","19870.33","19870.33","19870.33","1 through 10","other","","","Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
"Extraoral posterior image","D0251","HCPCS","","","","","","","facility","outpatient","","","","","","Longevity","Medicare Managed Care Plan","99.06","","","","","","","fee schedule","90.88","181.76","APC"
"Extreme Immaturity Or Respiratory Distress Syndrome, Neonate","790","MS-DRG","","","","","","","facility","inpatient","","","","","","Bcbs","Medicare Managed Care Plan","","","[Lesser Than Charges paid at %: 100] [MSDRG Base Rate: FEE SCHEDULE]","","","","0","other","","","No services performed during 15-month lookback period."
"Extreme Immaturity Or Respiratory Distress Syndrome, Neonate","790","MS-DRG","","","","","","","facility","inpatient","","","","","","Capital Health Plan Tallahassee","Medicare Managed Care Plan","55002.84","","","","","","","fee schedule","47708.63","154659.45","MSDRG Base Rate"
"Extreme Immaturity Or Respiratory Distress Syndrome, Neonate","790","MS-DRG","","","","","","","facility","inpatient","","","","","","Sunshine Health","Ambetter Value Exchange","","","[MSDRG Base Rate: FEE SCHEDULE]","","","","0","other","","","No services performed during 15-month lookback period."
"Extremity study","93970","HCPCS","","","","","","","facility","outpatient","","","","","","Care Plus Health Plans","Medicare Managed Care Plan","253.15","","","","","","","fee schedule","249.17","498.33","APC"
"Extremity study","93971","HCPCS","","","","","","","facility","outpatient","","","","","","Baycare","Medicare Managed Care Plan","112.45","","","","","","","fee schedule","109.17","218.35","APC"
"Extremity study","93971","HCPCS","","","","","","","facility","outpatient","","","","","","Capital Health Plan Tallahassee","Medicare Managed Care Plan","109.17","","","","","","","fee schedule","109.17","218.35","APC"
"Extrnl counterpulse, per tx","G0166","HCPCS","","","","","","","facility","outpatient","","","","","","Truli For Health","All Commercial Plans","263.99","","","","","","","fee schedule","138.94","1502","APC"
"Eye muscle evaluation","92265","HCPCS","","","","","","","facility","outpatient","","","","","","Ultimate Health Plans","Medicare Managed Care Plan","64.68","","","","","","","fee schedule","61.6","123.21","APC"
"Eye mvmt alys w/o calbrj i&r","0615T","HCPCS","","","","","","","facility","outpatient","","","","","","Sunshine Health","Ambetter Exchange","222.3","","","","","","","fee schedule","138.94","277.88","APC"
"Ezh2 gene common variants","81237","HCPCS","","","","","","","facility","outpatient","","","","","","Care Plus Health Plans","Medicare Managed Care Plan","178.21","","","","","","","fee schedule","175.4","350.8","APC"
"Ezh2 gene full gene sequence","81236","HCPCS","","","","","","","facility","outpatient","","","","","","Oscar","Exchange","565.76","","","","","","","fee schedule","282.88","565.76","APC"
"F5 gene","81241","HCPCS","","","","","","","facility","outpatient","","","","","","Aetna","Medicare Managed Care Plan","74.1","","","","","","","fee schedule","73.37","146.74","APC"
"F5 gene","81241","HCPCS","","","","","","","facility","outpatient","","","","","","Longevity","Medicare Managed Care Plan","79.97","","","","","","","fee schedule","73.37","146.74","APC"
"FACTOR XA,INACTIVATED-ZHZO (RECOMBINANT) 200 MG INTRAVENOUS SOLUTION [184235]","J7169","HCPCS","0310-3200-01","NDC","","","","","facility","both","1","EA","","8824.98","3088.74","","","","","","","","","","","","","Gross Charge Type: pharmacy | NDC EA = 1 EACH"
"FAMCICLOVIR 500 MG TABLET [13358]","0078-0368-15","NDC","","","","","","","facility","both","1","EA","","23.80","8.33","","","","","","","","","","","","","Gross Charge Type: pharmacy | NDC EA = 1 EACH"
"FAMOTIDINE (PF) 20 MG/2 ML INTRAVENOUS SOLUTION [112130]","J1308","HCPCS","0641-6022-25","NDC","","","","","facility","both","1","EA","","43.26","15.14","","","","","","","","","","","","","Gross Charge Type: pharmacy | NDC EA = 1 ML"
"FAMOTIDINE (PF) 20 MG/2 ML INTRAVENOUS SOLUTION [112130]","J1308","HCPCS","67457-433-22","NDC","","","","","facility","both","1","EA","","43.26","15.14","","","","","","","","","","","","","Gross Charge Type: pharmacy | NDC EA = 1 ML"
"FAMOTIDINE 20 MG TABLET [10011]","62332-001-91","NDC","","","","","","","facility","both","1","EA","","0.1","0.04","","","","","","","","","","","","","Gross Charge Type: pharmacy | NDC EA = 1 EACH"
"FAMOTIDINE 20 MG TABLET [10011]","63739-645-10","NDC","","","","","","","facility","both","1","EA","","0.09","0.03","","","","","","","","","","","","","Gross Charge Type: pharmacy | NDC EA = 1 EACH"
"FELODIPINE ER 5 MG TABLET,EXTENDED RELEASE 24 HR [27490]","13668-133-01","NDC","","","","","","","facility","both","1","EA","","0.38","0.13","","","","","","","","","","","","","Gross Charge Type: pharmacy | NDC EA = 1 EACH"
"FENTANYL 100 MCG/HR TRANSDERMAL PATCH [27908]","0378-9124-16","NDC","","","","","","","facility","both","1","EA","","505.97","177.09","","","","","","","","","","","","","Gross Charge Type: pharmacy | NDC EA = 1 EACH"
"FENTANYL 25 MCG/HR TRANSDERMAL PATCH [27905]","60505-7006-0","NDC","","","","","","","facility","both","1","EA","","194.81","68.18","","","","","","","","","","","","","Gross Charge Type: pharmacy | NDC EA = 1 EACH"
"FENTANYL 75 MCG/HR TRANSDERMAL PATCH [27907]","47781-427-47","NDC","","","","","","","facility","both","1","EA","","422.09","147.73","","","","","","","","","","","","","Gross Charge Type: pharmacy | NDC EA = 1 EACH"
"FIDAXOMICIN 200 MG TABLET [151049]","52015-080-01","NDC","","","","","","","facility","both","1","EA","","781.48","273.52","","","","","","","","","","","","","Gross Charge Type: pharmacy | NDC EA = 1 EACH"
"FILGRASTIM-AYOW 480 MCG/0.8 ML SUBCUTANEOUS SYRINGE [193920]","Q5125","HCPCS","70121-1570-7","NDC","","","","","facility","both","1","EA","","1890","661.5","","","","","","","","","","","","","Gross Charge Type: pharmacy | NDC EA = 1 ML"
"FLUCYTOSINE 250 MG CAPSULE [10051]","63629-2147-1","NDC","","","","","","","facility","both","1","EA","","28.12","9.84","","","","","","","","","","","","","Gross Charge Type: pharmacy | NDC EA = 1 EACH"
"FLUTICASONE PROPIONATE 50 MCG/ACTUATION NASAL SPRAY,SUSPENSION [70536]","0173-3001-01","NDC","","","","","","","facility","both","1","EA","","610.14","213.55","","","","","","","","","","","","","Gross Charge Type: pharmacy | NDC EA = 1 AER W/ADAP"
"FO nontorsion joint CF","L3935","HCPCS","","","","","","","facility","outpatient","","","","","","Devoted Health","Medicare Managed Care Plan","278.29","","","","","","","fee schedule","248.47","496.94","APC, OP Rate"
"FO nontorsion joint CF","L3935","HCPCS","","","","","","","facility","outpatient","","","","","","Freedom Health","Medicare Managed Care Plan","253.44","","","","","","","fee schedule","248.47","496.94","APC"
"FO w/o joints CF","L3933","HCPCS","","","","","","","facility","outpatient","","","","","","Care Plus Health Plans","Medicare Managed Care Plan","243.76","","","","","","","fee schedule","239.92","479.84","APC"
"FOLIC ACID 1 MG TABLET [3233]","50268-345-15","NDC","","","","","","","facility","both","1","EA","","0.11","0.04","","","","","","","","","","","","","Gross Charge Type: pharmacy | NDC EA = 1 EACH"
"FOLIC ACID 1 MG TABLET [3233]","69315-127-10","NDC","","","","","","","facility","both","1","EA","","0.06","0.02","","","","","","","","","","","","","Gross Charge Type: pharmacy | NDC EA = 1 EACH"
"FOLIC ACID 5 MG/ML INJECTION SOLUTION [3232]","J1808","HCPCS","63323-184-11","NDC","","","","","facility","both","1","EA","","83.88","29.36","","","","","","","","","","","","","Gross Charge Type: pharmacy | NDC EA = 1 ML"
"FONDAPARINUX 7.5 MG/0.6 ML SUBCUTANEOUS SOLUTION SYRINGE [39803]","J1652","HCPCS","60505-6080-4","NDC","","","","","facility","both","1","EA","","1610.55","563.69","","","","","","","","","","","","","Gross Charge Type: pharmacy | NDC EA = 1 ML"
"FOSINOPRIL 10 MG TABLET [10094]","60505-2510-2","NDC","","","","","","","facility","both","1","EA","","0.34","0.12","","","","","","","","","","","","","Gross Charge Type: pharmacy | NDC EA = 1 EACH"
"FOSPHENYTOIN 100 MG PE/2 ML INJECTION SOLUTION [17764]","Q2009","HCPCS","0143-9704-25","NDC","","","","","facility","both","1","EA","","71.08","24.88","","","","","","","","","","","","","Gross Charge Type: pharmacy | NDC EA = 1 ML"
"FULVESTRANT 250 MG/5 ML INTRAMUSCULAR SYRINGE [32767]","J9395","HCPCS","0781-3079-12","NDC","","","","","facility","both","1","EA","","1316.78","460.87","","","","","","","","","","","","","Gross Charge Type: pharmacy | NDC EA = 1 ML"
"Face bone graft","21210","HCPCS","","","","","","","facility","outpatient","","","","","","Unitedhealthcare","Exchange","7046","","","","","","","fee schedule","2960.1","12363.91",""
"Facility svs dental rehab","G0330","HCPCS","","","","","","","facility","outpatient","","","","","","Oscar","Exchange","6924.53","","","","","","","fee schedule","3462.26","6924.53","APC"
"Factor XIII anti-hem factor","J7180","HCPCS","","","","","","","facility","outpatient","","","","","","Simply Healthcare","Exchange","18.07","","","","","","","fee schedule","10.48","21.51","APC"
"Factor inhibitor test","85335","HCPCS","","","","","","","facility","outpatient","","","","","","Bcbs","Medicare Managed Care Plan","13.08","","","","","","","fee schedule","12.87","25.74","APC"
"Factor ix complex","J7194","HCPCS","","","","","","","facility","outpatient","","","","","","Oscar","Exchange","1.66","","","","","","","fee schedule","1.66","3.39",""
"Factor ix complex","J7194","HCPCS","","","","","","","facility","outpatient","","","","","","Oscar","Exchange","3.39","","","","","","","fee schedule","1.66","3.39","APC"
"Factor ix recomb gly rebinyn","J7203","HCPCS","","","","","","","facility","outpatient","","","","","","Aetna","Medicare Managed Care Plan","4.51","","","","","","","fee schedule","4.32","8.92","APC"
"Factor ix recombinan rixubis","J7200","HCPCS","","","","","","","facility","outpatient","","","","","","Oscar","Exchange","3.38","","","","","","","fee schedule","1.63","3.38","APC"
"Factor viia","J7189","HCPCS","","","","","","","facility","outpatient","","","","","","Simply Healthcare","Exchange","4.46","","","","","","","fee schedule","2.53","5.31","APC"
"Factor viii nuwiq recomb 1iu","J7209","HCPCS","","","","","","","facility","outpatient","","","","","","Oscar","Exchange","1.19","","","","","","","fee schedule","1.12","2.23",""
"Factor viii pegylated recomb","J7207","HCPCS","","","","","","","facility","outpatient","","","","","","Longevity","Medicare Managed Care Plan","2.29","","","","","","","fee schedule","2.1","4.19","APC"
"Factor viii pegylated recomb","J7207","HCPCS","","","","","","","facility","outpatient","","","","","","Oscar","Exchange","4.19","","","","","","","fee schedule","2.1","4.19","APC"
"Factor viii recomb novoeight","J7182","HCPCS","","","","","","","facility","outpatient","","","","","","Ultimate Health Plans","Medicare Managed Care Plan","1.62","","","","","","","fee schedule","1.4","3.08","APC"
"Fancc gene","81242","HCPCS","","","","","","","facility","outpatient","","","","","","Oscar","Exchange","36.62","","","","","","","fee schedule","36.62","73.24","Laboratory"
"Fats/lipids feces qual","82705","HCPCS","","","","","","","facility","outpatient","","","","","","Baycare","Medicare Managed Care Plan","5.25","","","","","","","fee schedule","5.1","10.2","APC"
"Fats/lipids feces qual","82705","HCPCS","","","","","","","facility","outpatient","","","","","","Cigna","Medicare Managed Care Plan","5.46","","","","","","","fee schedule","5.1","10.2","APC"
"Fecal microbiota prep instil","G0455","HCPCS","","","","","","","facility","outpatient","","","","","","Longevity","Medicare Managed Care Plan","1058.54","","","","","","","fee schedule","971.14","1942.27","APC"
"Fecal?microbiota jslm 1 ml","J1440","HCPCS","","","","","","","facility","outpatient","","","","","","Unitedhealthcare","Exchange","77.59","","","","","","","fee schedule","63.84","127.68",""
"Fem/pop revasc w/arthr & us","C7534","HCPCS","","","","","","","facility","outpatient","","","","","","Unitedhealthcare","Hmo/Pos","4992","","","","","","","fee schedule","3613","4992",""
"Female Reproductive System Reconstructive Procedures","748","MS-DRG","","","","","","","facility","inpatient","","","","","","Bcbs","Phs Traditional","20718.17","","","","","","","fee schedule","9145.25","34042.74",""
"Female Reproductive System Reconstructive Procedures","748","MS-DRG","","","","","","","facility","inpatient","","","","","","Molina Healthcare","Medicare Managed Care Plan","","","[Lesser Than Charges paid at %: 100] [MSDRG Base Rate: FEE SCHEDULE]","","","","0","other","","","No services performed during 15-month lookback period."
"Female Reproductive System Reconstructive Procedures","748","MS-DRG","","","","","","","facility","inpatient","","","","","","Unitedhealthcare","Medicare Managed Care Plan","","","[Lesser Than Charges paid at %: 100] [MSDRG Base Rate: FEE SCHEDULE]","8439.66","8439.66","8439.66","1 through 10","other","","","Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
"Femoral endovas graft add-on","34813","HCPCS","","","","","","","facility","outpatient","","","","","","Unitedhealthcare","Hmo/Pos","4992","","","","","","","fee schedule","3613","4992",""
"Fentanyl citrate injeciton","J3010","HCPCS","","","","","","","facility","outpatient","","","","","","Oscar","Exchange","0.84","","","","","","","fee schedule","0.84","1.04",""
"Fern test","Q0114","HCPCS","","","","","","","facility","outpatient","","","","","","Sunshine Health","Ambetter Exchange","15.58","","","","","","","fee schedule","9.74","19.48","APC"
"Fern test","Q0114","HCPCS","","","","","","","facility","outpatient","","","","","","Ultimate Health Plans","Medicare Managed Care Plan","10.23","","","","","","","fee schedule","9.74","19.48","APC"
"Ferumoxytol, non-esrd","Q0138","HCPCS","","","","","","","facility","outpatient","","","","","","Baycare","Medicare Managed Care Plan","0.33","","","","","","","fee schedule","0.32","0.65","APC"
"Ferumoxytol, non-esrd","Q0138","HCPCS","","","","","","","facility","outpatient","","","","","","Care Plus Health Plans","Medicare Managed Care Plan","0.33","","","","","","","fee schedule","0.32","0.65","APC"
"Fetal aneuploidy trisom risk","81507","HCPCS","","","","","","","facility","outpatient","","","","","","Molina","Exchange","1192.5","","","","","","","fee schedule","795","1590","APC"
"Fetal biophys profil w/o nst","76819","HCPCS","","","","","","","facility","outpatient","","","","","","Oscar","Exchange","218.35","","","","","","","fee schedule","109.17","218.35","APC"
"Fetal biophys profil w/o nst","76819","HCPCS","","","","","","","facility","outpatient","","","","","","Sunshine Health","Ambetter Value Exchange","165.31","","","","","","","fee schedule","109.17","218.35","APC"
"Fetal contract stress test","59020","HCPCS","","","","","","","facility","outpatient","","","","","","Cigna","Medicare Managed Care Plan","225.9","","","","","","","fee schedule","211.12","972","APC"
"Fetal fluid drainage w/us","59074","HCPCS","","","","","","","facility","outpatient","","","","","","Capital Health Plan Tallahassee","Medicare Managed Care Plan","318.22","","","","","","","fee schedule","318.22","1502","APC"
"Fetal hemoglobin chemical","83030","HCPCS","","","","","","","facility","outpatient","","","","","","Sunshine Health","Ambetter Value Exchange","16.26","","","","","","","fee schedule","10.74","21.48","APC"
"Fetal non-stress test","59025","HCPCS","","","","","","","facility","outpatient","","","","","","Freedom Health","Medicare Managed Care Plan","215.35","","","","","","","fee schedule","211.12","972","APC"
"Fetal shunt placement w/us","59076","HCPCS","","","","","","","facility","outpatient","","","","","","Care Plus Health Plans","Medicare Managed Care Plan","323.31","","","","","","","fee schedule","318.22","1502","APC"
"Fever And Inflammatory Conditions","864","MS-DRG","","","","","","","facility","inpatient","","","","","","City Of Tampa","Workers Compensation Plan","","","[Burn  (%BC): 68] [Trauma  (%BC): 68] [All Other IP (%BC): 64]","","","","0","other","","","No services performed during 15-month lookback period."
"Fever And Inflammatory Conditions","864","MS-DRG","","","","","","","facility","inpatient","","","","","","Global Excel Management","All Commercial Plans","12421.25","","","","","","","fee schedule","7205.65","23998.54","MSDRG Base Rate"
"Fever And Inflammatory Conditions","864","MS-DRG","","","","","","","facility","inpatient","","","","","","Health First Health Plans","Ppo","","","[Lesser Than Charges paid at %: 100] [MSDRG Base Rate: FEE SCHEDULE]","","","","0","other","","","No services performed during 15-month lookback period."
"Fiasp for insulin pump use","J1811","HCPCS","","","","","","","facility","outpatient","","","","","","Unitedhealthcare","Hmo/Pos","9.64","","","","","","","fee schedule","6.67","9.64",""
"Fibrin degradation products","85362","HCPCS","","","","","","","facility","outpatient","","","","","","Oscar","Exchange","6.89","","","","","","","fee schedule","6.89","13.78","Laboratory"
"Fibrin degradation quant","85379","HCPCS","","","","","","","facility","outpatient","","","","","","Devoted Health","Medicare Managed Care Plan","11.4","","","","","","","fee schedule","10.18","20.36","Laboratory"
"Fibrin degradation quant","85379","HCPCS","","","","","","","facility","outpatient","","","","","","Longevity","Medicare Managed Care Plan","11.1","","","","","","","fee schedule","10.18","20.36","APC"
"Fibrin degrade semiquant","85378","HCPCS","","","","","","","facility","outpatient","","","","","","Kaiser","Medicare Managed Care Plan","10.69","","","","","","","fee schedule","9.72","19.44","APC"
"Fibrin degrade semiquant","85378","HCPCS","","","","","","","facility","outpatient","","","","","","Molina","Exchange","14.58","","","","","","","fee schedule","9.72","19.44","APC"
"Fibrin degrade semiquant","85378","HCPCS","","","","","","","facility","outpatient","","","","","","Oscar","Exchange","9.72","","","","","","","fee schedule","9.72","19.44","Laboratory"
"Fibrinogen activity","85384","HCPCS","","","","","","","facility","outpatient","","","","","","Sunshine Health","Ambetter Value Exchange","14.72","","","","","","","fee schedule","9.72","19.44","APC"
"Fibrinogen antigen","85385","HCPCS","","","","","","","facility","outpatient","","","","","","Cigna","Medicare Managed Care Plan","15.47","","","","","","","fee schedule","14.46","28.92","APC"
"Fibrinolytic plasmin","85400","HCPCS","","","","","","","facility","outpatient","","","","","","Longevity","Medicare Managed Care Plan","8.4","","","","","","","fee schedule","7.71","15.42","APC"
"Fibula bone graft microvasc","20955","HCPCS","","","","","","","facility","outpatient","","","","","","Devoted Health","Medicare Managed Care Plan","8486.81","","","","","","","fee schedule","3885","15155.02","APC, OP Rate"
"Filtered speech hearing test","92571","HCPCS","","","","","","","facility","outpatient","","","","","","Health First Health Plans","Medicare Managed Care Plan","70.21","","","","","","","fee schedule","39","78.01","APC"
"Fistula repair transperine","57308","HCPCS","","","","","","","facility","outpatient","","","","","","Unitedhealthcare","Exchange","3760","","","","","","","fee schedule","3760","5195",""
"Fit aphakia spectcl monofocl","92352","HCPCS","","","","","","","facility","outpatient","","","","","","Longevity","Medicare Managed Care Plan","67.15","","","","","","","fee schedule","61.6","123.21","APC"
"Fitting of diaphragm/cap","57170","HCPCS","","","","","","","facility","outpatient","","","","","","Sunshine Health","Ambetter Value Exchange","319.68","","","","","","","fee schedule","211.12","972","APC"
"Fix g/colon tube w/device","49460","HCPCS","","","","","","","facility","outpatient","","","","","","Bcbs","Medicare Managed Care Plan","962.58","","","","","","","fee schedule","947.15","2923","APC"
"Fixation of ankle joint","27860","HCPCS","","","","","","","facility","outpatient","","","","","","Phcs","Ppo","1500","","","","","","","fee schedule","990.66","6833.76",""
"Fixation of knee joint","27570","HCPCS","","","","","","","facility","outpatient","","","","","","Aetna","Medicare Managed Care Plan","1695.98","","","","","","","fee schedule","990.66","3358.38","APC"
"Fixation of knee joint","27570","HCPCS","","","","","","","facility","outpatient","","","","","","Simply Healthcare","Medicare Managed Care Plan","1779.94","","","","","","","fee schedule","990.66","3358.38","APC"
"Fixation of shoulder blade","23400","HCPCS","","","","","","","facility","outpatient","","","","","","Oscar","Exchange","15155.02","","","","","","","fee schedule","2960.1","15155.02","APC"
"Fixation of tongue","41500","HCPCS","","","","","","","facility","outpatient","","","","","","Avmed","Hmo/Ppo","1203.5","","","","","","","fee schedule","990.66","1500",""
"Flexible metal hinge pair","L6610","HCPCS","","","","","","","facility","outpatient","","","","","","Bcbs","Medicare Managed Care Plan","221.29","","","","","","","fee schedule","217.74","435.48","APC"
"Flexible metal hinge pair","L6610","HCPCS","","","","","","","facility","outpatient","","","","","","Molina","Exchange","326.61","","","","","","","fee schedule","217.74","435.48","APC"
"Flexible metal hinge pair","L6610","HCPCS","","","","","","","facility","outpatient","","","","","","Oscar","Exchange","435.48","","","","","","","fee schedule","217.74","435.48","APC"
"Flotufolastat f18 diag 1 mci","A9608","HCPCS","","","","","","","facility","outpatient","","","","","","Care Plus Health Plans","Medicare Managed Care Plan","681.96","","","","","","","fee schedule","671.22","1342.44","APC"
"Flowcytometry/ tc 1 marker","88184","HCPCS","","","","","","","facility","outpatient","","","","","","Capital Health Plan Tallahassee","Medicare Managed Care Plan","374.32","","","","","","","fee schedule","374.32","748.64","APC"
"Flowcytometry/ tc 1 marker","88184","HCPCS","","","","","","","facility","outpatient","","","","","","Sunshine Health","Ambetter Value Exchange","566.79","","","","","","","fee schedule","374.32","748.64","APC"
"Flt3 gene itd variants quan","0046U","HCPCS","","","","","","","facility","outpatient","","","","","","Cigna","Medicare Managed Care Plan","435.95","","","","","","","fee schedule","407.43","814.86","APC"
