"2d cephalometric image","D0340","HCPCS","","","","","","","facility","outpatient","","","","","","Bcbs","Medicare Managed Care Plan","92.36","","","","","","","fee schedule","90.88","181.76","APC"
"2d tee w or w/o fol w/con,in","C8925","HCPCS","","","","","","","facility","outpatient","","","","","","Freedom Health","Medicare Managed Care Plan","835","","","","","","","fee schedule","818.63","1637.26","APC"
"2d tte w or w/o fol w/con,co","C8923","HCPCS","","","","","","","facility","outpatient","","","","","","Aetna","Medicare Managed Care Plan","826.82","","","","","","","fee schedule","818.63","1637.26","APC"
"2d tte w or w/o fol w/con,co","C8923","HCPCS","","","","","","","facility","outpatient","","","","","","Sunshine Health","Ambetter Value Exchange","1239.57","","","","","","","fee schedule","818.63","1637.26","APC"
"9vhpv vaccine 3 dose im","90651","HCPCS","","","","","","","facility","outpatient","","","","","","Unitedhealthcare","Hmo/Pos","450.16","","","","","","","fee schedule","450.16","450.16",""
"ACETAMINOPHEN 160 MG/5 ML (5 ML) ORAL SOLUTION [113785]","66689-054-01","NDC","","","","","","","facility","both","1","EA","","1.35","0.47","","","","","","","","","","","","","Gross Charge Type: pharmacy | NDC EA = 1 ML"
"ACETAMINOPHEN 160 MG/5 ML (5 ML) ORAL SOLUTION [113785]","81033-002-05","NDC","","","","","","","facility","both","1","EA","","1.35","0.47","","","","","","","","","","","","","Gross Charge Type: pharmacy | NDC EA = 1 ML"
"ACETAMINOPHEN 300 MG-CODEINE 30 MG TABLET [14087]","0406-0484-62","NDC","","","","","","","facility","both","1","EA","","0.40","0.14","","","","","","","","","","","","","Gross Charge Type: pharmacy | NDC EA = 1 EACH"
"ACETAMINOPHEN 300 MG-CODEINE 30 MG TABLET [14087]","63739-004-10","NDC","","","","","","","facility","both","1","EA","","0.53","0.19","","","","","","","","","","","","","Gross Charge Type: pharmacy | NDC EA = 1 EACH"
"ACTIVATED CHARCOAL-SORBITOL 50 GRAM/240 ML ORAL SUSPENSION [81428]","66689-203-08","NDC","","","","","","","facility","both","1","EA","","0.10","0.03","","","","","","","","","","","","","Gross Charge Type: pharmacy | NDC EA = 1 ML"
"ADENOSINE (DIAGNOSTIC) 3 MG/ML INTRAVENOUS SOLUTION [15330]","J0153","HCPCS","25021-307-30","NDC","","","","","facility","both","1","EA","","249.96","87.48","","","","","","","","","","","","","Gross Charge Type: pharmacy | NDC EA = 1 ML"
"AFO w/ankle joint, prefab","L1971","HCPCS","","","","","","","facility","outpatient","","","","","","Oscar","Exchange","1158.34","","","","","","","fee schedule","579.17","1158.34","APC"
"ALBUTEROL SULFATE CONCENTRATE 5 MG/ML(0.5 %) SOLUTION FOR NEBULIZATION [251]","J7611","HCPCS","69374-330-05","NDC","","","","","facility","both","1","EA","","23.62","8.27","","","","","","","","","","","","","Gross Charge Type: pharmacy | NDC EA = 1 ML"
"ALISKIREN 300 MG TABLET [78654]","0078-0486-15","NDC","","","","","","","facility","both","1","EA","","6.94","2.43","","","","","","","","","","","","","Gross Charge Type: pharmacy | NDC EA = 1 EACH"
"ALUMINUM-MAG HYDROXIDE-SIMETHICONE 200 MG-200 MG-20 MG/5 ML ORAL SUSP [38285]","66689-060-01","NDC","","","","","","","facility","both","1","EA","","0.04","0.02","","","","","","","","","","","","","Gross Charge Type: pharmacy | NDC EA = 1 ML"
"AMBRISENTAN 10 MG TABLET [82308]","61958-0802-1","NDC","","","","","","","facility","both","1","EA","","412.47","144.37","","","","","","","","","","","","","Gross Charge Type: pharmacy | NDC EA = 1 EACH"
"AMIKACIN 1,000 MG/4 ML INJECTION SOLUTION [147620]","J0278","HCPCS","25021-173-04","NDC","","","","","facility","both","1","EA","","512.15","179.25","","","","","","","","","","","","","Gross Charge Type: pharmacy | NDC EA = 1 ML"
"AMIODARONE IV 450MG/250ML D5W INFUSION STANDARD (PHARMACY PREMIX) [408594]","J0282","HCPCS","9999-0265-01","NDC","","","","","facility","both","1","EA","","2551.11","892.89","","","","","","","","","","","","","Gross Charge Type: pharmacy | NDC EA = 1 BAG"
