"AG SCRN REF-(KPB,V,VEL)",15880094,CDM,300,RC,86902,CPT,,,facility,outpatient,,,198.00000,,Coventry,Commercial,,128.70,,,,,,,5.21,178.20,percent of total billed charges,
"AG SCRN REF-(KPB,V,VEL)",15880094,CDM,300,RC,86902,CPT,,,facility,outpatient,,,198.00000,,Multiplan,Commercial,,162.36,,,,,,,5.21,178.20,percent of total billed charges,
"ALBUMIN, SERUM, FOR MS PROFILE",15860486,CDM,300,RC,82040,CPT,,,facility,inpatient,,,85.00000,,Gulf Health Plans,Commercial,,72.25,,,,,,,42.50,76.50,percent of total billed charges,
"ALBUMIN, SERUM, FOR MS PROFILE",15860486,CDM,300,RC,82040,CPT,,,facility,inpatient,,,85.00000,,Tethys,Commercial,,68.00,,,,,,,42.50,76.50,percent of total billed charges,
"ALBUMIN, SERUM, FOR MS PROFILE",15860486,CDM,300,RC,82040,CPT,,,facility,outpatient,,,85.00000,,Heritage Summit Health,Workers' Compensation,,72.25,,,,,,,2.32,76.50,percent of total billed charges,
"ALBUMIN, SERUM, FOR MS PROFILE",15860486,CDM,300,RC,82040,CPT,,,facility,outpatient,,,85.00000,,Jefferson County Sheriff,Covered Inmate,,4.95,,,,,,,2.32,76.50,fee schedule,
"ALBUMIN, SERUM, FOR MS PROFILE",95360486,CDM,300,RC,82040,CPT,,,facility,inpatient,,,85.00000,,Coventry,Network Access,,63.75,,,,,,,42.50,76.50,percent of total billed charges,"Inpatient services are reimbursed at a 25% discount when total charges are less than $50,000 and a 35% discount when total charges are equal to or greater than $50,000."
"ALBUMIN, SERUM, FOR MS PROFILE",95360486,CDM,300,RC,82040,CPT,,,facility,outpatient,,,34.00000,,Ambetter,Commercial-Exchange,,6.81,,,,,,,2.32,30.60,fee schedule,
"ALBUMIN, SERUM, FOR MS PROFILE",95360486,CDM,300,RC,82040,CPT,,,facility,outpatient,,,34.00000,,TriWest,Qualifying Choice Program,,4.95,,,,,,,2.32,30.60,fee schedule,
"ALCOHOL, DRUG ABUSE OR DEPENDENCE WITHOUT REHABILITATION THERAPY WITHOUT MCC",897,MS-DRG,,,,,,,facility,inpatient,,,,,Cigna,Medicare Advantage,,10807.86,,,,,,,1000.00,26307.44,fee schedule,
"AMPA-R AB CBA, S",03001963,CDM,300,RC,86255,CPT,,,facility,outpatient,,,923.00000,,Evolutions,Commercial,,830.70,,,,,,,11.09,830.70,percent of total billed charges,
"AMPA-R AB CBA, S",03001963,CDM,300,RC,86255,CPT,,,facility,outpatient,,,923.00000,,Prime Health Services,Commercial,,830.70,,,,,,,11.09,830.70,percent of total billed charges,
"AMPA-R AB CBA, S",03001963,CDM,300,RC,86255,CPT,,,facility,outpatient,,,923.00000,,Prime Health Services,Workers' Compensation,,738.40,,,,,,,11.09,830.70,percent of total billed charges,
"AMPA-R AB IF TITER ASSAY, CSF",03002213,CDM,300,RC,86256,CPT,,,facility,outpatient,,,431.00000,,DaVita VillageHealth,Medicare Advantage,,12.05,,,,,,,6.58,387.90,fee schedule,
"AMPA-R AB IF TITER ASSAY, CSF",03002213,CDM,300,RC,86256,CPT,,,facility,outpatient,,,431.00000,,Evolutions,Workers' Compensation,,344.80,,,,,,,6.58,387.90,percent of total billed charges,
"AMPA-R AB IF TITER ASSAY, S",03001966,CDM,300,RC,86256,CPT,,,facility,inpatient,,,923.00000,,Coventry,Network Access,,692.25,,,,,,,461.50,830.70,percent of total billed charges,"Inpatient services are reimbursed at a 25% discount when total charges are less than $50,000 and a 35% discount when total charges are equal to or greater than $50,000."
"AMPA-R AB IF TITER ASSAY, S",03001966,CDM,300,RC,86256,CPT,,,facility,outpatient,,,923.00000,,Cigna,Medicare Advantage,,12.89,,,,,,,6.58,830.70,fee schedule,
"AMPA-R AB IF TITER ASSAY, S",03001966,CDM,300,RC,86256,CPT,,,facility,outpatient,,,923.00000,,Evolutions,Commercial,,830.70,,,,,,,6.58,830.70,percent of total billed charges,
"AMPA-R AB IF TITER ASSAY, S",03001966,CDM,300,RC,86256,CPT,,,facility,outpatient,,,923.00000,,Evolutions,Workers' Compensation,,738.40,,,,,,,6.58,830.70,percent of total billed charges,
"AMPHIPHYSIN AB, CSF**",03002195,CDM,300,RC,86255,CPT,,,facility,inpatient,,,123.00000,,Coventry,Network Access,,92.25,,,,,,,61.50,110.70,percent of total billed charges,"Inpatient services are reimbursed at a 25% discount when total charges are less than $50,000 and a 35% discount when total charges are equal to or greater than $50,000."
"AMPHIPHYSIN AB, CSF**",03002195,CDM,300,RC,86255,CPT,,,facility,inpatient,,,123.00000,,Galaxy Health Network,Commercial,,110.70,,,,,,,61.50,110.70,percent of total billed charges,
"AMPHIPHYSIN AB, CSF**",03002195,CDM,300,RC,86255,CPT,,,facility,inpatient,,,123.00000,,Healthcare Alliance,PPO,,98.40,,,,,,,61.50,110.70,percent of total billed charges,
"AMPHIPHYSIN AB, CSF**",03002195,CDM,300,RC,86255,CPT,,,facility,inpatient,,,123.00000,,North Mississippi Health Link,Commercial,,110.70,,,,,,,61.50,110.70,percent of total billed charges,
"AMPHIPHYSIN AB, CSF**",03002195,CDM,300,RC,86255,CPT,,,facility,outpatient,,,123.00000,,National Provider Network,Commercial,,110.70,,,,,,,11.09,110.70,percent of total billed charges,
"AMPHIPHYSIN WESTERN BLOT, CSF",03002205,CDM,300,RC,84182,CPT,,,facility,outpatient,,,953.00000,,CorVel,Workers' Compensation,,762.40,,,,,,,13.41,857.70,percent of total billed charges,
"AMPHIPHYSIN WESTERN BLOT, CSF",03002205,CDM,300,RC,84182,CPT,,,facility,outpatient,,,953.00000,,Coventry,Commercial,,619.45,,,,,,,13.41,857.70,percent of total billed charges,
"AMPHIPHYSIN WESTERN BLOT, CSF",03002205,CDM,300,RC,84182,CPT,,,facility,outpatient,,,953.00000,,NovaNet,Commercial,,857.70,,,,,,,13.41,857.70,percent of total billed charges,
"AMPHIPHYSIN WESTERN BLOT, CSF",03002205,CDM,300,RC,84182,CPT,,,facility,outpatient,,,953.00000,,Select Value Care,Workers' Compensation,,762.40,,,,,,,13.41,857.70,percent of total billed charges,
"AMPHIPHYSIN WESTERN BLOT, S",03001961,CDM,300,RC,84182,CPT,,,facility,outpatient,,,923.00000,,Healthcare Alliance,PPO,,738.40,,,,,,,13.41,830.70,percent of total billed charges,
"AMPUTATION OF LOWER LIMB FOR ENDOCRINE, NUTRITIONAL AND METABOLIC DISORDERS WITH CC",617,MS-DRG,,,,,,,facility,inpatient,,,,,Cigna,Medicare Advantage,,18866.53,,,,,,,5748.00,55734.94,fee schedule,
"ANALY GENE KRAS-CODON 61,146)*",20602243,CDM,310,RC,81479,CPT,,,facility,inpatient,,,842.00000,,Cigna,Commercial,,564.14,,,,,,,421.00,757.80,percent of total billed charges,
"ANTI SS-A 52 KD A, IGG",15801858,CDM,302,RC,86235,CPT,,,facility,outpatient,,,132.00000,,Humana,Commercial,91,112.20,,,,,,,12.19,118.80,percent of total billed charges,
"ANTI SS-A 52 KD A, IGG",15801858,CDM,302,RC,86235,CPT,,,facility,outpatient,,,132.00000,,Mississippi Physicians,Commercial,91,112.20,,,,,,,12.19,118.80,percent of total billed charges,
"ANTI SS-A 52 KD A, IGG",95101858,CDM,302,RC,86235,CPT,,,facility,inpatient,,,132.00000,,North Mississippi Health Link,Commercial,91,118.80,,,,,,,66.00,118.80,percent of total billed charges,
"ANTI SS-A 52 KD A, IGG",95101858,CDM,302,RC,86235,CPT,,,facility,outpatient,,,53.00000,,Southern Nuclear,Commercial,91,45.05,,,,,,,12.19,47.70,percent of total billed charges,
"ANTI-GLIAL NUC AB, TYPE 1**",03002194,CDM,300,RC,86255,CPT,,,facility,outpatient,,,123.00000,,BlueCross BlueShield of Alabama,Medicare Advantage,,12.05,,,,,,,11.09,110.70,fee schedule,
"ANTI-GLIAL NUC AB, TYPE 1**",03002194,CDM,300,RC,86255,CPT,,,facility,outpatient,,,123.00000,,Comp One,Workers' Compensation,,88.56,,,,,,,11.09,110.70,percent of total billed charges,
"ANTI-GLIAL NUC AB, TYPE 1**",03002194,CDM,300,RC,86255,CPT,,,facility,outpatient,,,123.00000,,TriWest,Qualifying Choice Program,,12.05,,,,,,,11.09,110.70,fee schedule,
"ANTI-GLIAL NUC AB, TYPE 1**",03002194,CDM,300,RC,86255,CPT,,,facility,outpatient,,,123.00000,,University of Alabama,Athletics,,61.50,,,,,,,11.09,110.70,percent of total billed charges,"Claim is reimbursement at 50% of billed charges for charges up to $10,000, not to exceed $2,500. Claim with billed charges above $10,000 are reimbursed at 100% of billed charges."
"ANTI-NEURONAL NUC AB, TYPE 1**",03002196,CDM,300,RC,86255,CPT,,,facility,inpatient,,,123.00000,,Aetna,Commercial,,75.03,,,,,,,61.50,110.70,percent of total billed charges,
"ANTI-NEURONAL NUC AB, TYPE 1**",03002196,CDM,300,RC,86255,CPT,,,facility,inpatient,,,123.00000,,National Provider Network,Commercial,,110.70,,,,,,,61.50,110.70,percent of total billed charges,
"ANTI-NEURONAL NUC AB, TYPE 2**",03002197,CDM,300,RC,86255,CPT,,,facility,inpatient,,,123.00000,,NovaNet,Commercial,,110.70,,,,,,,61.50,110.70,percent of total billed charges,
"ANTI-NEURONAL NUC AB, TYPE 2**",03002197,CDM,300,RC,86255,CPT,,,facility,outpatient,,,123.00000,,Aetna,Commercial,,75.03,,,,,,,11.09,110.70,percent of total billed charges,
"ANTI-NEURONAL NUC AB, TYPE 2**",03002197,CDM,300,RC,86255,CPT,,,facility,outpatient,,,123.00000,,Prime Health Services,Workers' Compensation,,98.40,,,,,,,11.09,110.70,percent of total billed charges,
"ANTI-NEURONAL NUC AB, TYPE 3**",03002198,CDM,300,RC,86255,CPT,,,facility,inpatient,,,123.00000,,National Provider Network,Commercial,91,110.70,,,,,,,61.50,110.70,percent of total billed charges,
"ANTI-NEURONAL NUC AB, TYPE 3**",03002198,CDM,300,RC,86255,CPT,,,facility,outpatient,,,123.00000,,Comp One,Workers' Compensation,91,88.56,,,,,,,11.95,110.70,percent of total billed charges,
"ANTI-NEURONAL NUC AB, TYPE 3**",03002198,CDM,300,RC,86255,CPT,,,facility,outpatient,,,123.00000,,Vantage Health Plan,Commercial,91,104.55,,,,,,,11.95,110.70,percent of total billed charges,
"ANTI-TRYPSIN, ALPHA 1",15860265,CDM,301,RC,82103,CPT,,,facility,outpatient,,,226.00000,,Starcare,Workers' Compensation,,180.80,,,,,,,10.14,203.40,percent of total billed charges,
"AP3B2 IFA, S**",03005981,CDM,302,RC,86255,CPT,,,facility,inpatient,,,133.00000,,University of Alabama,Athletics,,66.50,,,,,,,66.50,119.70,percent of total billed charges,"Claim is reimbursement at 50% of billed charges for charges up to $10,000, not to exceed $2,500. Claim with billed charges above $10,000 are reimbursed at 100% of billed charges."
"AP3B2 IFA, S**",03005981,CDM,302,RC,86255,CPT,,,facility,outpatient,,,133.00000,,Prime Health Services,Commercial,,119.70,,,,,,,11.09,119.70,percent of total billed charges,
"AP3B2 IFA, S**",15805981,CDM,302,RC,86255,CPT,,,facility,inpatient,,,133.00000,,Coventry,Network Access,,99.75,,,,,,,66.50,119.70,percent of total billed charges,"Inpatient services are reimbursed at a 25% discount when total charges are less than $50,000 and a 35% discount when total charges are equal to or greater than $50,000."
"AP3B2 IFA, S**",15805981,CDM,302,RC,86255,CPT,,,facility,outpatient,,,133.00000,,Cigna,Commercial,,89.11,,,,,,,11.09,119.70,percent of total billed charges,
"AP3B2 IFA, S**",15805981,CDM,302,RC,86255,CPT,,,facility,outpatient,,,133.00000,,Cigna,Medicare Advantage,,12.89,,,,,,,11.09,119.70,fee schedule,
"AP3B2 IFA, S**",95105981,CDM,302,RC,86255,CPT,,,facility,outpatient,,,53.00000,,North Mississippi Health Link,Commercial,,47.70,,,,,,,11.09,47.70,percent of total billed charges,
"ARTERIAL PUNCTURE,DIAGNOSTIC",25830018,CDM,450,RC,36600,CPT,,,facility,outpatient,,,232.00000,,Ambetter,Commercial-Exchange,,158.68,,,,,,,106.17,250.00,fee schedule,
"ARTERIAL PUNCTURE,DIAGNOSTIC",25830018,CDM,450,RC,36600,CPT,,,facility,outpatient,,,232.00000,,Birmingham FC,Athletics,,115.40,,,,,,,106.17,250.00,fee schedule,
"ARTERIAL PUNCTURE,DIAGNOSTIC",25830018,CDM,450,RC,36600,CPT,,,facility,outpatient,,,232.00000,,Cigna,Medicare Advantage,,123.48,,,,,,,106.17,250.00,fee schedule,
"ARTERIAL PUNCTURE,DIAGNOSTIC",25830018,CDM,450,RC,36600,CPT,,,facility,outpatient,,,232.00000,,Cigna,New Business,,176.90,,,,,,,106.17,250.00,percent of total billed charges,
"ARTERIAL PUNCTURE,DIAGNOSTIC",25930018,CDM,450,RC,36600,CPT,,,facility,inpatient,,,232.00000,,Mississippi Physicians,Commercial,ER,197.20,,,,,,,116.00,208.80,percent of total billed charges,
"ARTERIAL PUNCTURE,DIAGNOSTIC",25930018,CDM,450,RC,36600,CPT,,,facility,outpatient,,,232.00000,,Coventry,Network Access,ER,174.00,,,,,,,116.00,250.00,percent of total billed charges,"Outpatient services are reimbursed at a 25% discount when total charges are less than $50,000 and a 35% discount when total charges are equal to or greater than $50,000."
"BIOPSY, BONE SUPERFICIAL",22720220,CDM,361,RC,20220,CPT,,,facility,outpatient,,,2652.00000,,Evolutions,Commercial,,2386.80,,,,,,,1060.80,2386.80,percent of total billed charges,
"BIOPSY, BONE SUPERFICIAL",22820220,CDM,361,RC,20220,CPT,,,facility,outpatient,,,2652.00000,,Comp One,Workers' Compensation,,1909.44,,,,,,,1060.80,2386.80,percent of total billed charges,
"BIOPSY, BONE SUPERFICIAL",44220220,CDM,361,RC,20220,CPT,,,facility,outpatient,,,2652.00000,,Humana,Commercial,,2254.20,,,,,,,1060.80,2386.80,percent of total billed charges,
"BIOPSY, BONE SUPERFICIAL",46620220,CDM,361,RC,20220,CPT,,,facility,inpatient,,,2652.00000,,Multiplan,Commercial,PO,2174.64,,,,,,,1326.00,2386.80,percent of total billed charges,
"BIOPSY, BONE SUPERFICIAL",46620220,CDM,361,RC,20220,CPT,,,facility,outpatient,,,2652.00000,,Coventry,Commercial,PO,1723.80,,,,,,,1060.80,2386.80,percent of total billed charges,
"BIOPSY, BONE SUPERFICIAL",46620220,CDM,361,RC,20220,CPT,,,facility,outpatient,,,2652.00000,,Heritage Summit Health,Workers' Compensation,PO,2254.20,,,,,,,1060.80,2386.80,percent of total billed charges,
"BIOPSY, PLEURA- PERCUT. NEEDLE",46932400,CDM,361,RC,32400,CPT,,,facility,inpatient,,,2323.00000,,Aetna,Commercial,PO,1417.03,,,,,,,1161.50,2090.70,percent of total billed charges,
"BRACHY SUPERVISE,HANDLE,LOAD",05541190,CDM,333,RC,77790,CPT,,,facility,outpatient,,,1048.00000,,Cigna,New Business,,799.10,,,,,,,46.00,943.20,percent of total billed charges,
"BRACHY SUPERVISE,HANDLE,LOAD",05541190,CDM,333,RC,77790,CPT,,,facility,outpatient,,,1048.00000,,Evolutions,Commercial,,943.20,,,,,,,46.00,943.20,percent of total billed charges,
"BRACHY SUPERVISE,HANDLE,LOAD",05541190,CDM,333,RC,77790,CPT,,,facility,outpatient,,,1048.00000,,National Provider Network,Commercial,,943.20,,,,,,,46.00,943.20,percent of total billed charges,
"BRACHY SUPERVISE,HANDLE,LOAD",05541190,CDM,333,RC,77790,CPT,,,facility,outpatient,,,1048.00000,,NovaNet,Workers' Compensation,,838.40,,,,,,,46.00,943.20,percent of total billed charges,
"BRACHY SUPERVISE,HANDLE,LOAD",05541190,CDM,333,RC,77790,CPT,,,facility,outpatient,,,1048.00000,,Prime Health Services,Commercial,,943.20,,,,,,,46.00,943.20,percent of total billed charges,
"BURR, BIT, BLADE  1000",14006034,CDM,272,RC,,,,,facility,inpatient,,,4106.00000,,Multiplan,Commercial,,3366.92,,,,,,,2053.00,3695.40,percent of total billed charges,
"BURR, BIT, BLADE  1000",14006034,CDM,272,RC,,,,,facility,inpatient,,,4106.00000,,Preferred Health Partnership,Commercial,,3490.10,,,,,,,2053.00,3695.40,percent of total billed charges,
"BURR, BIT, BLADE  1000",14006034,CDM,272,RC,,,,,facility,outpatient,,,4106.00000,,Construction Claims Management,Workers' Compensation,,3071.29,,,,,,,2053.00,3695.40,percent of total billed charges,
"BURR, BIT, BLADE  1000",14006034,CDM,272,RC,,,,,facility,outpatient,,,4106.00000,,North Mississippi Health Link,Commercial,,3695.40,,,,,,,2053.00,3695.40,percent of total billed charges,
"BURR, BIT, BLADE  1000",14006034,CDM,272,RC,,,,,facility,outpatient,,,4106.00000,,University of Alabama,Athletics,,2053.00,,,,,,,2053.00,3695.40,percent of total billed charges,"Claim is reimbursement at 50% of billed charges for charges up to $10,000, not to exceed $2,500. Claim with billed charges above $10,000 are reimbursed at 100% of billed charges."
"BURR, BIT, BLADE  1200",14006035,CDM,272,RC,,,,,facility,inpatient,,,4650.00000,,University of Alabama,Athletics,,2325.00,,,,,,,2325.00,4185.00,percent of total billed charges,"Claim is reimbursement at 50% of billed charges for charges up to $10,000, not to exceed $2,500. Claim with billed charges above $10,000 are reimbursed at 100% of billed charges."
"BURR, BIT, BLADE  1200",14006035,CDM,272,RC,,,,,facility,outpatient,,,4650.00000,,Select Value Care,Workers' Compensation,,3720.00,,,,,,,2325.00,4185.00,percent of total billed charges,
"BURR, BIT, BLADE  125",14006020,CDM,272,RC,,,,,facility,inpatient,,,666.00000,,National Provider Network,Commercial,,599.40,,,,,,,333.00,599.40,percent of total billed charges,
"BURR, BIT, BLADE  125",14006020,CDM,272,RC,,,,,facility,outpatient,,,666.00000,,National Provider Network,Commercial,,599.40,,,,,,,333.00,599.40,percent of total billed charges,
"BURR, BIT, BLADE  150",14006021,CDM,272,RC,C1713,HCPCS,,,facility,outpatient,,,772.00000,,CorVel,Workers' Compensation,,617.60,,,,,,,386.00,694.80,percent of total billed charges,
"BURR, BIT, BLADE  1600",14006037,CDM,272,RC,,,,,facility,outpatient,,,5750.00000,,Cigna,New Business,,4384.38,,,,,,,2875.00,5175.00,percent of total billed charges,
"BURR, BIT, BLADE  175",14006022,CDM,272,RC,,,,,facility,outpatient,,,889.00000,,Cigna,Commercial,,595.63,,,,,,,444.50,800.10,percent of total billed charges,
"BURR, BIT, BLADE  1800",14006038,CDM,272,RC,,,,,facility,outpatient,,,6387.00000,,Galaxy Health Network,Commercial,,5748.30,,,,,,,3193.50,5748.30,percent of total billed charges,
"BURR, BIT, BLADE  1800",14006038,CDM,272,RC,,,,,facility,outpatient,,,6387.00000,,Mississippi Physicians,Commercial,,5428.95,,,,,,,3193.50,5748.30,percent of total billed charges,
"BURR, BIT, BLADE  1800",14006038,CDM,272,RC,,,,,facility,outpatient,,,6387.00000,,Phifer,Health Benefit Plans,,5428.95,,,,,,,3193.50,5748.30,percent of total billed charges,
"BURR, BIT, BLADE  1800",14006038,CDM,272,RC,,,,,facility,outpatient,,,6387.00000,,Prime Health Services,Commercial,,5748.30,,,,,,,3193.50,5748.30,percent of total billed charges,
"BURR, BIT, BLADE  200",14006023,CDM,272,RC,C1713,HCPCS,,,facility,inpatient,,,967.00000,,Mississippi Physicians,Commercial,,821.95,,,,,,,483.50,870.30,percent of total billed charges,
"BURR, BIT, BLADE  200",14006023,CDM,272,RC,C1713,HCPCS,,,facility,outpatient,,,967.00000,,National Provider Network,Commercial,,870.30,,,,,,,483.50,870.30,percent of total billed charges,
"BURR, BIT, BLADE  200",14006023,CDM,272,RC,C1713,HCPCS,,,facility,outpatient,,,967.00000,,Prime Health Services,Workers' Compensation,,773.60,,,,,,,483.50,870.30,percent of total billed charges,
"BURR, BIT, BLADE  2200",14006040,CDM,272,RC,,,,,facility,outpatient,,,6133.00000,,Prime Health Services,Workers' Compensation,,4906.40,,,,,,,3066.50,5519.70,percent of total billed charges,
"BURR, BIT, BLADE  250",14006024,CDM,272,RC,,,,,facility,inpatient,,,1163.00000,,Gulf Health Plans,Commercial,,988.55,,,,,,,581.50,1046.70,percent of total billed charges,
"BURR, BIT, BLADE  250",14006024,CDM,272,RC,,,,,facility,outpatient,,,1163.00000,,United Healthcare,Commercial,,1035.54,,,,,,,581.50,1046.70,percent of total billed charges,
"BURR, BIT, BLADE  300",14006025,CDM,272,RC,,,,,facility,inpatient,,,1369.00000,,Coventry,Network Access,,1026.75,,,,,,,684.50,1232.10,percent of total billed charges,"Inpatient services are reimbursed at a 25% discount when total charges are less than $50,000 and a 35% discount when total charges are equal to or greater than $50,000."
"BURR, BIT, BLADE  300",14006025,CDM,272,RC,,,,,facility,inpatient,,,1369.00000,,Multiplan,Commercial,,1122.58,,,,,,,684.50,1232.10,percent of total billed charges,
"BURR, BIT, BLADE  300",14006025,CDM,272,RC,,,,,facility,outpatient,,,1369.00000,,NovaNet,Commercial,,1232.10,,,,,,,684.50,1232.10,percent of total billed charges,
"BURR, BIT, BLADE  400",14006027,CDM,272,RC,,,,,facility,inpatient,,,1725.00000,,Aetna,Commercial,,1052.25,,,,,,,862.50,1552.50,percent of total billed charges,
"BURR, BIT, BLADE  400",14006027,CDM,272,RC,,,,,facility,outpatient,,,1725.00000,,Prime Health Services,Workers' Compensation,,1380.00,,,,,,,862.50,1552.50,percent of total billed charges,
"BURR, BIT, BLADE  450",14006028,CDM,272,RC,,,,,facility,outpatient,,,1936.00000,,Galaxy Health Network,Commercial,,1742.40,,,,,,,968.00,1742.40,percent of total billed charges,
"BURR, BIT, BLADE  450",14006028,CDM,272,RC,,,,,facility,outpatient,,,1936.00000,,Healthcare Alliance,PPO,,1548.80,,,,,,,968.00,1742.40,percent of total billed charges,
"BURR, BIT, BLADE  450",14006028,CDM,272,RC,,,,,facility,outpatient,,,1936.00000,,Prime Health Services,Commercial,,1742.40,,,,,,,968.00,1742.40,percent of total billed charges,
"BURR, BIT, BLADE  450",14006028,CDM,272,RC,,,,,facility,outpatient,,,1936.00000,,Prime Health Services,Workers' Compensation,,1548.80,,,,,,,968.00,1742.40,percent of total billed charges,
"BURR, BIT, BLADE  4500",14006047,CDM,272,RC,,,,,facility,outpatient,,,12775.00000,,Cigna,New Business,,9740.94,,,,,,,6387.50,11497.50,percent of total billed charges,
"BURR, BIT, BLADE  4500",14006047,CDM,272,RC,,,,,facility,outpatient,,,12775.00000,,Starcare,Workers' Compensation,,10220.00,,,,,,,6387.50,11497.50,percent of total billed charges,
"BURR, BIT, BLADE  50",14006017,CDM,272,RC,,,,,facility,outpatient,,,332.00000,,Galaxy Health Network,Commercial,,298.80,,,,,,,166.00,298.80,percent of total billed charges,
"BURR, BIT, BLADE  50",14006017,CDM,272,RC,,,,,facility,outpatient,,,332.00000,,Prime Health Services,Workers' Compensation,,265.60,,,,,,,166.00,298.80,percent of total billed charges,
"BURR, BIT, BLADE  500",14006029,CDM,272,RC,,,,,facility,inpatient,,,2078.00000,,United Healthcare,Commercial,,1130.02,,,,,,,1039.00,1870.20,percent of total billed charges,
"BURR, BIT, BLADE  600",14006030,CDM,272,RC,,,,,facility,outpatient,,,2418.00000,,Department of Labor,Workers' Compensation,,2055.30,,,,,,,1209.00,2176.20,percent of total billed charges,
"BURR, BIT, BLADE  75",14006018,CDM,272,RC,,,,,facility,outpatient,,,444.00000,,AlaMed,Workers' Compensation,,333.00,,,,,,,222.00,399.60,percent of total billed charges,
"BURR, BIT, BLADE  75",14006018,CDM,272,RC,,,,,facility,outpatient,,,444.00000,,Prime Health Services,Workers' Compensation,,355.20,,,,,,,222.00,399.60,percent of total billed charges,
"BURR, BIT, BLADE  800",14006032,CDM,272,RC,,,,,facility,inpatient,,,3079.00000,,Healthcare Alliance,PPO,,2463.20,,,,,,,1539.50,2771.10,percent of total billed charges,
"BURR, BIT, BLADE  800",14006032,CDM,272,RC,,,,,facility,outpatient,,,3079.00000,,Prime Health Services,Commercial,,2771.10,,,,,,,1539.50,2771.10,percent of total billed charges,
"BURR, BIT, BLADE  900",14006033,CDM,272,RC,,,,,facility,inpatient,,,3455.00000,,National Provider Network,Commercial,,3109.50,,,,,,,1727.50,3109.50,percent of total billed charges,
"BURR, BIT, BLADE  900",14006033,CDM,272,RC,,,,,facility,outpatient,,,3455.00000,,Galaxy Health Network,Commercial,,3109.50,,,,,,,1727.50,3109.50,percent of total billed charges,
