"ACHR GANGLIONIC NEURONAL AB,S*",03005979,CDM,301,RC,83519,CPT,,,facility,outpatient,,,204.00000,,Prime Health Services,Workers' Compensation,,163.20,,,,,,,7.92,183.60,percent of total billed charges,
"ACHR GANGLIONIC NEURONAL AB,S*",15805979,CDM,301,RC,83519,CPT,,,facility,outpatient,,,204.00000,,Preferred Health Partnership,Commercial,,173.40,,,,,,,7.92,183.60,percent of total billed charges,
"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITH MCC",280,MS-DRG,,,,,,,facility,inpatient,,,,,Cooper Green,Commercial,,15602.01,,,,,,,5748.00,47802.18,fee schedule,
"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITH MCC",280,MS-DRG,,,,,,,facility,inpatient,,,,,Humana Military,TRICARE,,14509.87,,,,,,,5748.00,47802.18,fee schedule,
"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITH MCC",280,MS-DRG,,,,,,,facility,inpatient,,,,,Viva,Medicare Advantage,,15758.03,,,,,,,5748.00,47802.18,fee schedule,
"ACUTE MYOCARDIAL INFARCTION, EXPIRED WITHOUT CC/MCC",285,MS-DRG,,,,,,,facility,inpatient,,,,,Viva,Medicare Advantage,,8014.89,,,,,,,7380.04,17847.22,fee schedule,
"AFTERCARE, MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE WITH CC",560,MS-DRG,,,,,,,facility,inpatient,,,,,DaVita VillageHealth,Medicare Advantage,,11956.39,,,,,,,4325.00,33557.78,fee schedule,
"AG SCRN REF-(E,S)",04080093,CDM,302,RC,86902,CPT,,,facility,outpatient,,,198.00000,,Coventry,Workers' Comp,,159.88,,,,,,,5.21,178.20,percent of total billed charges,
"AG SCRN REF-(E,S)",04080093,CDM,302,RC,86902,CPT,,,facility,outpatient,,,198.00000,,NovaNet,Commercial,,178.20,,,,,,,5.21,178.20,percent of total billed charges,
"AG SCRN REF-(KPB,V,VEL)",04080094,CDM,302,RC,86902,CPT,,,facility,inpatient,,,198.00000,,Gulf Health Plans,Commercial,,168.30,,,,,,,99.00,178.20,percent of total billed charges,
"AG SCRN REF-(KPB,V,VEL)",04080094,CDM,302,RC,86902,CPT,,,facility,outpatient,,,198.00000,,Heritage Summit Health,Workers' Compensation,,168.30,,,,,,,5.21,178.20,percent of total billed charges,
"AG SCRN REF-(KPB,V,VEL)",04080094,CDM,302,RC,86902,CPT,,,facility,outpatient,,,198.00000,,Optum,VACCN,,6.35,,,,,,,5.21,178.20,fee schedule,
"AG SCRN REF-(KPB,V,VEL)",04080094,CDM,302,RC,86902,CPT,,,facility,outpatient,,,198.00000,,Starcare,Workers' Compensation,,158.40,,,,,,,5.21,178.20,percent of total billed charges,
"AG SCRN REF-(KPB,V,VEL)",15880094,CDM,300,RC,86902,CPT,,,facility,inpatient,,,198.00000,,NovaNet,Commercial,,178.20,,,,,,,99.00,178.20,percent of total billed charges,
"AG SCRN REF-(KPB,V,VEL)",15880094,CDM,300,RC,86902,CPT,,,facility,outpatient,,,198.00000,,Humana,Commercial,,168.30,,,,,,,5.21,178.20,percent of total billed charges,
"ALBUMIN, SERUM, FOR MS PROFILE",15860486,CDM,300,RC,82040,CPT,,,facility,outpatient,,,85.00000,,Gulf Health Plans,Commercial,,72.25,,,,,,,2.32,76.50,percent of total billed charges,
"ALBUMIN, SERUM, FOR MS PROFILE",95360486,CDM,300,RC,82040,CPT,,,facility,inpatient,,,85.00000,,North Alabama Managed Care,Commercial,,55.25,,,,,,,42.50,76.50,percent of total billed charges,
"ALBUMIN, SERUM, FOR MS PROFILE",95360486,CDM,300,RC,82040,CPT,,,facility,outpatient,,,34.00000,,Cooper Green,Commercial,,4.95,,,,,,,2.32,30.60,fee schedule,
"ALBUMIN/5%,250ML BU 5% 250ML",11270002,CDM,636,RC,P9045,HCPCS,00944049505,NDC,facility,outpatient,1,EA,286.44000,,Heritage Summit Health,Workers' Compensation,,243.47,,,,,,,48.83,257.80,percent of total billed charges,
"ALBUMIN/5%,250ML BU 5% 250ML",11270002,CDM,636,RC,P9045,HCPCS,00944049505,NDC,facility,outpatient,1,EA,286.44000,,Mississippi Physicians,Commercial,,243.47,,,,,,,48.83,257.80,percent of total billed charges,
"ALBUMIN/5%,250ML BU 5% 250ML",11270002,CDM,636,RC,P9045,HCPCS,00944049505,NDC,facility,outpatient,1,EA,286.44000,,North Mississippi Health Link,Commercial,,257.80,,,,,,,48.83,257.80,percent of total billed charges,
"ALBUMIN/5%,250ML BU 5% 250ML",11270002,CDM,636,RC,P9045,HCPCS,00944049505,NDC,facility,outpatient,1,EA,286.44000,,Vantage Health Plan,Commercial,,243.47,,,,,,,48.83,257.80,percent of total billed charges,
"ALCOHOL, DRUG ABUSE OR DEPENDENCE WITHOUT REHABILITATION THERAPY WITHOUT MCC",897,MS-DRG,,,,,,,facility,inpatient,,,,,TriWest,Qualifying Choice Program,,10100.80,,,,,,,1000.00,26307.44,fee schedule,
"AMPA-R AB CBA, CSF",03002209,CDM,300,RC,86255,CPT,,,facility,inpatient,,,1538.00000,,Evolutions,Commercial,,1384.20,,,,,,,769.00,1384.20,percent of total billed charges,
"AMPA-R AB IF TITER ASSAY, CSF",03002213,CDM,300,RC,86256,CPT,,,facility,outpatient,,,431.00000,,Cooper Green,Commercial,,12.05,,,,,,,6.58,387.90,fee schedule,
"AMPA-R AB IF TITER ASSAY, S",03001966,CDM,300,RC,86256,CPT,,,facility,outpatient,,,923.00000,,Cigna,Commercial,,618.41,,,,,,,6.58,830.70,percent of total billed charges,
"AMPHIPHYSIN AB, CSF**",03002195,CDM,300,RC,86255,CPT,,,facility,outpatient,,,123.00000,,Evolutions,Commercial,,110.70,,,,,,,11.09,110.70,percent of total billed charges,
"AMPHIPHYSIN AB, CSF**",03002195,CDM,300,RC,86255,CPT,,,facility,outpatient,,,123.00000,,United Healthcare,Commercial,,18.07,,,,,,,11.09,110.70,fee schedule,
"AMPHIPHYSIN WESTERN BLOT, CSF",03002205,CDM,300,RC,84182,CPT,,,facility,inpatient,,,953.00000,,National Provider Network,Commercial,,857.70,,,,,,,476.50,857.70,percent of total billed charges,
"AMPHIPHYSIN WESTERN BLOT, CSF",03002205,CDM,300,RC,84182,CPT,,,facility,outpatient,,,953.00000,,Heritage Summit Health,Workers' Compensation,,810.05,,,,,,,13.41,857.70,percent of total billed charges,
"AMPHIPHYSIN WESTERN BLOT, CSF",03002205,CDM,300,RC,84182,CPT,,,facility,outpatient,,,953.00000,,Prime Health Services,Commercial,,857.70,,,,,,,13.41,857.70,percent of total billed charges,
"AMPHIPHYSIN WESTERN BLOT, S",03001961,CDM,300,RC,84182,CPT,,,facility,inpatient,,,923.00000,,Mississippi Physicians,Commercial,,784.55,,,,,,,461.50,830.70,percent of total billed charges,
"AMPHIPHYSIN WESTERN BLOT, S",03001961,CDM,300,RC,84182,CPT,,,facility,inpatient,,,923.00000,,University of Alabama,Athletics,,461.50,,,,,,,461.50,830.70,percent of total billed charges,"Claim is reimbursement at 50% of billed charges for charges up to $10,000, not to exceed $2,500. Claim with billed charges above $10,000 are reimbursed at 100% of billed charges."
"AMPUTATION OF LOWER LIMB FOR ENDOCRINE, NUTRITIONAL AND METABOLIC DISORDERS WITH CC",617,MS-DRG,,,,,,,facility,inpatient,,,,,Birmingham FC,Athletics,,17632.27,,,,,,,5748.00,55734.94,fee schedule,
"AMPUTATION OF LOWER LIMB FOR ENDOCRINE, NUTRITIONAL AND METABOLIC DISORDERS WITHOUT CC/MCC",618,MS-DRG,,,,,,,facility,inpatient,,,,,Viva,Medicare Advantage,,14326.80,,,,,,,5748.00,42265.34,fee schedule,
"ANALY GENE KRAS-CODON 61,146)*",20602243,CDM,310,RC,81479,CPT,,,facility,inpatient,,,842.00000,,Coventry,Network Access,,631.50,,,,,,,421.00,757.80,percent of total billed charges,"Inpatient services are reimbursed at a 25% discount when total charges are less than $50,000 and a 35% discount when total charges are equal to or greater than $50,000."
"ANALY GENE KRAS-CODON 61,146)*",20602243,CDM,310,RC,81479,CPT,,,facility,inpatient,,,842.00000,,Preferred Health Partnership,Commercial,,715.70,,,,,,,421.00,757.80,percent of total billed charges,
"ANALY GENE KRAS-CODON 61,146)*",20602243,CDM,310,RC,81479,CPT,,,facility,outpatient,,,842.00000,,Department of Labor,Workers' Compensation,,715.70,,,,,,,165.03,757.80,percent of total billed charges,
"ANTI SS-A 52 KD A, IGG",03001858,CDM,302,RC,86235,CPT,,,facility,inpatient,,,132.00000,,United Healthcare,Commercial,91,71.78,,,,,,,66.00,118.80,percent of total billed charges,
"ANTI SS-A 52 KD A, IGG",15801858,CDM,302,RC,86235,CPT,,,facility,outpatient,,,132.00000,,Comp One,Workers' Compensation,91,95.04,,,,,,,12.19,118.80,percent of total billed charges,
"ANTI SS-A 52 KD A, IGG",15801858,CDM,302,RC,86235,CPT,,,facility,outpatient,,,132.00000,,Coventry,Workers' Comp,91,106.59,,,,,,,12.19,118.80,percent of total billed charges,
"ANTI SS-A 52 KD A, IGG",95101858,CDM,302,RC,86235,CPT,,,facility,outpatient,,,53.00000,,Evolutions,Commercial,91,47.70,,,,,,,12.19,47.70,percent of total billed charges,
"ANTI SS-A 52 KD A, IGG",95101858,CDM,302,RC,86235,CPT,,,facility,outpatient,,,53.00000,,Gulf Health Plans,Commercial,91,45.05,,,,,,,12.19,47.70,percent of total billed charges,
"ANTI-GLIAL NUC AB, TYPE 1**",03002194,CDM,300,RC,86255,CPT,,,facility,inpatient,,,123.00000,,Cigna,Commercial,,82.41,,,,,,,61.50,110.70,percent of total billed charges,
"ANTI-GLIAL NUC AB, TYPE 1**",03002194,CDM,300,RC,86255,CPT,,,facility,outpatient,,,123.00000,,Humana Military,TRICARE,,11.09,,,,,,,11.09,110.70,fee schedule,
"ANTI-NEURONAL NUC AB, TYPE 2**",03002197,CDM,300,RC,86255,CPT,,,facility,outpatient,,,123.00000,,DaVita VillageHealth,Medicare Advantage,,12.05,,,,,,,11.09,110.70,fee schedule,
"ANTI-NEURONAL NUC AB, TYPE 2**",03002197,CDM,300,RC,86255,CPT,,,facility,outpatient,,,123.00000,,Galaxy Health Network,Commercial,,110.70,,,,,,,11.09,110.70,percent of total billed charges,
"ANTI-NEURONAL NUC AB, TYPE 3**",03002198,CDM,300,RC,86255,CPT,,,facility,inpatient,,,123.00000,,North Alabama Managed Care,Commercial,91,79.95,,,,,,,61.50,110.70,percent of total billed charges,
"ANTI-NEURONAL NUC AB, TYPE 3**",03002198,CDM,300,RC,86255,CPT,,,facility,outpatient,,,123.00000,,National Provider Network,Commercial,91,110.70,,,,,,,11.95,110.70,percent of total billed charges,
"ANTI-TRYPSIN, ALPHA 1",15860265,CDM,301,RC,82103,CPT,,,facility,outpatient,,,226.00000,,Coventry,Workers' Comp,,182.50,,,,,,,10.14,203.40,percent of total billed charges,
"AP3B2 IFA, S**",03005981,CDM,302,RC,86255,CPT,,,facility,inpatient,,,133.00000,,Multiplan,Commercial,,109.06,,,,,,,66.50,119.70,percent of total billed charges,
"AP3B2 IFA, S**",03005981,CDM,302,RC,86255,CPT,,,facility,outpatient,,,133.00000,,Humana Military,TRICARE,,11.09,,,,,,,11.09,119.70,fee schedule,
"AP3B2 IFA, S**",15805981,CDM,302,RC,86255,CPT,,,facility,outpatient,,,133.00000,,CorVel,Workers' Compensation,,106.40,,,,,,,11.09,119.70,percent of total billed charges,
"AP3B2 IFA, S**",15805981,CDM,302,RC,86255,CPT,,,facility,outpatient,,,133.00000,,United Healthcare,Commercial,,18.07,,,,,,,11.09,119.70,fee schedule,
"AP3B2 IFA, S**",95105981,CDM,302,RC,86255,CPT,,,facility,outpatient,,,53.00000,,AlaMed,Workers' Compensation,,39.75,,,,,,,11.09,47.70,percent of total billed charges,
"AP3B2 IFA, S**",95105981,CDM,302,RC,86255,CPT,,,facility,outpatient,,,53.00000,,Heritage Summit Health,Workers' Compensation,,45.05,,,,,,,11.09,47.70,percent of total billed charges,
"AP3B2 IFA, S**",95105981,CDM,302,RC,86255,CPT,,,facility,outpatient,,,53.00000,,National Provider Network,Commercial,,47.70,,,,,,,11.09,47.70,percent of total billed charges,
