"ABORTION WITH D&C, ASPIRATION CURETTAGE OR HYSTEROTOMY",770,MS-DRG,,,,,,,facility,inpatient,,,,,BlueCross BlueShield of Alabama,Medicare Advantage,,11015.24,,,,,,,9601.00,29880.46,fee schedule,
"ABORTION WITH D&C, ASPIRATION CURETTAGE OR HYSTEROTOMY",770,MS-DRG,,,,,,,facility,inpatient,,,,,Humana,Medicare Advantage,,11896.46,,,,,,,9601.00,29880.46,fee schedule,
"ACHR GANGLIONIC NEURONAL AB,S*",03005979,CDM,301,RC,83519,CPT,,,facility,inpatient,,,204.00000,,United Healthcare,Commercial,,110.94,,,,,,,102.00,183.60,percent of total billed charges,
"ACHR GANGLIONIC NEURONAL AB,S*",03005979,CDM,301,RC,83519,CPT,,,facility,outpatient,,,204.00000,,Tethys,Commercial,,163.20,,,,,,,7.92,183.60,percent of total billed charges,
"ACHR GANGLIONIC NEURONAL AB,S*",15805979,CDM,301,RC,83519,CPT,,,facility,outpatient,,,204.00000,,Cigna,Medicare Advantage,,19.69,,,,,,,7.92,183.60,fee schedule,
"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITH MCC",280,MS-DRG,,,,,,,facility,inpatient,,,,,Coventry,Commercial,,,70.00,,,,,0,5748.00,47802.18,percent of total billed charges,"There were no paid claims found for this combination of service, payer, and plan within the prior 12-15 months of this file's publishing"
"ACUTE MYOCARDIAL INFARCTION, EXPIRED WITH MCC",283,MS-DRG,,,,,,,facility,inpatient,,,,,Birmingham FC,Athletics,,18475.03,,,,,,,9601.00,59027.84,fee schedule,
"ACUTE MYOCARDIAL INFARCTION, EXPIRED WITHOUT CC/MCC",285,MS-DRG,,,,,,,facility,inpatient,,,,,BlueCross BlueShield of Alabama,Medicare Advantage,,7935.53,,,,,,,7380.04,17847.22,fee schedule,
"ACUTE MYOCARDIAL INFARCTION, EXPIRED WITHOUT CC/MCC",285,MS-DRG,,,,,,,facility,inpatient,,,,,Coventry,Commercial,,,70.00,,,,,0,7380.04,17847.22,percent of total billed charges,"There were no paid claims found for this combination of service, payer, and plan within the prior 12-15 months of this file's publishing"
"ACUTE MYOCARDIAL INFARCTION, EXPIRED WITHOUT CC/MCC",285,MS-DRG,,,,,,,facility,inpatient,,,,,TriWest,Qualifying Choice Program,,7935.53,,,,,,,7380.04,17847.22,fee schedule,
"AFTERCARE, MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE WITH MCC",559,MS-DRG,,,,,,,facility,inpatient,,,,,Ambetter,Commercial-Exchange,,24187.74,,,,,,,7719.00,55574.02,fee schedule,
"AFTERCARE, MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE WITHOUT CC/MCC",561,MS-DRG,,,,,,,facility,inpatient,,,,,TriWest,Qualifying Choice Program,,9499.05,,,,,,,5748.00,23956.22,fee schedule,
"AG SCRN REF-(E,S)",04080093,CDM,302,RC,86902,CPT,,,facility,outpatient,,,198.00000,,Multiplan,Commercial,,162.36,,,,,,,5.21,178.20,percent of total billed charges,
"AG SCRN REF-(E,S)",04080093,CDM,302,RC,86902,CPT,,,facility,outpatient,,,198.00000,,Select Value Care,Workers' Compensation,,158.40,,,,,,,5.21,178.20,percent of total billed charges,
