"ACHR GANGLIONIC NEURONAL AB,S*",03005979,CDM,301,RC,83519,CPT,,,facility,inpatient,,,204.00000,,NovaNet,Commercial,,183.60,,,,,,,102.00,183.60,percent of total billed charges,
"ACHR GANGLIONIC NEURONAL AB,S*",15805979,CDM,301,RC,83519,CPT,,,facility,outpatient,,,204.00000,,Humana,Commercial,,173.40,,,,,,,7.92,183.60,percent of total billed charges,
"ACHR GANGLIONIC NEURONAL AB,S*",15805979,CDM,301,RC,83519,CPT,,,facility,outpatient,,,204.00000,,Phifer,Health Benefit Plans,,173.40,,,,,,,7.92,183.60,percent of total billed charges,
"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITH CC",281,MS-DRG,,,,,,,facility,inpatient,,,,,BlueCross BlueShield of Alabama,Commercial,,7719.00,,,,,,,7719.00,27389.18,per diem,
"ACUTE MYOCARDIAL INFARCTION, EXPIRED WITH MCC",283,MS-DRG,,,,,,,facility,inpatient,,,,,Cooper Green,Commercial,,18475.03,,,,,,,9601.00,59027.84,fee schedule,
"ACUTE MYOCARDIAL INFARCTION, EXPIRED WITHOUT CC/MCC",285,MS-DRG,,,,,,,facility,inpatient,,,,,BlueCross BlueShield of Alabama,Commercial,,7719.00,,,,,,,7380.04,17847.22,per diem,
"AG SCRN REF-(E,S)",04080093,CDM,302,RC,86902,CPT,,,facility,outpatient,,,198.00000,,North Alabama Managed Care,Commercial,,128.70,,,,,,,5.21,178.20,percent of total billed charges,
"AG SCRN REF-(E,S)",04080093,CDM,302,RC,86902,CPT,,,facility,outpatient,,,198.00000,,TriWest,Qualifying Choice Program,,6.35,,,,,,,5.21,178.20,fee schedule,
"AG SCRN REF-(E,S)",15880093,CDM,300,RC,86902,CPT,,,facility,outpatient,,,198.00000,,United Healthcare,Commercial,,9.53,,,,,,,5.21,178.20,fee schedule,
"AG SCRN REF-(KPB,V,VEL)",04080094,CDM,302,RC,86902,CPT,,,facility,outpatient,,,198.00000,,Evolutions,Commercial,,178.20,,,,,,,5.21,178.20,percent of total billed charges,
"AG SCRN REF-(KPB,V,VEL)",15880094,CDM,300,RC,86902,CPT,,,facility,outpatient,,,198.00000,,United Healthcare,Commercial,,9.53,,,,,,,5.21,178.20,fee schedule,
"ALBUMIN, SERUM, FOR MS PROFILE",15860486,CDM,300,RC,82040,CPT,,,facility,inpatient,,,85.00000,,Galaxy Health Network,Commercial,,76.50,,,,,,,42.50,76.50,percent of total billed charges,
"ALBUMIN/5%,250ML BU 5% 250ML",11270002,CDM,636,RC,P9045,HCPCS,00944049505,NDC,facility,inpatient,1,EA,286.44000,,Cigna,Commercial,,191.91,,,,,,,143.22,257.80,percent of total billed charges,
"ALBUMIN/5%,250ML BU 5% 250ML",11270002,CDM,636,RC,P9045,HCPCS,00944049505,NDC,facility,inpatient,1,EA,286.44000,,Multiplan,Commercial,,234.88,,,,,,,143.22,257.80,percent of total billed charges,
"ALCOHOL, DRUG ABUSE OR DEPENDENCE WITH REHABILITATION THERAPY",895,MS-DRG,,,,,,,facility,inpatient,,,,,Humana Military,TRICARE,,13172.86,,,,,,,1000.00,42184.88,fee schedule,
"ALCOHOL, DRUG ABUSE OR DEPENDENCE WITHOUT REHABILITATION THERAPY WITHOUT MCC",897,MS-DRG,,,,,,,facility,inpatient,,,,,Birmingham FC,Athletics,,10100.80,,,,,,,1000.00,26307.44,fee schedule,
"AMPA-R AB CBA, CSF",03002209,CDM,300,RC,86255,CPT,,,facility,outpatient,,,1538.00000,,Humana,Medicare Advantage,,13.01,,,,,,,11.09,1384.20,fee schedule,
"AMPA-R AB CBA, CSF",03002209,CDM,300,RC,86255,CPT,,,facility,outpatient,,,1538.00000,,Optum,VACCN,,12.05,,,,,,,11.09,1384.20,fee schedule,
"AMPA-R AB CBA, S",03001963,CDM,300,RC,86255,CPT,,,facility,inpatient,,,923.00000,,Coventry,Network Access,,692.25,,,,,,,461.50,830.70,percent of total billed charges,"Inpatient services are reimbursed at a 25% discount when total charges are less than $50,000 and a 35% discount when total charges are equal to or greater than $50,000."
"AMPA-R AB CBA, S",03001963,CDM,300,RC,86255,CPT,,,facility,outpatient,,,923.00000,,NovaNet,Workers' Compensation,,738.40,,,,,,,11.09,830.70,percent of total billed charges,
"AMPA-R AB IF TITER ASSAY, CSF",03002213,CDM,300,RC,86256,CPT,,,facility,inpatient,,,431.00000,,Multiplan,Commercial,,353.42,,,,,,,215.50,387.90,percent of total billed charges,
"AMPA-R AB IF TITER ASSAY, CSF",03002213,CDM,300,RC,86256,CPT,,,facility,outpatient,,,431.00000,,CorVel,Workers' Compensation,,344.80,,,,,,,6.58,387.90,percent of total billed charges,
"AMPA-R AB IF TITER ASSAY, CSF",03002213,CDM,300,RC,86256,CPT,,,facility,outpatient,,,431.00000,,Heritage Summit Health,Workers' Compensation,,366.35,,,,,,,6.58,387.90,percent of total billed charges,
"AMPA-R AB IF TITER ASSAY, CSF",03002213,CDM,300,RC,86256,CPT,,,facility,outpatient,,,431.00000,,Jefferson County Sheriff,Covered Inmate,,12.05,,,,,,,6.58,387.90,fee schedule,
"AMPA-R AB IF TITER ASSAY, CSF",03002213,CDM,300,RC,86256,CPT,,,facility,outpatient,,,431.00000,,Multiplan,Commercial,,353.42,,,,,,,6.58,387.90,percent of total billed charges,
"AMPA-R AB IF TITER ASSAY, CSF",03002213,CDM,300,RC,86256,CPT,,,facility,outpatient,,,431.00000,,North Mississippi Health Link,Commercial,,387.90,,,,,,,6.58,387.90,percent of total billed charges,
"AMPA-R AB IF TITER ASSAY, S",03001966,CDM,300,RC,86256,CPT,,,facility,outpatient,,,923.00000,,Aetna,Commercial,,563.03,,,,,,,6.58,830.70,percent of total billed charges,
"AMPA-R AB IF TITER ASSAY, S",03001966,CDM,300,RC,86256,CPT,,,facility,outpatient,,,923.00000,,Coventry,Workers' Comp,,745.32,,,,,,,6.58,830.70,percent of total billed charges,
"AMPA-R AB IF TITER ASSAY, S",03001966,CDM,300,RC,86256,CPT,,,facility,outpatient,,,923.00000,,NovaNet,Workers' Compensation,,738.40,,,,,,,6.58,830.70,percent of total billed charges,
"AMPHIPHYSIN AB, CSF**",03002195,CDM,300,RC,86255,CPT,,,facility,inpatient,,,123.00000,,Aetna,Commercial,,75.03,,,,,,,61.50,110.70,percent of total billed charges,
"AMPHIPHYSIN AB, CSF**",03002195,CDM,300,RC,86255,CPT,,,facility,inpatient,,,123.00000,,Gulf Health Plans,Commercial,,104.55,,,,,,,61.50,110.70,percent of total billed charges,
"AMPHIPHYSIN AB, CSF**",03002195,CDM,300,RC,86255,CPT,,,facility,inpatient,,,123.00000,,National Provider Network,Commercial,,110.70,,,,,,,61.50,110.70,percent of total billed charges,
"AMPHIPHYSIN AB, CSF**",03002195,CDM,300,RC,86255,CPT,,,facility,inpatient,,,123.00000,,United Healthcare,Commercial,,66.89,,,,,,,61.50,110.70,percent of total billed charges,
"AMPHIPHYSIN AB, CSF**",03002195,CDM,300,RC,86255,CPT,,,facility,outpatient,,,123.00000,,Cigna,New Business,,26.07,,,,,,,11.09,110.70,fee schedule,
"AMPHIPHYSIN AB, CSF**",03002195,CDM,300,RC,86255,CPT,,,facility,outpatient,,,123.00000,,Evolutions,Workers' Compensation,,98.40,,,,,,,11.09,110.70,percent of total billed charges,
"AMPHIPHYSIN AB, CSF**",03002195,CDM,300,RC,86255,CPT,,,facility,outpatient,,,123.00000,,Starcare,Workers' Compensation,,98.40,,,,,,,11.09,110.70,percent of total billed charges,
"AMPHIPHYSIN WESTERN BLOT, S",03001961,CDM,300,RC,84182,CPT,,,facility,inpatient,,,923.00000,,Cigna,Commercial,,618.41,,,,,,,461.50,830.70,percent of total billed charges,
"AMPUTATION OF LOWER LIMB FOR ENDOCRINE, NUTRITIONAL AND METABOLIC DISORDERS WITHOUT CC/MCC",618,MS-DRG,,,,,,,facility,inpatient,,,,,Cooper Green,Commercial,,14184.95,,,,,,,5748.00,42265.34,fee schedule,
"ANALY GENE KRAS-CODON 61,146)*",20602243,CDM,310,RC,81479,CPT,,,facility,outpatient,,,842.00000,,North Mississippi Health Link,Commercial,,757.80,,,,,,,165.03,757.80,percent of total billed charges,
"ANALY GENE KRAS-CODON 61,146)*",20602243,CDM,310,RC,81479,CPT,,,facility,outpatient,,,842.00000,,United Healthcare,Commercial,,165.03,,,,,,,165.03,757.80,percent of total billed charges,
"ANTI SS-A 52 KD A, IGG",03001858,CDM,302,RC,86235,CPT,,,facility,inpatient,,,132.00000,,North Mississippi Health Link,Commercial,91,118.80,,,,,,,66.00,118.80,percent of total billed charges,
"ANTI SS-A 52 KD A, IGG",15801858,CDM,302,RC,86235,CPT,,,facility,outpatient,,,132.00000,,CorVel,Workers' Compensation,91,105.60,,,,,,,12.19,118.80,percent of total billed charges,
"ANTI SS-A 52 KD A, IGG",95101858,CDM,302,RC,86235,CPT,,,facility,inpatient,,,132.00000,,Gulf Health Plans,Commercial,91,112.20,,,,,,,66.00,118.80,percent of total billed charges,
"ANTI-GLIAL NUC AB, TYPE 1**",03002194,CDM,300,RC,86255,CPT,,,facility,inpatient,,,123.00000,,Gulf Health Plans,Commercial,,104.55,,,,,,,61.50,110.70,percent of total billed charges,
"ANTI-GLIAL NUC AB, TYPE 1**",03002194,CDM,300,RC,86255,CPT,,,facility,outpatient,,,123.00000,,Preferred Health Partnership,Commercial,,104.55,,,,,,,11.09,110.70,percent of total billed charges,
"ANTI-NEURONAL NUC AB, TYPE 1**",03002196,CDM,300,RC,86255,CPT,,,facility,outpatient,,,123.00000,,Ambetter,Commercial-Exchange,,16.57,,,,,,,11.09,110.70,fee schedule,
"ANTI-NEURONAL NUC AB, TYPE 1**",03002196,CDM,300,RC,86255,CPT,,,facility,outpatient,,,123.00000,,BlueCross BlueShield of Alabama,Medicare Advantage,,12.05,,,,,,,11.09,110.70,fee schedule,
"ANTI-NEURONAL NUC AB, TYPE 1**",03002196,CDM,300,RC,86255,CPT,,,facility,outpatient,,,123.00000,,Cigna,New Business,,26.07,,,,,,,11.09,110.70,fee schedule,
"ANTI-NEURONAL NUC AB, TYPE 1**",03002196,CDM,300,RC,86255,CPT,,,facility,outpatient,,,123.00000,,Mississippi Physicians,Commercial,,104.55,,,,,,,11.09,110.70,percent of total billed charges,
"ANTI-NEURONAL NUC AB, TYPE 1**",03002196,CDM,300,RC,86255,CPT,,,facility,outpatient,,,123.00000,,Multiplan,Commercial,,100.86,,,,,,,11.09,110.70,percent of total billed charges,
"ANTI-NEURONAL NUC AB, TYPE 1**",03002196,CDM,300,RC,86255,CPT,,,facility,outpatient,,,123.00000,,Prime Health Services,Commercial,,110.70,,,,,,,11.09,110.70,percent of total billed charges,
"ANTI-NEURONAL NUC AB, TYPE 3**",03002198,CDM,300,RC,86255,CPT,,,facility,outpatient,,,123.00000,,Coventry,Commercial,91,79.95,,,,,,,11.95,110.70,percent of total billed charges,
"ANTI-TRYPSIN, ALPHA 1",15860265,CDM,301,RC,82103,CPT,,,facility,inpatient,,,226.00000,,Evolutions,Commercial,,203.40,,,,,,,113.00,203.40,percent of total billed charges,
"ANTI-TRYPSIN, ALPHA 1",15860265,CDM,301,RC,82103,CPT,,,facility,inpatient,,,226.00000,,Multiplan,Commercial,,185.32,,,,,,,113.00,203.40,percent of total billed charges,
"ANTI-TRYPSIN, ALPHA 1",15860265,CDM,301,RC,82103,CPT,,,facility,inpatient,,,226.00000,,University of Alabama,Athletics,,113.00,,,,,,,113.00,203.40,percent of total billed charges,"Claim is reimbursement at 50% of billed charges for charges up to $10,000, not to exceed $2,500. Claim with billed charges above $10,000 are reimbursed at 100% of billed charges."
"ANTI-TRYPSIN, ALPHA 1",15860265,CDM,301,RC,82103,CPT,,,facility,outpatient,,,226.00000,,Humana,Medicare Advantage,,14.52,,,,,,,10.14,203.40,fee schedule,
"AP3B2 IFA, S**",03005981,CDM,302,RC,86255,CPT,,,facility,outpatient,,,133.00000,,National Provider Network,Commercial,,119.70,,,,,,,11.09,119.70,percent of total billed charges,
"AP3B2 IFA, S**",03005981,CDM,302,RC,86255,CPT,,,facility,outpatient,,,133.00000,,Vantage Health Plan,Commercial,,113.05,,,,,,,11.09,119.70,percent of total billed charges,
"AP3B2 IFA, S**",15805981,CDM,302,RC,86255,CPT,,,facility,outpatient,,,133.00000,,Gulf Health Plans,Commercial,,113.05,,,,,,,11.09,119.70,percent of total billed charges,
"AP3B2 IFA, S**",15805981,CDM,302,RC,86255,CPT,,,facility,outpatient,,,133.00000,,Humana Military,TRICARE,,11.09,,,,,,,11.09,119.70,fee schedule,
"AP3B2 IFA, S**",15805981,CDM,302,RC,86255,CPT,,,facility,outpatient,,,133.00000,,NovaNet,Workers' Compensation,,106.40,,,,,,,11.09,119.70,percent of total billed charges,
"ARTERIAL PUNCTURE,DIAGNOSTIC",25830018,CDM,450,RC,36600,CPT,,,facility,outpatient,,,232.00000,,Select Value Care,Workers' Compensation,,185.60,,,,,,,106.17,250.00,percent of total billed charges,
"ARTERIAL PUNCTURE,DIAGNOSTIC",25930018,CDM,450,RC,36600,CPT,,,facility,outpatient,,,232.00000,,GEHA,Commercial,ER,197.20,,,,,,,116.00,250.00,percent of total billed charges,
