"ACHR GANGLIONIC NEURONAL AB,S*",03005979,CDM,301,RC,83519,CPT,,,facility,outpatient,,,204.00000,,Preferred Health Partnership,Commercial,,173.40,,,,,,,7.92,183.60,percent of total billed charges,
"ACHR GANGLIONIC NEURONAL AB,S*",15805979,CDM,301,RC,83519,CPT,,,facility,outpatient,,,204.00000,,Humana Military,TRICARE,,16.93,,,,,,,7.92,183.60,fee schedule,
"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITHOUT CC/MCC",282,MS-DRG,,,,,,,facility,inpatient,,,,,BlueCross BlueShield of Alabama,Commercial,,7719.00,,,,,,,7719.00,21548.38,per diem,
"ACUTE MYOCARDIAL INFARCTION, EXPIRED WITHOUT CC/MCC",285,MS-DRG,,,,,,,facility,inpatient,,,,,Cooper Green,Commercial,,7935.53,,,,,,,7380.04,17847.22,fee schedule,
"AG SCRN REF-(E,S)",04080093,CDM,302,RC,86902,CPT,,,facility,inpatient,,,198.00000,,Southern Nuclear,Commercial,,168.30,,,,,,,99.00,178.20,percent of total billed charges,
"AG SCRN REF-(E,S)",04080093,CDM,302,RC,86902,CPT,,,facility,outpatient,,,198.00000,,CorVel,Workers' Compensation,,158.40,,,,,,,5.21,178.20,percent of total billed charges,
"AG SCRN REF-(E,S)",04080093,CDM,302,RC,86902,CPT,,,facility,outpatient,,,198.00000,,Tethys,Commercial,,158.40,,,,,,,5.21,178.20,percent of total billed charges,
"AG SCRN REF-(E,S)",15880093,CDM,300,RC,86902,CPT,,,facility,outpatient,,,198.00000,,CorVel,Workers' Compensation,,158.40,,,,,,,5.21,178.20,percent of total billed charges,
"AG SCRN REF-(E,S)",15880093,CDM,300,RC,86902,CPT,,,facility,outpatient,,,198.00000,,Phifer,Health Benefit Plans,,168.30,,,,,,,5.21,178.20,percent of total billed charges,
"AG SCRN REF-(E,S)",15880093,CDM,300,RC,86902,CPT,,,facility,outpatient,,,198.00000,,Vantage Health Plan,Commercial,,168.30,,,,,,,5.21,178.20,percent of total billed charges,
"AG SCRN REF-(KPB,V,VEL)",04080094,CDM,302,RC,86902,CPT,,,facility,inpatient,,,198.00000,,Cigna,Commercial,,132.66,,,,,,,99.00,178.20,percent of total billed charges,
"AG SCRN REF-(KPB,V,VEL)",04080094,CDM,302,RC,86902,CPT,,,facility,outpatient,,,198.00000,,Gulf Health Plans,Commercial,,168.30,,,,,,,5.21,178.20,percent of total billed charges,
"AG SCRN REF-(KPB,V,VEL)",04080094,CDM,302,RC,86902,CPT,,,facility,outpatient,,,198.00000,,Prime Health Services,Commercial,,178.20,,,,,,,5.21,178.20,percent of total billed charges,
"AG SCRN REF-(KPB,V,VEL)",15880094,CDM,300,RC,86902,CPT,,,facility,inpatient,,,198.00000,,Gulf Health Plans,Commercial,,168.30,,,,,,,99.00,178.20,percent of total billed charges,
"AG SCRN REF-(KPB,V,VEL)",15880094,CDM,300,RC,86902,CPT,,,facility,outpatient,,,198.00000,,Ambetter,Commercial-Exchange,,8.73,,,,,,,5.21,178.20,fee schedule,
"AG SCRN REF-(KPB,V,VEL)",15880094,CDM,300,RC,86902,CPT,,,facility,outpatient,,,198.00000,,Optum,VACCN,,6.35,,,,,,,5.21,178.20,fee schedule,
"AG SCRN REF-(KPB,V,VEL)",15880094,CDM,300,RC,86902,CPT,,,facility,outpatient,,,198.00000,,Preferred Health Partnership,Commercial,,168.30,,,,,,,5.21,178.20,percent of total billed charges,
"ALBUMIN, SERUM, FOR MS PROFILE",15860486,CDM,300,RC,82040,CPT,,,facility,inpatient,,,85.00000,,North Alabama Managed Care,Commercial,,55.25,,,,,,,42.50,76.50,percent of total billed charges,
"ALBUMIN, SERUM, FOR MS PROFILE",95360486,CDM,300,RC,82040,CPT,,,facility,outpatient,,,34.00000,,Mississippi Physicians,Commercial,,28.90,,,,,,,2.32,30.60,percent of total billed charges,
