"ADAPT/EXT, PACING/NEURO LEAD",C1883,HCPCS,278,RC,197351,CDM,,,,both,,,2650.0000,1722.5000,AVMED,AVMED ENTRUST,940.75,,,,,,,173.1700,2650.0000,percent of total billed charges,"35.5% of $2,650.00 in Billed Charges for Rev 278 Proc C1883 = $940.75. Percent of Charge CDM service is reimbursed at a line level and those calculations will not change from person to person."
"ADAPT/EXT, PACING/NEURO LEAD",C1883,HCPCS,278,RC,197351,CDM,,,,both,,,2650.0000,1722.5000,AVMED,AVMED PPO,1303.80,,,,,,,173.1700,2650.0000,percent of total billed charges,"49.2% of $2,650.00 in Billed Charges for Rev 278 Proc C1883 = $1,303.80. Percent of Charge CDM service is reimbursed at a line level and those calculations will not change from person to person."
"ADAPT/EXT, PACING/NEURO LEAD",C1883,HCPCS,278,RC,197351,CDM,,,,both,,,2650.0000,1722.5000,UNITED HEALTHCARE,UNITED PPO,2120.00,,,,,,,173.1700,2650.0000,percent of total billed charges,"80% of $2,650.00 in Billed Charges for Rev 278 Proc C1883 = $2,120.00. Percent of Charge CDM service is reimbursed at a line level and those calculations will not change from person to person."
"ADAPT/EXT, PACING/NEURO LEAD",C1883,HCPCS,278,RC,205842,CDM,,,,both,,,9349.0000,6076.8500,UNITED HEALTHCARE,UNITED HLTH MC HMO,2935.59,,,,,,,173.1700,9349.0000,percent of total billed charges,"31.4% of $9,349.00 in Billed Charges for Rev 278 Proc C1883 = $2,935.59. Percent of Charge CDM service is reimbursed at a line level and those calculations will not change from person to person."
"ADAPT/EXT, PACING/NEURO LEAD",C1883,HCPCS,278,RC,211553,CDM,,,,both,,,13139.0000,8540.3500,AETNA,AETNA TIER 2,6700.89,,,,,,,173.1700,13139.0000,percent of total billed charges,"51% of $13,139.00 in Billed Charges for Rev 278 Proc C1883 = $6,700.89. Percent of Charge CDM service is reimbursed at a line level and those calculations will not change from person to person."
"ADAPT/EXT, PACING/NEURO LEAD",C1883,HCPCS,278,RC,211553,CDM,,,,both,,,13139.0000,8540.3500,AVMED,AVMED ENTRUST,4664.35,,,,,,,173.1700,13139.0000,percent of total billed charges,"35.5% of $13,139.00 in Billed Charges for Rev 278 Proc C1883 = $4,664.35. Percent of Charge CDM service is reimbursed at a line level and those calculations will not change from person to person."
"ADAPT/EXT, PACING/NEURO LEAD",C1883,HCPCS,278,RC,211553,CDM,,,,both,,,13139.0000,8540.3500,NON CONTRACTED,OSCAR HEALTH EXCHANGE,4822.01,,,,,,,173.1700,13139.0000,percent of total billed charges,"36.7% of $13,139.00 in Billed Charges for Rev 278 Proc C1883 = $4,822.01. Percent of Charge CDM service is reimbursed at a line level and those calculations will not change from person to person."
"ADAPT/EXT, PACING/NEURO LEAD",C1883,HCPCS,278,RC,211553,CDM,,,,both,,,13139.0000,8540.3500,UNITED HEALTHCARE,UNITED HMO,7883.40,,,,,,,173.1700,13139.0000,percent of total billed charges,"60% of $13,139.00 in Billed Charges for Rev 278 Proc C1883 = $7,883.40. Percent of Charge CDM service is reimbursed at a line level and those calculations will not change from person to person."
"ADAPT/EXT, PACING/NEURO LEAD",C1883,HCPCS,278,RC,211553,CDM,,,,both,,,13139.0000,8540.3500,VISTA,COVENTRY MEDICAID,173.17,,,,,,,173.1700,13139.0000,other,Rev 278 Proc C1883 1 Visit at $160.34 per Visit = $160.34... $160.34 at 108% = $173.17 Final Expected The contract rate provided is when this service is billed outpatient.  The inpatient rate for this service is included with the inpatient rate.
"AICD, DUAL CHAMBER",C1721,HCPCS,275,RC,116567,CDM,,,,both,,,65434.0000,42532.1000,CIGNA,CIGNA CONNECT NETWORK EXCHANGE,24864.92,,,,,,,173.1700,65434.0000,percent of total billed charges,"38% of $65,434.00 in Billed Charges for Rev 275 Proc C1721 = $24,864.92. Percent of Charge CDM service is reimbursed at a line level and those calculations will not change from person to person."
"AICD, DUAL CHAMBER",C1721,HCPCS,275,RC,116569,CDM,,,,both,,,64738.0000,42079.7000,AETNA,AETNA HMO EXCHANGE,24600.44,,,,,,,173.1700,64738.0000,percent of total billed charges,"38% of $64,738.00 in Billed Charges for Rev 275 Proc C1721 = $24,600.44. Percent of Charge CDM service is reimbursed at a line level and those calculations will not change from person to person."
"AICD, DUAL CHAMBER",C1721,HCPCS,275,RC,116600,CDM,,,,both,,,62014.0000,40309.1000,BLUE CROSS,BCBS NETWORKBLUE,37208.40,,,,,,,173.1700,62014.0000,percent of total billed charges,"60% of $62,014.00 in Billed Charges for Rev 275 Proc C1721 = $37,208.40. Percent of Charge CDM service is reimbursed at a line level and those calculations will not change from person to person."
"AICD, DUAL CHAMBER",C1721,HCPCS,275,RC,149284,CDM,,,,both,,,44986.0000,29240.9000,AETNA,AETNA TIER 2,22942.86,,,,,,,173.1700,44986.0000,percent of total billed charges,"51% of $44,986.00 in Billed Charges for Rev 275 Proc C1721 = $22,942.86. Percent of Charge CDM service is reimbursed at a line level and those calculations will not change from person to person."
"AICD, DUAL CHAMBER",C1721,HCPCS,275,RC,151713,CDM,,,,both,,,80652.0000,52423.8000,INTERNATIONAL,INTERNATIONAL AETNA,52423.80,,,,,,,173.1700,80652.0000,percent of total billed charges,"65% of $80,652.00 in Billed Charges for Rev 275 Proc C1721 = $52,423.80. Percent of Charge CDM service is reimbursed at a line level and those calculations will not change from person to person."
