"ADAPT/EXT, PACING/NEURO LEAD",C1883,HCPCS,278,RC,173980,CDM,,,,both,,,10302.0000,6696.3000,AETNA,AETNA CATASTROPHIC,5254.02,,,,,,,173.1700,10302.0000,percent of total billed charges,"51% of $10,302.00 in Billed Charges for Rev 278 Proc C1883 = $5,254.02. Percent of Charge CDM service is reimbursed at a line level and those calculations will not change from person to person."
"ADAPT/EXT, PACING/NEURO LEAD",C1883,HCPCS,278,RC,173980,CDM,,,,both,,,10302.0000,6696.3000,AVMED,AVMED ENTRUST,3657.21,,,,,,,173.1700,10302.0000,percent of total billed charges,"35.5% of $10,302.00 in Billed Charges for Rev 278 Proc C1883 = $3,657.21. Percent of Charge CDM service is reimbursed at a line level and those calculations will not change from person to person."
"ADAPT/EXT, PACING/NEURO LEAD",C1883,HCPCS,278,RC,173980,CDM,,,,both,,,10302.0000,6696.3000,CIGNA,CIGNA CONNECT NETWORK EXCHANGE,3914.76,,,,,,,173.1700,10302.0000,percent of total billed charges,"38% of $10,302.00 in Billed Charges for Rev 278 Proc C1883 = $3,914.76. Percent of Charge CDM service is reimbursed at a line level and those calculations will not change from person to person."
"ADAPT/EXT, PACING/NEURO LEAD",C1883,HCPCS,278,RC,197351,CDM,,,,both,,,2650.0000,1722.5000,BLUE CROSS,BCBS NETWORKBLUE,1590.00,,,,,,,173.1700,2650.0000,percent of total billed charges,"60% of $2,650.00 in Billed Charges for Rev 278 Proc C1883 = $1,590.00. Percent of Charge CDM service is reimbursed at a line level and those calculations will not change from person to person."
"ADAPT/EXT, PACING/NEURO LEAD",C1883,HCPCS,278,RC,197351,CDM,,,,both,,,2650.0000,1722.5000,DIMENSION HEALTH PLAN,DIMENSION PLUS,1987.50,,,,,,,173.1700,2650.0000,percent of total billed charges,"75% of $2,650.00 in Billed Charges for Rev 278 Proc C1883 = $1,987.50. Percent of Charge CDM service is reimbursed at a line level and those calculations will not change from person to person."
"ADAPT/EXT, PACING/NEURO LEAD",C1883,HCPCS,278,RC,197351,CDM,,,,both,,,2650.0000,1722.5000,UNITED HEALTHCARE,UNITED INDIVIDUAL EXCHANGE,2650.00,,,,,,,173.1700,2650.0000,percent of total billed charges,"100% of $2,650.00 in Billed Charges for Rev 278 Proc C1883 = $2,650.00. Percent of Charge CDM service is reimbursed at a line level and those calculations will not change from person to person."
"ADAPT/EXT, PACING/NEURO LEAD",C1883,HCPCS,278,RC,205842,CDM,,,,both,,,9349.0000,6076.8500,BLUE CROSS,BLUE CROSS,6058.15,,,,,,,173.1700,9349.0000,percent of total billed charges,"64.8% of $9,349.00 in Billed Charges for Rev 278 Proc C1883 = $6,058.15. Percent of Charge CDM service is reimbursed at a line level and those calculations will not change from person to person."
"ADAPT/EXT, PACING/NEURO LEAD",C1883,HCPCS,278,RC,205842,CDM,,,,both,,,9349.0000,6076.8500,PHCS,PHCS,8414.10,,,,,,,173.1700,9349.0000,percent of total billed charges,"90% of $9,349.00 in Billed Charges for Rev 278 Proc C1883 = $8,414.10. Percent of Charge CDM service is reimbursed at a line level and those calculations will not change from person to person."
"ADAPT/EXT, PACING/NEURO LEAD",C1883,HCPCS,278,RC,205842,CDM,,,,both,,,9349.0000,6076.8500,QUALITY HEALTH,MULTIPLAN,8414.10,,,,,,,173.1700,9349.0000,percent of total billed charges,"90% of $9,349.00 in Billed Charges for Rev 278 Proc C1883 = $8,414.10. Percent of Charge CDM service is reimbursed at a line level and those calculations will not change from person to person."
"ADAPT/EXT, PACING/NEURO LEAD",C1883,HCPCS,278,RC,205842,CDM,,,,both,,,9349.0000,6076.8500,UNITED HEALTHCARE,INTL UNITED HEALTH,7479.20,,,,,,,173.1700,9349.0000,percent of total billed charges,"80% of $9,349.00 in Billed Charges for Rev 278 Proc C1883 = $7,479.20. Percent of Charge CDM service is reimbursed at a line level and those calculations will not change from person to person."
"ADAPT/EXT, PACING/NEURO LEAD",C1883,HCPCS,278,RC,211553,CDM,,,,both,,,13139.0000,8540.3500,INTERNATIONAL,INTERNATIONAL AETNA,8540.35,,,,,,,173.1700,13139.0000,percent of total billed charges,"65% of $13,139.00 in Billed Charges for Rev 278 Proc C1883 = $8,540.35. Percent of Charge CDM service is reimbursed at a line level and those calculations will not change from person to person."
"ADAPT/EXT, PACING/NEURO LEAD",C1883,HCPCS,278,RC,211553,CDM,,,,both,,,13139.0000,8540.3500,PHCS,PHCS,11825.10,,,,,,,173.1700,13139.0000,percent of total billed charges,"90% of $13,139.00 in Billed Charges for Rev 278 Proc C1883 = $11,825.10. Percent of Charge CDM service is reimbursed at a line level and those calculations will not change from person to person."
"ADAPT/EXT, PACING/NEURO LEAD",C1883,HCPCS,278,RC,211553,CDM,,,,both,,,13139.0000,8540.3500,UNITED HEALTHCARE,UNITED HLTH MC HMO,4125.65,,,,,,,173.1700,13139.0000,percent of total billed charges,"31.4% of $13,139.00 in Billed Charges for Rev 278 Proc C1883 = $4,125.65. Percent of Charge CDM service is reimbursed at a line level and those calculations will not change from person to person."
"AICD, DUAL CHAMBER",C1721,HCPCS,275,RC,149280,CDM,,,,both,,,51038.0000,33174.7000,AETNA,AETNA HMO EXCHANGE,19394.44,,,,,,,173.1700,51038.0000,percent of total billed charges,"38% of $51,038.00 in Billed Charges for Rev 275 Proc C1721 = $19,394.44. Percent of Charge CDM service is reimbursed at a line level and those calculations will not change from person to person."
