"ADAPT/EXT, PACING/NEURO LEAD",C1883,HCPCS,278,RC,205842,CDM,,,,both,,,9349.0000,6076.8500,UNITED HEALTHCARE,UNITED INDIVIDUAL EXCHANGE,9349.00,,,,,,,173.1700,9349.0000,percent of total billed charges,"100% of $9,349.00 in Billed Charges for Rev 278 Proc C1883 = $9,349.00. Percent of Charge CDM service is reimbursed at a line level and those calculations will not change from person to person."
"ADAPT/EXT, PACING/NEURO LEAD",C1883,HCPCS,278,RC,211552,CDM,,,,both,,,10388.0000,6752.2000,AFFORDABLE,AFFORDABLE PPO,8829.80,,,,,,,173.1700,10388.0000,percent of total billed charges,"85% of $10,388.00 in Billed Charges for Rev 278 Proc C1883 = $8,829.80. Percent of Charge CDM service is reimbursed at a line level and those calculations will not change from person to person."
"AICD, DUAL CHAMBER",C1721,HCPCS,275,RC,116567,CDM,,,,both,,,65434.0000,42532.1000,BLUE CROSS,BLUE CROSS,42401.23,,,,,,,173.1700,65434.0000,percent of total billed charges,"64.8% of $65,434.00 in Billed Charges for Rev 275 Proc C1721 = $42,401.23. Percent of Charge CDM service is reimbursed at a line level and those calculations will not change from person to person."
"AICD, DUAL CHAMBER",C1721,HCPCS,275,RC,116567,CDM,,,,both,,,65434.0000,42532.1000,UNITED HEALTHCARE,NHP HMO,39260.40,,,,,,,173.1700,65434.0000,percent of total billed charges,"60% of $65,434.00 in Billed Charges for Rev 275 Proc C1721 = $39,260.40. Percent of Charge CDM service is reimbursed at a line level and those calculations will not change from person to person."
"AICD, DUAL CHAMBER",C1721,HCPCS,275,RC,116569,CDM,,,,both,,,64738.0000,42079.7000,AVMED,AVMED HMO,26801.53,,,,,,,173.1700,64738.0000,percent of total billed charges,"41.4% of $64,738.00 in Billed Charges for Rev 275 Proc C1721 = $26,801.53. Percent of Charge CDM service is reimbursed at a line level and those calculations will not change from person to person."
"AICD, DUAL CHAMBER",C1721,HCPCS,275,RC,116569,CDM,,,,both,,,64738.0000,42079.7000,BLUE CROSS,BCBS NETWORKBLUE,38842.80,,,,,,,173.1700,64738.0000,percent of total billed charges,"60% of $64,738.00 in Billed Charges for Rev 275 Proc C1721 = $38,842.80. Percent of Charge CDM service is reimbursed at a line level and those calculations will not change from person to person."
"AICD, DUAL CHAMBER",C1721,HCPCS,275,RC,116589,CDM,,,,both,,,66175.0000,43013.7500,BLUE CROSS,BCBS NETWORKBLUE,39705.00,,,,,,,173.1700,66175.0000,percent of total billed charges,"60% of $66,175.00 in Billed Charges for Rev 275 Proc C1721 = $39,705.00. Percent of Charge CDM service is reimbursed at a line level and those calculations will not change from person to person."
"AICD, DUAL CHAMBER",C1721,HCPCS,275,RC,116589,CDM,,,,both,,,66175.0000,43013.7500,UNITED HEALTHCARE,UNITED HLTH MC HMO,20778.95,,,,,,,173.1700,66175.0000,percent of total billed charges,"31.4% of $66,175.00 in Billed Charges for Rev 275 Proc C1721 = $20,778.95. Percent of Charge CDM service is reimbursed at a line level and those calculations will not change from person to person."
"AICD, DUAL CHAMBER",C1721,HCPCS,275,RC,116600,CDM,,,,both,,,62014.0000,40309.1000,AETNA,AETNA HMO,31627.14,,,,,,,173.1700,62014.0000,percent of total billed charges,"51% of $62,014.00 in Billed Charges for Rev 275 Proc C1721 = $31,627.14. Percent of Charge CDM service is reimbursed at a line level and those calculations will not change from person to person."
"AICD, DUAL CHAMBER",C1721,HCPCS,275,RC,116600,CDM,,,,both,,,62014.0000,40309.1000,AVMED,AVMED INDIVIDUAL,25053.66,,,,,,,173.1700,62014.0000,percent of total billed charges,"40.4% of $62,014.00 in Billed Charges for Rev 275 Proc C1721 = $25,053.66. Percent of Charge CDM service is reimbursed at a line level and those calculations will not change from person to person."
"AICD, DUAL CHAMBER",C1721,HCPCS,275,RC,149284,CDM,,,,both,,,44986.0000,29240.9000,AMERIHEALTH,AMERIHTH CARITAS NXT EX,20243.70,,,,,,,173.1700,44986.0000,percent of total billed charges,"45% of $44,986.00 in Billed Charges for Rev 275 Proc C1721 = $20,243.70. Percent of Charge CDM service is reimbursed at a line level and those calculations will not change from person to person."
"AICD, DUAL CHAMBER",C1721,HCPCS,275,RC,151807,CDM,,,,both,,,26758.0000,17392.7000,AETNA,AETNA PPO,21406.40,,,,,,,173.1700,26758.0000,percent of total billed charges,"80% of $26,758.00 in Billed Charges for Rev 275 Proc C1721 = $21,406.40. Percent of Charge CDM service is reimbursed at a line level and those calculations will not change from person to person."
"AICD, DUAL CHAMBER",C1721,HCPCS,275,RC,151807,CDM,,,,both,,,26758.0000,17392.7000,CIGNA,CIGNA HMO,15519.64,,,,,,,173.1700,26758.0000,percent of total billed charges,"58% of $26,758.00 in Billed Charges for Rev 275 Proc C1721 = $15,519.64. Percent of Charge CDM service is reimbursed at a line level and those calculations will not change from person to person."
"AICD, DUAL CHAMBER",C1721,HCPCS,275,RC,158643,CDM,,,,both,,,53543.0000,34802.9500,BLUE CROSS,BLUE SELECT,22488.06,,,,,,,173.1700,53543.0000,percent of total billed charges,"42% of $53,543.00 in Billed Charges for Rev 275 Proc C1721 = $22,488.06. Percent of Charge CDM service is reimbursed at a line level and those calculations will not change from person to person."
"AICD, DUAL CHAMBER",C1721,HCPCS,275,RC,158643,CDM,,,,both,,,53543.0000,34802.9500,VISTA,COVENTRY MEDICAID,173.17,,,,,,,173.1700,53543.0000,other,Rev 275 Proc C1721 1 Visit at $160.34 per Visit = $160.34... $160.34 at 108% = $173.17 Final Expected The contract rate provided is when this service is billed outpatient.  The inpatient rate for this service is included with the inpatient rate.
"AICD, DUAL CHAMBER",C1721,HCPCS,275,RC,174400,CDM,,,,both,,,61830.0000,40189.5000,UNITED HEALTHCARE,NHP HMO,37098.00,,,,,,,173.1700,61830.0000,percent of total billed charges,"60% of $61,830.00 in Billed Charges for Rev 275 Proc C1721 = $37,098.00. Percent of Charge CDM service is reimbursed at a line level and those calculations will not change from person to person."
"AICD, DUAL CHAMBER",C1721,HCPCS,275,RC,196794,CDM,,,,both,,,63900.0000,41535.0000,CIGNA,CIGNA CONNECT NETWORK EXCHANGE,24282.00,,,,,,,173.1700,63900.0000,percent of total billed charges,"38% of $63,900.00 in Billed Charges for Rev 275 Proc C1721 = $24,282.00. Percent of Charge CDM service is reimbursed at a line level and those calculations will not change from person to person."
"AICD, DUAL CHAMBER",C1721,HCPCS,275,RC,198308,CDM,,,,both,,,59204.0000,38482.6000,BLUE CROSS,MY BLUE EX,10242.29,,,,,,,173.1700,59204.0000,percent of total billed charges,"17.3% of $59,204.00 in Billed Charges for Rev 275 Proc C1721 = $10,242.29. Percent of Charge CDM service is reimbursed at a line level and those calculations will not change from person to person."
"AICD, DUAL CHAMBER",C1721,HCPCS,275,RC,198308,CDM,,,,both,,,59204.0000,38482.6000,DIMENSION HEALTH PLAN,DIMENSION HEALTH PLANS,53283.60,,,,,,,173.1700,59204.0000,percent of total billed charges,"90% of $59,204.00 in Billed Charges for Rev 275 Proc C1721 = $53,283.60. Percent of Charge CDM service is reimbursed at a line level and those calculations will not change from person to person."
"AICD, DUAL CHAMBER",C1721,HCPCS,275,RC,198308,CDM,,,,both,,,59204.0000,38482.6000,UNITED HEALTHCARE,UNITED HMO,35522.40,,,,,,,173.1700,59204.0000,percent of total billed charges,"60% of $59,204.00 in Billed Charges for Rev 275 Proc C1721 = $35,522.40. Percent of Charge CDM service is reimbursed at a line level and those calculations will not change from person to person."
"AICD, DUAL CHAMBER",C1721,HCPCS,275,RC,198308,CDM,,,,both,,,59204.0000,38482.6000,UNITED HEALTHCARE,UNITED INDIVIDUAL EXCHANGE,59204.00,,,,,,,173.1700,59204.0000,percent of total billed charges,"100% of $59,204.00 in Billed Charges for Rev 275 Proc C1721 = $59,204.00. Percent of Charge CDM service is reimbursed at a line level and those calculations will not change from person to person."
"AICD, DUAL CHAMBER",C1721,HCPCS,275,RC,199045,CDM,,,,both,,,71517.0000,46486.0500,AVMED,AVMED PPO,35186.36,,,,,,,173.1700,71517.0000,percent of total billed charges,"49.2% of $71,517.00 in Billed Charges for Rev 275 Proc C1721 = $35,186.36. Percent of Charge CDM service is reimbursed at a line level and those calculations will not change from person to person."
"AICD, OTHER THAN SING/DUAL",C1882,HCPCS,275,RC,116566,CDM,,,,both,,,84890.0000,55178.5000,AMERIHEALTH,AMERIHTH CARITAS NXT EX,38200.50,,,,,,,173.1700,84890.0000,percent of total billed charges,"45% of $84,890.00 in Billed Charges for Rev 275 Proc C1882 = $38,200.50. Percent of Charge CDM service is reimbursed at a line level and those calculations will not change from person to person."
