"AICD, OTHER THAN SING/DUAL",C1882,HCPCS,275,RC,116630,CDM,,,,both,,,86137.0000,55989.0500,AETNA,AETNA PPO,68909.60,,,,,,,173.1700,86137.0000,percent of total billed charges,"80% of $86,137.00 in Billed Charges for Rev 275 Proc C1882 = $68,909.60. Percent of Charge CDM service is reimbursed at a line level and those calculations will not change from person to person."
"AICD, OTHER THAN SING/DUAL",C1882,HCPCS,275,RC,116630,CDM,,,,both,,,86137.0000,55989.0500,PHCS,PHCS,77523.30,,,,,,,173.1700,86137.0000,percent of total billed charges,"90% of $86,137.00 in Billed Charges for Rev 275 Proc C1882 = $77,523.30. Percent of Charge CDM service is reimbursed at a line level and those calculations will not change from person to person."
"AICD, OTHER THAN SING/DUAL",C1882,HCPCS,275,RC,116630,CDM,,,,both,,,86137.0000,55989.0500,QUALITY HEALTH,MULTIPLAN,77523.30,,,,,,,173.1700,86137.0000,percent of total billed charges,"90% of $86,137.00 in Billed Charges for Rev 275 Proc C1882 = $77,523.30. Percent of Charge CDM service is reimbursed at a line level and those calculations will not change from person to person."
"AICD, OTHER THAN SING/DUAL",C1882,HCPCS,275,RC,116641,CDM,,,,both,,,81818.0000,53181.7000,AVMED,AVMED PPO,40254.46,,,,,,,173.1700,81818.0000,percent of total billed charges,"49.2% of $81,818.00 in Billed Charges for Rev 275 Proc C1882 = $40,254.46. Percent of Charge CDM service is reimbursed at a line level and those calculations will not change from person to person."
"AICD, OTHER THAN SING/DUAL",C1882,HCPCS,275,RC,151795,CDM,,,,both,,,50992.0000,33144.8000,AMERIHEALTH,AMERIHTH CARITAS NXT EX,22946.40,,,,,,,173.1700,50992.0000,percent of total billed charges,"45% of $50,992.00 in Billed Charges for Rev 275 Proc C1882 = $22,946.40. Percent of Charge CDM service is reimbursed at a line level and those calculations will not change from person to person."
"AICD, OTHER THAN SING/DUAL",C1882,HCPCS,275,RC,151795,CDM,,,,both,,,50992.0000,33144.8000,UNITED HEALTHCARE,UNITED HLTH MC HMO,16011.49,,,,,,,173.1700,50992.0000,percent of total billed charges,"31.4% of $50,992.00 in Billed Charges for Rev 275 Proc C1882 = $16,011.49. Percent of Charge CDM service is reimbursed at a line level and those calculations will not change from person to person."
"AICD, OTHER THAN SING/DUAL",C1882,HCPCS,275,RC,157921,CDM,,,,both,,,1.0000,0.6500,DIMENSION HEALTH PLAN,DIMENSION 2,0.90,,,,,,,0.1700,173.1700,percent of total billed charges,90% of $1.00 in Billed Charges for Rev 275 Proc C1882 = $0.90. Percent of Charge CDM service is reimbursed at a line level and those calculations will not change from person to person.
"AICD, OTHER THAN SING/DUAL",C1882,HCPCS,275,RC,157921,CDM,,,,both,,,1.0000,0.6500,UNITED HEALTHCARE,UNITED HLTH MC HMO,0.31,,,,,,,0.1700,173.1700,percent of total billed charges,31.4% of $1.00 in Billed Charges for Rev 275 Proc C1882 = $0.31. Percent of Charge CDM service is reimbursed at a line level and those calculations will not change from person to person.
"AICD, OTHER THAN SING/DUAL",C1882,HCPCS,275,RC,158648,CDM,,,,both,,,59259.0000,38518.3500,AETNA,AETNA CATASTROPHIC,30222.09,,,,,,,173.1700,59259.0000,percent of total billed charges,"51% of $59,259.00 in Billed Charges for Rev 275 Proc C1882 = $30,222.09. Percent of Charge CDM service is reimbursed at a line level and those calculations will not change from person to person."
"AICD, OTHER THAN SING/DUAL",C1882,HCPCS,275,RC,161167,CDM,,,,both,,,81570.0000,53020.5000,AETNA,AETNA HMO,41600.70,,,,,,,173.1700,81570.0000,percent of total billed charges,"51% of $81,570.00 in Billed Charges for Rev 275 Proc C1882 = $41,600.70. Percent of Charge CDM service is reimbursed at a line level and those calculations will not change from person to person."
"AICD, OTHER THAN SING/DUAL",C1882,HCPCS,275,RC,161167,CDM,,,,both,,,81570.0000,53020.5000,AMERIHEALTH,AMERIHTH CARITAS NXT EX,36706.50,,,,,,,173.1700,81570.0000,percent of total billed charges,"45% of $81,570.00 in Billed Charges for Rev 275 Proc C1882 = $36,706.50. Percent of Charge CDM service is reimbursed at a line level and those calculations will not change from person to person."
"AICD, OTHER THAN SING/DUAL",C1882,HCPCS,275,RC,161167,CDM,,,,both,,,81570.0000,53020.5000,QUALITY HEALTH,MULTIPLAN,73413.00,,,,,,,173.1700,81570.0000,percent of total billed charges,"90% of $81,570.00 in Billed Charges for Rev 275 Proc C1882 = $73,413.00. Percent of Charge CDM service is reimbursed at a line level and those calculations will not change from person to person."
"AICD, OTHER THAN SING/DUAL",C1882,HCPCS,275,RC,171837,CDM,,,,both,,,78029.0000,50718.8500,AFFORDABLE,AFFORDABLE PPO,66324.65,,,,,,,173.1700,78029.0000,percent of total billed charges,"85% of $78,029.00 in Billed Charges for Rev 275 Proc C1882 = $66,324.65. Percent of Charge CDM service is reimbursed at a line level and those calculations will not change from person to person."
"AICD, OTHER THAN SING/DUAL",C1882,HCPCS,275,RC,171837,CDM,,,,both,,,78029.0000,50718.8500,UNITED HEALTHCARE,NHP HMO,46817.40,,,,,,,173.1700,78029.0000,percent of total billed charges,"60% of $78,029.00 in Billed Charges for Rev 275 Proc C1882 = $46,817.40. Percent of Charge CDM service is reimbursed at a line level and those calculations will not change from person to person."
"AICD, OTHER THAN SING/DUAL",C1882,HCPCS,275,RC,174394,CDM,,,,both,,,83519.0000,54287.3500,AVMED,AVMED INDIVIDUAL,33741.68,,,,,,,173.1700,83519.0000,percent of total billed charges,"40.4% of $83,519.00 in Billed Charges for Rev 275 Proc C1882 = $33,741.68. Percent of Charge CDM service is reimbursed at a line level and those calculations will not change from person to person."
"AICD, OTHER THAN SING/DUAL",C1882,HCPCS,275,RC,200004,CDM,,,,both,,,94521.0000,61438.6500,AETNA,AETNA HMO EXCHANGE,35917.98,,,,,,,173.1700,94521.0000,percent of total billed charges,"38% of $94,521.00 in Billed Charges for Rev 275 Proc C1882 = $35,917.98. Percent of Charge CDM service is reimbursed at a line level and those calculations will not change from person to person."
"AICD, OTHER THAN SING/DUAL",C1882,HCPCS,275,RC,209802,CDM,,,,both,,,74124.0000,48180.6000,UNITED HEALTHCARE,INTL UNITED HEALTH,59299.20,,,,,,,173.1700,74124.0000,percent of total billed charges,"80% of $74,124.00 in Billed Charges for Rev 275 Proc C1882 = $59,299.20. Percent of Charge CDM service is reimbursed at a line level and those calculations will not change from person to person."
"AICD, OTHER THAN SING/DUAL",C1882,HCPCS,275,RC,215242,CDM,,,,both,,,92075.0000,59848.7500,QUALITY HEALTH,MULTIPLAN,82867.50,,,,,,,173.1700,92075.0000,percent of total billed charges,"90% of $92,075.00 in Billed Charges for Rev 275 Proc C1882 = $82,867.50. Percent of Charge CDM service is reimbursed at a line level and those calculations will not change from person to person."
"AICD, SINGLE CHAMBER",C1722,HCPCS,275,RC,116688,CDM,,,,both,,,57694.0000,37501.1000,AETNA,AETNA TIER 2,29423.94,,,,,,,173.1700,57694.0000,percent of total billed charges,"51% of $57,694.00 in Billed Charges for Rev 275 Proc C1722 = $29,423.94. Percent of Charge CDM service is reimbursed at a line level and those calculations will not change from person to person."
"AICD, SINGLE CHAMBER",C1722,HCPCS,275,RC,149296,CDM,,,,both,,,39362.0000,25585.3000,BLUE CROSS,BLUE CROSS,25506.58,,,,,,,173.1700,39362.0000,percent of total billed charges,"64.8% of $39,362.00 in Billed Charges for Rev 275 Proc C1722 = $25,506.58. Percent of Charge CDM service is reimbursed at a line level and those calculations will not change from person to person."
"AICD, SINGLE CHAMBER",C1722,HCPCS,275,RC,149296,CDM,,,,both,,,39362.0000,25585.3000,VISTA,COVENTRY MEDICAID,173.17,,,,,,,173.1700,39362.0000,other,Rev 275 Proc C1722 1 Visit at $160.34 per Visit = $160.34... $160.34 at 108% = $173.17 Final Expected The contract rate provided is when this service is billed outpatient.  The inpatient rate for this service is included with the inpatient rate.
"AICD, SINGLE CHAMBER",C1722,HCPCS,275,RC,157890,CDM,,,,both,,,57116.0000,37125.4000,AETNA,AETNA PPO,45692.80,,,,,,,173.1700,57116.0000,percent of total billed charges,"80% of $57,116.00 in Billed Charges for Rev 275 Proc C1722 = $45,692.80. Percent of Charge CDM service is reimbursed at a line level and those calculations will not change from person to person."
"AICD, SINGLE CHAMBER",C1722,HCPCS,275,RC,157890,CDM,,,,both,,,57116.0000,37125.4000,UNITED HEALTHCARE,INTL UNITED HEALTH,45692.80,,,,,,,173.1700,57116.0000,percent of total billed charges,"80% of $57,116.00 in Billed Charges for Rev 275 Proc C1722 = $45,692.80. Percent of Charge CDM service is reimbursed at a line level and those calculations will not change from person to person."
"AICD, SINGLE CHAMBER",C1722,HCPCS,275,RC,157922,CDM,,,,both,,,1.0000,0.6500,DIMENSION HEALTH PLAN,DIMENSION PLUS,0.75,,,,,,,0.1700,173.1700,percent of total billed charges,75% of $1.00 in Billed Charges for Rev 275 Proc C1722 = $0.75. Percent of Charge CDM service is reimbursed at a line level and those calculations will not change from person to person.
"AICD, SINGLE CHAMBER",C1722,HCPCS,275,RC,158647,CDM,,,,both,,,48442.0000,31487.3000,AFFORDABLE,AFFORDABLE PPO,41175.70,,,,,,,173.1700,48442.0000,percent of total billed charges,"85% of $48,442.00 in Billed Charges for Rev 275 Proc C1722 = $41,175.70. Percent of Charge CDM service is reimbursed at a line level and those calculations will not change from person to person."
"AICD, SINGLE CHAMBER",C1722,HCPCS,275,RC,158647,CDM,,,,both,,,48442.0000,31487.3000,UNITED HEALTHCARE,UNITED HLTH MC HMO,15210.79,,,,,,,173.1700,48442.0000,percent of total billed charges,"31.4% of $48,442.00 in Billed Charges for Rev 275 Proc C1722 = $15,210.79. Percent of Charge CDM service is reimbursed at a line level and those calculations will not change from person to person."
"AICD, SINGLE CHAMBER",C1722,HCPCS,275,RC,159434,CDM,,,,both,,,60449.0000,39291.8500,AMERIHEALTH,AMERIHTH CARITAS NXT EX,27202.05,,,,,,,173.1700,60449.0000,percent of total billed charges,"45% of $60,449.00 in Billed Charges for Rev 275 Proc C1722 = $27,202.05. Percent of Charge CDM service is reimbursed at a line level and those calculations will not change from person to person."
"AICD, SINGLE CHAMBER",C1722,HCPCS,275,RC,160647,CDM,,,,both,,,99684.0000,64794.6000,UNITED HEALTHCARE,UNITED HMO,59810.40,,,,,,,173.1700,99684.0000,percent of total billed charges,"60% of $99,684.00 in Billed Charges for Rev 275 Proc C1722 = $59,810.40. Percent of Charge CDM service is reimbursed at a line level and those calculations will not change from person to person."
"AICD, SINGLE CHAMBER",C1722,HCPCS,275,RC,189114,CDM,,,,both,,,44659.0000,29028.3500,CIGNA,CIGNA HMO,25902.22,,,,,,,173.1700,44659.0000,percent of total billed charges,"58% of $44,659.00 in Billed Charges for Rev 275 Proc C1722 = $25,902.22. Percent of Charge CDM service is reimbursed at a line level and those calculations will not change from person to person."
"AICD, SINGLE CHAMBER",C1722,HCPCS,275,RC,196799,CDM,,,,both,,,58601.0000,38090.6500,AFFORDABLE,AFFORDABLE PPO,49810.85,,,,,,,173.1700,58601.0000,percent of total billed charges,"85% of $58,601.00 in Billed Charges for Rev 275 Proc C1722 = $49,810.85. Percent of Charge CDM service is reimbursed at a line level and those calculations will not change from person to person."
"AICD, SINGLE CHAMBER",C1722,HCPCS,275,RC,196799,CDM,,,,both,,,58601.0000,38090.6500,BLUE CROSS,BCBS NETWORKBLUE,35160.60,,,,,,,173.1700,58601.0000,percent of total billed charges,"60% of $58,601.00 in Billed Charges for Rev 275 Proc C1722 = $35,160.60. Percent of Charge CDM service is reimbursed at a line level and those calculations will not change from person to person."
"AICD, SINGLE CHAMBER",C1722,HCPCS,275,RC,196799,CDM,,,,both,,,58601.0000,38090.6500,UNITED HEALTHCARE,UNITED PPO,46880.80,,,,,,,173.1700,58601.0000,percent of total billed charges,"80% of $58,601.00 in Billed Charges for Rev 275 Proc C1722 = $46,880.80. Percent of Charge CDM service is reimbursed at a line level and those calculations will not change from person to person."
"AICD, SINGLE CHAMBER",C1722,HCPCS,275,RC,198311,CDM,,,,both,,,51804.0000,33672.6000,AETNA,AETNA PPO,41443.20,,,,,,,173.1700,51804.0000,percent of total billed charges,"80% of $51,804.00 in Billed Charges for Rev 275 Proc C1722 = $41,443.20. Percent of Charge CDM service is reimbursed at a line level and those calculations will not change from person to person."
"AICD, SINGLE CHAMBER",C1722,HCPCS,275,RC,199995,CDM,,,,both,,,61293.0000,39840.4500,BLUE CROSS,BLUE CROSS,39717.86,,,,,,,173.1700,61293.0000,percent of total billed charges,"64.8% of $61,293.00 in Billed Charges for Rev 275 Proc C1722 = $39,717.86. Percent of Charge CDM service is reimbursed at a line level and those calculations will not change from person to person."
"AICD, SINGLE CHAMBER",C1722,HCPCS,275,RC,199995,CDM,,,,both,,,61293.0000,39840.4500,UNITED HEALTHCARE,UNITED INDIVIDUAL EXCHANGE,61293.00,,,,,,,173.1700,61293.0000,percent of total billed charges,"100% of $61,293.00 in Billed Charges for Rev 275 Proc C1722 = $61,293.00. Percent of Charge CDM service is reimbursed at a line level and those calculations will not change from person to person."
"ANCHOR/SCREW BN/BN,TIS/BN",C1713,HCPCS,278,RC,101592,CDM,,,,both,,,1768.0000,1149.2000,VISTA,COVENTRY MEDICAID,173.17,,,,,,,173.1700,1768.0000,other,Rev 278 Proc C1713 1 Visit at $160.34 per Visit = $160.34... $160.34 at 108% = $173.17 Final Expected The contract rate provided is when this service is billed outpatient.  The inpatient rate for this service is included with the inpatient rate.
"ANCHOR/SCREW BN/BN,TIS/BN",C1713,HCPCS,278,RC,101592,CDM,,,Q1,both,,,1768.0000,1149.2000,VISTA,COVENTRY MEDICAID,173.17,,,,,,,173.1700,1768.0000,other,Rev 278 Proc C1713 Mod Q1 1 Visit at $160.34 per Visit = $160.34... $160.34 at 108% = $173.17 Final Expected The contract rate provided is when this service is billed outpatient.  The inpatient rate for this service is included with the inpatient rate.
"ANCHOR/SCREW BN/BN,TIS/BN",C1713,HCPCS,278,RC,101593,CDM,,,ER,both,,,1652.0000,1073.8000,AMERIHEALTH,AMERIHTH CARITAS NXT EX,743.40,,,,,,,173.1700,1652.0000,percent of total billed charges,"45% of $1,652.00 in Billed Charges for Rev 278 Proc C1713 Mod ER = $743.40. Percent of Charge CDM service is reimbursed at a line level and those calculations will not change from person to person."
"ANCHOR/SCREW BN/BN,TIS/BN",C1713,HCPCS,278,RC,101593,CDM,,,Q1,both,,,1652.0000,1073.8000,AETNA,AETNA HMO EXCHANGE,627.76,,,,,,,173.1700,1652.0000,percent of total billed charges,"38% of $1,652.00 in Billed Charges for Rev 278 Proc C1713 Mod Q1 = $627.76. Percent of Charge CDM service is reimbursed at a line level and those calculations will not change from person to person."
"ANCHOR/SCREW BN/BN,TIS/BN",C1713,HCPCS,278,RC,101593,CDM,,,Q1,both,,,1652.0000,1073.8000,AVMED,AVMED ENTRUST,586.46,,,,,,,173.1700,1652.0000,percent of total billed charges,"35.5% of $1,652.00 in Billed Charges for Rev 278 Proc C1713 Mod Q1 = $586.46. Percent of Charge CDM service is reimbursed at a line level and those calculations will not change from person to person."
"ANCHOR/SCREW BN/BN,TIS/BN",C1713,HCPCS,278,RC,101632,CDM,,,Q1,both,,,1451.0000,943.1500,CIGNA,CIGNA CONNECT NETWORK EXCHANGE,551.38,,,,,,,173.1700,1451.0000,percent of total billed charges,"38% of $1,451.00 in Billed Charges for Rev 278 Proc C1713 Mod Q1 = $551.38. Percent of Charge CDM service is reimbursed at a line level and those calculations will not change from person to person."
"ANCHOR/SCREW BN/BN,TIS/BN",C1713,HCPCS,278,RC,101632,CDM,,,Q1,both,,,1451.0000,943.1500,VISTA,COVENTRY MEDICAID,173.17,,,,,,,173.1700,1451.0000,other,Rev 278 Proc C1713 Mod Q1 1 Visit at $160.34 per Visit = $160.34... $160.34 at 108% = $173.17 Final Expected The contract rate provided is when this service is billed outpatient.  The inpatient rate for this service is included with the inpatient rate.
"ANCHOR/SCREW BN/BN,TIS/BN",C1713,HCPCS,278,RC,101648,CDM,,,,both,,,8635.0000,5612.7500,AETNA,AETNA PPO,6908.00,,,,,,,173.1700,8635.0000,percent of total billed charges,"80% of $8,635.00 in Billed Charges for Rev 278 Proc C1713 = $6,908.00. Percent of Charge CDM service is reimbursed at a line level and those calculations will not change from person to person."
"ANCHOR/SCREW BN/BN,TIS/BN",C1713,HCPCS,278,RC,101648,CDM,,,ER,both,,,8635.0000,5612.7500,BLUE CROSS,BLUE CROSS,5595.48,,,,,,,173.1700,8635.0000,percent of total billed charges,"64.8% of $8,635.00 in Billed Charges for Rev 278 Proc C1713 Mod ER = $5,595.48. Percent of Charge CDM service is reimbursed at a line level and those calculations will not change from person to person."
"ANCHOR/SCREW BN/BN,TIS/BN",C1713,HCPCS,278,RC,101658,CDM,,,Q1,both,,,18270.0000,11875.5000,AETNA,AETNA HMO,9317.70,,,,,,,173.1700,18270.0000,percent of total billed charges,"51% of $18,270.00 in Billed Charges for Rev 278 Proc C1713 Mod Q1 = $9,317.70. Percent of Charge CDM service is reimbursed at a line level and those calculations will not change from person to person."
"ANCHOR/SCREW BN/BN,TIS/BN",C1713,HCPCS,278,RC,105368,CDM,,,,both,,,504.0000,327.6000,INTERNATIONAL,INTERNATIONAL AETNA,327.60,,,,,,,87.1900,504.0000,percent of total billed charges,65% of $504.00 in Billed Charges for Rev 278 Proc C1713 = $327.60. Percent of Charge CDM service is reimbursed at a line level and those calculations will not change from person to person.
"ANCHOR/SCREW BN/BN,TIS/BN",C1713,HCPCS,278,RC,105368,CDM,,,,both,,,504.0000,327.6000,VISTA,COVENTRY MEDICAID,173.17,,,,,,,87.1900,504.0000,other,Rev 278 Proc C1713 1 Visit at $160.34 per Visit = $160.34... $160.34 at 108% = $173.17 Final Expected The contract rate provided is when this service is billed outpatient.  The inpatient rate for this service is included with the inpatient rate.
"ANCHOR/SCREW BN/BN,TIS/BN",C1713,HCPCS,278,RC,105384,CDM,,,,both,,,321.0000,208.6500,AVMED,AVMED ENTRUST,113.96,,,,,,,55.5300,321.0000,percent of total billed charges,35.5% of $321.00 in Billed Charges for Rev 278 Proc C1713 = $113.96. Percent of Charge CDM service is reimbursed at a line level and those calculations will not change from person to person.
"ANCHOR/SCREW BN/BN,TIS/BN",C1713,HCPCS,278,RC,105385,CDM,,,,both,,,5181.0000,3367.6500,DIMENSION HEALTH PLAN,DIMENSION PLUS,3885.75,,,,,,,173.1700,5181.0000,percent of total billed charges,"75% of $5,181.00 in Billed Charges for Rev 278 Proc C1713 = $3,885.75. Percent of Charge CDM service is reimbursed at a line level and those calculations will not change from person to person."
"ANCHOR/SCREW BN/BN,TIS/BN",C1713,HCPCS,278,RC,105385,CDM,,,,both,,,5181.0000,3367.6500,QUALITY HEALTH,MULTIPLAN,4662.90,,,,,,,173.1700,5181.0000,percent of total billed charges,"90% of $5,181.00 in Billed Charges for Rev 278 Proc C1713 = $4,662.90. Percent of Charge CDM service is reimbursed at a line level and those calculations will not change from person to person."
"ANCHOR/SCREW BN/BN,TIS/BN",C1713,HCPCS,278,RC,108143,CDM,,,Q1,both,,,1677.0000,1090.0500,CIGNA,CIGNA HMO,972.66,,,,,,,173.1700,1677.0000,percent of total billed charges,"58% of $1,677.00 in Billed Charges for Rev 278 Proc C1713 Mod Q1 = $972.66. Percent of Charge CDM service is reimbursed at a line level and those calculations will not change from person to person."
