"ADAPT/EXT, PACING/NEURO LEAD",C1883,HCPCS,278,RC,173980,CDM,,,,both,,,10302.0000,6696.3000,AFFORDABLE,AFFORDABLE PPO,8756.70,,,,,,,173.1700,10302.0000,percent of total billed charges,"85% of $10,302.00 in Billed Charges for Rev 278 Proc C1883 = $8,756.70. Percent of Charge CDM service is reimbursed at a line level and those calculations will not change from person to person."
"ADAPT/EXT, PACING/NEURO LEAD",C1883,HCPCS,278,RC,173980,CDM,,,,both,,,10302.0000,6696.3000,AVMED,AVMED HMO,4265.03,,,,,,,173.1700,10302.0000,percent of total billed charges,"41.4% of $10,302.00 in Billed Charges for Rev 278 Proc C1883 = $4,265.03. Percent of Charge CDM service is reimbursed at a line level and those calculations will not change from person to person."
"ADAPT/EXT, PACING/NEURO LEAD",C1883,HCPCS,278,RC,173980,CDM,,,,both,,,10302.0000,6696.3000,DIMENSION HEALTH PLAN,DIMENSION 2,9271.80,,,,,,,173.1700,10302.0000,percent of total billed charges,"90% of $10,302.00 in Billed Charges for Rev 278 Proc C1883 = $9,271.80. Percent of Charge CDM service is reimbursed at a line level and those calculations will not change from person to person."
"ADAPT/EXT, PACING/NEURO LEAD",C1883,HCPCS,278,RC,197351,CDM,,,,both,,,2650.0000,1722.5000,CIGNA,CIGNA HMO,1537.00,,,,,,,173.1700,2650.0000,percent of total billed charges,"58% of $2,650.00 in Billed Charges for Rev 278 Proc C1883 = $1,537.00. Percent of Charge CDM service is reimbursed at a line level and those calculations will not change from person to person."
"ADAPT/EXT, PACING/NEURO LEAD",C1883,HCPCS,278,RC,197351,CDM,,,,both,,,2650.0000,1722.5000,UNITED HEALTHCARE,NHP HMO,1590.00,,,,,,,173.1700,2650.0000,percent of total billed charges,"60% of $2,650.00 in Billed Charges for Rev 278 Proc C1883 = $1,590.00. Percent of Charge CDM service is reimbursed at a line level and those calculations will not change from person to person."
"ADAPT/EXT, PACING/NEURO LEAD",C1883,HCPCS,278,RC,211552,CDM,,,,both,,,10388.0000,6752.2000,AETNA,AETNA HMO,5297.88,,,,,,,173.1700,10388.0000,percent of total billed charges,"51% of $10,388.00 in Billed Charges for Rev 278 Proc C1883 = $5,297.88. Percent of Charge CDM service is reimbursed at a line level and those calculations will not change from person to person."
"ADAPT/EXT, PACING/NEURO LEAD",C1883,HCPCS,278,RC,211553,CDM,,,,both,,,13139.0000,8540.3500,BLUE CROSS,BCBS NETWORKBLUE,7883.40,,,,,,,173.1700,13139.0000,percent of total billed charges,"60% of $13,139.00 in Billed Charges for Rev 278 Proc C1883 = $7,883.40. Percent of Charge CDM service is reimbursed at a line level and those calculations will not change from person to person."
"ADAPT/EXT, PACING/NEURO LEAD",C1883,HCPCS,278,RC,211553,CDM,,,,both,,,13139.0000,8540.3500,DIMENSION HEALTH PLAN,DIMENSION HEALTH PLANS,11825.10,,,,,,,173.1700,13139.0000,percent of total billed charges,"90% of $13,139.00 in Billed Charges for Rev 278 Proc C1883 = $11,825.10. Percent of Charge CDM service is reimbursed at a line level and those calculations will not change from person to person."
"AICD, DUAL CHAMBER",C1721,HCPCS,275,RC,116589,CDM,,,,both,,,66175.0000,43013.7500,DIMENSION HEALTH PLAN,DIMENSION 2,59557.50,,,,,,,173.1700,66175.0000,percent of total billed charges,"90% of $66,175.00 in Billed Charges for Rev 275 Proc C1721 = $59,557.50. Percent of Charge CDM service is reimbursed at a line level and those calculations will not change from person to person."
"AICD, DUAL CHAMBER",C1721,HCPCS,275,RC,149280,CDM,,,,both,,,51038.0000,33174.7000,QUALITY HEALTH,MULTIPLAN,45934.20,,,,,,,173.1700,51038.0000,percent of total billed charges,"90% of $51,038.00 in Billed Charges for Rev 275 Proc C1721 = $45,934.20. Percent of Charge CDM service is reimbursed at a line level and those calculations will not change from person to person."
"AICD, DUAL CHAMBER",C1721,HCPCS,275,RC,151713,CDM,,,,both,,,80652.0000,52423.8000,DIMENSION HEALTH PLAN,DIMENSION PLUS,60489.00,,,,,,,173.1700,80652.0000,percent of total billed charges,"75% of $80,652.00 in Billed Charges for Rev 275 Proc C1721 = $60,489.00. Percent of Charge CDM service is reimbursed at a line level and those calculations will not change from person to person."
"AICD, DUAL CHAMBER",C1721,HCPCS,275,RC,151807,CDM,,,,both,,,26758.0000,17392.7000,UNITED HEALTHCARE,INTL UNITED HEALTH,21406.40,,,,,,,173.1700,26758.0000,percent of total billed charges,"80% of $26,758.00 in Billed Charges for Rev 275 Proc C1721 = $21,406.40. Percent of Charge CDM service is reimbursed at a line level and those calculations will not change from person to person."
"AICD, DUAL CHAMBER",C1721,HCPCS,275,RC,157907,CDM,,,,both,,,1.0000,0.6500,AETNA,AETNA CATASTROPHIC,0.51,,,,,,,0.1700,173.1700,percent of total billed charges,51% of $1.00 in Billed Charges for Rev 275 Proc C1721 = $0.51. Percent of Charge CDM service is reimbursed at a line level and those calculations will not change from person to person.
"AICD, DUAL CHAMBER",C1721,HCPCS,275,RC,157907,CDM,,,,both,,,1.0000,0.6500,AETNA,AETNA HMO EXCHANGE,0.38,,,,,,,0.1700,173.1700,percent of total billed charges,38% of $1.00 in Billed Charges for Rev 275 Proc C1721 = $0.38. Percent of Charge CDM service is reimbursed at a line level and those calculations will not change from person to person.
