"ADAPT/EXT, PACING/NEURO LEAD",C1883,HCPCS,278,RC,173980,CDM,,,,both,,,10302.0000,6696.3000,NON CONTRACTED,OSCAR HEALTH EXCHANGE,3780.83,,,,,,,173.1700,10302.0000,percent of total billed charges,"36.7% of $10,302.00 in Billed Charges for Rev 278 Proc C1883 = $3,780.83. Percent of Charge CDM service is reimbursed at a line level and those calculations will not change from person to person."
"ADAPT/EXT, PACING/NEURO LEAD",C1883,HCPCS,278,RC,205842,CDM,,,,both,,,9349.0000,6076.8500,AETNA,AETNA CATASTROPHIC,4767.99,,,,,,,173.1700,9349.0000,percent of total billed charges,"51% of $9,349.00 in Billed Charges for Rev 278 Proc C1883 = $4,767.99. Percent of Charge CDM service is reimbursed at a line level and those calculations will not change from person to person."
"ADAPT/EXT, PACING/NEURO LEAD",C1883,HCPCS,278,RC,205842,CDM,,,,both,,,9349.0000,6076.8500,AVMED,AVMED ENTRUST,3318.90,,,,,,,173.1700,9349.0000,percent of total billed charges,"35.5% of $9,349.00 in Billed Charges for Rev 278 Proc C1883 = $3,318.90. Percent of Charge CDM service is reimbursed at a line level and those calculations will not change from person to person."
"ADAPT/EXT, PACING/NEURO LEAD",C1883,HCPCS,278,RC,205842,CDM,,,,both,,,9349.0000,6076.8500,INTERNATIONAL,INTERNATIONAL AETNA,6076.85,,,,,,,173.1700,9349.0000,percent of total billed charges,"65% of $9,349.00 in Billed Charges for Rev 278 Proc C1883 = $6,076.85. Percent of Charge CDM service is reimbursed at a line level and those calculations will not change from person to person."
"ADAPT/EXT, PACING/NEURO LEAD",C1883,HCPCS,278,RC,211552,CDM,,,,both,,,10388.0000,6752.2000,UNITED HEALTHCARE,NHP HMO,6232.80,,,,,,,173.1700,10388.0000,percent of total billed charges,"60% of $10,388.00 in Billed Charges for Rev 278 Proc C1883 = $6,232.80. Percent of Charge CDM service is reimbursed at a line level and those calculations will not change from person to person."
"ADAPT/EXT, PACING/NEURO LEAD",C1883,HCPCS,278,RC,211552,CDM,,,,both,,,10388.0000,6752.2000,UNITED HEALTHCARE,UNITED INDIVIDUAL EXCHANGE,10388.00,,,,,,,173.1700,10388.0000,percent of total billed charges,"100% of $10,388.00 in Billed Charges for Rev 278 Proc C1883 = $10,388.00. Percent of Charge CDM service is reimbursed at a line level and those calculations will not change from person to person."
"ADAPT/EXT, PACING/NEURO LEAD",C1883,HCPCS,278,RC,211552,CDM,,,,both,,,10388.0000,6752.2000,VISTA,COVENTRY MEDICAID,173.17,,,,,,,173.1700,10388.0000,other,Rev 278 Proc C1883 1 Visit at $160.34 per Visit = $160.34... $160.34 at 108% = $173.17 Final Expected The contract rate provided is when this service is billed outpatient.  The inpatient rate for this service is included with the inpatient rate.
"AICD, DUAL CHAMBER",C1721,HCPCS,275,RC,116567,CDM,,,,both,,,65434.0000,42532.1000,AETNA,AETNA HMO,33371.34,,,,,,,173.1700,65434.0000,percent of total billed charges,"51% of $65,434.00 in Billed Charges for Rev 275 Proc C1721 = $33,371.34. Percent of Charge CDM service is reimbursed at a line level and those calculations will not change from person to person."
"AICD, DUAL CHAMBER",C1721,HCPCS,275,RC,116569,CDM,,,,both,,,64738.0000,42079.7000,INTERNATIONAL,INTERNATIONAL AETNA,42079.70,,,,,,,173.1700,64738.0000,percent of total billed charges,"65% of $64,738.00 in Billed Charges for Rev 275 Proc C1721 = $42,079.70. Percent of Charge CDM service is reimbursed at a line level and those calculations will not change from person to person."
"AICD, DUAL CHAMBER",C1721,HCPCS,275,RC,116589,CDM,,,,both,,,66175.0000,43013.7500,BLUE CROSS,BCBS FL SIMPLYBLUE HMO,29117.00,,,,,,,173.1700,66175.0000,percent of total billed charges,"44% of $66,175.00 in Billed Charges for Rev 275 Proc C1721 = $29,117.00. Percent of Charge CDM service is reimbursed at a line level and those calculations will not change from person to person."
