"ADAPT/EXT, PACING/NEURO LEAD",C1883,HCPCS,278,RC,211552,CDM,,,,both,,,10388.0000,6752.2000,CIGNA,CIGNA HMO,6025.04,,,,,,,173.1700,10388.0000,percent of total billed charges,"58% of $10,388.00 in Billed Charges for Rev 278 Proc C1883 = $6,025.04. Percent of Charge CDM service is reimbursed at a line level and those calculations will not change from person to person."
"ADAPT/EXT, PACING/NEURO LEAD",C1883,HCPCS,278,RC,211552,CDM,,,,both,,,10388.0000,6752.2000,DIMENSION HEALTH PLAN,DIMENSION PLUS,7791.00,,,,,,,173.1700,10388.0000,percent of total billed charges,"75% of $10,388.00 in Billed Charges for Rev 278 Proc C1883 = $7,791.00. Percent of Charge CDM service is reimbursed at a line level and those calculations will not change from person to person."
"AICD, DUAL CHAMBER",C1721,HCPCS,275,RC,116567,CDM,,,,both,,,65434.0000,42532.1000,BLUE CROSS,BCBS NETWORKBLUE,39260.40,,,,,,,173.1700,65434.0000,percent of total billed charges,"60% of $65,434.00 in Billed Charges for Rev 275 Proc C1721 = $39,260.40. Percent of Charge CDM service is reimbursed at a line level and those calculations will not change from person to person."
"AICD, DUAL CHAMBER",C1721,HCPCS,275,RC,116569,CDM,,,,both,,,64738.0000,42079.7000,CIGNA,CIGNA PPO,51790.40,,,,,,,173.1700,64738.0000,percent of total billed charges,"80% of $64,738.00 in Billed Charges for Rev 275 Proc C1721 = $51,790.40. Percent of Charge CDM service is reimbursed at a line level and those calculations will not change from person to person."
"AICD, DUAL CHAMBER",C1721,HCPCS,275,RC,116589,CDM,,,,both,,,66175.0000,43013.7500,AVMED,AVMED PPO,32558.10,,,,,,,173.1700,66175.0000,percent of total billed charges,"49.2% of $66,175.00 in Billed Charges for Rev 275 Proc C1721 = $32,558.10. Percent of Charge CDM service is reimbursed at a line level and those calculations will not change from person to person."
"AICD, DUAL CHAMBER",C1721,HCPCS,275,RC,116589,CDM,,,,both,,,66175.0000,43013.7500,UNITED HEALTHCARE,UNITED INDIVIDUAL EXCHANGE,66175.00,,,,,,,173.1700,66175.0000,percent of total billed charges,"100% of $66,175.00 in Billed Charges for Rev 275 Proc C1721 = $66,175.00. Percent of Charge CDM service is reimbursed at a line level and those calculations will not change from person to person."
"AICD, DUAL CHAMBER",C1721,HCPCS,275,RC,149280,CDM,,,,both,,,51038.0000,33174.7000,DIMENSION HEALTH PLAN,DIMENSION PLUS,38278.50,,,,,,,173.1700,51038.0000,percent of total billed charges,"75% of $51,038.00 in Billed Charges for Rev 275 Proc C1721 = $38,278.50. Percent of Charge CDM service is reimbursed at a line level and those calculations will not change from person to person."
"AICD, DUAL CHAMBER",C1721,HCPCS,275,RC,149284,CDM,,,,both,,,44986.0000,29240.9000,DIMENSION HEALTH PLAN,DIMENSION 2,40487.40,,,,,,,173.1700,44986.0000,percent of total billed charges,"90% of $44,986.00 in Billed Charges for Rev 275 Proc C1721 = $40,487.40. Percent of Charge CDM service is reimbursed at a line level and those calculations will not change from person to person."
"AICD, DUAL CHAMBER",C1721,HCPCS,275,RC,151713,CDM,,,,both,,,80652.0000,52423.8000,VISTA,COVENTRY MEDICAID,173.17,,,,,,,173.1700,80652.0000,other,Rev 275 Proc C1721 1 Visit at $160.34 per Visit = $160.34... $160.34 at 108% = $173.17 Final Expected The contract rate provided is when this service is billed outpatient.  The inpatient rate for this service is included with the inpatient rate.
"AICD, DUAL CHAMBER",C1721,HCPCS,275,RC,151794,CDM,,,,both,,,48283.0000,31383.9500,AETNA,AETNA TIER 2,24624.33,,,,,,,173.1700,48283.0000,percent of total billed charges,"51% of $48,283.00 in Billed Charges for Rev 275 Proc C1721 = $24,624.33. Percent of Charge CDM service is reimbursed at a line level and those calculations will not change from person to person."
"AICD, DUAL CHAMBER",C1721,HCPCS,275,RC,151807,CDM,,,,both,,,26758.0000,17392.7000,DIMENSION HEALTH PLAN,DIMENSION 2,24082.20,,,,,,,173.1700,26758.0000,percent of total billed charges,"90% of $26,758.00 in Billed Charges for Rev 275 Proc C1721 = $24,082.20. Percent of Charge CDM service is reimbursed at a line level and those calculations will not change from person to person."
"AICD, DUAL CHAMBER",C1721,HCPCS,275,RC,157907,CDM,,,,both,,,1.0000,0.6500,AVMED,AVMED ENTRUST,0.36,,,,,,,0.1700,173.1700,percent of total billed charges,35.5% of $1.00 in Billed Charges for Rev 275 Proc C1721 = $0.36. Percent of Charge CDM service is reimbursed at a line level and those calculations will not change from person to person.
"AICD, DUAL CHAMBER",C1721,HCPCS,275,RC,157907,CDM,,,,both,,,1.0000,0.6500,PHCS,PHCS,0.90,,,,,,,0.1700,173.1700,percent of total billed charges,90% of $1.00 in Billed Charges for Rev 275 Proc C1721 = $0.90. Percent of Charge CDM service is reimbursed at a line level and those calculations will not change from person to person.
"AICD, DUAL CHAMBER",C1721,HCPCS,275,RC,158643,CDM,,,,both,,,53543.0000,34802.9500,BLUE CROSS,MY BLUE EX,9262.94,,,,,,,173.1700,53543.0000,percent of total billed charges,"17.3% of $53,543.00 in Billed Charges for Rev 275 Proc C1721 = $9,262.94. Percent of Charge CDM service is reimbursed at a line level and those calculations will not change from person to person."
"AICD, DUAL CHAMBER",C1721,HCPCS,275,RC,160973,CDM,,,,both,,,67095.0000,43611.7500,CIGNA,CIGNA HMO,38915.10,,,,,,,173.1700,67095.0000,percent of total billed charges,"58% of $67,095.00 in Billed Charges for Rev 275 Proc C1721 = $38,915.10. Percent of Charge CDM service is reimbursed at a line level and those calculations will not change from person to person."
"AICD, DUAL CHAMBER",C1721,HCPCS,275,RC,160973,CDM,,,,both,,,67095.0000,43611.7500,CIGNA,CIGNA PPO,53676.00,,,,,,,173.1700,67095.0000,percent of total billed charges,"80% of $67,095.00 in Billed Charges for Rev 275 Proc C1721 = $53,676.00. Percent of Charge CDM service is reimbursed at a line level and those calculations will not change from person to person."
"AICD, DUAL CHAMBER",C1721,HCPCS,275,RC,160973,CDM,,,,both,,,67095.0000,43611.7500,UNITED HEALTHCARE,NHP HMO,40257.00,,,,,,,173.1700,67095.0000,percent of total billed charges,"60% of $67,095.00 in Billed Charges for Rev 275 Proc C1721 = $40,257.00. Percent of Charge CDM service is reimbursed at a line level and those calculations will not change from person to person."
"AICD, DUAL CHAMBER",C1721,HCPCS,275,RC,174400,CDM,,,,both,,,61830.0000,40189.5000,AMERIHEALTH,AMERIHTH CARITAS NXT EX,27823.50,,,,,,,173.1700,61830.0000,percent of total billed charges,"45% of $61,830.00 in Billed Charges for Rev 275 Proc C1721 = $27,823.50. Percent of Charge CDM service is reimbursed at a line level and those calculations will not change from person to person."
"AICD, DUAL CHAMBER",C1721,HCPCS,275,RC,177366,CDM,,,,both,,,64079.0000,41651.3500,BLUE CROSS,BLUE CARE HMO,38447.40,,,,,,,173.1700,64079.0000,percent of total billed charges,"60% of $64,079.00 in Billed Charges for Rev 275 Proc C1721 = $38,447.40. Percent of Charge CDM service is reimbursed at a line level and those calculations will not change from person to person."
"AICD, DUAL CHAMBER",C1721,HCPCS,275,RC,177366,CDM,,,,both,,,64079.0000,41651.3500,QUALITY HEALTH,MULTIPLAN,57671.10,,,,,,,173.1700,64079.0000,percent of total billed charges,"90% of $64,079.00 in Billed Charges for Rev 275 Proc C1721 = $57,671.10. Percent of Charge CDM service is reimbursed at a line level and those calculations will not change from person to person."
"AICD, DUAL CHAMBER",C1721,HCPCS,275,RC,177368,CDM,,,,both,,,57116.0000,37125.4000,CIGNA,CIGNA PPO,45692.80,,,,,,,173.1700,57116.0000,percent of total billed charges,"80% of $57,116.00 in Billed Charges for Rev 275 Proc C1721 = $45,692.80. Percent of Charge CDM service is reimbursed at a line level and those calculations will not change from person to person."
"AICD, DUAL CHAMBER",C1721,HCPCS,275,RC,196794,CDM,,,,both,,,63900.0000,41535.0000,CIGNA,CIGNA HMO,37062.00,,,,,,,173.1700,63900.0000,percent of total billed charges,"58% of $63,900.00 in Billed Charges for Rev 275 Proc C1721 = $37,062.00. Percent of Charge CDM service is reimbursed at a line level and those calculations will not change from person to person."
"AICD, DUAL CHAMBER",C1721,HCPCS,275,RC,198308,CDM,,,,both,,,59204.0000,38482.6000,AETNA,AETNA HMO EXCHANGE,22497.52,,,,,,,173.1700,59204.0000,percent of total billed charges,"38% of $59,204.00 in Billed Charges for Rev 275 Proc C1721 = $22,497.52. Percent of Charge CDM service is reimbursed at a line level and those calculations will not change from person to person."
