"ADAPT/EXT, PACING/NEURO LEAD",C1883,HCPCS,278,RC,173980,CDM,,,,both,,,10302.0000,6696.3000,AETNA,AETNA TIER 2,5254.02,,,,,,,173.1700,10302.0000,percent of total billed charges,"51% of $10,302.00 in Billed Charges for Rev 278 Proc C1883 = $5,254.02. Percent of Charge CDM service is reimbursed at a line level and those calculations will not change from person to person."
"ADAPT/EXT, PACING/NEURO LEAD",C1883,HCPCS,278,RC,173980,CDM,,,,both,,,10302.0000,6696.3000,BLUE CROSS,BLUE SELECT,4326.84,,,,,,,173.1700,10302.0000,percent of total billed charges,"42% of $10,302.00 in Billed Charges for Rev 278 Proc C1883 = $4,326.84. Percent of Charge CDM service is reimbursed at a line level and those calculations will not change from person to person."
"ADAPT/EXT, PACING/NEURO LEAD",C1883,HCPCS,278,RC,197351,CDM,,,,both,,,2650.0000,1722.5000,AVMED,AVMED HMO,1097.10,,,,,,,173.1700,2650.0000,percent of total billed charges,"41.4% of $2,650.00 in Billed Charges for Rev 278 Proc C1883 = $1,097.10. Percent of Charge CDM service is reimbursed at a line level and those calculations will not change from person to person."
"ADAPT/EXT, PACING/NEURO LEAD",C1883,HCPCS,278,RC,211553,CDM,,,,both,,,13139.0000,8540.3500,AVMED,AVMED PPO,6464.39,,,,,,,173.1700,13139.0000,percent of total billed charges,"49.2% of $13,139.00 in Billed Charges for Rev 278 Proc C1883 = $6,464.39. Percent of Charge CDM service is reimbursed at a line level and those calculations will not change from person to person."
"AICD, DUAL CHAMBER",C1721,HCPCS,275,RC,116567,CDM,,,,both,,,65434.0000,42532.1000,CIGNA,CIGNA PPO,52347.20,,,,,,,173.1700,65434.0000,percent of total billed charges,"80% of $65,434.00 in Billed Charges for Rev 275 Proc C1721 = $52,347.20. Percent of Charge CDM service is reimbursed at a line level and those calculations will not change from person to person."
"AICD, DUAL CHAMBER",C1721,HCPCS,275,RC,116589,CDM,,,,both,,,66175.0000,43013.7500,UNITED HEALTHCARE,NHP HMO,39705.00,,,,,,,173.1700,66175.0000,percent of total billed charges,"60% of $66,175.00 in Billed Charges for Rev 275 Proc C1721 = $39,705.00. Percent of Charge CDM service is reimbursed at a line level and those calculations will not change from person to person."
"AICD, DUAL CHAMBER",C1721,HCPCS,275,RC,116600,CDM,,,,both,,,62014.0000,40309.1000,CIGNA,CIGNA CONNECT NETWORK EXCHANGE,23565.32,,,,,,,173.1700,62014.0000,percent of total billed charges,"38% of $62,014.00 in Billed Charges for Rev 275 Proc C1721 = $23,565.32. Percent of Charge CDM service is reimbursed at a line level and those calculations will not change from person to person."
"AICD, DUAL CHAMBER",C1721,HCPCS,275,RC,116600,CDM,,,,both,,,62014.0000,40309.1000,CIGNA,CIGNA HMO,35968.12,,,,,,,173.1700,62014.0000,percent of total billed charges,"58% of $62,014.00 in Billed Charges for Rev 275 Proc C1721 = $35,968.12. Percent of Charge CDM service is reimbursed at a line level and those calculations will not change from person to person."
"AICD, DUAL CHAMBER",C1721,HCPCS,275,RC,149280,CDM,,,,both,,,51038.0000,33174.7000,BLUE CROSS,MY BLUE EX,8829.57,,,,,,,173.1700,51038.0000,percent of total billed charges,"17.3% of $51,038.00 in Billed Charges for Rev 275 Proc C1721 = $8,829.57. Percent of Charge CDM service is reimbursed at a line level and those calculations will not change from person to person."
"AICD, DUAL CHAMBER",C1721,HCPCS,275,RC,149284,CDM,,,,both,,,44986.0000,29240.9000,AETNA,AETNA CATASTROPHIC,22942.86,,,,,,,173.1700,44986.0000,percent of total billed charges,"51% of $44,986.00 in Billed Charges for Rev 275 Proc C1721 = $22,942.86. Percent of Charge CDM service is reimbursed at a line level and those calculations will not change from person to person."
