"ADAPT/EXT, PACING/NEURO LEAD",C1883,HCPCS,278,RC,205842,CDM,,,,both,,,9349.0000,6076.8500,DIMENSION HEALTH PLAN,DIMENSION PLUS,7011.75,,,,,,,173.1700,9349.0000,percent of total billed charges,"75% of $9,349.00 in Billed Charges for Rev 278 Proc C1883 = $7,011.75. Percent of Charge CDM service is reimbursed at a line level and those calculations will not change from person to person."
"ADAPT/EXT, PACING/NEURO LEAD",C1883,HCPCS,278,RC,205842,CDM,,,,both,,,9349.0000,6076.8500,UNITED HEALTHCARE,NHP HMO,5609.40,,,,,,,173.1700,9349.0000,percent of total billed charges,"60% of $9,349.00 in Billed Charges for Rev 278 Proc C1883 = $5,609.40. Percent of Charge CDM service is reimbursed at a line level and those calculations will not change from person to person."
"ADAPT/EXT, PACING/NEURO LEAD",C1883,HCPCS,278,RC,211553,CDM,,,,both,,,13139.0000,8540.3500,AVMED,AVMED INDIVIDUAL,5308.16,,,,,,,173.1700,13139.0000,percent of total billed charges,"40.4% of $13,139.00 in Billed Charges for Rev 278 Proc C1883 = $5,308.16. Percent of Charge CDM service is reimbursed at a line level and those calculations will not change from person to person."
"AICD, DUAL CHAMBER",C1721,HCPCS,275,RC,116589,CDM,,,,both,,,66175.0000,43013.7500,AVMED,AVMED ENTRUST,23492.13,,,,,,,173.1700,66175.0000,percent of total billed charges,"35.5% of $66,175.00 in Billed Charges for Rev 275 Proc C1721 = $23,492.13. Percent of Charge CDM service is reimbursed at a line level and those calculations will not change from person to person."
"AICD, DUAL CHAMBER",C1721,HCPCS,275,RC,116589,CDM,,,,both,,,66175.0000,43013.7500,BLUE CROSS,BLUE CROSS,42881.40,,,,,,,173.1700,66175.0000,percent of total billed charges,"64.8% of $66,175.00 in Billed Charges for Rev 275 Proc C1721 = $42,881.40. Percent of Charge CDM service is reimbursed at a line level and those calculations will not change from person to person."
"AICD, DUAL CHAMBER",C1721,HCPCS,275,RC,116589,CDM,,,,both,,,66175.0000,43013.7500,CIGNA,CIGNA PPO,52940.00,,,,,,,173.1700,66175.0000,percent of total billed charges,"80% of $66,175.00 in Billed Charges for Rev 275 Proc C1721 = $52,940.00. Percent of Charge CDM service is reimbursed at a line level and those calculations will not change from person to person."
"AICD, DUAL CHAMBER",C1721,HCPCS,275,RC,116600,CDM,,,,both,,,62014.0000,40309.1000,BLUE CROSS,BCBS FL SIMPLYBLUE HMO,27286.16,,,,,,,173.1700,62014.0000,percent of total billed charges,"44% of $62,014.00 in Billed Charges for Rev 275 Proc C1721 = $27,286.16. Percent of Charge CDM service is reimbursed at a line level and those calculations will not change from person to person."
"AICD, DUAL CHAMBER",C1721,HCPCS,275,RC,116600,CDM,,,,both,,,62014.0000,40309.1000,BLUE CROSS,BLUE CROSS,40185.07,,,,,,,173.1700,62014.0000,percent of total billed charges,"64.8% of $62,014.00 in Billed Charges for Rev 275 Proc C1721 = $40,185.07. Percent of Charge CDM service is reimbursed at a line level and those calculations will not change from person to person."
"AICD, DUAL CHAMBER",C1721,HCPCS,275,RC,116600,CDM,,,,both,,,62014.0000,40309.1000,PHCS,PHCS,55812.60,,,,,,,173.1700,62014.0000,percent of total billed charges,"90% of $62,014.00 in Billed Charges for Rev 275 Proc C1721 = $55,812.60. Percent of Charge CDM service is reimbursed at a line level and those calculations will not change from person to person."
"AICD, DUAL CHAMBER",C1721,HCPCS,275,RC,116600,CDM,,,,both,,,62014.0000,40309.1000,UNITED HEALTHCARE,UNITED HLTH MC HMO,19472.40,,,,,,,173.1700,62014.0000,percent of total billed charges,"31.4% of $62,014.00 in Billed Charges for Rev 275 Proc C1721 = $19,472.40. Percent of Charge CDM service is reimbursed at a line level and those calculations will not change from person to person."
"AICD, DUAL CHAMBER",C1721,HCPCS,275,RC,149280,CDM,,,,both,,,51038.0000,33174.7000,BLUE CROSS,BLUE CROSS,33072.62,,,,,,,173.1700,51038.0000,percent of total billed charges,"64.8% of $51,038.00 in Billed Charges for Rev 275 Proc C1721 = $33,072.62. Percent of Charge CDM service is reimbursed at a line level and those calculations will not change from person to person."
"AICD, DUAL CHAMBER",C1721,HCPCS,275,RC,149284,CDM,,,,both,,,44986.0000,29240.9000,AVMED,AVMED HMO,18624.20,,,,,,,173.1700,44986.0000,percent of total billed charges,"41.4% of $44,986.00 in Billed Charges for Rev 275 Proc C1721 = $18,624.20. Percent of Charge CDM service is reimbursed at a line level and those calculations will not change from person to person."
"AICD, DUAL CHAMBER",C1721,HCPCS,275,RC,151794,CDM,,,,both,,,48283.0000,31383.9500,AVMED,AVMED ENTRUST,17140.47,,,,,,,173.1700,48283.0000,percent of total billed charges,"35.5% of $48,283.00 in Billed Charges for Rev 275 Proc C1721 = $17,140.47. Percent of Charge CDM service is reimbursed at a line level and those calculations will not change from person to person."
"AICD, DUAL CHAMBER",C1721,HCPCS,275,RC,157907,CDM,,,,both,,,1.0000,0.6500,AVMED,AVMED PPO,0.49,,,,,,,0.1700,173.1700,percent of total billed charges,49.2% of $1.00 in Billed Charges for Rev 275 Proc C1721 = $0.49. Percent of Charge CDM service is reimbursed at a line level and those calculations will not change from person to person.
"AICD, DUAL CHAMBER",C1721,HCPCS,275,RC,158643,CDM,,,,both,,,53543.0000,34802.9500,UNITED HEALTHCARE,INTL UNITED HEALTH,42834.40,,,,,,,173.1700,53543.0000,percent of total billed charges,"80% of $53,543.00 in Billed Charges for Rev 275 Proc C1721 = $42,834.40. Percent of Charge CDM service is reimbursed at a line level and those calculations will not change from person to person."
"AICD, DUAL CHAMBER",C1721,HCPCS,275,RC,160973,CDM,,,,both,,,67095.0000,43611.7500,AFFORDABLE,AFFORDABLE PPO,57030.75,,,,,,,173.1700,67095.0000,percent of total billed charges,"85% of $67,095.00 in Billed Charges for Rev 275 Proc C1721 = $57,030.75. Percent of Charge CDM service is reimbursed at a line level and those calculations will not change from person to person."
