"*BANDAGE, COBAN 4""","EplbChSup480","CDM","270","RC","","","","","facility","both","","","","7.48","7.48","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BANDAGE, COBAN 4""","Wilm54480","CDM","270","RC","","","","","facility","both","","","","7.48","7.48","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BANDAGE, ELASTIC 4""","Chrs548","CDM","270","RC","","","","","facility","both","","","","0.66","0.66","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BANDAGE, ELASTIC DOUBLE 6""","Midd3882180","CDM","270","RC","","","","","facility","both","","","","8.97","8.97","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BINDER, ABDOMINAL 12"" 30-45","Wilm542759","CDM","270","RC","","","","","facility","both","","","","33.39","33.39","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIOPATCH DISK STERILE .75 INCH 1.5MM HOLE","Wilm5445432","CDM","270","RC","","","","","facility","both","","","","34.2","34.2","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIOPATCH DISK STERILE 1 INCH 4MM HOLE","CcthChSup42609","CDM","272","RC","","","","","facility","both","","","","34.2","34.2","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIOPATCH DISK STERILE 1 INCH 7MM HOLE","AngiChSup42610","CDM","272","RC","","","","","facility","both","","","","34.2","34.2","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT,  DRILL CANN LARGE 12MM QC/190MM","EplbChSup50925","CDM","272","RC","","","","","facility","both","","","","2912.18","2912.18","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, 4.2X340MM STERILE AO","Chrs5423129","CDM","270","RC","","","","","facility","both","","","","138.67","138.67","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL 1.1X50MM 9MM STOP W/NT 108565","CcthChSup108565","CDM","272","RC","","","","","facility","both","","","","729.83","729.83","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL 1.5X96M","CcthChSup40236","CDM","272","RC","","","","","facility","both","","","","824.82","824.82","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL 1.8X190MM W/DEPTH MARK STRL","AngiWmSup111349","CDM","272","RC","","","","","facility","both","","","","1118.21","1118.21","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL 2.0MM 107721","AngiChSup107721","CDM","272","RC","","","","","facility","both","","","","1722.39","1722.39","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL 2.0X140MM","CcthChSup112084","CDM","272","RC","","","","","facility","both","","","","911.17","911.17","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL 2.5 DIA 180MM STERILE","Chrs5446914","CDM","272","RC","","","","","facility","both","","","","780.15","780.15","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL 2.5MM - 26628","Chrs5426628","CDM","270","RC","","","","","facility","both","","","","495.11","495.11","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL 2.5X60MM","CcthChSup57700","CDM","272","RC","","","","","facility","both","","","","1138.53","1138.53","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL 2.5X60MM","Chrs5457700","CDM","272","RC","","","","","facility","both","","","","1138.53","1138.53","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL 3.2MM FOR 4.5 SCREW","CcthChSup105850","CDM","270","RC","","","","","facility","both","","","","2125.54","2125.54","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL 3.2MM FOR 4.5 SCREW","Wilm54105850","CDM","270","RC","","","","","facility","both","","","","2125.54","2125.54","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL 3.2MM QK COUP","CcthChSup6743","CDM","270","RC","","","","","facility","both","","","","396.04","396.04","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL 4.2MM","CcthChSup110247","CDM","272","RC","","","","","facility","both","","","","1693.2","1693.2","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL 4.3MM LONG CALIBRATED","AngiChSup112388","CDM","272","RC","","","","","facility","both","","","","1664.01","1664.01","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL 4.5MM QK COUP","EplbChSup6744","CDM","270","RC","","","","","facility","both","","","","425.81","425.81","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL AO 2.0X105MM SCALED","AngiChSup118676","CDM","272","RC","","","","","facility","both","","","","989.99","989.99","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL AO SCALED 2.0X135MM","AngiChSup71548","CDM","272","RC","","","","","facility","both","","","","916.66","916.66","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL CANNULATED 11.2MM LRG","AngiWmSup110477","CDM","272","RC","","","","","facility","both","","","","4514.07","4514.07","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL CANNULATED 2.0MM 107885","AngiWmSup107885","CDM","270","RC","","","","","facility","both","","","","1722.39","1722.39","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL CANNULATED 2.7MM FOR QUICK COUPLING","EplbChSup107157","CDM","272","RC","","","","","facility","both","","","","2745.61","2745.61","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL CANNULATED QC 5.0MMX215MM","AngiChSup107476","CDM","272","RC","","","","","facility","both","","","","2709","2709","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL CANNULATED STEPPED 6MM/9MM","CcthChSup69304","CDM","272","RC","","","","","facility","both","","","","3004.49","3004.49","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL DEPTH GAUGE 2MM","EplbChSup41236","CDM","272","RC","","","","","facility","both","","","","824.82","824.82","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL DIA 1.7MM","CcthChSup119165","CDM","272","RC","","","","","facility","both","","","","1267.56","1267.56","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL EVOLVE EPS 2.5MM","EplbChSup58122","CDM","270","RC","","","","","facility","both","","","","677.28","677.28","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL FLEXIBLE CANNULATED 12MM","EplbChSup110156","CDM","272","RC","","","","","facility","both","","","","7016.61","7016.61","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL J-LATCH 6MM STOP 1.4X44.5MM","AngiChSup118558","CDM","272","RC","","","","","facility","both","","","","1080.14","1080.14","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL J-LATCH 6MM STOP 1.4X44.5MM","CcthChSup118558","CDM","272","RC","","","","","facility","both","","","","1080.14","1080.14","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL LAG SCREW W/O STOPPER","AngiWmSup109342","CDM","272","RC","","","","","facility","both","","","","3229.92","3229.92","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL MATRIX 1.5MM J-LATCH FOR 03.503.045/047","Chrs5456426","CDM","272","RC","","","","","facility","both","","","","1331.2","1331.2","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL SOLID LONG 5.5MM","AngiChSup106861","CDM","272","RC","","","","","facility","both","","","","948.78","948.78","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL THREE  FLUTE CALIBRATION 5X356X126MM","EplbChSup53833","CDM","272","RC","","","","","facility","both","","","","1444.18","1444.18","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL TWIST J NOTCH 5MM STOP 1.5X50MM","AngiWmSup111031","CDM","272","RC","","","","","facility","both","","","","867.04","867.04","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL W/STOP 3.0X14MM","EplbChSup42864","CDM","272","RC","","","","","facility","both","","","","1021.76","1021.76","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, RINGLOC QUICK CONNECT 3.2X40MM","EplbChSup38790","CDM","272","RC","","","","","facility","both","","","","437.9","437.9","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT,DRILL 2.5MM - 38346","CcthChSup38346","CDM","270","RC","","","","","facility","both","","","","961.27","961.27","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT,DRILL COMPRESSION FT CALIBRATED 2.7M","EplbChSup65900","CDM","272","RC","","","","","facility","both","","","","1233.4","1233.4","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE AND HANDLE, LARYNGOSCOPE DISP MAC 2","EplbChSup75385","CDM","272","RC","","","","","facility","both","","","","54","54","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE, 6"" MODIFIED (INSULATED)","Wilm5495666","CDM","270","RC","","","","","facility","both","","","","45.98","45.98","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE, ACROMIOBLASTER 4.0MM","Chrs54213818","CDM","270","RC","","","","","facility","both","","","","120.8","120.8","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE, DERMATOME - 83244","Wilm5483244","CDM","270","RC","","","","","facility","both","","","","191.16","191.16","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE, DISSECTOR 3.0 AGGRESSIVE","Chrs5472310","CDM","272","RC","","","","","facility","both","","","","227.71","227.71","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE, E-Z 4IN EXTENDED CAUTERY","AngiWmSup74648","CDM","272","RC","","","","","facility","both","","","","20.88","20.88","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE, E-Z CAUTERY STD INSULAT","Chrs545588","CDM","270","RC","","","","","facility","both","","","","21.9","21.9","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE, ELECTRODE 3/4""","Wilm54825","CDM","270","RC","","","","","facility","both","","","","18.73","18.73","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE, EXPLANT 54MM","Wilm5441242","CDM","272","RC","","","","","facility","both","","","","3328.01","3328.01","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE, FLAT 10MM X 11CM","AngiWmSup115068","CDM","272","RC","","","","","facility","both","","","","932.9","932.9","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE, FULL RADIUS 54MM","CcthChSup47211","CDM","272","RC","","","","","facility","both","","","","3328.01","3328.01","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE, FULL RADIUS 60MM","CcthChSup47214","CDM","272","RC","","","","","facility","both","","","","3328.01","3328.01","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE, MAC FOR MCGRATH HANDLE SIZE 2","EplbChSup75493","CDM","272","RC","","","","","facility","both","","","","47.96","47.96","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE, MICRO SAGITTAL 6.5X25.5","Wilm546913","CDM","270","RC","","","","","facility","both","","","","58.39","58.39","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE, OPTH SCLEROTOME","CcthChSup911","CDM","270","RC","","","","","facility","both","","","","54.65","54.65","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE, QUADCUT M4 4.3MMX13CM","CcthChSup55174","CDM","272","RC","","","","","facility","both","","","","2721.73","2721.73","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE, SABRE 2.0 AGGRESSIVE","CcthChSup72312","CDM","272","RC","","","","","facility","both","","","","227.71","227.71","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE, SAGITAL 18X90MM 0.054"" THICK","Chrs5464127","CDM","272","RC","","","","","facility","both","","","","319.08","319.08","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE, SAGITAL 18X90MM 0.054"" THICK","Wilm3164127","CDM","272","RC","","","","","facility","both","","","","319.08","319.08","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE, SAGITAL SAFEDGE STERNUM REV","CcthChSup32581","CDM","270","RC","","","","","facility","both","","","","190.05","190.05","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE, SCREWDRIVER 2.0MM LONG","Wilm54205236","CDM","272","RC","","","","","facility","both","","","","3654.97","3654.97","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE, SCREWDRIVER","EplbChSup112481","CDM","272","RC","","","","","facility","both","","","","595.54","595.54","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE, SHAVER CURVED DBL SERRATED CONCAVE STERIL 40 DEG 4MM","EplbChSup114799","CDM","272","RC","","","","","facility","both","","","","1234.72","1234.72","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE, SHAVER CURVED DBL SERRATED CONCAVE STERIL 60 DEG 4MM","CcthChSup114800","CDM","272","RC","","","","","facility","both","","","","1234.72","1234.72","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE, SHAVER STRAIGHT DBL SERRATED STERIL 4MM","EplbChSup114797","CDM","272","RC","","","","","facility","both","","","","1234.72","1234.72","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE, TRUNCATED STARTER 60MM","CcthChSup47207","CDM","272","RC","","","","","facility","both","","","","3328.01","3328.01","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE,TREPHINE 7.5MM DISP","CcthChSup902","CDM","272","RC","","","","","facility","both","","","","389.38","389.38","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BRA, POST SURGICAL DALE LARGE","RadtNw29070","CDM","270","RC","","","","","facility","both","","","","93.13","93.13","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BRA, POST SURGICAL DALE XX-LARGE","RadtCy29072","CDM","270","RC","","","","","facility","both","","","","93.13","93.13","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BUR, CARBIDE RA-6","CcthChSup60219","CDM","272","RC","","","","","facility","both","","","","13.26","13.26","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BUR, DIAMOND 15CMX3.2MM 15DEG","EplbChSup56047","CDM","272","RC","","","","","facility","both","","","","2724.53","2724.53","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BUR, ELAN 4 1-RING SMOOTH D6.0","AngiWmSup107055","CDM","272","RC","","","","","facility","both","","","","811.85","811.85","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BUR, LEGEND METAL CUTTER 25.4MM","CcthChSup28459","CDM","272","RC","","","","","facility","both","","","","787.28","787.28","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BUR, MR8 15CM BALL 4MM DIAMETER","CcthChSup111341","CDM","272","RC","","","","","facility","both","","","","743.38","743.38","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BUR, MR8 7CM BALL FINE 6MM DIAMETER","AngiChSup111306","CDM","272","RC","","","","","facility","both","","","","593.2","593.2","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BUR, MR8 9CM BALL 4MM DIAMETER","CcthChSup111314","CDM","272","RC","","","","","facility","both","","","","698.24","698.24","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BUR, ROUND DIAMOND 2.0MM","EplbChSup64111","CDM","272","RC","","","","","facility","both","","","","426.92","426.92","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BUR, ROUND DIAMOND 4.0MM","EplbChSup61414","CDM","272","RC","","","","","facility","both","","","","916.66","916.66","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BUR, ROUND FINE DIAMOND 1.0MM","CcthChSup61418","CDM","272","RC","","","","","facility","both","","","","916.66","916.66","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BUR, SHAVER ARTHROSCOPIC 20 X 3.1MM STERILE","AngiChSup116544","CDM","272","RC","","","","","facility","both","","","","2216.33","2216.33","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BUR, SHAVER ARTHROSCOPIC 20 X 3.1MM STERILE","EplbChSup116544","CDM","272","RC","","","","","facility","both","","","","2216.33","2216.33","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BUR, ST RD CARBIDE 2.3MM","CcthChSup5511","CDM","270","RC","","","","","facility","both","","","","82.44","82.44","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BUR, ST RD CARBIDE 2MM","EplbChSup6020","CDM","270","RC","","","","","facility","both","","","","90.73","90.73","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CABLE, TEST STIMULATION INTERSTIM","Wilm5459524","CDM","272","RC","","","","","facility","both","","","","227.71","227.71","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CABLE, TRUDI","CcthChSup114795","CDM","272","RC","","","","","facility","both","","","","1218.26","1218.26","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CANISTER, 12 LTR LARGE VOLUME","Hccc41203755","CDM","270","RC","","","","","facility","both","","","","108.39","108.39","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CANISTER, 12 LTR LARGE VOLUME","HcccCT203755","CDM","270","RC","","","","","facility","both","","","","108.39","108.39","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CANISTER, 12 LTR LARGE VOLUME","Wilm38203755","CDM","270","RC","","","","","facility","both","","","","108.39","108.39","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CANISTER, RIGID W/AEROSTAT FILTER 3000CC","Chrs5451469","CDM","270","RC","","","","","facility","both","","","","23.76","23.76","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CANNULA, AORTIC EZ GLIDE 21 FR","CcthChSup31686","CDM","270","RC","","","","","facility","both","","","","279.15","279.15","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CANNULA, AORTIC ROOT LONG 14GA","EplbChSup53875","CDM","272","RC","","","","","facility","both","","","","115.6","115.6","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CANNULA, ARTERIAL DLP STRAIGHT TIP 20FR","CcthChSup54072","CDM","272","RC","","","","","facility","both","","","","107.5","107.5","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CANNULA, NASAL AIRLIFE","Chrs47752","CDM","270","RC","","","","","facility","both","","","","0.45","0.45","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CANNULA, NASAL AIRLIFE","S10741752","CDM","270","RC","","","","","facility","both","","","","0.45","0.45","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CANNULA, NASAL AIRLIFE","S10747752","CDM","270","RC","","","","","facility","both","","","","0.45","0.45","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CANNULA, STR VENOUS 3/8"" X 32F","EplbChSup203920","CDM","270","RC","","","","","facility","both","","","","159.37","159.37","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CANNULA, VENOUS 3/8"" CONN 28FR CURVED","Chrs5482524","CDM","270","RC","","","","","facility","both","","","","188.27","188.27","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CANNULA, YANKAUER SUCTION 20MM 11 1/4 IN","EplbChSup22071","CDM","270","RC","","","","","facility","both","","","","111.69","111.69","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CANNULA,ADULT NASAL CO2 SAMPLE W/FEMALE LUER","CcthChSup48543","CDM","270","RC","","","","","facility","both","","","","9.92","9.92","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CANNULA,CORONARY ARTERY RT ANGLE BAL 6.0MM","EplbChSup74720","CDM","270","RC","","","","","facility","both","","","","519.64","519.64","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CANNULA,DLP HIGH FLOW OSTIAL 45 DEG 12 FR","Chrs3169771","CDM","272","RC","","","","","facility","both","","","","127.18","127.18","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CAP, HEALING W/PLUG 30MM","CcthChSup68862","CDM","272","RC","","","","","facility","both","","","","86.94","86.94","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CAPS, FOR 5.0MM FIXATION PINS","Wilm5419811","CDM","270","RC","","","","","facility","both","","","","35.28","35.28","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, 14F STAMEY PERCUTANEOUS","Wilm54204189","CDM","272","RC","C2627","HCPCS","","","facility","both","","","","439.65","439.65","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, COBRA RENAL ACCESS .038","EplbChSup101962","CDM","272","RC","","","","","facility","both","","","","151.05","151.05","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, COUNCIL 16 FR","Wilm544774","CDM","270","RC","","","","","facility","both","","","","77.31","77.31","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, EMBOL FOGARTY 2FR","Chrs5484143","CDM","272","RC","C1757","HCPCS","","","facility","both","","","","198.51","198.51","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, EMBOL FOGARTY 4FR LONG","AngiWmSup80837","CDM","272","RC","C1757","HCPCS","","","facility","both","","","","218.89","218.89","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, EMBOL FOGARTY 4FR LONG","Wilm5480837","CDM","272","RC","C1757","HCPCS","","","facility","both","","","","218.89","218.89","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, IV ANGIOCATH 14GX3-1/4","Chrs54203328","CDM","270","RC","","","","","facility","both","","","","70.06","70.06","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, IV PROTECTIVE 22G 1","CcbcMg93817","CDM","270","RC","","","","","facility","both","","","","8.75","8.75","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, IV PROTECTIVE 22G 1","CcicCT93817","CDM","270","RC","","","","","facility","both","","","","8.75","8.75","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, LATEX 2 WAY 10F 3CC","Ccsb382986","CDM","270","RC","","","","","facility","both","","","","41.04","41.04","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, LATEX 2 WAY 10F 3CC","CcspUS2986","CDM","270","RC","","","","","facility","both","","","","41.04","41.04","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, LATEX 2 WAY 10F 3CC","Midd472986","CDM","270","RC","","","","","facility","both","","","","41.04","41.04","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, LATEX 2 WAY 10F 3CC","Wilm472986","CDM","270","RC","","","","","facility","both","","","","41.04","41.04","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, LATEX 2 WAY 12F 5CC","CcspUS2470","CDM","270","RC","","","","","facility","both","","","","21.13","21.13","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, LATEX 2 WAY 12F 5CC","MiddUS2470","CDM","270","RC","","","","","facility","both","","","","21.13","21.13","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, LATEX 2 WAY 12F 5CC","S107472470","CDM","270","RC","","","","","facility","both","","","","21.13","21.13","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, LATEX 2 WAY 12F 5CC","S107MR2470","CDM","270","RC","","","","","facility","both","","","","21.13","21.13","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, LATEX 2 WAY 14F 5CC","Chrs472471","CDM","270","RC","","","","","facility","both","","","","21.13","21.13","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, LATEX 2 WAY 14F 5CC","HcccCT2471","CDM","270","RC","","","","","facility","both","","","","21.13","21.13","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, LATEX 2 WAY 14F 5CC","Wilm412471","CDM","270","RC","","","","","facility","both","","","","21.13","21.13","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, LATEX 2 WAY 16F 5CC","CcimCT2472","CDM","270","RC","","","","","facility","both","","","","21.13","21.13","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, LATEX 2 WAY 16F 5CC","ChrsCT2472","CDM","270","RC","","","","","facility","both","","","","21.13","21.13","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, LATEX 2 WAY 18F 5CC","CcicMR2473","CDM","270","RC","","","","","facility","both","","","","21.13","21.13","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, LATEX 2 WAY 18F 5CC","Midd382473","CDM","270","RC","","","","","facility","both","","","","21.13","21.13","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
