"*116756 SIZER, NATRELLE SM RND LOW PROFILE 400-420CC","EplbChSup116756","CDM","272","RC","","","","","facility","both","","","","38.5","38.5","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*ADAPTER, CATHETER","Chrs4711426","CDM","270","RC","","","","","facility","both","","","","0.91","0.91","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*ADAPTER, VIAL MULTI-DOSE","EplbChSup1844","CDM","270","RC","","","","","facility","both","","","","7.91","7.91","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*APPLICATOR, MASTISOL ADH SEPPS","AngiWmSup1231","CDM","270","RC","","","","","facility","both","","","","10.05","10.05","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*ASSEMBLY, ULPA FIL.W/WATER TRP","EplbChSup202462","CDM","270","RC","","","","","facility","both","","","","159.44","159.44","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BAG, DRAINAGE SUCTION 500ML","CcbcMg100777","CDM","270","RC","","","","","facility","both","","","","166.41","166.41","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BAG, DRAINAGE SUCTION 500ML","CcicCT100777","CDM","270","RC","","","","","facility","both","","","","166.41","166.41","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BAG, DRAINAGE SUCTION 500ML","Chrs83100777","CDM","270","RC","","","","","facility","both","","","","166.41","166.41","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BAG, DRAINAGE W/TWIST VALVE","WilmCT7963","CDM","270","RC","","","","","facility","both","","","","61.25","61.25","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BAG, LEG URI-DRAIN MED","CuroGr2465","CDM","270","RC","","","","","facility","both","","","","16.86","16.86","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BAG, LEG URI-DRAIN MED","Wilm412465","CDM","270","RC","","","","","facility","both","","","","16.86","16.86","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
