"**TRAY,WAYNE PNEUMOTHORAX CATH 14FR 29CM PIGT","CLDRChSup71887","CDM","272","RC","","","","","facility","both","","","","1357.86","1357.86","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"**TRAY,WAYNE PNEUMOTHORAX CATH 14FR 29CM PIGT","EplbChSup71887","CDM","272","RC","","","","","facility","both","","","","1357.86","1357.86","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"**TRAY,WAYNE PNEUMOTHORAX CATH 14FR 29CM PIGT","Uhcc47Sup71887","CDM","272","RC","","","","","facility","both","","","","1357.86","1357.86","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*115423 BIT, DRILL 2.8MM","EplbChSup115423","CDM","272","RC","","","","","facility","both","","","","808.82","808.82","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*ADAPTER, CATHETER","CcsbUS11426","CDM","270","RC","","","","","facility","both","","","","0.91","0.91","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*ADAPTER, CATHETER","CcspUS11426","CDM","270","RC","","","","","facility","both","","","","0.91","0.91","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*ADAPTER, CATHETER","Hccc4111426","CDM","270","RC","","","","","facility","both","","","","0.91","0.91","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*ADAPTER, SWIVEL TRACH FIBEROPT","CcthChSup1175","CDM","270","RC","","","","","facility","both","","","","23.98","23.98","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*ANCHOR, BUTTERFLY","CcthChSup67283","CDM","278","RC","C1883","HCPCS","","","facility","both","","","","183.92","183.92","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BAG, DRAINAGE W/TWIST VALVE","FcinUS7963","CDM","270","RC","","","","","facility","both","","","","61.25","61.25","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BAG, LEG URI-DRAIN MED","CcsmCT2465","CDM","270","RC","","","","","facility","both","","","","16.86","16.86","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BAG, LEG URI-DRAIN MED","CcspMR2465","CDM","270","RC","","","","","facility","both","","","","16.86","16.86","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BAG, LEG URI-DRAIN MED","Hccc412465","CDM","270","RC","","","","","facility","both","","","","16.86","16.86","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BAG, URINARY DRAINAGE CYSTOFLO","Chrs41837","CDM","270","RC","","","","","facility","both","","","","16.46","16.46","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BALL, JURGAN  W045","Wilm5495339","CDM","270","RC","","","","","facility","both","","","","42.82","42.82","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BALL, JURGAN .045 YELLOW","EplbChSup27212","CDM","272","RC","","","","","facility","both","","","","36.98","36.98","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BANDAGE, ELASTIC DOUBLE 6""","S1074182180","CDM","270","RC","","","","","facility","both","","","","8.97","8.97","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BANDAGE, ESMARK LF BLU STRL 3INX12FT","CcthChSup69114","CDM","272","RC","","","","","facility","both","","","","12.37","12.37","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, 4.2X340MM STERILE AO","EplbChSup23129","CDM","270","RC","","","","","facility","both","","","","138.67","138.67","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, CANNULATED 2.5MM","Chrs5465296","CDM","272","RC","","","","","facility","both","","","","1042","1042","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, CANNULATED 2.5MM","EplbChSup65296","CDM","272","RC","","","","","facility","both","","","","1042","1042","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL 1.1 MINI-QUICK 55MM","CcthChSup211374","CDM","270","RC","","","","","facility","both","","","","440.7","440.7","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL 1.1 MINI-QUICK 55MM","Wilm54211374","CDM","270","RC","","","","","facility","both","","","","440.7","440.7","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL 2.0MM 107721","AngiWmSup107721","CDM","272","RC","","","","","facility","both","","","","1722.39","1722.39","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL 2.0X125MM","AngiChSup46472","CDM","272","RC","","","","","facility","both","","","","826.17","826.17","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL 2.0X14MM STOP QC","Chrs3137841","CDM","272","RC","","","","","facility","both","","","","970.67","970.67","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL 2.0X190MM W/DEPTH MARK STRL","CcthChSup112419","CDM","272","RC","","","","","facility","both","","","","1118.21","1118.21","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL 2.5X 135MM","AngiChSup114015","CDM","272","RC","","","","","facility","both","","","","735.5","735.5","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL 2.7MM QUICK COUP.","Wilm316426","CDM","270","RC","","","","","facility","both","","","","431.77","431.77","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL 3.0MM","EplbChSup70445","CDM","272","RC","","","","","facility","both","","","","500.95","500.95","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL 3.5MM X 195MM","Chrs5419813","CDM","272","RC","","","","","facility","both","","","","452.6","452.6","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL ADJUST YUKON 2.3MM","AngiWmSup78564","CDM","272","RC","","","","","facility","both","","","","659.76","659.76","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL AO E/S FD 12MM","Wilm5442604","CDM","272","RC","","","","","facility","both","","","","963.37","963.37","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL AO FITTING SCALED 2.6X135MM","CcthChSup70979","CDM","272","RC","","","","","facility","both","","","","916.66","916.66","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL CALIBRATED 2.0 MM","Wilm5457969","CDM","272","RC","","","","","facility","both","","","","603.42","603.42","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL CALIBRATED 4.3MM","Wilm5461563","CDM","272","RC","","","","","facility","both","","","","1039.27","1039.27","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL CANN 2.6MM","CcthChSup60953","CDM","272","RC","","","","","facility","both","","","","1108.17","1108.17","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL CANNULATED 12MM LONG","AngiWmSup112081","CDM","272","RC","","","","","facility","both","","","","5783.96","5783.96","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL DIA 1.7MM","AngiWmSup119165","CDM","272","RC","","","","","facility","both","","","","1267.56","1267.56","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL EPS 2.0MM","CcthChSup59515","CDM","272","RC","","","","","facility","both","","","","677.28","677.28","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL HIGH SPEED 3.5MM STRL","CcthChSup109788","CDM","272","RC","","","","","facility","both","","","","1557.34","1557.34","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL J-LATCH FOR THREADED HOLE 1.1MM","EplbChSup119620","CDM","272","RC","","","","","facility","both","","","","500.25","500.25","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL NON-LOCKING SHORT 2.5X216MM","CcthChSup63541","CDM","272","RC","","","","","facility","both","","","","1255.54","1255.54","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL REUNION RSA 3.1MM","Chrs5466840","CDM","272","RC","","","","","facility","both","","","","904.99","904.99","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL SHORT STP J NTCH 1.5MM","CcthChSup66323","CDM","272","RC","","","","","facility","both","","","","794.05","794.05","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL SHORT STP J NTCH 1.5MM","Wilm3166323","CDM","272","RC","","","","","facility","both","","","","794.05","794.05","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL THREE-FLUTED 3.8MM X270MM","CcthChSup66199","CDM","272","RC","","","","","facility","both","","","","1250.63","1250.63","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL THREE-FLUTED 3.8MM X270MM","EplbChSup66199","CDM","272","RC","","","","","facility","both","","","","1250.63","1250.63","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, HELIX T UNIVERSAL TAP 13MM","AngiWmSup118172","CDM","272","RC","","","","","facility","both","","","","1506.36","1506.36","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, HELIX-T DRILL 2.5X13MM","EplbChSup112921","CDM","272","RC","","","","","facility","both","","","","1039.27","1039.27","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, MAXFRAME DRILL 4.3MM","EplbChSup113071","CDM","272","RC","","","","","facility","both","","","","1664.01","1664.01","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE, BONE SCALPEL BLUNT 10MM W/TUBING","CcthChSup107562","CDM","272","RC","","","","","facility","both","","","","3045.83","3045.83","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE, CALCAR 8MM X 3CM","AngiChSup115054","CDM","272","RC","","","","","facility","both","","","","932.9","932.9","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE, CARBON STEEL #11","Chrs31345","CDM","270","RC","","","","","facility","both","","","","0.3","0.3","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE, CAUTERY - 6"" COATED","CcthChSup202343","CDM","270","RC","","","","","facility","both","","","","23.76","23.76","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE, DISSECTOR 4.0MMX13CM","Wilm5449825","CDM","272","RC","","","","","facility","both","","","","230.8","230.8","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE, EXPLANT 54MM","Chrs3141242","CDM","272","RC","","","","","facility","both","","","","3328.01","3328.01","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE, FULL RADIUS 52MM","CcthChSup47210","CDM","272","RC","","","","","facility","both","","","","3328.01","3328.01","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE, MT1S-10 OSTEOTOMY MICROSAW .35MM THICK","CcthChSup116410","CDM","272","RC","","","","","facility","both","","","","3497.33","3497.33","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE, NEURO SURGICAL CLIPPER","CcthChSup213460","CDM","270","RC","","","","","facility","both","","","","12.07","12.07","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE, OPTHALMIC CUTTING 3MM","Chrs5426914","CDM","270","RC","","","","","facility","both","","","","48.52","48.52","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE, OPTHALMIC CUTTING 3MM","Wilm5426914","CDM","270","RC","","","","","facility","both","","","","48.52","48.52","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE, OVAL 3.5 AGGRESSIVE 8-FLUTE","EplbChSup72316","CDM","272","RC","","","","","facility","both","","","","227.71","227.71","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE, PERFORATED HELICAL 100MM","EplbChSup75191","CDM","272","RC","","","","","facility","both","","","","3823.36","3823.36","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE, RECIPROCATING 75MMX8MMX1.0MM","CcthChSup73242","CDM","272","RC","","","","","facility","both","","","","1103.5","1103.5","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE, REPROCESSED SAW HD WIDE THICK XLONG","Wilm5469423","CDM","272","RC","","","","","facility","both","","","","69.01","69.01","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE, ROUND 3.0 AGGRESSIVE 10-FLUTE","Wilm5472317","CDM","272","RC","","","","","facility","both","","","","227.71","227.71","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE, SAGITAL 9.5 X 7.5","CcthChSup18759","CDM","270","RC","","","","","facility","both","","","","109.36","109.36","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE, SAGITAL 9.5 X 7.5","Chrs5418759","CDM","270","RC","","","","","facility","both","","","","109.36","109.36","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE, SAGITAL EXTRA WIDE THIN/SHORT 29.9X.64X58.7MM","AngiWmSup110646","CDM","272","RC","","","","","facility","both","","","","233.26","233.26","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE, SAGITTAL FINE 4.5X25.5X0.4MM","CcthChSup64178","CDM","272","RC","","","","","facility","both","","","","172.24","172.24","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE, SHAVER STRAIGHT DBL SERRATED STERIL 4MM","AngiWmSup114797","CDM","272","RC","","","","","facility","both","","","","1234.72","1234.72","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BOOTIES, SUTURE AID STD YELLOW","EplbChSup81237","CDM","270","RC","","","","","facility","both","","","","7.13","7.13","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BRIDGE, LOOPOSTOMY","CcthChSup791","CDM","270","RC","","","","","facility","both","","","","4.55","4.55","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BUR, 5.5 DIAMOND","CcthChSup120116","CDM","272","RC","","","","","facility","both","","","","840.76","840.76","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BUR, CARTILAGE SHAPE CYL 0.4 X 0.16MM","AngiWmSup114406","CDM","272","RC","","","","","facility","both","","","","1887.76","1887.76","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BUR, FISSURE MICRO TAPERED 2.1X4.9MM","CcthChSup9409","CDM","270","RC","","","","","facility","both","","","","38.53","38.53","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BUR, LEGEND BALL FLUTED 14CMX6MM","CcthChSup28454","CDM","272","RC","","","","","facility","both","","","","678.62","678.62","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BUR, MR8 14CM CYLINDER BALL END 5MM","CcthChSup111333","CDM","272","RC","","","","","facility","both","","","","698.24","698.24","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BUR, MR8 7CM BALL FINE 6MM DIAMETER","EplbChSup111306","CDM","272","RC","","","","","facility","both","","","","593.2","593.2","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BUR, ROSEN 1-RING ELAN4  3.0MM","AngiChSup77471","CDM","272","RC","","","","","facility","both","","","","631.44","631.44","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BURR, MICA 2X20MM COMPT","AngiChSup110058","CDM","272","RC","","","","","facility","both","","","","2002.64","2002.64","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BURR, MICA 2X20MM COMPT","AngiWmSup110058","CDM","272","RC","","","","","facility","both","","","","2002.64","2002.64","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BURR, ORAL SURG SHANK 2 702","EplbChSup66443","CDM","272","RC","","","","","facility","both","","","","16.93","16.93","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CANISTER, 12 LTR LARGE VOLUME","Ccsp38203755","CDM","270","RC","","","","","facility","both","","","","108.39","108.39","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CANISTER, PREVENA 45ML","EplbChSup79212","CDM","272","RC","","","","","facility","both","","","","131.12","131.12","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CANISTER, SUCTION 2000CC","Chrs542089","CDM","270","RC","","","","","facility","both","","","","9.43","9.43","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CANISTER, SUCTION 2000CC","Hccc382089","CDM","270","RC","","","","","facility","both","","","","9.43","9.43","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CANISTER, SUCTION 2000CC","Midd472089","CDM","270","RC","","","","","facility","both","","","","9.43","9.43","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
