"*BANDAGE, ELASTIC DOUBLE 6""","Midd4782180","CDM","270","RC","","","","","facility","both","","","","8.97","8.97","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BASIN, DISPOSABLE PLACENTA","CcthChSup74412","CDM","270","RC","","","","","facility","both","","","","25.73","25.73","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BINDER, ABDOMINAL 12"" 45-62","CcthChSup2715","CDM","270","RC","","","","","facility","both","","","","32.69","32.69","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BINDER, ABDOMINAL 9"" 30-45","CcthChSup2760","CDM","270","RC","","","","","facility","both","","","","26.68","26.68","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT,  DRILL GRADUATED 2.5MM","Wilm3163207","CDM","272","RC","","","","","facility","both","","","","538.91","538.91","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL 2.0MM - 6425","Wilm316425","CDM","270","RC","","","","","facility","both","","","","428.79","428.79","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL 2.0MM CALIBATED","CcthChSup113666","CDM","272","RC","","","","","facility","both","","","","698.29","698.29","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL 2.0MM DIA 125MM","Chrs5493942","CDM","270","RC","","","","","facility","both","","","","452.6","452.6","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL 2.0X190MM W/DEPTH MARK STRL","AngiWmSup112419","CDM","272","RC","","","","","facility","both","","","","1118.21","1118.21","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL 2.5 DIA 180MM","Wilm5419626","CDM","270","RC","","","","","facility","both","","","","452.6","452.6","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL 3.2 LONG CALIBRATED STRL","CcthChSup113636","CDM","272","RC","","","","","facility","both","","","","2072.24","2072.24","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL 3.2MM FOR 4.5 SCREW","Chrs54105850","CDM","270","RC","","","","","facility","both","","","","2125.54","2125.54","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL 3.5MM QK COUP","Wilm316540","CDM","270","RC","","","","","facility","both","","","","428.79","428.79","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL 4.3MM LONG CALIBRATED STRL","CcthChSup113003","CDM","272","RC","","","","","facility","both","","","","2072.24","2072.24","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL AO FITTING SCALED 2.0X135MM","Chrs5470804","CDM","272","RC","","","","","facility","both","","","","916.66","916.66","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL AO FITTING SCALED 2.6X135MM","Chrs5470979","CDM","272","RC","","","","","facility","both","","","","916.66","916.66","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL CALIBRATED 2.5MM","Wilm5444097","CDM","272","RC","","","","","facility","both","","","","538.91","538.91","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL CANN AO FITTING 3.5MM","AngiChSup78305","CDM","272","RC","","","","","facility","both","","","","1398.45","1398.45","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL CANN I-FUSE 7.0MM","AngiWmSup74170","CDM","272","RC","","","","","facility","both","","","","2890.11","2890.11","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL CANNULATED 2.5MM","CcthChSup78319","CDM","272","RC","","","","","facility","both","","","","976.29","976.29","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL CANNULATED 2.7","CcthChSup78866","CDM","272","RC","","","","","facility","both","","","","2615.7","2615.7","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL CANNULATED 4.3MM","CcthChSup47215","CDM","272","RC","","","","","facility","both","","","","2084.39","2084.39","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL CANNULATED QC 5.0MMX215MM","CcthChSup107476","CDM","272","RC","","","","","facility","both","","","","2709","2709","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL CENTRAL 3.2MM","CcthChSup55567","CDM","272","RC","","","","","facility","both","","","","700.63","700.63","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL CLAW II 2.8MM","Chrs5462780","CDM","272","RC","","","","","facility","both","","","","1220.27","1220.27","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL EPS 2.0MM","Chrs5459515","CDM","272","RC","","","","","facility","both","","","","677.28","677.28","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL J-LATCH 6MM STOP 1.4X44.5MM","AngiWmSup118558","CDM","272","RC","","","","","facility","both","","","","1080.14","1080.14","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL KWIRE ATTACHMENT 1.1MM","AngiChSup112372","CDM","272","RC","","","","","facility","both","","","","470.38","470.38","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL LCP PL QK COUP 2.8X100X200MM","EplbChSup30628","CDM","270","RC","","","","","facility","both","","","","958.82","958.82","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL QUICK CONNECT 2.9X150MM","CcthChSup41799","CDM","270","RC","","","","","facility","both","","","","538.96","538.96","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL QUICK CONNECT 2.9X150MM","Wilm5441799","CDM","270","RC","","","","","facility","both","","","","538.96","538.96","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL STEPPED LARGE 4.5X6.5X485MM","EplbChSup53835","CDM","272","RC","","","","","facility","both","","","","2992.58","2992.58","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL THREE FLUTED 3.2 X 330X100 CALIB STRL","Chrs5453765","CDM","272","RC","","","","","facility","both","","","","1709.19","1709.19","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL UCSS","EplbChSup19843","CDM","270","RC","","","","","facility","both","","","","2002.64","2002.64","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT,TRIM-IT DRILL 2.4MM","AngiWmSup65731","CDM","272","RC","","","","","facility","both","","","","1233.4","1233.4","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE AND HANDLE, LARYNGOSCOPE DISP MAC 3","EplbChSup75386","CDM","272","RC","","","","","facility","both","","","","54","54","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE, 10MM ACL STOP","Wilm54203332","CDM","270","RC","","","","","facility","both","","","","195.99","195.99","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE, 6"" MODIFIED (INSULATED)","CcthChSup95666","CDM","270","RC","","","","","facility","both","","","","45.98","45.98","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE, ACROMIOBLASTER 4.0MM","CcthChSup213818","CDM","270","RC","","","","","facility","both","","","","120.8","120.8","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE, CAUTERY - 6"" COATED","Wilm54202343","CDM","270","RC","","","","","facility","both","","","","23.76","23.76","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE, CAUTERY - COATED","Wilm54202344","CDM","270","RC","","","","","facility","both","","","","21.66","21.66","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE, E-Z CAUTERY MODIFIED","CcthChSup5505","CDM","270","RC","","","","","facility","both","","","","33.27","33.27","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE, FLAT 20MM X 11CM","CcthChSup115072","CDM","272","RC","","","","","facility","both","","","","932.9","932.9","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE, HELICAL PERFORATED 115MM STRL","CcthChSup75325","CDM","272","RC","","","","","facility","both","","","","788","788","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE, L MED AGGRESSIVE 31X9","CcthChSup214040","CDM","270","RC","","","","","facility","both","","","","186.43","186.43","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE, MINI BEAVER ORTHOPEDIC  1.31IN","CcthChSup76281","CDM","272","RC","","","","","facility","both","","","","8.07","8.07","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE, QUADCUT 4.3MMX13CM","Chrs5457927","CDM","272","RC","","","","","facility","both","","","","1653.44","1653.44","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE, QUADCUT M4 4.3MMX13CM","Chrs5455174","CDM","272","RC","","","","","facility","both","","","","2721.73","2721.73","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE, REAMER X-REAM BLADE","CcthChSup118256","CDM","272","RC","","","","","facility","both","","","","2672.49","2672.49","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE, SAG DUAL CUT 25X90X1.27MM RES","EplbChSup76842","CDM","272","RC","","","","","facility","both","","","","69.01","69.01","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE, SAGITTAL FINE 4.5X25.5X0.4MM","Wilm3164178","CDM","272","RC","","","","","facility","both","","","","172.24","172.24","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE, SAGITTAL FINE 9.5X25.5X0.4MM","Chrs5464179","CDM","272","RC","","","","","facility","both","","","","185.38","185.38","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE, SAW STRYKER UNIV WIDE","EplbChSup116326","CDM","272","RC","","","","","facility","both","","","","1138.53","1138.53","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE, SHAVER CURVED DBL SERRATED CONCAVE STERIL 40 DEG 4MM","AngiWmSup114799","CDM","272","RC","","","","","facility","both","","","","1234.72","1234.72","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE,OPHTH 3.0MM ANGLED #2962","Chrs54916","CDM","270","RC","","","","","facility","both","","","","62.53","62.53","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BOOTIES, SUTURE AID STD YELLOW","Chrs5481237","CDM","270","RC","","","","","facility","both","","","","7.13","7.13","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BRA, POST SURGICAL DALE MEDIUM","RadtNw29069","CDM","270","RC","","","","","facility","both","","","","93.13","93.13","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BRA, POST SURGICAL DALE XX-LARGE","RadtEk29072","CDM","270","RC","","","","","facility","both","","","","93.13","93.13","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BUR, LEGEND METAL CUTTER 25.4MM","Chrs3128459","CDM","272","RC","","","","","facility","both","","","","787.28","787.28","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BUR, MR8 10CM BALL DIAMOND FINE 4MM","EplbChSup111325","CDM","272","RC","","","","","facility","both","","","","660.75","660.75","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BUR, MR8 10CM BALL FINE 6MM DIAMETER","AngiWmSup111330","CDM","272","RC","","","","","facility","both","","","","619.41","619.41","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BUR, MR8 14CM BALL 6MM DIAMETER","CcthChSup111332","CDM","272","RC","","","","","facility","both","","","","743.38","743.38","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BUR, MR8 9CM BALL 9MM DIAMETER","AngiWmSup111316","CDM","272","RC","","","","","facility","both","","","","698.24","698.24","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BUR, ORAL SURGERY SHANK 2 #1703","CcthChSup67297","CDM","272","RC","","","","","facility","both","","","","16.93","16.93","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BUR, OVAL DISP X-LONG 4X8MM","CcthChSup95058","CDM","270","RC","","","","","facility","both","","","","123.9","123.9","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BUR, ROUND 1.8MM","EplbChSup64106","CDM","272","RC","","","","","facility","both","","","","36.02","36.02","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BUR, ROUND MULTI FLUTED 3.0MM","Chrs5461410","CDM","272","RC","","","","","facility","both","","","","916.66","916.66","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BUR, ROUND MULTI FLUTED 6.0MM","Wilm5461407","CDM","272","RC","","","","","facility","both","","","","916.66","916.66","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BUR, ST RD CARBIDE 2MM","Chrs546020","CDM","270","RC","","","","","facility","both","","","","90.73","90.73","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BUR, ST RD CARBIDE 2MM","Wilm546020","CDM","270","RC","","","","","facility","both","","","","90.73","90.73","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CANISTER, 12 LTR LARGE VOLUME","Fcin47203755","CDM","270","RC","","","","","facility","both","","","","108.39","108.39","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CANISTER, 12 LTR LARGE VOLUME","Wilm41203755","CDM","270","RC","","","","","facility","both","","","","108.39","108.39","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CANISTER, SUCTION 2000CC","CcsmMR2089","CDM","270","RC","","","","","facility","both","","","","9.43","9.43","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CANISTER, SUCTION 2000CC","MiddCT2089","CDM","270","RC","","","","","facility","both","","","","9.43","9.43","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CANISTER, SUCTION 2000CC","MiddUS2089","CDM","270","RC","","","","","facility","both","","","","9.43","9.43","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CANNULA, IPAS FLEX SZ #6","EplbChSup19107","CDM","270","RC","","","","","facility","both","","","","7.59","7.59","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CANNULA, IPAS FLEX SZ #8","CcthChSup19109","CDM","270","RC","","","","","facility","both","","","","7.59","7.59","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CANNULA, NASAL AIRLIFE","CcsmMR752","CDM","270","RC","","","","","facility","both","","","","0.45","0.45","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CANNULA, NASAL AIRLIFE","Fcin47752","CDM","270","RC","","","","","facility","both","","","","0.45","0.45","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CANNULA, PASSPORT BUTTON 8MMX4CM","CcthChSup68808","CDM","272","RC","","","","","facility","both","","","","203.06","203.06","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CANNULA, VENOUS STR 32FR","Chrs5499301","CDM","270","RC","","","","","facility","both","","","","122.61","122.61","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CAPS, FOR 5.0MM FIXATION PINS","Chrs5419811","CDM","270","RC","","","","","facility","both","","","","35.28","35.28","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CAPSULE, CEMENT FUJI","CcthChSup60324","CDM","272","RC","","","","","facility","both","","","","25.79","25.79","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, 18FR FOLEY W/TEMP SENSOR","Chrs54206112","CDM","270","RC","","","","","facility","both","","","","78.61","78.61","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, 5FR X 110CM PIG 145","CcthChSup28605","CDM","272","RC","","","","","facility","both","","","","39.7","39.7","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, COUDE FOLEY 14F 5CC","EplbChSup2652","CDM","270","RC","","","","","facility","both","","","","53.6","53.6","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, COUDE FOLEY 18F 5CC","EplbChSup2818","CDM","270","RC","","","","","facility","both","","","","53.6","53.6","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, COUDE FOLEY 22F 5CC","Chrs312819","CDM","270","RC","","","","","facility","both","","","","53.6","53.6","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, EMBOL FOGARTY 5FR LONG","EplbChSup80839","CDM","272","RC","C1757","HCPCS","","","facility","both","","","","218.89","218.89","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, IV ACCUCATH PINK 20GA X 1.25IN","Chrs5463173","CDM","272","RC","","","","","facility","both","","","","21.69","21.69","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, IV CATHLON 16G X 2 INCH","Wilm542663","CDM","270","RC","","","","","facility","both","","","","8.23","8.23","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, IV INTROCAN 14G 1-1/4","Chrs3133958","CDM","272","RC","","","","","facility","both","","","","8.23","8.23","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, IV INTROCAN 18G 1-1/4","CcthChSup8474","CDM","270","RC","","","","","facility","both","","","","8.23","8.23","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, IV INTROCAN 24G X 3/4","EplbChSup2931","CDM","270","RC","","","","","facility","both","","","","8.72","8.72","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, IV PROTECTIVE 22G 1","Ccsb4793817","CDM","270","RC","","","","","facility","both","","","","8.75","8.75","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, IV PROTECTIVE 22G 1","CcsmMR93817","CDM","270","RC","","","","","facility","both","","","","8.75","8.75","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, IV PROTECTIVE 22G 1","CcspCT93817","CDM","270","RC","","","","","facility","both","","","","8.75","8.75","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, IV PROTECTIVE 22G 1","Chrs5493817","CDM","270","RC","","","","","facility","both","","","","8.75","8.75","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, IV PROTECTIVE 22G 1","ChrsMR93817","CDM","270","RC","","","","","facility","both","","","","8.75","8.75","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, IV PROTECTIVE 22G 1","FcinMR93817","CDM","270","RC","","","","","facility","both","","","","8.75","8.75","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, LATEX 2 WAY 10F 3CC","CcicUS2986","CDM","270","RC","","","","","facility","both","","","","41.04","41.04","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, LATEX 2 WAY 12F 5CC","Wilm472470","CDM","270","RC","","","","","facility","both","","","","21.13","21.13","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, LATEX 2 WAY 14F 5CC","FcinUS2471","CDM","270","RC","","","","","facility","both","","","","21.13","21.13","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, LATEX 2 WAY 16F 5CC","CcimMR2472","CDM","270","RC","","","","","facility","both","","","","21.13","21.13","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, LATEX 2 WAY 16F 5CC","Chrs832472","CDM","270","RC","","","","","facility","both","","","","21.13","21.13","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, LATEX 2 WAY 16F 5CC","WilmCT2472","CDM","270","RC","","","","","facility","both","","","","21.13","21.13","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, LATEX 2 WAY 18F 5CC","CcsmUS2473","CDM","270","RC","","","","","facility","both","","","","21.13","21.13","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, LATEX 2 WAY 20F 5CC","CcbcMg2474","CDM","270","RC","","","","","facility","both","","","","21.13","21.13","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, LATEX 2 WAY 20F 5CC","Wilm412474","CDM","270","RC","","","","","facility","both","","","","21.13","21.13","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, LATEX 2 WAY 22F 5CC","Ccsp412475","CDM","270","RC","","","","","facility","both","","","","21.13","21.13","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, LATEX 2 WAY 22F 5CC","Hccc412475","CDM","270","RC","","","","","facility","both","","","","21.13","21.13","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, LATEX 2 WAY 22F 5CC","Hccc472475","CDM","270","RC","","","","","facility","both","","","","21.13","21.13","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, LATEX 2 WAY 24F 5CC","CcimUS2476","CDM","270","RC","","","","","facility","both","","","","21.13","21.13","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, LATEX 2 WAY 24F 5CC","Ccsb472476","CDM","270","RC","","","","","facility","both","","","","21.13","21.13","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, LATEX 2 WAY 24F 5CC","Chrs382476","CDM","270","RC","","","","","facility","both","","","","21.13","21.13","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, LATEX 2 WAY 24F 5CC","FcinUS2476","CDM","270","RC","","","","","facility","both","","","","21.13","21.13","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, LATEX 2 WAY 26F 5CC","CcspUS2477","CDM","270","RC","","","","","facility","both","","","","21.13","21.13","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, LATEX 2 WAY 26F 5CC","MiddUS2477","CDM","270","RC","","","","","facility","both","","","","21.13","21.13","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, LATEX 2 WAY 26F 5CC","Wilm472477","CDM","270","RC","","","","","facility","both","","","","21.13","21.13","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, LATEX 2 WAY 28F 30CC","Chrs54606","CDM","270","RC","","","","","facility","both","","","","24.29","24.29","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, LATEX 3 WAY 22F 30CC","Wilm54615","CDM","270","RC","","","","","facility","both","","","","55.17","55.17","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, SECURE LARGE","Chrs542358","CDM","270","RC","","","","","facility","both","","","","9.71","9.71","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, SECURE LARGE","Wilm542358","CDM","270","RC","","","","","facility","both","","","","9.71","9.71","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, SUCTION 14F W/O CONTROL","Chrs54869","CDM","270","RC","","","","","facility","both","","","","0.4","0.4","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, SUCTION NOVATECH 2X30 60CM","Wilm5441175","CDM","270","RC","","","","","facility","both","","","","93.42","93.42","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, THORACIC 20FR","Chrs542666","CDM","270","RC","","","","","facility","both","","","","35.91","35.91","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, THORACIC 32FR","CcthChSup2668","CDM","270","RC","","","","","facility","both","","","","35.06","35.06","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, THORACIC ANGLED 28FR","EplbChSup18105","CDM","270","RC","","","","","facility","both","","","","54.32","54.32","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, TISSEEL DUPLOCATH 180","Chrs54212659","CDM","270","RC","","","","","facility","both","","","","267.64","267.64","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CAUTERY, PENCIL W/COATED TIP","Wilm54202342","CDM","270","RC","","","","","facility","both","","","","31.88","31.88","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
