"**ADAPTER, STAY SAFE LUER LOCK 12 INCH","Wilm5434119","CDM","270","RC","","","","","facility","both","","","","156.82","156.82","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*115185 BIT, DRILL CANNULATED 2.9MM","CcthChSup115185","CDM","272","RC","","","","","facility","both","","","","1070.09","1070.09","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*ADAPTER, CATHETER","Wilm3811426","CDM","270","RC","","","","","facility","both","","","","0.91","0.91","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*ADAPTER, STAY SAFE LUER LOCK 4 INCH","EplbChSup31063","CDM","270","RC","","","","","facility","both","","","","87.87","87.87","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*ADAPTER, Y GATEWAY PLUS .118","CcthChSup9964","CDM","270","RC","","","","","facility","both","","","","132.51","132.51","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*ALCOHOL, ISOPROPYL  70% 4OZ","Wilm5469220","CDM","272","RC","","","","","facility","both","","","","0.67","0.67","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*APPLICATOR, MASTISOL ADH SEPPS","AngiChSup1231","CDM","270","RC","","","","","facility","both","","","","10.05","10.05","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BABCOCK, REPROCESSED W/RATCHET HNDLE 5MM","EplbChSup45414","CDM","272","RC","","","","","facility","both","","","","148.07","148.07","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BAG, DRAINAGE UROCATCHER STRL","EplbChSup215469","CDM","270","RC","","","","","facility","both","","","","90.5","90.5","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BAG, DRAINAGE W/TWIST VALVE","CcicUS7963","CDM","270","RC","","","","","facility","both","","","","61.25","61.25","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BAG, DRAINAGE W/TWIST VALVE","Chrs837963","CDM","270","RC","","","","","facility","both","","","","61.25","61.25","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BAG, DRAINAGE W/TWIST VALVE","Hccc387963","CDM","270","RC","","","","","facility","both","","","","61.25","61.25","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BAG, LEG URI-DRAIN MED","Ccim472465","CDM","270","RC","","","","","facility","both","","","","16.86","16.86","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BAG, URINARY DRAINAGE CYSTOFLO","AngiChSup837","CDM","270","RC","","","","","facility","both","","","","16.46","16.46","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BAG, URINARY DRAINAGE CYSTOFLO","CcbcMg837","CDM","270","RC","","","","","facility","both","","","","16.46","16.46","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BAG, URINARY DRAINAGE CYSTOFLO","Ccsb41837","CDM","270","RC","","","","","facility","both","","","","16.46","16.46","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BAG, URINARY DRAINAGE CYSTOFLO","MiddCT837","CDM","270","RC","","","","","facility","both","","","","16.46","16.46","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BAG,OSTOMY 1 PIECE CUT FIT 5/8-1 3/4 SENSURA","EplbChSup75474","CDM","272","RC","","","","","facility","both","","","","5.84","5.84","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BALL, JURGAN .045 YELLOW","Chrs5427212","CDM","272","RC","","","","","facility","both","","","","36.98","36.98","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BANDAGE, CHIN MEDIUM","Chrs5426471","CDM","270","RC","","","","","facility","both","","","","186.84","186.84","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BANDAGE, COBAN 3"" ST NO LATEX","EplbChSup214140","CDM","270","RC","","","","","facility","both","","","","7","7","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BANDAGE, ELASTIC DOUBLE 6""","S107US82180","CDM","270","RC","","","","","facility","both","","","","8.97","8.97","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BINDER, ABDOMINAL 9"" 30-45","EplbChSup2760","CDM","270","RC","","","","","facility","both","","","","26.68","26.68","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL 1.6X115MM W/26MM STOP","AngiChSup79783","CDM","272","RC","","","","","facility","both","","","","583.86","583.86","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL 16MM CANN PERCUTANEOUS FLEXIBLE","AngiWmSup118222","CDM","272","RC","","","","","facility","both","","","","4631.86","4631.86","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL 2.0MM - 6425","Chrs546425","CDM","270","RC","","","","","facility","both","","","","428.79","428.79","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL 2.5MM 3 FLUTED","Chrs5424217","CDM","270","RC","","","","","facility","both","","","","1033.26","1033.26","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL 2.5MMX400MM CALIBR UP TO 120","AngiChSup117173","CDM","272","RC","","","","","facility","both","","","","4037.98","4037.98","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL 3.0","CcthChSup64090","CDM","272","RC","","","","","facility","both","","","","1233.4","1233.4","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL 3.0","EplbChSup64090","CDM","272","RC","","","","","facility","both","","","","1233.4","1233.4","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL 4.2MM","EplbChSup110247","CDM","272","RC","","","","","facility","both","","","","1693.2","1693.2","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL CALIBRATED 2.5MM","EplbChSup44097","CDM","272","RC","","","","","facility","both","","","","538.91","538.91","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL CANN I-FUSE 7.0MM","CcthChSup74170","CDM","272","RC","","","","","facility","both","","","","2890.11","2890.11","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL CANNULATED 1.7MM 59401","Chrs5459401","CDM","272","RC","","","","","facility","both","","","","1598.03","1598.03","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL CANNULATED 2.7MM","Wilm5425519","CDM","272","RC","","","","","facility","both","","","","2167.58","2167.58","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL CANNULATED 5.0MM 113361","CcthChSup113361","CDM","272","RC","","","","","facility","both","","","","1108.17","1108.17","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL CANNULATED LRG QC 10 X 190 MM","AngiChSup55031","CDM","272","RC","","","","","facility","both","","","","3233.77","3233.77","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL CANNULATED QC 1.6X95MM","CcthChSup107222","CDM","272","RC","","","","","facility","both","","","","2589.2","2589.2","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL CARBIDE 4.0MM STRL","EplbChSup67941","CDM","272","RC","","","","","facility","both","","","","1634.76","1634.76","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL GRAY 2.2X100MM","CcthChSup68224","CDM","272","RC","","","","","facility","both","","","","512.51","512.51","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL KWIRE ATTACHMENT 1.1MM","CcthChSup112372","CDM","272","RC","","","","","facility","both","","","","470.38","470.38","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL QUICK CONNECT 3.5MMX110MM","EplbChSup58345","CDM","272","RC","","","","","facility","both","","","","753.35","753.35","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL QUICK COUPLING 2.8X200MM STRL","AngiChSup118182","CDM","272","RC","","","","","facility","both","","","","1012.42","1012.42","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL QUICK COUPLING 4.3MM","Chrs3127804","CDM","272","RC","","","","","facility","both","","","","681.89","681.89","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL SOLID CORE 2.0MM","AngiChSup118734","CDM","272","RC","","","","","facility","both","","","","671.44","671.44","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL STRAIGHT SHANK 2.7MM DIA X 12.7CM 6-PK","Chrs5480753","CDM","270","RC","","","","","facility","both","","","","166.53","166.53","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL THREE FLUTE NEEDLEPOINT 3.2X145MMSTRL","Chrs5453836","CDM","272","RC","","","","","facility","both","","","","1301.26","1301.26","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, MAXFRAME DRILL 4.3MM","AngiWmSup113071","CDM","272","RC","","","","","facility","both","","","","1664.01","1664.01","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE, CAUTERY - 6"" COATED","EplbChSup202343","CDM","270","RC","","","","","facility","both","","","","23.76","23.76","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE, DEEP ACROBAT SUV","Wilm5436535","CDM","270","RC","","","","","facility","both","","","","473.86","473.86","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE, DUAL-CUT SAGITTAL 31.5 X .89 X 75MM","CcthChSup110918","CDM","270","RC","","","","","facility","both","","","","735.67","735.67","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
