"*ADAPTER, CATHETER","Ccbc3011426","CDM","270","RC","","","","","facility","both","","","","0.91","0.91","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*ADAPTER, CATHETER","Ccim4711426","CDM","270","RC","","","","","facility","both","","","","0.91","0.91","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*ADAPTER, EXTENSION LINE DLP 10""","CcthChSup57898","CDM","272","RC","","","","","facility","both","","","","37.63","37.63","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*ALCOHOL, ISOPROPYL  70% 4OZ","Chrs5469220","CDM","272","RC","","","","","facility","both","","","","0.67","0.67","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*APPLICATOR, MASTISOL ADH SEPPS","Wilm541231","CDM","270","RC","","","","","facility","both","","","","10.05","10.05","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*APPLICATOR,ARISTA FLEXI TIP RIGID XL-R 38","CcthChSup66941","CDM","272","RC","","","","","facility","both","","","","242.31","242.31","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*ARISTA, 1 GRAM TOPICAL DRESSING","Chrs3131703","CDM","272","RC","","","","","facility","both","","","","475.85","475.85","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*ARISTA, 3 GRAM TOPICAL DRESSING","EplbChSup32927","CDM","270","RC","","","","","facility","both","","","","948.78","948.78","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BAG, DRAINAGE 1400ML PERICARDIOCENTESIS","Wilm5454606","CDM","270","RC","","","","","facility","both","","","","27.32","27.32","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BAG, DRAINAGE SUCTION 500ML","Ccbc30100777","CDM","270","RC","","","","","facility","both","","","","166.41","166.41","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BAG, DRAINAGE W/TWIST VALVE","Ccim477963","CDM","270","RC","","","","","facility","both","","","","61.25","61.25","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BAG, DRAINAGE W/TWIST VALVE","EplbChSup7963","CDM","270","RC","","","","","facility","both","","","","61.25","61.25","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BAG, DRAINAGE W/TWIST VALVE","Fcin477963","CDM","270","RC","","","","","facility","both","","","","61.25","61.25","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BAG, LEG URI-DRAIN MED","Ccsm412465","CDM","270","RC","","","","","facility","both","","","","16.86","16.86","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BAG, LEG URI-DRAIN MED","HcccMR2465","CDM","270","RC","","","","","facility","both","","","","16.86","16.86","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BAG, LEG URI-DRAIN MED","WuroWm2465","CDM","270","RC","","","","","facility","both","","","","16.86","16.86","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
