"**ADAPTER, STAY SAFE LUER LOCK 12 INCH","DialWm34119","CDM","270","RC","","","","","facility","both","","","","156.82","156.82","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*ADAPTER, 1/4"" PERF. W/ M-LUER","Chrs54204847","CDM","270","RC","","","","","facility","both","","","","22.9","22.9","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*ADAPTER, CATHETER","Ccsp4111426","CDM","270","RC","","","","","facility","both","","","","0.91","0.91","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*ADAPTER, CATHETER","CcspCT11426","CDM","270","RC","","","","","facility","both","","","","0.91","0.91","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*ADAPTER, CATHETER","Chrs8311426","CDM","270","RC","","","","","facility","both","","","","0.91","0.91","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*ADAPTER, CATHETER","Fcin3811426","CDM","270","RC","","","","","facility","both","","","","0.91","0.91","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*ADAPTER, CATHETER","S1074711426","CDM","270","RC","","","","","facility","both","","","","0.91","0.91","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*ADAPTER, EXTENSION LINE DLP 10""","Wilm5457898","CDM","272","RC","","","","","facility","both","","","","37.63","37.63","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*ADAPTER, NEBULIZER 1000ML","AngiWmSup77222","CDM","272","RC","","","","","facility","both","","","","11.98","11.98","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*ADAPTER, STAY SAFE LUER LOCK 4 INCH","Wilm5431063","CDM","270","RC","","","","","facility","both","","","","87.87","87.87","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*ADAPTER, SWIVEL TRACH FIBEROPT","Chrs541175","CDM","270","RC","","","","","facility","both","","","","23.98","23.98","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*ADAPTER, T-PIECE","CcthChSup82086","CDM","270","RC","","","","","facility","both","","","","0.18","0.18","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*ADAPTER, Y GATEWAY PLUS .118","Wilm549964","CDM","270","RC","","","","","facility","both","","","","132.51","132.51","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*ADHESIVE, SKIN CLOSURE DERMABOND ADVANCED 0.7ML","AngiWmSup110415","CDM","270","RC","","","","","facility","both","","","","104.28","104.28","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BAG, BILIARY DRAINAGE","Wilm543049","CDM","270","RC","","","","","facility","both","","","","93.33","93.33","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BAG, DRAINAGE SUCTION 500ML","CcspCT100777","CDM","270","RC","","","","","facility","both","","","","166.41","166.41","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BAG, DRAINAGE W/TWIST VALVE","AngiWmSup7963","CDM","270","RC","","","","","facility","both","","","","61.25","61.25","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BAG, DRAINAGE W/TWIST VALVE","CcbcMg7963","CDM","270","RC","","","","","facility","both","","","","61.25","61.25","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BAG, DRAINAGE W/TWIST VALVE","Ccsm417963","CDM","270","RC","","","","","facility","both","","","","61.25","61.25","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BAG, DRAINAGE W/TWIST VALVE","Fcin417963","CDM","270","RC","","","","","facility","both","","","","61.25","61.25","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BAG, LEG URI-DRAIN MED","HcccUS2465","CDM","270","RC","","","","","facility","both","","","","16.86","16.86","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BAG, LEG URI-DRAIN MED","S107US2465","CDM","270","RC","","","","","facility","both","","","","16.86","16.86","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BAG, URINARY DRAINAGE CYSTOFLO","CcimUS837","CDM","270","RC","","","","","facility","both","","","","16.46","16.46","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BAG, URINARY DRAINAGE CYSTOFLO","Hccc38837","CDM","270","RC","","","","","facility","both","","","","16.46","16.46","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BALL, JURGAN  W332","Chrs5497634","CDM","270","RC","","","","","facility","both","","","","40.87","40.87","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BANDAGE, 3"" ELASTIC - STERILE","Chrs54203451","CDM","270","RC","","","","","facility","both","","","","0.73","0.73","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BANDAGE, ELASTOPLAST 4""","Wilm5426","CDM","270","RC","","","","","facility","both","","","","35.35","35.35","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BANDAGE, HEMCON 2X4","CcthChSup34209","CDM","270","RC","","","","","facility","both","","","","274.13","274.13","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, 2.7 DRILL","Wilm5422564","CDM","272","RC","","","","","facility","both","","","","640.21","640.21","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, 4.2X130MM STERILE AO DRILL","Chrs5423133","CDM","270","RC","","","","","facility","both","","","","937.56","937.56","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, 4.2X180MM STERILE AO DRILL","Chrs5423134","CDM","270","RC","","","","","facility","both","","","","136.56","136.56","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, 4.2X230MM STERILE AO DRILL","EplbChSup23130","CDM","270","RC","","","","","facility","both","","","","887.7","887.7","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL 1.8X110MM W/DEPTH MARK/QUICK COUPLING","CcthChSup25695","CDM","270","RC","","","","","facility","both","","","","824.82","824.82","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL 2.5 DIA 180MM","EplbChSup19626","CDM","270","RC","","","","","facility","both","","","","452.6","452.6","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL 2.7X125MM","Chrs5460615","CDM","272","RC","","","","","facility","both","","","","826.17","826.17","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL 2.8X60MM","EplbChSup57699","CDM","272","RC","","","","","facility","both","","","","1138.53","1138.53","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL 2.8X60MM","Wilm5457699","CDM","272","RC","","","","","facility","both","","","","1138.53","1138.53","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL 2MM SHORT AO","CcthChSup118413","CDM","272","RC","","","","","facility","both","","","","934.18","934.18","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL 3.0","Wilm3164090","CDM","272","RC","","","","","facility","both","","","","1233.4","1233.4","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL 3.2MM QK COUP","Chrs546743","CDM","270","RC","","","","","facility","both","","","","396.04","396.04","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL 3.2MM QK COUP","Wilm316743","CDM","270","RC","","","","","facility","both","","","","396.04","396.04","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL 4.3MM 106594","AngiChSup106594","CDM","272","RC","","","","","facility","both","","","","1571.16","1571.16","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL 7.3MM","EplbChSup28964","CDM","272","RC","","","","","facility","both","","","","2335.73","2335.73","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL CANN AO FITTING 2.7MM","CcthChSup60948","CDM","272","RC","","","","","facility","both","","","","1603.4","1603.4","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL CANN AO FITTING 4.9MM","AngiWmSup109242","CDM","272","RC","","","","","facility","both","","","","1611.46","1611.46","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL CANN LG 5.0MM","EplbChSup8807","CDM","270","RC","","","","","facility","both","","","","2138.69","2138.69","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL CANNULATED 16MM","Wilm3166591","CDM","272","RC","","","","","facility","both","","","","4478.45","4478.45","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL CANNULATED 2.2MM 106634","AngiChSup106634","CDM","272","RC","","","","","facility","both","","","","586.53","586.53","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL CANNULATED 2.4MM","CcthChSup77963","CDM","272","RC","","","","","facility","both","","","","846.6","846.6","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL CANNULATED LRG QC 10 X 190 MM","AngiWmSup55031","CDM","272","RC","","","","","facility","both","","","","3233.77","3233.77","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL DEPTH GAUGE 2MM","Chrs3141236","CDM","272","RC","","","","","facility","both","","","","824.82","824.82","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL J-LATCH FOR THREADED HOLE 1.1MM","AngiWmSup119620","CDM","272","RC","","","","","facility","both","","","","500.25","500.25","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL LOCKING SHORT 04.3X216MM","EplbChSup64990","CDM","272","RC","","","","","facility","both","","","","1235.91","1235.91","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL PERCUTANEOUS 2.5MM","CcthChSup30894","CDM","272","RC","","","","","facility","both","","","","1113.65","1113.65","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL SOLID LONG 5.5MM","CcthChSup106861","CDM","272","RC","","","","","facility","both","","","","948.78","948.78","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL STRAIGHT SHANK 2.7MM DIA X 12.7CM 6-PK","CcthChSup80753","CDM","270","RC","","","","","facility","both","","","","166.53","166.53","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, RINGLOC QUICK CONNECT 3.2X20MM","CcthChSup38789","CDM","272","RC","","","","","facility","both","","","","437.9","437.9","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT,DRILL ARCH FIXATION 1.5MM 8 STOP 91","CcthChSup76611","CDM","272","RC","","","","","facility","both","","","","480.38","480.38","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE AND HANDLE, LARYNGOSCOPE DISP MILLER 3","AngiChSup75383","CDM","272","RC","","","","","facility","both","","","","54","54","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE, ACCESSRAIL PLATFORM STANDARD","EplbChSup73286","CDM","272","RC","","","","","facility","both","","","","462.07","462.07","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
