"**TRAY,WAYNE PNEUMOTHORAX CATH 14FR 29CM PIGT","Chrs5471887","CDM","272","RC","","","","","facility","both","","","","1357.86","1357.86","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*ADAPTER, 1/4"" PERF. W/ M-LUER","EplbChSup204847","CDM","270","RC","","","","","facility","both","","","","22.9","22.9","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*ADAPTER, CATHETER","Ccsm3811426","CDM","270","RC","","","","","facility","both","","","","0.91","0.91","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*ADHESIVE, SKIN CLOSURE DERMABOND ADVANCED 0.7ML","CcthChSup110415","CDM","270","RC","","","","","facility","both","","","","104.28","104.28","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BAG, DRAINAGE 1400ML PERICARDIOCENTESIS","EplbChSup54606","CDM","270","RC","","","","","facility","both","","","","27.32","27.32","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BAG, DRAINAGE SUCTION 500ML","CcsmCT100777","CDM","270","RC","","","","","facility","both","","","","166.41","166.41","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BAG, DRAINAGE SUCTION 500ML","Chrs38100777","CDM","270","RC","","","","","facility","both","","","","166.41","166.41","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BAG, DRAINAGE W/TWIST VALVE","HcccCT7963","CDM","270","RC","","","","","facility","both","","","","61.25","61.25","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BAG, DRAINAGE W/TWIST VALVE","MiddUS7963","CDM","270","RC","","","","","facility","both","","","","61.25","61.25","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BAG, LEG URI-DRAIN MED","CcsmUS2465","CDM","270","RC","","","","","facility","both","","","","16.86","16.86","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BAG, LEG URI-DRAIN MED","S107MR2465","CDM","270","RC","","","","","facility","both","","","","16.86","16.86","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BAG, URINARY DRAINAGE CYSTOFLO","WilmCT837","CDM","270","RC","","","","","facility","both","","","","16.46","16.46","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BAG, URINARY DRAINAGE CYSTOFLO","WilmMR837","CDM","270","RC","","","","","facility","both","","","","16.46","16.46","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BAND, CIRCLING 2.5MM  STYLE 240","Wilm5450403","CDM","270","RC","","","","","facility","both","","","","94.59","94.59","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BANDAGE, ELASTIC DOUBLE 6""","Ccbc4182180","CDM","270","RC","","","","","facility","both","","","","8.97","8.97","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BANDAGE, ELASTIC DOUBLE 6""","CcsmUS82180","CDM","270","RC","","","","","facility","both","","","","8.97","8.97","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIOPATCH DISK STERILE 1 INCH 4MM HOLE","AngiWmSup42609","CDM","272","RC","","","","","facility","both","","","","34.2","34.2","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIOPATCH DISK STERILE 1 INCH 7MM HOLE","EplbChSup42610","CDM","272","RC","","","","","facility","both","","","","34.2","34.2","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT DRILL CALIBRATED AO QUICK CONNECT 2.7MMX180MM","AngiChSup118790","CDM","272","RC","","","","","facility","both","","","","788.21","788.21","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT DRILL CALIBRATED AO QUICK CONNECT 2.7MMX180MM","CcthChSup118790","CDM","272","RC","","","","","facility","both","","","","788.21","788.21","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL 1.5MM CALIBRATED TROCAR","AngiChSup118117","CDM","272","RC","","","","","facility","both","","","","1220.27","1220.27","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL 1.5MM CALIBRATED TROCAR","AngiWmSup118117","CDM","272","RC","","","","","facility","both","","","","1220.27","1220.27","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL 16MM CANN PERCUTANEOUS FLEXIBLE","AngiChSup118222","CDM","272","RC","","","","","facility","both","","","","4631.86","4631.86","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL 2.5X 135MM","EplbChSup114015","CDM","272","RC","","","","","facility","both","","","","735.5","735.5","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL 2.7MM 107896","AngiChSup107896","CDM","272","RC","","","","","facility","both","","","","1722.39","1722.39","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL 2.7MM 107896","EplbChSup107896","CDM","272","RC","","","","","facility","both","","","","1722.39","1722.39","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL 26MM STOP 1.8X50MM","AngiWmSup107018","CDM","272","RC","","","","","facility","both","","","","572.18","572.18","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL 2MM SHORT AO","EplbChSup118413","CDM","272","RC","","","","","facility","both","","","","934.18","934.18","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL 3.2MM QK COUP RES","AngiWmSup76855","CDM","272","RC","","","","","facility","both","","","","136.56","136.56","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL 3.5MM ARTHREX","EplbChSup49649","CDM","272","RC","","","","","facility","both","","","","500.95","500.95","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL 8.0MM","CcthChSup57748","CDM","272","RC","","","","","facility","both","","","","3254.62","3254.62","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL AO 2.0X105MM SCALED","EplbChSup118676","CDM","272","RC","","","","","facility","both","","","","989.99","989.99","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL AO CALIBRATED 3.1X285MM","CcthChSup59384","CDM","272","RC","","","","","facility","both","","","","1012.77","1012.77","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL AO CALIBRATED 3.2MMX180MM","EplbChSup63830","CDM","272","RC","","","","","facility","both","","","","961.27","961.27","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL AO SCALED 2.0X135MM","CcthChSup71548","CDM","272","RC","","","","","facility","both","","","","916.66","916.66","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL CANNULATED 1.6MM","CcthChSup117151","CDM","272","RC","","","","","facility","both","","","","1722.39","1722.39","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL CANNULATED 2.3MM","Chrs5459013","CDM","272","RC","","","","","facility","both","","","","1598.03","1598.03","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL CANNULATED STEPPED 6MM/9MM","Chrs5469304","CDM","272","RC","","","","","facility","both","","","","3004.49","3004.49","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL CENTRAL 3.2MM","Wilm5455567","CDM","272","RC","","","","","facility","both","","","","700.63","700.63","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL ENTRY 17X300MM","AngiChSup109343","CDM","272","RC","","","","","facility","both","","","","4333.42","4333.42","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL FAST 2.0MM","Chrs3133913","CDM","272","RC","","","","","facility","both","","","","495.11","495.11","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL MICA CANNULATED 3X60MM COMPT","CcthChSup110059","CDM","272","RC","","","","","facility","both","","","","1173.56","1173.56","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL QUICK CONNECT 3.5MMX110MM","Chrs5458345","CDM","272","RC","","","","","facility","both","","","","753.35","753.35","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL QUICK COUPLING 2.8X200MM","AngiWmSup110050","CDM","272","RC","","","","","facility","both","","","","920.11","920.11","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL SCREW PHERIPHERAL  2.7MM","EplbChSup44985","CDM","272","RC","","","","","facility","both","","","","700.63","700.63","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL STRAIGHT SHANK 2.7MM DIA X 12.7CM 6-PK","Wilm5480753","CDM","270","RC","","","","","facility","both","","","","166.53","166.53","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL W/STOP 3.0X12MM","EplbChSup42865","CDM","272","RC","","","","","facility","both","","","","1021.76","1021.76","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL W/STOP QC 2.4X65MM","EplbChSup43678","CDM","272","RC","","","","","facility","both","","","","970.67","970.67","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, SALVATION DRILL 4.5MM","EplbChSup76979","CDM","272","RC","","","","","facility","both","","","","2300.41","2300.41","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, TRIM-IT DRILL 3.5","AngiWmSup113950","CDM","272","RC","","","","","facility","both","","","","433.53","433.53","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, TRIM-IT DRILL 3.5","CcthChSup113950","CDM","272","RC","","","","","facility","both","","","","433.53","433.53","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, TRIM-IT DRILL 3.5","EplbChSup113950","CDM","272","RC","","","","","facility","both","","","","433.53","433.53","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE CUPPED REVERSE STEM 12MMX3CM SINGLE USE","EplbChSup117801","CDM","272","RC","","","","","facility","both","","","","596.94","596.94","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE, ARTH. FULL RADIUS 3.5MM","Wilm5486399","CDM","270","RC","","","","","facility","both","","","","123.31","123.31","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE, CURVED 12MM X 11CM MEDIAL HIP","CcthChSup115062","CDM","272","RC","","","","","facility","both","","","","932.9","932.9","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE, DEEP ACROBAT SUV","CcthChSup36535","CDM","270","RC","","","","","facility","both","","","","473.86","473.86","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE, E-Z CAUTERY MODIFIED","Wilm545505","CDM","270","RC","","","","","facility","both","","","","33.27","33.27","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE, E-Z CAUTERY STD INSULAT","Wilm545588","CDM","270","RC","","","","","facility","both","","","","21.9","21.9","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE, FLAT ROUND TIP 12MM X 5CM","AngiWmSup115070","CDM","272","RC","","","","","facility","both","","","","932.9","932.9","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE, FULL RADIUS 54MM","Wilm5447211","CDM","272","RC","","","","","facility","both","","","","3328.01","3328.01","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE, INTREPID CLEAR CUT 2.45","Chrs5449831","CDM","272","RC","","","","","facility","both","","","","175.45","175.45","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE, MICRO SAGITTAL FINE 5.5X9X.6MM","Chrs5453425","CDM","272","RC","","","","","facility","both","","","","68.61","68.61","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE, OSTEOTOME SHORT 12MM WIDE","CcthChSup109531","CDM","272","RC","","","","","facility","both","","","","842.87","842.87","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE, OSTEOTOME SZ 12 CHISEL 127 X 12MM","CcthChSup113716","CDM","272","RC","","","","","facility","both","","","","759.02","759.02","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE, OVAL 3.5 AGGRESSIVE 8-FLUTE","AngiWmSup72316","CDM","272","RC","","","","","facility","both","","","","227.71","227.71","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE, PATELLA REAMING 46MM","CcthChSup115697","CDM","272","RC","","","","","facility","both","","","","411.57","411.57","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE, PATELLA REAMING 46MM","EplbChSup115697","CDM","272","RC","","","","","facility","both","","","","411.57","411.57","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
