"**TRAY,WAYNE PNEUMOTHORAX CATH 14FR 29CM PIGT","CspuChSup71887","CDM","272","RC","","","","","facility","both","","","","1357.86","1357.86","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*ADAPTER, 1/4"" PERF. W/ M-LUER","CcthChSup204847","CDM","270","RC","","","","","facility","both","","","","22.9","22.9","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*ADAPTER, 20FR UNIVERSAL PEG ENFIT","AngiWmSup114030","CDM","272","RC","","","","","facility","both","","","","78.31","78.31","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*ADAPTER, CATHETER","CcccCR11426","CDM","270","RC","","","","","facility","both","","","","0.91","0.91","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*ADAPTER, CATHETER","Hccc3811426","CDM","270","RC","","","","","facility","both","","","","0.91","0.91","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*ADAPTER, DUAL MALE","CcthChSup1305","CDM","270","RC","","","","","facility","both","","","","2.85","2.85","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*ADAPTER, MULTI-TAP BONE FILLER","AngiWmSup112267","CDM","272","RC","","","","","facility","both","","","","283.75","283.75","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*ADAPTER, T-PIECE","Wilm5482086","CDM","270","RC","","","","","facility","both","","","","0.18","0.18","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*ADAPTER, Y GATEWAY PLUS .118","Chrs549964","CDM","270","RC","","","","","facility","both","","","","132.51","132.51","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*AIRWAY, 90 MM GUEDEL","CcthChSup2644","CDM","270","RC","","","","","facility","both","","","","0.29","0.29","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BAG, CFS DRAINAGE REPLACEMENT","CcthChSup631","CDM","270","RC","","","","","facility","both","","","","180.06","180.06","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BAG, DRAINAGE SUCTION 500ML","Ccsm38100777","CDM","270","RC","","","","","facility","both","","","","166.41","166.41","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BAG, DRAINAGE SUCTION 500ML","Midd47100777","CDM","270","RC","","","","","facility","both","","","","166.41","166.41","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BAG, DRAINAGE W/TWIST VALVE","Ccbc307963","CDM","270","RC","","","","","facility","both","","","","61.25","61.25","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BAG, DRAINAGE W/TWIST VALVE","CcsmUS7963","CDM","270","RC","","","","","facility","both","","","","61.25","61.25","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BAG, DRAINAGE W/TWIST VALVE","CcspCT7963","CDM","270","RC","","","","","facility","both","","","","61.25","61.25","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BAG, DRAINAGE W/TWIST VALVE","S107477963","CDM","270","RC","","","","","facility","both","","","","61.25","61.25","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BAG, DRAINAGE W/TWIST VALVE","Wilm387963","CDM","270","RC","","","","","facility","both","","","","61.25","61.25","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BAG, LEG URI-DRAIN MED","Ccsp472465","CDM","270","RC","","","","","facility","both","","","","16.86","16.86","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BAG, LEG URI-DRAIN MED","EplbChSup2465","CDM","270","RC","","","","","facility","both","","","","16.86","16.86","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BAG, LEG URI-DRAIN MED","FcinMR2465","CDM","270","RC","","","","","facility","both","","","","16.86","16.86","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BAG, URINARY DRAINAGE CYSTOFLO","CcsbCT837","CDM","270","RC","","","","","facility","both","","","","16.46","16.46","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BAG, URINARY DRAINAGE CYSTOFLO","Fcin47837","CDM","270","RC","","","","","facility","both","","","","16.46","16.46","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BAG, ZIPLOC 8X10IN STERILE","CcthChSup65297","CDM","270","RC","","","","","facility","both","","","","12.46","12.46","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BANDAGE, 6"" ELASTIC - STERILE","EplbChSup203453","CDM","270","RC","","","","","facility","both","","","","8.8","8.8","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BANDAGE, COMPRESSION COFLEX TLC TWO LAYER (RESTRICTED)","EplbChSup79011","CDM","272","RC","","","","","facility","both","","","","63.72","63.72","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BANDAGE, ELASTIC DOUBLE 6""","Ccsb4782180","CDM","270","RC","","","","","facility","both","","","","8.97","8.97","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BANDAGE, ELASTIC DOUBLE 6""","CcsbCT82180","CDM","270","RC","","","","","facility","both","","","","8.97","8.97","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BANDAGE, ELASTIC DOUBLE 6""","S1074782180","CDM","270","RC","","","","","facility","both","","","","8.97","8.97","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BINDER, ABDOMINAL 9"" 45-62","CcthChSup2758","CDM","270","RC","","","","","facility","both","","","","27.32","27.32","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, 16MM HOLLOW DRILL","AngiWmSup112978","CDM","272","RC","","","","","facility","both","","","","4841.73","4841.73","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL 1.5 MINI-QUICK 65MM","Wilm54211375","CDM","270","RC","","","","","facility","both","","","","440.7","440.7","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL 10.2MM","AngiChSup109300","CDM","272","RC","","","","","facility","both","","","","3660.81","3660.81","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL 10.2MM","EplbChSup109300","CDM","272","RC","","","","","facility","both","","","","3660.81","3660.81","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL 2.0MM CALIBATED","AngiWmSup113666","CDM","272","RC","","","","","facility","both","","","","698.29","698.29","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL 2.0MM HAND MINI QUICK CONNECT NON-STERILE DISPOSABLE FRACTURE SYSTEM","CcthChSup118819","CDM","272","RC","","","","","facility","both","","","","233.54","233.54","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL 2.2MM 106635","AngiChSup106635","CDM","272","RC","","","","","facility","both","","","","586.53","586.53","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL 2.2MM","Wilm5459742","CDM","272","RC","","","","","facility","both","","","","538.91","538.91","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL 2.5X60MM","Wilm5457700","CDM","272","RC","","","","","facility","both","","","","1138.53","1138.53","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL 2.7","EplbChSup72255","CDM","272","RC","","","","","facility","both","","","","916.66","916.66","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL 3.5 LONG","CcthChSup76056","CDM","272","RC","","","","","facility","both","","","","1486.04","1486.04","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL AO FITTING SCALED 2.0X135MM","CcthChSup70804","CDM","272","RC","","","","","facility","both","","","","916.66","916.66","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL CALIBRATED 4.3MM","CcthChSup61563","CDM","272","RC","","","","","facility","both","","","","1039.27","1039.27","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL CANN AO FITTING 3.5MM","CcthChSup78305","CDM","272","RC","","","","","facility","both","","","","1398.45","1398.45","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL CANN DART-FIRE 3.0MM","CcthChSup63635","CDM","272","RC","","","","","facility","both","","","","1138.53","1138.53","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL CANNULATED 11.2MM LRG","EplbChSup110477","CDM","272","RC","","","","","facility","both","","","","4514.07","4514.07","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL CANNULATED 4.3MM","Wilm5447215","CDM","272","RC","","","","","facility","both","","","","2084.39","2084.39","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL CANNULATED 5.0MM 113361","AngiChSup113361","CDM","272","RC","","","","","facility","both","","","","1108.17","1108.17","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL CANNULATED TAPERED 10MM","CcthChSup106326","CDM","272","RC","","","","","facility","both","","","","2647.17","2647.17","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL HIGH SPEED 3.5MM STRL","EplbChSup109788","CDM","272","RC","","","","","facility","both","","","","1557.34","1557.34","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL J-LATCH 1.5X12MM","EplbChSup112227","CDM","272","RC","","","","","facility","both","","","","1080.14","1080.14","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
