"**TRAY,WAYNE PNEUMOTHORAX CATH 14FR 29CM PIGT","CspuChSup71887","CDM","272","RC","","","","","facility","both","","","","1357.86","1357.86","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL LOCKING MEDIUM 3.1X238MM","EplbChSup73868","CDM","272","RC","","","","","facility","both","","","","1194.23","1194.23","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL NON-LOCKING SHORT 3.2X216MM","Chrs5464991","CDM","272","RC","","","","","facility","both","","","","1255.54","1255.54","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL PERCUTANEOUS CALIB 3.2 X 300MM","CcthChSup54978","CDM","272","RC","","","","","facility","both","","","","1113.65","1113.65","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL QC3.5X150MM","EplbChSup113100","CDM","272","RC","","","","","facility","both","","","","428.79","428.79","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL QUICK COUPLING 2.8X200MM","EplbChSup110050","CDM","272","RC","","","","","facility","both","","","","920.11","920.11","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL THREE FLUTE NEEDLEPOINT 3.2X145MMSTRL","CcthChSup53836","CDM","272","RC","","","","","facility","both","","","","1301.26","1301.26","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL THREE-FLUTED 3.8MM X270MM","Chrs5466199","CDM","272","RC","","","","","facility","both","","","","1250.63","1250.63","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT,DRILL 2.5MM - 38346","Wilm5438346","CDM","270","RC","","","","","facility","both","","","","961.27","961.27","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT,DRILL HOLLOW FOR MULTILOC HUMERAL10MM","Chrs5466225","CDM","272","RC","","","","","facility","both","","","","1566.27","1566.27","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE AND HANDLE, LARYNGOSCOPE DISP MAC 3","AngiWmSup75386","CDM","272","RC","","","","","facility","both","","","","54","54","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE, ACROMIOBLASTER 4.0MM","Wilm54213818","CDM","270","RC","","","","","facility","both","","","","120.8","120.8","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE, CAUTERY - COATED","Chrs54202344","CDM","270","RC","","","","","facility","both","","","","21.66","21.66","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE, DISSECTOR 3.0 AGGRESSIVE","AngiChSup72310","CDM","272","RC","","","","","facility","both","","","","227.71","227.71","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE, DISSECTOR 3.0 AGGRESSIVE","CcthChSup72310","CDM","272","RC","","","","","facility","both","","","","227.71","227.71","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE, ELECTRODE 3/4""","CcthChSup825","CDM","270","RC","","","","","facility","both","","","","18.73","18.73","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE, FLAT 6MM X 3CM","EplbChSup115073","CDM","272","RC","","","","","facility","both","","","","932.9","932.9","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE, FLAT ROUND TIP 12MM X 5CM","CcthChSup115070","CDM","272","RC","","","","","facility","both","","","","932.9","932.9","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE, FLAT, 12 MM X 9 CM,SINGLE USE","EplbChSup116210","CDM","272","RC","","","","","facility","both","","","","1080.14","1080.14","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE, INTREPID CLEAR CUT 2.45","EplbChSup49831","CDM","272","RC","","","","","facility","both","","","","175.45","175.45","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE, LARYNGOSCOPE DISP MAC 1","CcthChSup75377","CDM","272","RC","","","","","facility","both","","","","22.48","22.48","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE, LARYNGOSCOPE DISP MILLER 1","AngiChSup75374","CDM","272","RC","","","","","facility","both","","","","22.48","22.48","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE, LARYNGOSCOPE DISP MILLER 1","AngiWmSup75374","CDM","272","RC","","","","","facility","both","","","","22.48","22.48","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE, MICRO 22.5MMX0.025 THICK","Chrs5464115","CDM","272","RC","","","","","facility","both","","","","404.2","404.2","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE, MT4-10 OSTEOTOMY MICROSAW .55MM THICK","AngiChSup116414","CDM","272","RC","","","","","facility","both","","","","3497.33","3497.33","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE, OSCILLATING STR DISP - 1931","EplbChSup1931","CDM","270","RC","","","","","facility","both","","","","170.49","170.49","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE, PERFORATED HELICAL 75MM","AngiWmSup75207","CDM","272","RC","","","","","facility","both","","","","3823.36","3823.36","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE, QUADCUT 4.3MMX13CM","CcthChSup57927","CDM","272","RC","","","","","facility","both","","","","1653.44","1653.44","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE, RAD 60 ROTAT 4MM M4","Wilm5429138","CDM","270","RC","","","","","facility","both","","","","1581.11","1581.11","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE, SAGITAL SAFEDGE STERNUM REV","EplbChSup32581","CDM","270","RC","","","","","facility","both","","","","190.05","190.05","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE, SAGITAL SYSTEM 6","EplbChSup37024","CDM","270","RC","","","","","facility","both","","","","319.08","319.08","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE, SAGITTAL 14X15.5X.06","Wilm54204484","CDM","270","RC","","","","","facility","both","","","","61.19","61.19","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE, SAGITTAL FINE 9.5X25.5X0.4MM","CcthChSup64179","CDM","272","RC","","","","","facility","both","","","","185.38","185.38","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE, SAW WIDE MED LONG","Wilm5494349","CDM","270","RC","","","","","facility","both","","","","190.05","190.05","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE, SHAVER 4.0 AGGRESSIVE PLUS XL CVD","AngiChSup120119","CDM","272","RC","","","","","facility","both","","","","345.87","345.87","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE, SHAVER STRAIGHT SINGLE SERRATED STERIL 3MM","EplbChSup114798","CDM","272","RC","","","","","facility","both","","","","1234.72","1234.72","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE,LARYNGOSCOPE  DISP MAC 2","EplbChSup75378","CDM","272","RC","","","","","facility","both","","","","22.48","22.48","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLANKET, BAIR HUGGER U SHAPED","CcthChSup48338","CDM","270","RC","","","","","facility","both","","","","32.99","32.99","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BRIDGE, LOOPOSTOMY","Chrs54791","CDM","270","RC","","","","","facility","both","","","","4.55","4.55","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BRUSH, CYTOLOGY BC-15C 2.4MM","EplbChSup94211","CDM","270","RC","","","","","facility","both","","","","85.84","85.84","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BUR, CARBIDE SUPER  FG70L","Chrs5467294","CDM","272","RC","","","","","facility","both","","","","9.22","9.22","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BUR, CAULK SUPER CARBIDE RA4","Chrs5467857","CDM","272","RC","","","","","facility","both","","","","24.16","24.16","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BUR, DIAMOND 15CMX3.2MM 15DEG","Chrs5456047","CDM","272","RC","","","","","facility","both","","","","2724.53","2724.53","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BUR, EGG 5.0MM","CcthChSup64103","CDM","272","RC","","","","","facility","both","","","","246.27","246.27","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BUR, EGG 5.0MM","Wilm3164103","CDM","272","RC","","","","","facility","both","","","","246.27","246.27","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BUR, ELAN 4 1-RING SMOOTH D5.0","AngiChSup107054","CDM","272","RC","","","","","facility","both","","","","811.85","811.85","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BUR, FISSURE CROSS-CUT 2.1MM","CcthChSup64105","CDM","272","RC","","","","","facility","both","","","","36.02","36.02","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BUR, FISSURE CROSS-CUT 2.1MM","EplbChSup64105","CDM","272","RC","","","","","facility","both","","","","36.02","36.02","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BUR, MICA 2X12MM COMPT","CcthChSup110310","CDM","278","RC","C1713","HCPCS","","","facility","both","","","","2002.64","2002.64","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BUR, MR8 14CM METAL CUTTR 1.6MM DIAMETER","AngiWmSup111338","CDM","272","RC","","","","","facility","both","","","","983.58","983.58","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BUR, MR8 9CM MATCH HEAD 3MM DIAMETER","AngiWmSup111318","CDM","272","RC","","","","","facility","both","","","","679.5","679.5","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BUR, MR8 F2/7CM TAPER 2.3MM DIAMETER","EplbChSup111344","CDM","272","RC","","","","","facility","both","","","","563.13","563.13","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BUR, OVAL MICRO CARBIDE LONG 4MM","EplbChSup64554","CDM","272","RC","","","","","facility","both","","","","200.44","200.44","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BUR, ROUND 4.0MM","Chrs5464109","CDM","272","RC","","","","","facility","both","","","","172.35","172.35","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BUR, ROUND FINE DIAMOND 2.0MM","CcthChSup61416","CDM","272","RC","","","","","facility","both","","","","916.66","916.66","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BUR, ROUND FINE DIAMOND 2.0MM","Wilm5461416","CDM","272","RC","","","","","facility","both","","","","916.66","916.66","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BUR, ROUND FINE DIAMOND 5.0MM","Chrs5461932","CDM","272","RC","","","","","facility","both","","","","916.66","916.66","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BUR, ROUND MULTI FLUTED 4.0MM","Chrs5461409","CDM","272","RC","","","","","facility","both","","","","916.66","916.66","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BUR, ROUND MULTI FLUTED 6.0MM","EplbChSup61407","CDM","272","RC","","","","","facility","both","","","","916.66","916.66","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BURR, CARTILAGE PROSTEP 3X12MM","CcthChSup120135","CDM","272","RC","","","","","facility","both","","","","1888.56","1888.56","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CANISTER, 12 LTR LARGE VOLUME","Chrs54203755","CDM","270","RC","","","","","facility","both","","","","108.39","108.39","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CANISTER, 12 LTR LARGE VOLUME","EplbChSup203755","CDM","270","RC","","","","","facility","both","","","","108.39","108.39","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CANNULA, 23G ENHANCED 1-CT","EplbChSup76661","CDM","272","RC","","","","","facility","both","","","","208.79","208.79","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CANNULA, 8.25MM 7CM TWIST-IN","Chrs54214657","CDM","270","RC","","","","","facility","both","","","","159.4","159.4","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CANNULA, AORTIC EZ GLIDE 21 FR","EplbChSup31686","CDM","270","RC","","","","","facility","both","","","","279.15","279.15","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CANNULA, IPAS FLEX SZ #9","CcthChSup19110","CDM","270","RC","","","","","facility","both","","","","7.59","7.59","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CANNULA, PERFUSION DLP 9FR 5.5IN PEDIATRIC ADULT AORTIC ROOT FLANGED TIP W/SS STANDARD INTRO NDL BODY PVC NON-RADIOLUCENT TIP","AngiWmSup118898","CDM","272","RC","","","","","facility","both","","","","97.62","97.62","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CANNULA, U SHAPE","Chrs5493701","CDM","270","RC","","","","","facility","both","","","","30.5","30.5","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CANNULA, VENOUS 3/8"" CONN 24FR","CcthChSup82523","CDM","270","RC","","","","","facility","both","","","","188.27","188.27","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CANNULA, VENOUS DUAL STAGE 36/46 FR","CcthChSup24382","CDM","270","RC","","","","","facility","both","","","","236.81","236.81","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CANNULA,NASAL","CcthChSup91914","CDM","270","RC","","","","","facility","both","","","","16.23","16.23","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CAP, ATRIUM CHEST DRAIN","Chrs545726","CDM","270","RC","","","","","facility","both","","","","20.44","20.44","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CAP, LEUR LOCK MALE/FEMALE RED","Chrs472872","CDM","270","RC","","","","","facility","both","","","","0.11","0.11","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CAP,REVEAL DISTAL ATTACHMENT (13.4MM OD)","EplbChSup65290","CDM","272","RC","","","","","facility","both","","","","105.1","105.1","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CARTRIDGE, FOUR CHANNEL GREEN","Chrs541727","CDM","270","RC","","","","","facility","both","","","","76.36","76.36","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, 6FR X 100CM AL1","Wilm5428539","CDM","272","RC","","","","","facility","both","","","","39.7","39.7","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, 6FR X 110CM PIG","Wilm5428603","CDM","272","RC","","","","","facility","both","","","","39.7","39.7","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, BALLOON BILIARY 6FR","CcthChSup793","CDM","270","RC","","","","","facility","both","","","","613.05","613.05","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, BERENSTEIN 4 FR","AngiWmSup206361","CDM","270","RC","","","","","facility","both","","","","82.79","82.79","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, COUNCIL 18 FR","CcthChSup4775","CDM","270","RC","","","","","facility","both","","","","77.31","77.31","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, DXTERITY DIAG 5FR AL1.0 X 100CM","EplbChSup74181","CDM","272","RC","","","","","facility","both","","","","43.79","43.79","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, EMBOL FOGARTY 3FR SHORT","CcthChSup809","CDM","272","RC","C1757","HCPCS","","","facility","both","","","","218.89","218.89","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, EMBOL FOGARTY 4FR LONG","AngiChSup80837","CDM","272","RC","C1757","HCPCS","","","facility","both","","","","218.89","218.89","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, EMBOL FOGARTY 4FR SHORT","Wilm5480838","CDM","272","RC","C1757","HCPCS","","","facility","both","","","","218.89","218.89","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, FOLEY 5CC 14FR","Wilm541045x","CDM","270","RC","","","","","facility","both","","","","46.86","46.86","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, IV PROTECTIVE 22G 1","Ccsp4793817","CDM","270","RC","","","","","facility","both","","","","8.75","8.75","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, IV PROTECTIVE 22G 1","CcspUS93817","CDM","270","RC","","","","","facility","both","","","","8.75","8.75","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, LATEX 2 WAY 10F 3CC","Fcin382986","CDM","270","RC","","","","","facility","both","","","","41.04","41.04","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, LATEX 2 WAY 10F 3CC","Wilm542986","CDM","270","RC","","","","","facility","both","","","","41.04","41.04","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, LATEX 2 WAY 14F 5CC","CcicCT2471","CDM","270","RC","","","","","facility","both","","","","21.13","21.13","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, LATEX 2 WAY 14F 5CC","Ccim382471","CDM","270","RC","","","","","facility","both","","","","21.13","21.13","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, LATEX 2 WAY 14F 5CC","Ccsm412471","CDM","270","RC","","","","","facility","both","","","","21.13","21.13","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, LATEX 2 WAY 14F 5CC","EplbChSup2471","CDM","270","RC","","","","","facility","both","","","","21.13","21.13","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, LATEX 2 WAY 14F 5CC","HcccUS2471","CDM","270","RC","","","","","facility","both","","","","21.13","21.13","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, LATEX 2 WAY 16F 5CC","CcbcMg2472","CDM","270","RC","","","","","facility","both","","","","21.13","21.13","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, LATEX 2 WAY 16F 5CC","CcsbCT2472","CDM","270","RC","","","","","facility","both","","","","21.13","21.13","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
