"**TRAY,WAYNE PNEUMOTHORAX CATH 14FR 29CM PIGT","Wilm5471887","CDM","272","RC","","","","","facility","both","","","","1357.86","1357.86","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*ADAPTER, CATHETER","AngiWmSup1426","CDM","270","RC","","","","","facility","both","","","","0.91","0.91","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*ADAPTER, STAY SAFE LUER LOCK 4 INCH","Chrs3131063","CDM","270","RC","","","","","facility","both","","","","87.87","87.87","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*ADHESIVE, SKIN CLOSURE DERMABOND TOPICAL 0.36ML","AngiChSup110416","CDM","270","RC","","","","","facility","both","","","","60.84","60.84","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*ASSEMBLY, ULPA FIL.W/WATER TRP","CcthChSup202462","CDM","270","RC","","","","","facility","both","","","","159.44","159.44","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BAG, DRAINAGE SUCTION 500ML","HcccUS100777","CDM","270","RC","","","","","facility","both","","","","166.41","166.41","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BAG, DRAINAGE SUCTION 500ML","S10741100777","CDM","270","RC","","","","","facility","both","","","","166.41","166.41","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BAG, DRAINAGE W/TWIST VALVE","CcimUS7963","CDM","270","RC","","","","","facility","both","","","","61.25","61.25","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BAG, DRAINAGE W/TWIST VALVE","Ccsp387963","CDM","270","RC","","","","","facility","both","","","","61.25","61.25","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BAG, DRAINAGE W/TWIST VALVE","WilmUS7963","CDM","270","RC","","","","","facility","both","","","","61.25","61.25","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BAG, LEG URI-DRAIN MED","Ccsb472465","CDM","270","RC","","","","","facility","both","","","","16.86","16.86","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BAG, LEG URI-DRAIN MED","Fcin382465","CDM","270","RC","","","","","facility","both","","","","16.86","16.86","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BAG, OSTOMY 1 PIECE CUT TO FIT 3/8-3IN SENSURA","Chrs3138410","CDM","270","RC","","","","","facility","both","","","","2.74","2.74","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BAG, URINARY DRAINAGE CYSTOFLO","FcinUS837","CDM","270","RC","","","","","facility","both","","","","16.46","16.46","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BALL, JURGAN  W062","EplbChSup95340","CDM","270","RC","","","","","facility","both","","","","42.82","42.82","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BALL, JURGAN W028","EplbChSup212002","CDM","270","RC","","","","","facility","both","","","","40.87","40.87","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BANDAGE, COBAN 4"" ST NO LATEX","CcthChSup214141","CDM","270","RC","","","","","facility","both","","","","8.71","8.71","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BANDAGE, COBAN 4"" ST NO LATEX","Chrs54214141","CDM","270","RC","","","","","facility","both","","","","8.71","8.71","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BANDAGE, COMPRESSION COBAN 2 LAYER","Wilm5434216","CDM","270","RC","","","","","facility","both","","","","64.81","64.81","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BANDAGE, ELASTIC 3""","Wilm547","CDM","270","RC","","","","","facility","both","","","","0.48","0.48","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BARRIER, CONVEX SKIN 2 1/4 INCH FLANGE","AngiChSup46693","CDM","270","RC","","","","","facility","both","","","","8.56","8.56","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BARRIER, CONVEX SKIN 2 1/4 INCH FLANGE","Chrs5446693","CDM","270","RC","","","","","facility","both","","","","8.56","8.56","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BINDER, ABDOMINAL 4-PANEL 12"" XLG 62-84""","EplbChSup27167","CDM","270","RC","","","","","facility","both","","","","47.81","47.81","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
