"*ADAPTER, CATHETER","Ccim4111426","CDM","270","RC","","","","","facility","both","","","","0.91","0.91","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*ADAPTER, CATHETER","CcimMR11426","CDM","270","RC","","","","","facility","both","","","","0.91","0.91","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*ADAPTER, CATHETER","Ccsm4111426","CDM","270","RC","","","","","facility","both","","","","0.91","0.91","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*ADAPTER, CATHETER","MiddCT11426","CDM","270","RC","","","","","facility","both","","","","0.91","0.91","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*APPLICATOR, ARISTA FLEXI TIP","EplbChSup33127","CDM","270","RC","","","","","facility","both","","","","71.82","71.82","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*ARISTA, 3 GRAM TOPICAL DRESSING","Chrs3132927","CDM","270","RC","","","","","facility","both","","","","948.78","948.78","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BABCOCK, REPROCESSED W/RATCHET HNDLE 5MM","CcthChSup45414","CDM","272","RC","","","","","facility","both","","","","148.07","148.07","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BAG, DRAINAGE SUCTION 500ML","EplbChSup100777","CDM","270","RC","","","","","facility","both","","","","166.41","166.41","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BAG, LEG URI-DRAIN MED","CcicCT2465","CDM","270","RC","","","","","facility","both","","","","16.86","16.86","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BAG, LEG URI-DRAIN MED","Chrs382465","CDM","270","RC","","","","","facility","both","","","","16.86","16.86","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BAG, LEG URI-DRAIN MED","Chrs412465","CDM","270","RC","","","","","facility","both","","","","16.86","16.86","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BAG, URIMETER DRAINAGE 350ML","Chrs54904","CDM","270","RC","","","","","facility","both","","","","41.92","41.92","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BAG, URINARY DRAINAGE 4L STE","CcthChSup598","CDM","270","RC","","","","","facility","both","","","","25.34","25.34","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BAG, URINARY DRAINAGE CYSTOFLO","Hccc47837","CDM","270","RC","","","","","facility","both","","","","16.46","16.46","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BALL, JURGAN  W564","EplbChSup97633","CDM","270","RC","","","","","facility","both","","","","42.82","42.82","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BANDAGE, ELASTIC 4""","EplbChSup8","CDM","270","RC","","","","","facility","both","","","","0.66","0.66","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BANDAGE, ELASTIC DOUBLE 6""","CcicUS82180","CDM","270","RC","","","","","facility","both","","","","8.97","8.97","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BANDAGE, ELASTIC DOUBLE 6""","CcsmCT82180","CDM","270","RC","","","","","facility","both","","","","8.97","8.97","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BANDAGE, ELASTOPLAST 3""","CcthChSup11","CDM","270","RC","","","","","facility","both","","","","24.64","24.64","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BANDAGE, HEMCON 2X4","Wilm5434209","CDM","270","RC","","","","","facility","both","","","","274.13","274.13","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIOPATCH DISK STERILE 1 INCH 7MM HOLE","AngiWmSup42610","CDM","272","RC","","","","","facility","both","","","","34.2","34.2","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIOPATCH DISK STERILE 1 INCH 7MM HOLE","Wilm5442610","CDM","272","RC","","","","","facility","both","","","","34.2","34.2","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT DRILL CALIBRATED AO QUICK CONNECT 2.7MMX180MM","AngiWmSup118790","CDM","272","RC","","","","","facility","both","","","","788.21","788.21","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
