"*BIT, DRILL 3.5X60MM","CcthChSup61044","CDM","272","RC","","","","","facility","both","","","","1138.53","1138.53","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL 4.2X180MM","CcthChSup107007","CDM","272","RC","","","","","facility","both","","","","1450.32","1450.32","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL AO FITTING SCALED 2.4X135MM","EplbChSup106923","CDM","272","RC","","","","","facility","both","","","","916.66","916.66","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL CALIBRATED CMP FT 2.0MM","EplbChSup64217","CDM","272","RC","","","","","facility","both","","","","1233.4","1233.4","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL CALIBRATED QC 2.5 X 250X95MM","CcthChSup53840","CDM","272","RC","","","","","facility","both","","","","723.58","723.58","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL CANN LG 5.0MM","CcthChSup8807","CDM","270","RC","","","","","facility","both","","","","2138.69","2138.69","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL CANNULATED 16MM","Chrs5466591","CDM","272","RC","","","","","facility","both","","","","4478.45","4478.45","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL FLEXIBLE CANNULATED 16MM","Chrs5468916","CDM","272","RC","","","","","facility","both","","","","4478.45","4478.45","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL LOCKING SHORT 3.1X216MM","Chrs5463542","CDM","272","RC","","","","","facility","both","","","","1235.91","1235.91","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL QUICK CONNECT 2.9X150MM","EplbChSup41799","CDM","270","RC","","","","","facility","both","","","","538.96","538.96","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL THREE FLUTED 3.2X330X100 CALIB","CcthChSup65644","CDM","272","RC","","","","","facility","both","","","","1316.15","1316.15","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL THREE FLUTED 3.2X330X100 CALIB","Wilm3165644","CDM","272","RC","","","","","facility","both","","","","1316.15","1316.15","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL THREE-FLUTED 3.8X270MM STRL","EplbChSup70936","CDM","272","RC","","","","","facility","both","","","","1542.45","1542.45","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL TWIST J NOTCH 5MM STOP 1.5X50MM","AngiChSup111031","CDM","272","RC","","","","","facility","both","","","","867.04","867.04","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, RINGLOC QUICK CONNECT 3.2X40MM","Wilm5438790","CDM","272","RC","","","","","facility","both","","","","437.9","437.9","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT,DRILL 1.0MM - 31854","Chrs3131854","CDM","272","RC","","","","","facility","both","","","","440.7","440.7","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT,DRILL 1.0MM - 31854","EplbChSup31854","CDM","272","RC","","","","","facility","both","","","","440.7","440.7","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE CUPPED REVERSE STEM 12MMX3CM SINGLE USE","AngiChSup117801","CDM","272","RC","","","","","facility","both","","","","596.94","596.94","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE, 10MM ACL STOP","CcthChSup203332","CDM","270","RC","","","","","facility","both","","","","195.99","195.99","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE, CARBON STEEL #10","Chrs31343","CDM","270","RC","","","","","facility","both","","","","0.3","0.3","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE, CARBON STEEL #15","Chrs31349","CDM","270","RC","","","","","facility","both","","","","0.3","0.3","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE, CURVED 12MM X 16CM MEDIAL HIP","AngiChSup115063","CDM","272","RC","","","","","facility","both","","","","932.9","932.9","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE, CURVED 12MM X 16CM MEDIAL HIP","EplbChSup115063","CDM","272","RC","","","","","facility","both","","","","932.9","932.9","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE, DISSECTOR 3.5 AGGRESSIVE","Wilm5472311","CDM","272","RC","","","","","facility","both","","","","227.71","227.71","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE, DUAL CUT SAG","Chrs549703","CDM","270","RC","","","","","facility","both","","","","301.27","301.27","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE, FIN, STRAIGHT,SINGLE USE","EplbChSup116216","CDM","272","RC","","","","","facility","both","","","","1080.14","1080.14","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE, FLAT 20MM X 11CM","AngiWmSup115072","CDM","272","RC","","","","","facility","both","","","","932.9","932.9","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE, INTREPID CLEAR CUT 2.45","Wilm5449831","CDM","272","RC","","","","","facility","both","","","","175.45","175.45","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE, LARYNGOSCOPE DISP MAC 1","EplbChSup75377","CDM","272","RC","","","","","facility","both","","","","22.48","22.48","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE, MAC FOR MCGRATH HANDLE SIZE 2","AngiWmSup75493","CDM","272","RC","","","","","facility","both","","","","47.96","47.96","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE, MICRO 22.5MMX0.025 THICK","Wilm3164115","CDM","272","RC","","","","","facility","both","","","","404.2","404.2","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE, MT2R-4 MEDICAL MICROSAW INSERT","EplbChSup118439","CDM","272","RC","","","","","facility","both","","","","3497.33","3497.33","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE, OSTEOTOME SZ 12 113542","CcthChSup113542","CDM","272","RC","","","","","facility","both","","","","759.02","759.02","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE, PATELLA W/PILOT HOLE 38MM","EplbChSup115748","CDM","272","RC","","","","","facility","both","","","","411.57","411.57","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE, PATELLAR REAMER 35MM","CcthChSup100405","CDM","270","RC","","","","","facility","both","","","","437.9","437.9","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE, PERFORATED HELICAL 85MM","EplbChSup75239","CDM","278","RC","C1713","HCPCS","","","facility","both","","","","3823.36","3823.36","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE, PROXIMAL HUMERUS,SINGLE USE","CcthChSup116215","CDM","272","RC","","","","","facility","both","","","","1080.14","1080.14","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE, RAD 60 ROTAT 4MM M4","CcthChSup29138","CDM","270","RC","","","","","facility","both","","","","1581.11","1581.11","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE, RECIPROCATING 75MMX8MMX1.0MM","EplbChSup73242","CDM","272","RC","","","","","facility","both","","","","1103.5","1103.5","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE, SAGITTAL 9.5X25.5MM","Wilm316273","CDM","270","RC","","","","","facility","both","","","","80.92","80.92","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE, SAGITTAL FINE 9.5X25.5X0.4MM","Wilm3164179","CDM","272","RC","","","","","facility","both","","","","185.38","185.38","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE, SHAVER CURVED DBL SERATED CONCAVE 40 DEGREE 4MM","AngiWmSup115752","CDM","272","RC","","","","","facility","both","","","","2510.6","2510.6","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE, SHAVER STRAIGHT SINGLE SERRATED STERIL 3MM","CcthChSup114798","CDM","272","RC","","","","","facility","both","","","","1234.72","1234.72","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE, SKIMMER 15DEGREE 4MM/27.5CM","Wilm5426492","CDM","270","RC","","","","","facility","both","","","","3367.77","3367.77","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE, TRUNCATED STARTER 56MM","Wilm5447205","CDM","272","RC","","","","","facility","both","","","","3328.01","3328.01","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE, TRUNCATED STARTER 58MM","EplbChSup47206","CDM","272","RC","","","","","facility","both","","","","3328.01","3328.01","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLOCKER, XIA CT MIS","AngiWmSup76657","CDM","278","RC","C1713","HCPCS","","","facility","both","","","","175.16","175.16","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BRACE, ANKLE STIRRUP UNIVERSAL","Chrs5446","CDM","270","RC","","","","","facility","both","","","","97.73","97.73","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BRIDGE, LOOPOSTOMY","EplbChSup791","CDM","270","RC","","","","","facility","both","","","","4.55","4.55","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BUR, CARBIDE RA-4","Wilm5460220","CDM","272","RC","","","","","facility","both","","","","13.26","13.26","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BUR, CLEARCUT OVAL 8-FLUTE 5.0MMX13CM","Wilm5450135","CDM","272","RC","","","","","facility","both","","","","231.2","231.2","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BUR, CORTICAL SHAPE SPHERE 0.4 X 0.16MM","EplbChSup114408","CDM","272","RC","","","","","facility","both","","","","1887.76","1887.76","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BUR, HOLE COVER FOR SHUNT 15MM DIAMETER","CcthChSup70596","CDM","278","RC","C1713","HCPCS","","","facility","both","","","","1063.73","1063.73","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BUR, LEGEND METAL CUTTER 25.4MM","Wilm5428459","CDM","272","RC","","","","","facility","both","","","","787.28","787.28","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BUR, MR8 10CM BALL DIAMOND FINE 1MM DIA","AngiWmSup111319","CDM","272","RC","","","","","facility","both","","","","660.75","660.75","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BUR, MR8 10CM BALL FINE 3MM DIAMETER","CcthChSup111324","CDM","272","RC","","","","","facility","both","","","","619.41","619.41","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BUR, MR8 12CM TELESC MATCH 2.5MM DIAM","CcthChSup111346","CDM","272","RC","","","","","facility","both","","","","668.23","668.23","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BUR, MR8 14CM DIAM WHEEL 25.4MM DIAMETER","EplbChSup111339","CDM","272","RC","","","","","facility","both","","","","810.93","810.93","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BUR, MR8 14CM LENGTH LARGE BORE FLUTED 3MM HEAD","EplbChSup115787","CDM","272","RC","","","","","facility","both","","","","743.38","743.38","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BUR, MR8 14CM MATCH HEAD 3MM DIAMETER","AngiChSup111336","CDM","272","RC","","","","","facility","both","","","","683.23","683.23","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BUR, MR8 7CM BALL DIAMOND FINE 4MM","AngiChSup111301","CDM","272","RC","","","","","facility","both","","","","660.75","660.75","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BUR, MR8 7CM BALL FINE 6MM DIAMETER","CcthChSup111306","CDM","272","RC","","","","","facility","both","","","","593.2","593.2","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BUR, MR8 9CM MATCH HEAD 3MM DIAMETER","EplbChSup111318","CDM","272","RC","","","","","facility","both","","","","679.5","679.5","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BUR, OVAL DISP X-LONG 4X8MM","Wilm5495058","CDM","270","RC","","","","","facility","both","","","","123.9","123.9","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BUR, RD XLONG 5MM","EplbChSup92560","CDM","270","RC","","","","","facility","both","","","","112.34","112.34","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BUR, ROUND 4.0MM","CcthChSup64109","CDM","272","RC","","","","","facility","both","","","","172.35","172.35","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BUR, ROUND 4.0MM","Wilm3164109","CDM","272","RC","","","","","facility","both","","","","172.35","172.35","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BUR, TAPERED DIAMOND HIGH SPEED 4MM","Chrs3131587","CDM","270","RC","","","","","facility","both","","","","2390.17","2390.17","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CANISTER, 12 LTR LARGE VOLUME","CcsmUS203755","CDM","270","RC","","","","","facility","both","","","","108.39","108.39","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CANISTER, 12 LTR LARGE VOLUME","CcspCT203755","CDM","270","RC","","","","","facility","both","","","","108.39","108.39","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CANISTER, 12 LTR LARGE VOLUME","Hccc47203755","CDM","270","RC","","","","","facility","both","","","","108.39","108.39","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CANISTER, SUCTION 2000CC","CcimUS2089","CDM","270","RC","","","","","facility","both","","","","9.43","9.43","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CANISTER, SUCTION 2000CC","Ccsp382089","CDM","270","RC","","","","","facility","both","","","","9.43","9.43","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CANISTER, SUCTION 2000CC","Fcin412089","CDM","270","RC","","","","","facility","both","","","","9.43","9.43","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CANNULA, ARTERIAL DLP STRAIGHT TIP 20FR","EplbChSup54072","CDM","272","RC","","","","","facility","both","","","","107.5","107.5","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CANNULA, CORONARY ARTERY RT ANGLE W/BALLOON 4.0MM","EplbChSup78164","CDM","272","RC","","","","","facility","both","","","","519.64","519.64","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CANNULA, IPAS FLEX SZ #5","Chrs5419106","CDM","270","RC","","","","","facility","both","","","","7.14","7.14","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CANNULA, IRRIGATING 30G","EplbChSup80904","CDM","270","RC","","","","","facility","both","","","","28.2","28.2","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CANNULA, NASAL AIRLIFE","Cccc56752","CDM","270","RC","","","","","facility","both","","","","0.45","0.45","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CANNULA, SOFT TIP 23G","Chrs3135349","CDM","270","RC","","","","","facility","both","","","","113.62","113.62","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CANNULA, THREADED PARTIALLY 5.75MM","CcthChSup26466","CDM","270","RC","","","","","facility","both","","","","159.4","159.4","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CANNULA, UNIVERSAL 22X38X76MM","EplbChSup1934","CDM","270","RC","","","","","facility","both","","","","154.9","154.9","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CANNULA, VENOUS 3/8"" CONN 20FR","EplbChSup82522","CDM","270","RC","","","","","facility","both","","","","188.27","188.27","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CANNULA, VENOUS FLEXIBLE 28FR","Wilm5432325","CDM","270","RC","","","","","facility","both","","","","193.78","193.78","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CAP, ATRIUM CHEST DRAIN","Wilm545726","CDM","270","RC","","","","","facility","both","","","","20.44","20.44","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CAP, HALO 360 MEDIUM","Chrs5465148","CDM","270","RC","","","","","facility","both","","","","217.7","217.7","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CAP, LEUR LOCK MALE/FEMALE RED","Wilm542872","CDM","270","RC","","","","","facility","both","","","","0.11","0.11","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CAP, REVEAL DISTAL ATTACHMENT 13.4MM OD","Chrs5470581","CDM","272","RC","","","","","facility","both","","","","101.95","101.95","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CAPS, SAMPLE CUP","Chrs54212958","CDM","270","RC","","","","","facility","both","","","","0.05","0.05","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CAPSULE, FILTEK SUPREME B1-B","Wilm5460329","CDM","272","RC","","","","","facility","both","","","","38.31","38.31","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CAPSULE, FILTREX SUPREME ULTRA A1-B","EplbChSup60327","CDM","272","RC","","","","","facility","both","","","","33.56","33.56","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, 16FR LT HEART VENT","EplbChSup203757","CDM","270","RC","","","","","facility","both","","","","130.52","130.52","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, 6FR X 100CM MPA1","EplbChSup28593","CDM","272","RC","","","","","facility","both","","","","39.7","39.7","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, EMBOL FOGARTY 3FR LONG","Chrs54808","CDM","272","RC","C1757","HCPCS","","","facility","both","","","","218.89","218.89","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, EMBOL FOGARTY 3FR SHORT","EplbChSup809","CDM","272","RC","C1757","HCPCS","","","facility","both","","","","218.89","218.89","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, FOLEY 5CC 14FR","CuroCh1045","CDM","270","RC","","","","","facility","both","","","","46.86","46.86","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, IV INTROCAN 18G 1-3/4","EplbChSup8477","CDM","270","RC","","","","","facility","both","","","","8.23","8.23","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, IV INTROCAN 20G 1","CcthChSup8475","CDM","270","RC","","","","","facility","both","","","","8.23","8.23","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, IV PROTECTIVE 22G 1","S1074193817","CDM","270","RC","","","","","facility","both","","","","8.75","8.75","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, LATEX 2 WAY 10F 3CC","Midd382986","CDM","270","RC","","","","","facility","both","","","","41.04","41.04","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, LATEX 2 WAY 14F 30CC","Wilm542479","CDM","270","RC","","","","","facility","both","","","","24.29","24.29","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, LATEX 2 WAY 14F 5CC","Hccc472471","CDM","270","RC","","","","","facility","both","","","","21.13","21.13","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, LATEX 2 WAY 16F 5CC","Chrs472472","CDM","270","RC","","","","","facility","both","","","","21.13","21.13","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, LATEX 2 WAY 16F 5CC","Fcin382472","CDM","270","RC","","","","","facility","both","","","","21.13","21.13","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, LATEX 2 WAY 16F 5CC","MiddUS2472","CDM","270","RC","","","","","facility","both","","","","21.13","21.13","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, LATEX 2 WAY 16F 5CC","Wilm412472","CDM","270","RC","","","","","facility","both","","","","21.13","21.13","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, LATEX 2 WAY 18F 30CC","Wilm54602","CDM","270","RC","","","","","facility","both","","","","24.29","24.29","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, LATEX 2 WAY 18F 5CC","Cccc562473","CDM","270","RC","","","","","facility","both","","","","21.13","21.13","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, LATEX 2 WAY 18F 5CC","CcicCT2473","CDM","270","RC","","","","","facility","both","","","","21.13","21.13","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, LATEX 2 WAY 18F 5CC","CcsbCT2473","CDM","270","RC","","","","","facility","both","","","","21.13","21.13","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, LATEX 2 WAY 18F 5CC","Ccsm382473","CDM","270","RC","","","","","facility","both","","","","21.13","21.13","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, LATEX 2 WAY 18F 5CC","Chrs472473","CDM","270","RC","","","","","facility","both","","","","21.13","21.13","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, LATEX 2 WAY 18F 5CC","Hccc412473","CDM","270","RC","","","","","facility","both","","","","21.13","21.13","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
