"**TRAY,WAYNE PNEUMOTHORAX CATH 14FR 29CM PIGT","CcthChSup71887","CDM","272","RC","","","","","facility","both","","","","1357.86","1357.86","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"**TRAY,WAYNE PNEUMOTHORAX CATH 14FR 29CM PIGT","GyscChSup71887","CDM","272","RC","","","","","facility","both","","","","1357.86","1357.86","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT,DRILL THREE-FLUT 4.2X145 STRL","Wilm3167713","CDM","272","RC","","","","","facility","both","","","","1211.92","1211.92","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE AND HANDLE, LARYNGOSCOPE DISP MILLER 3","EplbChSup75383","CDM","272","RC","","","","","facility","both","","","","54","54","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE, ARTH. FULL RADIUS 3.5MM","CcthChSup86399","CDM","270","RC","","","","","facility","both","","","","123.31","123.31","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE, BONE REDUCTION 2.0X7MM","CcthChSup109364","CDM","272","RC","","","","","facility","both","","","","1237.79","1237.79","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE, E-Z 4IN EXTENDED CAUTERY","CcthChSup74648","CDM","272","RC","","","","","facility","both","","","","20.88","20.88","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE, FIN, STRAIGHT,SINGLE USE","AngiChSup116216","CDM","272","RC","","","","","facility","both","","","","1080.14","1080.14","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE, FLAT ROUND TIP 20MM X 11CM","AngiChSup115071","CDM","272","RC","","","","","facility","both","","","","932.9","932.9","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE, FLAT ROUND TIP 20MM X 11CM","CcthChSup115071","CDM","272","RC","","","","","facility","both","","","","932.9","932.9","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE, FULL RADIUS 54MM","Chrs5447211","CDM","272","RC","","","","","facility","both","","","","3328.01","3328.01","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE, INCISOR CURVED ELITE LONG 4.5MM","CcthChSup34899","CDM","270","RC","","","","","facility","both","","","","593.74","593.74","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE, KNEE PARTIAL OXFORD STABLECUT","Chrs5467705","CDM","272","RC","","","","","facility","both","","","","1634.81","1634.81","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE, MT4-10 OSTEOTOMY MICROSAW .55MM THICK","CcthChSup116414","CDM","272","RC","","","","","facility","both","","","","3497.33","3497.33","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE, OSTEOTOME SZ 12 CHISEL 127 X 12MM","AngiChSup113716","CDM","272","RC","","","","","facility","both","","","","759.02","759.02","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE, PRECISION FALCON SAW 25X1.27X1.05MM","Chrs5457218","CDM","272","RC","","","","","facility","both","","","","1104.79","1104.79","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE, QUADCUT 4.3MMX13CM","EplbChSup57927","CDM","272","RC","","","","","facility","both","","","","1653.44","1653.44","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE, ROUND 3.0 AGGRESSIVE 10-FLUTE","CcthChSup72317","CDM","272","RC","","","","","facility","both","","","","227.71","227.71","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE, SABRE 3.0 AGGRESSIVE","EplbChSup72313","CDM","272","RC","","","","","facility","both","","","","227.71","227.71","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE, SAGITTAL FINE 4.5X25.5X0.4MM","EplbChSup64178","CDM","272","RC","","","","","facility","both","","","","172.24","172.24","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE, SAMURAI","AngiWmSup120106","CDM","272","RC","","","","","facility","both","","","","1167.72","1167.72","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE, SAW  WIDE THICK LONG","Wilm5494350","CDM","270","RC","","","","","facility","both","","","","190.05","190.05","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE, SHAVER  4.0 AGRESSIVE PLUS XL","CcthChSup120118","CDM","272","RC","","","","","facility","both","","","","367.83","367.83","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE, SHAVER CURVED DBL SERATED CONCAVE 60 DEGREE 4MM","EplbChSup115753","CDM","272","RC","","","","","facility","both","","","","2510.6","2510.6","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE, SKIMMER 15DEGREE 4MM/27.5CM","Chrs5426492","CDM","270","RC","","","","","facility","both","","","","3367.77","3367.77","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE, TRICUT ROTATE W/IRR 4MM M4","Chrs3129139","CDM","270","RC","","","","","facility","both","","","","1466.01","1466.01","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE, TRUNCATED STARTER 58MM","Wilm5447206","CDM","272","RC","","","","","facility","both","","","","3328.01","3328.01","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BOWL, CEMENT MIXING MIXEVAC III W/SPATULA","AngiWmSup76209","CDM","272","RC","","","","","facility","both","","","","272.96","272.96","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BOWL, STERILE UTILITY 32OZ","Wilm5418370","CDM","270","RC","","","","","facility","both","","","","0.74","0.74","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BRA, POST SURGICAL DALE LARGE","RadtCh29070","CDM","270","RC","","","","","facility","both","","","","93.13","93.13","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BRA, POST SURGICAL DALE X-LARGE","RadtCh29071","CDM","270","RC","","","","","facility","both","","","","93.13","93.13","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BRA, POST SURGICAL DALE X-LARGE","RadtCy29071","CDM","270","RC","","","","","facility","both","","","","93.13","93.13","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BUR, MR8 10CM BALL FINE 3MM DIAMETER","AngiChSup111324","CDM","272","RC","","","","","facility","both","","","","619.41","619.41","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BUR, MR8 12CM TELESC MATCH 2.5MM DIAM","AngiWmSup111346","CDM","272","RC","","","","","facility","both","","","","668.23","668.23","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BUR, MR8 F3/9CM TAPER 3.0MM DIAMETER","CcthChSup111345","CDM","272","RC","","","","","facility","both","","","","675.76","675.76","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BUR, OVAL 4.0MM","Chrs5464101","CDM","272","RC","","","","","facility","both","","","","176.5","176.5","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BUR, OVAL 8 FLUTE 4.0MMX13CM","Chrs5449823","CDM","272","RC","","","","","facility","both","","","","230.8","230.8","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BUR, ROSEN 1-RING ELAN4  2.3MM","EplbChSup77470","CDM","272","RC","","","","","facility","both","","","","631.44","631.44","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BUR, ROUND DIAMOND 5.0MM","Chrs5461413","CDM","272","RC","","","","","facility","both","","","","896.23","896.23","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BUR, ROUND HL 8 FLUTE 4.0MM X 19CM","AngiChSup55190","CDM","272","RC","","","","","facility","both","","","","231.2","231.2","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BURR, SCULPTING SHAPE CYL 3X12MM","CcthChSup114702","CDM","272","RC","","","","","facility","both","","","","1887.76","1887.76","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CABLE, COOK-SWARTZ DOPPLER EXTENSION 5","AngiChSup73241","CDM","272","RC","","","","","facility","both","","","","700.63","700.63","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CANISTER, 12 LTR LARGE VOLUME","Ccsm41203755","CDM","270","RC","","","","","facility","both","","","","108.39","108.39","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CANISTER, 12 LTR LARGE VOLUME","CcsmMR203755","CDM","270","RC","","","","","facility","both","","","","108.39","108.39","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CANISTER, SUCTION 2000CC","HcccMR2089","CDM","270","RC","","","","","facility","both","","","","9.43","9.43","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CANISTER, SUCTION 2000CC","S107MR2089","CDM","270","RC","","","","","facility","both","","","","9.43","9.43","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CANNULA, 18GA GASSERIAN GANGLION RF INSULATED","AngiWmSup111648","CDM","270","RC","","","","","facility","both","","","","175.16","175.16","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CANNULA, AORTIC EZ GLIDE 24 FR","Wilm5431685","CDM","270","RC","","","","","facility","both","","","","262.46","262.46","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CANNULA, HYDRO DISSECTION 25GA","Chrs5493190","CDM","270","RC","","","","","facility","both","","","","23.28","23.28","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CANNULA, NASAL AIRLIFE","CcimUS752","CDM","270","RC","","","","","facility","both","","","","0.45","0.45","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CANNULA, UNIVERSAL 7X76MM","CcthChSup1935","CDM","270","RC","","","","","facility","both","","","","159.1","159.1","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CANNULA, UNIVERSAL 7X76MM","Wilm541935x","CDM","270","RC","","","","","facility","both","","","","159.1","159.1","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CANNULA, VENOUS 3/8"" CONN 31FR","EplbChSup97489","CDM","270","RC","","","","","facility","both","","","","188.27","188.27","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CANNULA, VESSEL IMA GUYTON SOFT TIP","EplbChSup74653","CDM","270","RC","","","","","facility","both","","","","155.65","155.65","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CANNULA,ADULT NASAL CO2 SAMPLE W/FEMALE LUER","Chrs5448543","CDM","270","RC","","","","","facility","both","","","","9.92","9.92","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CANNULA,DLP HIGH FLOW OSTIAL 90 DEG 14 FR","Chrs5469773","CDM","272","RC","","","","","facility","both","","","","127.18","127.18","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CAPSULE, FILTEK SUPREME B1-B","Chrs5460329","CDM","272","RC","","","","","facility","both","","","","38.31","38.31","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, 5FR X 110CM PIG 145","Wilm5428605","CDM","272","RC","","","","","facility","both","","","","39.7","39.7","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, 6FR X 110CM PIG","Chrs3128603","CDM","272","RC","","","","","facility","both","","","","39.7","39.7","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, BERENSTEIN 4 FR. 65CM","EplbChSup211128","CDM","270","RC","","","","","facility","both","","","","82.77","82.77","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, BERENSTEIN, 5F, 100CM","EplbChSup205507","CDM","270","RC","","","","","facility","both","","","","103.64","103.64","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, COBRA C-2 SOFT-VU 5FR X 65CM","EplbChSup67201","CDM","272","RC","C1887","HCPCS","","","facility","both","","","","87.58","87.58","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, EXPO 5FR SL 110CM 6 SIDEHOLES PIG155","AngiWmSup110865","CDM","272","RC","","","","","facility","both","","","","39.7","39.7","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, IV ANGIOCATH 14GX3-1/4","Wilm54203328","CDM","270","RC","","","","","facility","both","","","","70.06","70.06","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, IV INTROCAN 16G 2 SAFETY","EplbChSup8479","CDM","270","RC","","","","","facility","both","","","","8.2","8.2","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, IV PROTECTIVE 22G 1","CcimMR93817","CDM","270","RC","","","","","facility","both","","","","8.75","8.75","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, IV PROTECTIVE 22G 1","Ccsm3893817","CDM","270","RC","","","","","facility","both","","","","8.75","8.75","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, IV PROTECTIVE 22G 1","HcccMR93817","CDM","270","RC","","","","","facility","both","","","","8.75","8.75","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, IV PROTECTIVE 22G 1","Wilm4793817","CDM","270","RC","","","","","facility","both","","","","8.75","8.75","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, LATEX 2 WAY 10F 3CC","CcicMR2986","CDM","270","RC","","","","","facility","both","","","","41.04","41.04","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, LATEX 2 WAY 10F 3CC","Ccsp472986","CDM","270","RC","","","","","facility","both","","","","41.04","41.04","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, LATEX 2 WAY 14F 5CC","Midd472471","CDM","270","RC","","","","","facility","both","","","","21.13","21.13","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, LATEX 2 WAY 16F 5CC","Ccsb382472","CDM","270","RC","","","","","facility","both","","","","21.13","21.13","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, LATEX 2 WAY 16F 5CC","CcthChSup2472","CDM","270","RC","","","","","facility","both","","","","21.13","21.13","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, LATEX 2 WAY 16F 5CC","HcccCT2472","CDM","270","RC","","","","","facility","both","","","","21.13","21.13","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, LATEX 2 WAY 16F 5CC","Wilm382472","CDM","270","RC","","","","","facility","both","","","","21.13","21.13","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, LATEX 2 WAY 18F 5CC","Ccsp412473","CDM","270","RC","","","","","facility","both","","","","21.13","21.13","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, LATEX 2 WAY 20F 5CC","Fcin472474","CDM","270","RC","","","","","facility","both","","","","21.13","21.13","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, LATEX 2 WAY 24F 5CC","CcimCT2476","CDM","270","RC","","","","","facility","both","","","","21.13","21.13","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, LATEX 2 WAY 24F 5CC","Ccsm472476","CDM","270","RC","","","","","facility","both","","","","21.13","21.13","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, LATEX 2 WAY 26F 5CC","Midd382477","CDM","270","RC","","","","","facility","both","","","","21.13","21.13","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, LATEX 2 WAY 26F 5CC","WilmUS2477","CDM","270","RC","","","","","facility","both","","","","21.13","21.13","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, LATEX 3 WAY 18F 30CC","Chrs542492","CDM","270","RC","","","","","facility","both","","","","55.17","55.17","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, LATEX 3 WAY 20F 30CC","CcthChSup2493","CDM","270","RC","","","","","facility","both","","","","55.17","55.17","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, MPA2 6FR X 100CM","Chrs3130470","CDM","272","RC","","","","","facility","both","","","","39.7","39.7","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, MPA2 6FR X 100CM","EplbChSup30470","CDM","272","RC","","","","","facility","both","","","","39.7","39.7","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, SILICONE 2WAY/5CC 12FR","Wilm54202661","CDM","270","RC","","","","","facility","both","","","","20.61","20.61","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, SILICONE 2WAY/5CC 16FR","Wilm54101952","CDM","270","RC","","","","","facility","both","","","","20.61","20.61","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, SILICONE 2WAY/5CC 8FR","Wilm54214336","CDM","270","RC","","","","","facility","both","","","","21.8","21.8","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, SUCTION 14FR W/ CONTROL","Chrs542204","CDM","270","RC","","","","","facility","both","","","","0.31","0.31","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, SUCTION 8FR 15""PED","CcthChSup1746","CDM","270","RC","","","","","facility","both","","","","0.27","0.27","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, THORACIC ANGLED 28FR","CcthChSup18105","CDM","270","RC","","","","","facility","both","","","","54.32","54.32","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, TISSEEL DUPLOCATH 180","Wilm54212659","CDM","270","RC","","","","","facility","both","","","","267.64","267.64","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH,E-CATH PLUS ECHOGENIC STIM NEED 18GX51","Chrs5472040","CDM","272","RC","","","","","facility","both","","","","227.71","227.71","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATHETER,WAYNE PNEUMOTHORAX 14FR 29CM PIGT","Wilm54790278","CDM","272","RC","C1729","HCPCS","","","facility","both","","","","1.13","1.13","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CIRCUIT, ULTRASET W/O SUCT PORT","EplbChSup1884","CDM","270","RC","","","","","facility","both","","","","11.57","11.57","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CLAMP, BIOVER LARGE SINGLE","CcthChSup59499","CDM","272","RC","","","","","facility","both","","","","204.35","204.35","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
