"**TRAY,WAYNE PNEUMOTHORAX CATH 14FR 29CM PIGT","CcthChSup71887","CDM","272","RC","","","","","facility","both","","","","1357.86","1357.86","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"**TRAY,WAYNE PNEUMOTHORAX CATH 14FR 29CM PIGT","GyscChSup71887","CDM","272","RC","","","","","facility","both","","","","1357.86","1357.86","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*ADAPTER, 20FR UNIVERSAL PEG ENFIT","EplbChSup114030","CDM","272","RC","","","","","facility","both","","","","78.31","78.31","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*ADAPTOR, BIOPSY VALVE","AngiWmSup31698","CDM","270","RC","","","","","facility","both","","","","40.46","40.46","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*ANCHOR, BUTTERFLY","Chrs5467283","CDM","278","RC","C1883","HCPCS","","","facility","both","","","","183.92","183.92","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*APPLICATOR, DUPLOTIP DUAL CANNULA TIP 20GX4""","EplbChSup32601","CDM","270","RC","","","","","facility","both","","","","254.28","254.28","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BAG, DRAINAGE SUCTION 500ML","AngiChSup100777","CDM","270","RC","","","","","facility","both","","","","166.41","166.41","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BAG, DRAINAGE SUCTION 500ML","CcccCR100777","CDM","270","RC","","","","","facility","both","","","","166.41","166.41","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BAG, DRAINAGE SUCTION 500ML","CcsmMR100777","CDM","270","RC","","","","","facility","both","","","","166.41","166.41","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BAG, DRAINAGE SUCTION 500ML","Chrs41100777","CDM","270","RC","","","","","facility","both","","","","166.41","166.41","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BAG, DRAINAGE SUCTION 500ML","Chrs47100777","CDM","270","RC","","","","","facility","both","","","","166.41","166.41","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BAG, DRAINAGE W/TWIST VALVE","CcspUS7963","CDM","270","RC","","","","","facility","both","","","","61.25","61.25","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BAG, LEG URI-DRAIN MED","Ccsb382465","CDM","270","RC","","","","","facility","both","","","","16.86","16.86","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BAG, LEG URI-DRAIN MED","CuroSm2465","CDM","270","RC","","","","","facility","both","","","","16.86","16.86","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BAG, LEG URI-DRAIN MED","Midd382465","CDM","270","RC","","","","","facility","both","","","","16.86","16.86","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BAG, LEG URI-DRAIN MED","Wilm472465","CDM","270","RC","","","","","facility","both","","","","16.86","16.86","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BAG, URINARY DRAINAGE CYSTOFLO","HcccCT837","CDM","270","RC","","","","","facility","both","","","","16.46","16.46","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BANDAGE, COMPRESSION COFLEX TLC TWO LAYER (RESTRICTED)","AngiChSup79011","CDM","272","RC","","","","","facility","both","","","","63.72","63.72","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BANDAGE, ELASTIC DOUBLE 6""","CcicCT82180","CDM","270","RC","","","","","facility","both","","","","8.97","8.97","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BANDAGE, ELASTIC DOUBLE 6""","WilmMR82180","CDM","270","RC","","","","","facility","both","","","","8.97","8.97","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BANDAGE, ELASTOPLAST 4""","Chrs5426","CDM","270","RC","","","","","facility","both","","","","35.35","35.35","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BANDAGE, ESMARK LF BLU STRL 3INX12FT","Wilm5469114","CDM","272","RC","","","","","facility","both","","","","12.37","12.37","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIOPATCH DISK STERILE 1 INCH 7MM HOLE","Chrs5442610","CDM","272","RC","","","","","facility","both","","","","34.2","34.2","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, 16MM HOLLOW DRILL","CcthChSup112978","CDM","272","RC","","","","","facility","both","","","","4841.73","4841.73","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL 1.6MM","AngiChSup109550","CDM","272","RC","","","","","facility","both","","","","989.99","989.99","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL 1.6X115MM W/26MM STOP","EplbChSup79783","CDM","272","RC","","","","","facility","both","","","","583.86","583.86","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL 2.0MM LONG AO","CcthChSup119164","CDM","272","RC","","","","","facility","both","","","","1267.56","1267.56","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL 2.2MM 106635","AngiWmSup106635","CDM","272","RC","","","","","facility","both","","","","586.53","586.53","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL 2.4MM 110803","AngiChSup110803","CDM","272","RC","","","","","facility","both","","","","890.62","890.62","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL 2.5MM 112407","AngiWmSup112407","CDM","272","RC","","","","","facility","both","","","","1809.97","1809.97","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL 2.5X240MM QUICK COUPLING","AngiWmSup112334","CDM","272","RC","","","","","facility","both","","","","932.02","932.02","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL 2.7MM QUICK COUP.","CcthChSup6426","CDM","270","RC","","","","","facility","both","","","","431.77","431.77","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL 2MM SHORT AO","AngiChSup118413","CDM","272","RC","","","","","facility","both","","","","934.18","934.18","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL 3.5X130MM STERILE","CcthChSup25640","CDM","270","RC","","","","","facility","both","","","","1033.43","1033.43","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL 4.5MM QK COUP","Wilm316744","CDM","270","RC","","","","","facility","both","","","","425.81","425.81","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL CALIBRATED QC 2.5 X 250X95MM","EplbChSup53840","CDM","272","RC","","","","","facility","both","","","","723.58","723.58","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL CANN AO FITTING 3.5MM","AngiWmSup78305","CDM","272","RC","","","","","facility","both","","","","1398.45","1398.45","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL CANN AO FITTING 4.9MM","EplbChSup109242","CDM","272","RC","","","","","facility","both","","","","1611.46","1611.46","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL CANNULATED 2.2MM","Chrs5468935","CDM","272","RC","","","","","facility","both","","","","1261.14","1261.14","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL CANNULATED 2.7MM FOR QUICK COUPLING","AngiWmSup107157","CDM","272","RC","","","","","facility","both","","","","2745.61","2745.61","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL ENTRY 17X300MM","EplbChSup109343","CDM","272","RC","","","","","facility","both","","","","4333.42","4333.42","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL J-LATCH 1.5X12MM","CcthChSup112227","CDM","272","RC","","","","","facility","both","","","","1080.14","1080.14","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL MICA CANNULATED 2.2X60MM COMPT","AngiWmSup110060","CDM","272","RC","","","","","facility","both","","","","1173.56","1173.56","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL NEEDLE POINT QUICK 3.2X145MM","CcthChSup62952","CDM","272","RC","","","","","facility","both","","","","937.98","937.98","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL QUICK COUPLING 2.8X200MM STRL","EplbChSup118182","CDM","272","RC","","","","","facility","both","","","","1012.42","1012.42","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL SHORT  2.0X70 12MM STP J NTCH","EplbChSup66324","CDM","272","RC","","","","","facility","both","","","","794.05","794.05","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL THREE-FLUT  4.2X100MM STRL","Chrs5443236","CDM","272","RC","","","","","facility","both","","","","1590.09","1590.09","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL THREE-FLUT  4.2X145MM STRL","Wilm5443235","CDM","272","RC","","","","","facility","both","","","","937.98","937.98","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT,DRILL ARCH FIXATION 1.5MM 8 STOP 91","EplbChSup76611","CDM","272","RC","","","","","facility","both","","","","480.38","480.38","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
