"10 BOTTLE, GLASS in 1 BOX (0407-1414-60)  / 100 mL in 1 BOTTLE, GLASS","10323_00407141460","CDM","636","RC","Q9967","HCPCS","00407141460","NDC","facility","both","1","EA",,"4.35","4.35",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"10 VIAL in 1 BOX (0407-2222-01)  / 50 mL in 1 VIAL","17594_00407222201","CDM","255","RC","Q9966","HCPCS","00407222201","NDC","facility","both","1","EA",,"4.97","4.97",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"2d cephalometric image","D0340","HCPCS",,,,,,,"facility","outpatient",,,,,,"Aetna","Medicare Managed Care Plan","89.03",,,,,,,"fee schedule","87.29","185.05","APC"
"2d tee w or w/o fol w/con,in","C8925","HCPCS",,,,,,,"facility","outpatient",,,,,,"Ambetter Health","Peach State Exchange","1666.94",,,,,,,"fee schedule","786.29","1666.94","APC"
"2d tte w or w/o fol w/con,fu","C8924","HCPCS",,,,,,,"facility","outpatient",,,,,,"Wellcare","Medicare Managed Care Plan","370.92",,,,,,,"fee schedule","349.93","741.85","APC"
"Abd paracentesis","49082","HCPCS",,,,,,,"facility","outpatient",,,,,,"Humana","Medicare Managed Care Plan","4840.09",,,,,,,"fee schedule","909.73","4840.09",
"Abdomen surgery procedure","49999","HCPCS",,,,,,,"facility","outpatient",,,,,,"Devoted Health","Medicare Managed Care Plan","909.73",,,,,,,"fee schedule","909.73","11531.48","APC"
"Abeta42 & ttau eclia csf","0459U","HCPCS",,,,,,,"facility","outpatient",,,,,,"Ambetter Health","Peach State Exchange","552.26",,,,,,,"fee schedule","260.5","552.26","APC"
"Abl lsr opn wnd 1st 20 sqcm","0491T","HCPCS",,,,,,,"facility","outpatient",,,,,,"Humana","Hmo/Pos","4840.09",,,,,,,"fee schedule","4840.09","4840.09",
"Abl1 gene","81170","HCPCS",,,,,,,"facility","outpatient",,,,,,"Kaiser","Hmo","426.39",,,,,,,"fee schedule","225","636",
"Ablate bone tumor(s) perq","20983","HCPCS",,,,,,,"facility","outpatient",,,,,,"Aetna","Medicare Managed Care Plan","7423.72",,,,,,,"fee schedule","3295","15429.7","APC"
"Ablate heart dysrhythm focus","93650","HCPCS",,,,,,,"facility","outpatient",,,,,,"Aetna","Exchange","8192",,,,,,,"fee schedule","5125.78","16585.3",
"Ablate pulm tumor perq crybl","32994","HCPCS",,,,,,,"facility","outpatient",,,,,,"Ambetter Health","Peach State Exchange","22603.4",,,,,,,"fee schedule","4817","22603.4","APC"
"Ablt trurl prst8 tis trnsdcr","55882","HCPCS",,,,,,,"facility","outpatient",,,,,,"Clover Health","Medicare Managed Care Plan","13895.03",,,,,,,"fee schedule","6580.16","28054.72","APC"
"Abltj 1/+thyr ndul 1lobe prq","60660","HCPCS",,,,,,,"facility","outpatient",,,,,,"Ambetter Health","Peach State Exchange","3511.98",,,,,,,"fee schedule","1656.59","7972.53","APC"
"Abltj 1/+thyr ndul 1lobe prq","60660","HCPCS",,,,,,,"facility","outpatient",,,,,,"Bcbs","Hpn Other Commercial Plan","7030.77",,,,,,,"fee schedule","1656.59","7972.53",
"Abltj b9 thyr ndul perq lasr","0673T","HCPCS",,,,,,,"facility","outpatient",,,,,,"Bcbs","Blue Value Secure Medicare Managed Care Plan","1673.16",,,,,,,"fee schedule","1656.59","10726","APC"
"Abltj ire liver 1+ tum perq","47384","HCPCS",,,,,,,"facility","outpatient",,,,,,"Wellcare","Medicare Managed Care Plan","11301.7",,,,,,,"fee schedule","10661.98","22603.4","APC"
"Abltj mal prst8 tiss hifu","55880","HCPCS",,,,,,,"facility","outpatient",,,,,,"Clover Health","Medicare Managed Care Plan","9969.85",,,,,,,"fee schedule","3295","20129.59","APC"
"Abltj perc plex/trncl nrv","0442T","HCPCS",,,,,,,"facility","outpatient",,,,,,"Bcbs","Blue Pathways Exchange","4419.21",,,,,,,"fee schedule","3295","18661.07",
"Abltj perc uxtr/perph nrv","0440T","HCPCS",,,,,,,"facility","outpatient",,,,,,"Aetna","Exchange","2572",,,,,,,"fee schedule","1958.63","10227.73",
"Abo gnotyp abo 7 exons","0180U","HCPCS",,,,,,,"facility","outpatient",,,,,,"Ambetter Health","Peach State Exchange","582.64",,,,,,,"fee schedule","206.12","582.64","APC"
"Abortion Without D&C","779","MS-DRG",,,,,,,"facility","inpatient",,,,,,"Devoted Health","Medicare Managed Care Plan","9475.44",,,,,,,"fee schedule","9475.44","20087.93","MSDRG Base Rate"
"Abortion","59840","HCPCS",,,,,,,"facility","outpatient",,,,,,"Aetna","Medicare Managed Care Plan","3311.85",,,,,,,"fee schedule","3011.79","8364.54","APC"
"Abortion","59840","HCPCS",,,,,,,"facility","outpatient",,,,,,"Clover Health","Medicare Managed Care Plan","3409.26",,,,,,,"fee schedule","3011.79","8364.54","APC"
"Abortion","59857","HCPCS",,,,,,,"facility","outpatient",,,,,,"Aetna","Hpn Whole Health Other Commercial Plan","3826",,,,,,,"fee schedule","3011.79","5051.48",
