"10 BOTTLE, GLASS in 1 BOX (0407-2222-02)  / 100 mL in 1 BOTTLE, GLASS","17594_00407222202","CDM","636","RC","Q9966","HCPCS","00407222202","NDC","facility","both","1","EA",,"10.21","10.21",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"2019 nCoV diagnostic P","U0001","HCPCS",,,,,,,"facility","outpatient",,,,,,"Clover Health","Medicare Managed Care Plan","37.72",,,,,,,"fee schedule","26.94","76.15","APC"
"3-d radiotherapy plan","77295","HCPCS",,,,,,,"facility","outpatient",,,,,,"Aetna","Exchange","378.49",,,,,,,"fee schedule","378.49","2943.23",
"30 TABLET, FILM COATED in 1 BOTTLE (60505-3113-3)","17937_60505311303","CDM","637","RC","60505311303","NDC",,,"facility","both","1","EA",,"59.26","59.26",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"3d render w/intrp postproces","76376","HCPCS",,,,,,,"facility","outpatient",,,,,,"Bcbs","Hpn Other Commercial Plan","28.93",,,,,,,"fee schedule","23.08","711",
"3d render w/intrp postproces","76377","HCPCS",,,,,,,"facility","outpatient",,,,,,"Humana","Medicare Managed Care Plan","81.81",,,,,,,"fee schedule","59.87","88.2",
"Abd paracentesis w/imaging","49083","HCPCS",,,,,,,"facility","outpatient",,,,,,"Cigna","Hmo/Pos","3590",,,,,,,"fee schedule","909.73","4840.09",
"Abd paracentesis","49082","HCPCS",,,,,,,"facility","outpatient",,,,,,"Bcbs","Blue Pathways Exchange","2678.54",,,,,,,"fee schedule","909.73","4840.09",
"Abd paracentesis","49082","HCPCS",,,,,,,"facility","outpatient",,,,,,"Devoted Health","Medicare Managed Care Plan","909.73",,,,,,,"fee schedule","909.73","4840.09","APC"
"Ablate inf turbinate submuc","30802","HCPCS",,,,,,,"facility","outpatient",,,,,,"Humana","Hmo/Pos","4840.09",,,,,,,"fee schedule","1556.28","5051.48",
"Ablate inf turbinate superf","30801","HCPCS",,,,,,,"facility","outpatient",,,,,,"Bcbs","Blue Pathways Exchange","3011.79",,,,,,,"fee schedule","1556.28","5051.48",
"Ablate pulm tumor perq crybl","32994","HCPCS",,,,,,,"facility","outpatient",,,,,,"Bcbs","Hmo","7972.53",,,,,,,"fee schedule","4817","22603.4",
"Ablt mal brst tum pq lsr uni","0971T","HCPCS",,,,,,,"facility","outpatient",,,,,,"Ambetter Health","Peach State Exchange","8325.82",,,,,,,"fee schedule","3927.28","8325.82","APC"
"Ablt mal brst tum pq lsr uni","0971T","HCPCS",,,,,,,"facility","outpatient",,,,,,"Bcbs","Blue Value Secure Medicare Managed Care Plan","3966.55",,,,,,,"fee schedule","3927.28","8325.82","APC"
"Ablt trurl prst8 tis thrm us","55881","HCPCS",,,,,,,"facility","outpatient",,,,,,"Bcbs","Blue Pathways Exchange","4419.21",,,,,,,"fee schedule","4419.21","7268.12",
"Abltj 1/+thyr ndul 1lobe prq","60660","HCPCS",,,,,,,"facility","outpatient",,,,,,"Bcbs","Blue Pathways Exchange","4962.02",,,,,,,"fee schedule","1656.59","7972.53",
"Abltj b9 prst8 tissue hifu","0950T","HCPCS",,,,,,,"facility","outpatient",,,,,,"Ambetter Health","Peach State Exchange","20129.59",,,,,,,"fee schedule","9495.09","20129.59","APC"
"Abltj mal prst8 mag fld ndct","0739T","HCPCS",,,,,,,"facility","outpatient",,,,,,"Bcbs","Blue Pathways Exchange","2301.38",,,,,,,"fee schedule","2301.38","3826",
