"1st psyc collab care mgmt","99492","HCPCS",,,,,,,"facility","outpatient",,,,,,"Aetna","Medicare Managed Care Plan","103.93",,,,,,,"fee schedule","101.9","216.02","APC"
"2019 nCoV diagnostic P","U0001","HCPCS",,,,,,,"facility","outpatient",,,,,,"Unitedhealthcare","Core/Charter/Nexus Other Commercial Plan","35.92",,,,,,,"fee schedule","26.94","76.15",
"2d tte w or w/o fol w/con,co","C8923","HCPCS",,,,,,,"facility","outpatient",,,,,,"Devoted Health","Medicare Managed Care Plan","786.29",,,,,,,"fee schedule","786.29","1666.94","APC"
"3-d radiotherapy plan","77295","HCPCS",,,,,,,"facility","outpatient",,,,,,"Bcbs","Blue Pathways Exchange","532.42",,,,,,,"fee schedule","378.49","2943.23",
"3-d radiotherapy plan","77295","HCPCS",,,,,,,"facility","outpatient",,,,,,"Cigna","Hmo/Pos","378.5",,,,,,,"fee schedule","378.49","2943.23",
"Abdomen surgery procedure","22999","HCPCS",,,,,,,"facility","outpatient",,,,,,"Kaiser","Hmo","3600",,,,,,,"fee schedule","247.41","11531.48",
"Abdomen surgery procedure","49999","HCPCS",,,,,,,"facility","outpatient",,,,,,"Bcbs","Blue Value Secure Medicare Managed Care Plan","918.83",,,,,,,"fee schedule","909.73","11531.48","APC"
"Abilify Maintena: 1 Kit In 1 Carton (59148-045-80)  *  1.5 Ml In 1 Syringe *  5 Ml In 1 Syringe","146003_59148004580","CDM","631","RC","J0401","HCPCS","59148004580","NDC","facility","both","1","EA",,"17.43","17.43",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Abl1 gene","81170","HCPCS",,,,,,,"facility","outpatient",,,,,,"Bcbs","Blue Pathways Exchange","225",,,,,,,"fee schedule","225","636",
"Ablate bone tumor(s) perq","20982","HCPCS",,,,,,,"facility","outpatient",,,,,,"Aetna","Medicare Managed Care Plan","17938.58",,,,,,,"fee schedule","2572","37284.11","APC"
"Ablate bone tumor(s) perq","20983","HCPCS",,,,,,,"facility","outpatient",,,,,,"Humana","Medicare Managed Care Plan","10848.4",,,,,,,"fee schedule","3295","15429.7",
"Ablate heart dysrhythm focus","33250","HCPCS",,,,,,,"facility","outpatient",,,,,,"Kaiser","Hmo","3051",,,,,,,"fee schedule","3051","8821.68",
"Ablt mal brst tum pq lsr uni","0971T","HCPCS",,,,,,,"facility","outpatient",,,,,,"Cigna","Healthspring Medicare Managed Care Plan","4045.09",,,,,,,"fee schedule","3927.28","8325.82","APC"
"Abltj perc plex/trncl nrv","0442T","HCPCS",,,,,,,"facility","outpatient",,,,,,"Cigna","Healthspring Medicare Managed Care Plan","9066.46",,,,,,,"fee schedule","3295","18661.07","APC"
