"Noncdm Charge Record Medical Supplies","124047_C1725_278","CDM","278","RC","C1725","HCPCS",,,"facility","both",,,,"244.75","244.75",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","124078_C1766_278","CDM","278","RC","C1766","HCPCS",,,"facility","both",,,,"13.2","13.2",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","124142_C1725_278","CDM","278","RC","C1725","HCPCS",,,"facility","both",,,,"423.5","423.5",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","124167_C1725_278","CDM","278","RC","C1725","HCPCS",,,"facility","both",,,,"284.9","284.9",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","124318_270","CDM","270","RC",,,,,"facility","both",,,,"556.6","556.6",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","124529_C1713_278","CDM","278","RC","C1713","HCPCS",,,"facility","both",,,,"847","847",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","125102_270","CDM","270","RC",,,,,"facility","both",,,,"160.82","160.82",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","125258_C1750_278","CDM","278","RC","C1750","HCPCS",,,"facility","both",,,,"369.6","369.6",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","125388_C1729_278","CDM","278","RC","C1729","HCPCS",,,"facility","both",,,,"89.1","89.1",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","125866_C1725_278","CDM","278","RC","C1725","HCPCS",,,"facility","both",,,,"354.2","354.2",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","126234_C1776_278","CDM","278","RC","C1776","HCPCS",,,"facility","both",,,,"2618","2618",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","126342_C1713_278","CDM","278","RC","C1713","HCPCS",,,"facility","both",,,,"847","847",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","126359_C2630_278","CDM","278","RC","C2630","HCPCS",,,"facility","both",,,,"4216.3","4216.3",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","126412_270","CDM","270","RC",,,,,"facility","both",,,,"1364","1364",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","126489_C1776_278","CDM","278","RC","C1776","HCPCS",,,"facility","both",,,,"770","770",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","126769_C1889_278","CDM","278","RC","C1889","HCPCS",,,"facility","both",,,,"192.5","192.5",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","126843_270","CDM","270","RC",,,,,"facility","both",,,,"8085","8085",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","127066_C1889_278","CDM","278","RC","C1889","HCPCS",,,"facility","both",,,,"308","308",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","127209_C1876_278","CDM","278","RC","C1876","HCPCS",,,"facility","both",,,,"23261.7","23261.7",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","127274_C1725_278","CDM","278","RC","C1725","HCPCS",,,"facility","both",,,,"269.5","269.5",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","127521_C1776_278","CDM","278","RC","C1776","HCPCS",,,"facility","both",,,,"770","770",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","127605_C1776_278","CDM","278","RC","C1776","HCPCS",,,"facility","both",,,,"308","308",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","127680_C1776_278","CDM","278","RC","C1776","HCPCS",,,"facility","both",,,,"458.98","458.98",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","127685_C1713_278","CDM","278","RC","C1713","HCPCS",,,"facility","both",,,,"38.5","38.5",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","127806_270","CDM","270","RC",,,,,"facility","both",,,,"792","792",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","127925_C1713_278","CDM","278","RC","C1713","HCPCS",,,"facility","both",,,,"260.7","260.7",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","128017_270","CDM","270","RC",,,,,"facility","both",,,,"1184.7","1184.7",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","128198_C1713_278","CDM","278","RC","C1713","HCPCS",,,"facility","both",,,,"115.5","115.5",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","128308_C1713_278","CDM","278","RC","C1713","HCPCS",,,"facility","both",,,,"770","770",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","128570_C1730_278","CDM","278","RC","C1730","HCPCS",,,"facility","both",,,,"170.54","170.54",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","128747_C1776_278","CDM","278","RC","C1776","HCPCS",,,"facility","both",,,,"3080","3080",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","128755_C1776_278","CDM","278","RC","C1776","HCPCS",,,"facility","both",,,,"3850","3850",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","128775_C1776_278","CDM","278","RC","C1776","HCPCS",,,"facility","both",,,,"924","924",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","129127_C1776_278","CDM","278","RC","C1776","HCPCS",,,"facility","both",,,,"924","924",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","129138_270","CDM","270","RC",,,,,"facility","both",,,,"1640.2","1640.2",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","129303_270","CDM","270","RC",,,,,"facility","both",,,,"13521.2","13521.2",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","129372_C1713_278","CDM","278","RC","C1713","HCPCS",,,"facility","both",,,,"438.9","438.9",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","129399_C1776_278","CDM","278","RC","C1776","HCPCS",,,"facility","both",,,,"438.9","438.9",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","129471_C1713_278","CDM","278","RC","C1713","HCPCS",,,"facility","both",,,,"1232","1232",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","129485_C1713_278","CDM","278","RC","C1713","HCPCS",,,"facility","both",,,,"77","77",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","129488_C1713_278","CDM","278","RC","C1713","HCPCS",,,"facility","both",,,,"130.9","130.9",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","129536_C1730_278","CDM","278","RC","C1730","HCPCS",,,"facility","both",,,,"492.8","492.8",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","129579_270","CDM","270","RC",,,,,"facility","both",,,,"1600.5","1600.5",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","129581_270","CDM","270","RC",,,,,"facility","both",,,,"2154.9","2154.9",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","129629_C1729_278","CDM","278","RC","C1729","HCPCS",,,"facility","both",,,,"113.3","113.3",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","129887_C1776_278","CDM","278","RC","C1776","HCPCS",,,"facility","both",,,,"924","924",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","129915_270","CDM","270","RC",,,,,"facility","both",,,,"1675.3","1675.3",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","129963_C1713_278","CDM","278","RC","C1713","HCPCS",,,"facility","both",,,,"1326.6","1326.6",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","130038_C1713_278","CDM","278","RC","C1713","HCPCS",,,"facility","both",,,,"133.1","133.1",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","130436_C1776_278","CDM","278","RC","C1776","HCPCS",,,"facility","both",,,,"1848","1848",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","130490_L8680_278","CDM","278","RC","L8680","HCPCS",,,"facility","both",,,,"986.42","986.42",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","130658_C1813_278","CDM","278","RC","C1813","HCPCS",,,"facility","both",,,,"18551.22","18551.22",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","13075_C1889_278","CDM","278","RC","C1889","HCPCS",,,"facility","both",,,,"5236","5236",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","130842_270","CDM","270","RC",,,,,"facility","both",,,,"442.33","442.33",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","131169_270","CDM","270","RC",,,,,"facility","both",,,,"339.9","339.9",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","131216_270","CDM","270","RC",,,,,"facility","both",,,,"4389","4389",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","131248_C1725_278","CDM","278","RC","C1725","HCPCS",,,"facility","both",,,,"284.9","284.9",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","131462_C1713_278","CDM","278","RC","C1713","HCPCS",,,"facility","both",,,,"52.8","52.8",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","131735_C1781_278","CDM","278","RC","C1781","HCPCS",,,"facility","both",,,,"2494.8","2494.8",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","132099_270","CDM","270","RC",,,,,"facility","both",,,,"1188.11","1188.11",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","132250_C1722_275","CDM","275","RC","C1722","HCPCS",,,"facility","both",,,,"15731.1","15731.1",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","132333_270","CDM","270","RC",,,,,"facility","both",,,,"345.4","345.4",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","132565_C1757_278","CDM","278","RC","C1757","HCPCS",,,"facility","both",,,,"9914.3","9914.3",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","132678_270","CDM","270","RC",,,,,"facility","both",,,,"7590","7590",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","133017_C1887_278","CDM","278","RC","C1887","HCPCS",,,"facility","both",,,,"69.3","69.3",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","133037_C1889_278","CDM","278","RC","C1889","HCPCS",,,"facility","both",,,,"2156","2156",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","133128_C1757_278","CDM","278","RC","C1757","HCPCS",,,"facility","both",,,,"3472.7","3472.7",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","133130_C1757_278","CDM","278","RC","C1757","HCPCS",,,"facility","both",,,,"10302.6","10302.6",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","133197_C1726_278","CDM","278","RC","C1726","HCPCS",,,"facility","both",,,,"752.58","752.58",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","133721_C1713_278","CDM","278","RC","C1713","HCPCS",,,"facility","both",,,,"2563","2563",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","133733_C1713_278","CDM","278","RC","C1713","HCPCS",,,"facility","both",,,,"1414.6","1414.6",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","133803_C1713_278","CDM","278","RC","C1713","HCPCS",,,"facility","both",,,,"268.12","268.12",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","133863_C1776_278","CDM","278","RC","C1776","HCPCS",,,"facility","both",,,,"2464","2464",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","133924_C1713_278","CDM","278","RC","C1713","HCPCS",,,"facility","both",,,,"1232","1232",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","134044_C1889_278","CDM","278","RC","C1889","HCPCS",,,"facility","both",,,,"2310","2310",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","134103_C1713_278","CDM","278","RC","C1713","HCPCS",,,"facility","both",,,,"847","847",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","134197_C1776_278","CDM","278","RC","C1776","HCPCS",,,"facility","both",,,,"3465","3465",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","134314_C1713_278","CDM","278","RC","C1713","HCPCS",,,"facility","both",,,,"319.85","319.85",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","134419_270","CDM","270","RC",,,,,"facility","both",,,,"6719.27","6719.27",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","134454_C1874_278","CDM","278","RC","C1874","HCPCS",,,"facility","both",,,,"29256.7","29256.7",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","134533_C9359_278","CDM","278","RC","C9359","HCPCS",,,"facility","both",,,,"924","924",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","134547_C1889_278","CDM","278","RC","C1889","HCPCS",,,"facility","both",,,,"192.5","192.5",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","134688_C1713_278","CDM","278","RC","C1713","HCPCS",,,"facility","both",,,,"184.8","184.8",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","134870_C1776_278","CDM","278","RC","C1776","HCPCS",,,"facility","both",,,,"586.3","586.3",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","135057_C1713_278","CDM","278","RC","C1713","HCPCS",,,"facility","both",,,,"154","154",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","135077_C1713_278","CDM","278","RC","C1713","HCPCS",,,"facility","both",,,,"1822.7","1822.7",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","135409_C1889_278","CDM","278","RC","C1889","HCPCS",,,"facility","both",,,,"2291.42","2291.42",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","135456_C1889_278","CDM","278","RC","C1889","HCPCS",,,"facility","both",,,,"3569.5","3569.5",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","135699_C1713_278","CDM","278","RC","C1713","HCPCS",,,"facility","both",,,,"1152.8","1152.8",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","135841_C1817_278","CDM","278","RC","C1817","HCPCS",,,"facility","both",,,,"12866.7","12866.7",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","136026_C1725_278","CDM","278","RC","C1725","HCPCS",,,"facility","both",,,,"284.9","284.9",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","136120_C1776_278","CDM","278","RC","C1776","HCPCS",,,"facility","both",,,,"924","924",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","136298_C1729_278","CDM","278","RC","C1729","HCPCS",,,"facility","both",,,,"67.1","67.1",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","136412_C1874_278","CDM","278","RC","C1874","HCPCS",,,"facility","both",,,,"3606.17","3606.17",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","136677_C1874_278","CDM","278","RC","C1874","HCPCS",,,"facility","both",,,,"500.5","500.5",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","136732_C1713_278","CDM","278","RC","C1713","HCPCS",,,"facility","both",,,,"697.4","697.4",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","137012_C1776_278","CDM","278","RC","C1776","HCPCS",,,"facility","both",,,,"1848","1848",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","137032_C1776_278","CDM","278","RC","C1776","HCPCS",,,"facility","both",,,,"3234","3234",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","137120_C1713_278","CDM","278","RC","C1713","HCPCS",,,"facility","both",,,,"710.6","710.6",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","137187_C1713_278","CDM","278","RC","C1713","HCPCS",,,"facility","both",,,,"579.7","579.7",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","137325_C1884_278","CDM","278","RC","C1884","HCPCS",,,"facility","both",,,,"21930.7","21930.7",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","137604_C1769_278","CDM","278","RC","C1769","HCPCS",,,"facility","both",,,,"215.6","215.6",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","137614_C1887_278","CDM","278","RC","C1887","HCPCS",,,"facility","both",,,,"1001","1001",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","137843_C1874_278","CDM","278","RC","C1874","HCPCS",,,"facility","both",,,,"1309","1309",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","138081_C1725_278","CDM","278","RC","C1725","HCPCS",,,"facility","both",,,,"5313","5313",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","138086_C1725_278","CDM","278","RC","C1725","HCPCS",,,"facility","both",,,,"5313","5313",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","138101_270","CDM","270","RC",,,,,"facility","both",,,,"1405.8","1405.8",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","138188_C1874_278","CDM","278","RC","C1874","HCPCS",,,"facility","both",,,,"539","539",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","138189_C1874_278","CDM","278","RC","C1874","HCPCS",,,"facility","both",,,,"539","539",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","138204_C1874_278","CDM","278","RC","C1874","HCPCS",,,"facility","both",,,,"539","539",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","138228_C1874_278","CDM","278","RC","C1874","HCPCS",,,"facility","both",,,,"539","539",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","138321_270","CDM","270","RC",,,,,"facility","both",,,,"460.9","460.9",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","138366_270","CDM","270","RC",,,,,"facility","both",,,,"399.78","399.78",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","138502_C2623_278","CDM","278","RC","C2623","HCPCS",,,"facility","both",,,,"1994.3","1994.3",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","138568_C1725_278","CDM","278","RC","C1725","HCPCS",,,"facility","both",,,,"107.8","107.8",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","138570_C1725_278","CDM","278","RC","C1725","HCPCS",,,"facility","both",,,,"107.8","107.8",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","138579_C1725_278","CDM","278","RC","C1725","HCPCS",,,"facility","both",,,,"107.8","107.8",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","138593_C1725_278","CDM","278","RC","C1725","HCPCS",,,"facility","both",,,,"107.8","107.8",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","138645_270","CDM","270","RC",,,,,"facility","both",,,,"660","660",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","138655_C1713_278","CDM","278","RC","C1713","HCPCS",,,"facility","both",,,,"552.2","552.2",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","139009_C2617_278","CDM","278","RC","C2617","HCPCS",,,"facility","both",,,,"116.12","116.12",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","139151_C1713_278","CDM","278","RC","C1713","HCPCS",,,"facility","both",,,,"671","671",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","139176_C1887_278","CDM","278","RC","C1887","HCPCS",,,"facility","both",,,,"4612.3","4612.3",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","139213_V2632_276","CDM","276","RC","V2632","HCPCS",,,"facility","both",,,,"1563.1","1563.1",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","139524_C2625_278","CDM","278","RC","C2625","HCPCS",,,"facility","both",,,,"360.8","360.8",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","139936_C1713_278","CDM","278","RC","C1713","HCPCS",,,"facility","both",,,,"717.2","717.2",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","140205_C1874_278","CDM","278","RC","C1874","HCPCS",,,"facility","both",,,,"6602.2","6602.2",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","140225_C1713_278","CDM","278","RC","C1713","HCPCS",,,"facility","both",,,,"3080","3080",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","140263_C1894_278","CDM","278","RC","C1894","HCPCS",,,"facility","both",,,,"461.19","461.19",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","140333_C1874_278","CDM","278","RC","C1874","HCPCS",,,"facility","both",,,,"5496.7","5496.7",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","140387_C1889_278","CDM","278","RC","C1889","HCPCS",,,"facility","both",,,,"52360","52360",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","140534_C1713_278","CDM","278","RC","C1713","HCPCS",,,"facility","both",,,,"77","77",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
