"Noncdm Charge Record Medical Supplies","106589_C1776_278","CDM","278","RC","C1776","HCPCS",,,"facility","both",,,,"918.08","918.08",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","106726_C1776_278","CDM","278","RC","C1776","HCPCS",,,"facility","both",,,,"308","308",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","106742_C1889_278","CDM","278","RC","C1889","HCPCS",,,"facility","both",,,,"2156","2156",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","106747_C1776_278","CDM","278","RC","C1776","HCPCS",,,"facility","both",,,,"2772","2772",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","106777_C1777_275","CDM","275","RC","C1777","HCPCS",,,"facility","both",,,,"5328.4","5328.4",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","106835_270","CDM","270","RC",,,,,"facility","both",,,,"864.6","864.6",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","106889_C1713_278","CDM","278","RC","C1713","HCPCS",,,"facility","both",,,,"231","231",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","107339_C1713_278","CDM","278","RC","C1713","HCPCS",,,"facility","both",,,,"877.8","877.8",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","107691_C1887_278","CDM","278","RC","C1887","HCPCS",,,"facility","both",,,,"1117.6","1117.6",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","107911_270","CDM","270","RC",,,,,"facility","both",,,,"427.9","427.9",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","108651_270","CDM","270","RC",,,,,"facility","both",,,,"1010.9","1010.9",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","108773_C1725_278","CDM","278","RC","C1725","HCPCS",,,"facility","both",,,,"107.8","107.8",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","108775_C1725_272","CDM","272","RC","C1725","HCPCS",,,"facility","both",,,,"107.8","107.8",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","108789_C1725_278","CDM","278","RC","C1725","HCPCS",,,"facility","both",,,,"107.8","107.8",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","109312_C1874_278","CDM","278","RC","C1874","HCPCS",,,"facility","both",,,,"8373.2","8373.2",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","109644_C1776_278","CDM","278","RC","C1776","HCPCS",,,"facility","both",,,,"924","924",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","110278_270","CDM","270","RC",,,,,"facility","both",,,,"1051.42","1051.42",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","110315_C1713_278","CDM","278","RC","C1713","HCPCS",,,"facility","both",,,,"232.38","232.38",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","110380_C1781_278","CDM","278","RC","C1781","HCPCS",,,"facility","both",,,,"1751.75","1751.75",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","110390_C1713_278","CDM","278","RC","C1713","HCPCS",,,"facility","both",,,,"1232","1232",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","110628_C1889_278","CDM","278","RC","C1889","HCPCS",,,"facility","both",,,,"3388","3388",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","111081_C1713_278","CDM","278","RC","C1713","HCPCS",,,"facility","both",,,,"308","308",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","111245_C1889_278","CDM","278","RC","C1889","HCPCS",,,"facility","both",,,,"3080","3080",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","111302_C1887_278","CDM","278","RC","C1887","HCPCS",,,"facility","both",,,,"288.2","288.2",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","111331_C1889_278","CDM","278","RC","C1889","HCPCS",,,"facility","both",,,,"192.5","192.5",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","111543_C1776_278","CDM","278","RC","C1776","HCPCS",,,"facility","both",,,,"1232","1232",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","111631_C1713_278","CDM","278","RC","C1713","HCPCS",,,"facility","both",,,,"115.5","115.5",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","111642_C1713_278","CDM","278","RC","C1713","HCPCS",,,"facility","both",,,,"232.1","232.1",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","111935_C1781_278","CDM","278","RC","C1781","HCPCS",,,"facility","both",,,,"803","803",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","111946_C1887_278","CDM","278","RC","C1887","HCPCS",,,"facility","both",,,,"822.72","822.72",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","111987_C1725_278","CDM","278","RC","C1725","HCPCS",,,"facility","both",,,,"107.8","107.8",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","11218_C1729_278","CDM","278","RC","C1729","HCPCS",,,"facility","both",,,,"124.3","124.3",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","112243_C2623_278","CDM","278","RC","C2623","HCPCS",,,"facility","both",,,,"2279.2","2279.2",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","112251_C2623_278","CDM","278","RC","C2623","HCPCS",,,"facility","both",,,,"2048.2","2048.2",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","112698_270","CDM","270","RC",,,,,"facility","both",,,,"2800.6","2800.6",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","112742_C1776_278","CDM","278","RC","C1776","HCPCS",,,"facility","both",,,,"3234","3234",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","113037_C1713_278","CDM","278","RC","C1713","HCPCS",,,"facility","both",,,,"231","231",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","113084_270","CDM","270","RC",,,,,"facility","both",,,,"744.7","744.7",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","113099_270","CDM","270","RC",,,,,"facility","both",,,,"660","660",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","113223_C9361_278","CDM","278","RC","C9361","HCPCS",,,"facility","both",,,,"3972.02","3972.02",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","113518_270","CDM","270","RC",,,,,"facility","both",,,,"421.3","421.3",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","113776_C1713_278","CDM","278","RC","C1713","HCPCS",,,"facility","both",,,,"77","77",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","113784_C1713_278","CDM","278","RC","C1713","HCPCS",,,"facility","both",,,,"229.04","229.04",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","114378_270","CDM","270","RC",,,,,"facility","both",,,,"554.4","554.4",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","114488_270","CDM","270","RC",,,,,"facility","both",,,,"1784.2","1784.2",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","114655_270","CDM","270","RC",,,,,"facility","both",,,,"588.5","588.5",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","114787_L5450_274","CDM","274","RC","L5450","HCPCS",,,"facility","both",,,,"204.54","204.54",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","115134_C1725_278","CDM","278","RC","C1725","HCPCS",,,"facility","both",,,,"907.5","907.5",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","115312_C1874_278","CDM","278","RC","C1874","HCPCS",,,"facility","both",,,,"16343.8","16343.8",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","115651_C1788_278","CDM","278","RC","C1788","HCPCS",,,"facility","both",,,,"284.9","284.9",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","115674_C1887_278","CDM","278","RC","C1887","HCPCS",,,"facility","both",,,,"27.5","27.5",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","115952_C1713_278","CDM","278","RC","C1713","HCPCS",,,"facility","both",,,,"346.5","346.5",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","116128_C1785_275","CDM","275","RC","C1785","HCPCS",,,"facility","both",,,,"5106.44","5106.44",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","116582_C1889_278","CDM","278","RC","C1889","HCPCS",,,"facility","both",,,,"4081","4081",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","116585_C1713_278","CDM","278","RC","C1713","HCPCS",,,"facility","both",,,,"385","385",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","116854_C2617_278","CDM","278","RC","C2617","HCPCS",,,"facility","both",,,,"119.9","119.9",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","116856_C2617_278","CDM","278","RC","C2617","HCPCS",,,"facility","both",,,,"119.9","119.9",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","116865_C1887_278","CDM","278","RC","C1887","HCPCS",,,"facility","both",,,,"3102.6","3102.6",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","116881_C1781_278","CDM","278","RC","C1781","HCPCS",,,"facility","both",,,,"1202.3","1202.3",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","117132_C1874_278","CDM","278","RC","C1874","HCPCS",,,"facility","both",,,,"8373.2","8373.2",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","117309_270","CDM","270","RC",,,,,"facility","both",,,,"2475","2475",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","117811_C1725_278","CDM","278","RC","C1725","HCPCS",,,"facility","both",,,,"269.5","269.5",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","117962_C1887_278","CDM","278","RC","C1887","HCPCS",,,"facility","both",,,,"831.6","831.6",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","118094_C1776_278","CDM","278","RC","C1776","HCPCS",,,"facility","both",,,,"1694","1694",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","118099_C1886_278","CDM","278","RC","C1886","HCPCS",,,"facility","both",,,,"6776","6776",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","118172_C1725_278","CDM","278","RC","C1725","HCPCS",,,"facility","both",,,,"300.3","300.3",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","118244_C1886_278","CDM","278","RC","C1886","HCPCS",,,"facility","both",,,,"6776","6776",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","118332_C1753_278","CDM","278","RC","C1753","HCPCS",,,"facility","both",,,,"1091.2","1091.2",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","118418_270","CDM","270","RC",,,,,"facility","both",,,,"729.3","729.3",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","118516_C1776_278","CDM","278","RC","C1776","HCPCS",,,"facility","both",,,,"877.8","877.8",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","118578_C1713_278","CDM","278","RC","C1713","HCPCS",,,"facility","both",,,,"154","154",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","119043_270","CDM","270","RC",,,,,"facility","both",,,,"965.8","965.8",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","119312_C1874_278","CDM","278","RC","C1874","HCPCS",,,"facility","both",,,,"539","539",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","119324_C1874_278","CDM","278","RC","C1874","HCPCS",,,"facility","both",,,,"539","539",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","121053_C1889_278","CDM","278","RC","C1889","HCPCS",,,"facility","both",,,,"1221","1221",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","121249_C2623_278","CDM","278","RC","C2623","HCPCS",,,"facility","both",,,,"2052.6","2052.6",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","121250_C2623_278","CDM","278","RC","C2623","HCPCS",,,"facility","both",,,,"2052.6","2052.6",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","121389_270","CDM","270","RC",,,,,"facility","both",,,,"805.2","805.2",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","121556_C2623_278","CDM","278","RC","C2623","HCPCS",,,"facility","both",,,,"2279.2","2279.2",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","121790_C1725_278","CDM","278","RC","C1725","HCPCS",,,"facility","both",,,,"107.8","107.8",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","121794_C1725_278","CDM","278","RC","C1725","HCPCS",,,"facility","both",,,,"107.8","107.8",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","121795_C1725_278","CDM","278","RC","C1725","HCPCS",,,"facility","both",,,,"107.8","107.8",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","121840_C1725_278","CDM","278","RC","C1725","HCPCS",,,"facility","both",,,,"107.8","107.8",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","121851_C1725_278","CDM","278","RC","C1725","HCPCS",,,"facility","both",,,,"107.8","107.8",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","121871_C1725_278","CDM","278","RC","C1725","HCPCS",,,"facility","both",,,,"107.8","107.8",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","121997_270","CDM","270","RC",,,,,"facility","both",,,,"825","825",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","122060_C1713_278","CDM","278","RC","C1713","HCPCS",,,"facility","both",,,,"58.48","58.48",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","122157_C1889_278","CDM","278","RC","C1889","HCPCS",,,"facility","both",,,,"2610.3","2610.3",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","122169_270","CDM","270","RC",,,,,"facility","both",,,,"2028.4","2028.4",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","122297_270","CDM","270","RC",,,,,"facility","both",,,,"825","825",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","122453_270","CDM","270","RC",,,,,"facility","both",,,,"703.68","703.68",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","122492_270","CDM","270","RC",,,,,"facility","both",,,,"792","792",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","122522_C1776_278","CDM","278","RC","C1776","HCPCS",,,"facility","both",,,,"75.9","75.9",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","122552_270","CDM","270","RC",,,,,"facility","both",,,,"762.3","762.3",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","122597_C1750_278","CDM","278","RC","C1750","HCPCS",,,"facility","both",,,,"160.6","160.6",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","122599_C1750_278","CDM","278","RC","C1750","HCPCS",,,"facility","both",,,,"391.6","391.6",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","122875_C1725_278","CDM","278","RC","C1725","HCPCS",,,"facility","both",,,,"1244.23","1244.23",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","122887_C1725_278","CDM","278","RC","C1725","HCPCS",,,"facility","both",,,,"1244.73","1244.73",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","123167_C1721_275","CDM","275","RC","C1721","HCPCS",,,"facility","both",,,,"18587.8","18587.8",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","123507_270","CDM","270","RC",,,,,"facility","both",,,,"136.43","136.43",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","123590_270","CDM","270","RC",,,,,"facility","both",,,,"381.72","381.72",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","123752_C1725_278","CDM","278","RC","C1725","HCPCS",,,"facility","both",,,,"269.5","269.5",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","124004_C1725_278","CDM","278","RC","C1725","HCPCS",,,"facility","both",,,,"312.4","312.4",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","124081_C1894_272","CDM","272","RC","C1894","HCPCS",,,"facility","both",,,,"30.8","30.8",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","124158_C1725_278","CDM","278","RC","C1725","HCPCS",,,"facility","both",,,,"308","308",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","124606_C1769_278","CDM","278","RC","C1769","HCPCS",,,"facility","both",,,,"127.6","127.6",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","125409_C1750_278","CDM","278","RC","C1750","HCPCS",,,"facility","both",,,,"392.7","392.7",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","126027_270","CDM","270","RC",,,,,"facility","both",,,,"455.4","455.4",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","126195_C1889_278","CDM","278","RC","C1889","HCPCS",,,"facility","both",,,,"497.2","497.2",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","126443_270","CDM","270","RC",,,,,"facility","both",,,,"2922.89","2922.89",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","126561_C1776_278","CDM","278","RC","C1776","HCPCS",,,"facility","both",,,,"924","924",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","126671_270","CDM","270","RC",,,,,"facility","both",,,,"3360.5","3360.5",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","126672_270","CDM","270","RC",,,,,"facility","both",,,,"1910.7","1910.7",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","126757_C1729_278","CDM","278","RC","C1729","HCPCS",,,"facility","both",,,,"330","330",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","126789_C1726_270","CDM","270","RC","C1726","HCPCS",,,"facility","both",,,,"1397","1397",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","126838_C1889_278","CDM","278","RC","C1889","HCPCS",,,"facility","both",,,,"11088","11088",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","127059_C1889_278","CDM","278","RC","C1889","HCPCS",,,"facility","both",,,,"308","308",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","127122_C1713_278","CDM","278","RC","C1713","HCPCS",,,"facility","both",,,,"77","77",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","127134_C1713_278","CDM","278","RC","C1713","HCPCS",,,"facility","both",,,,"1232","1232",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","127316_C1776_278","CDM","278","RC","C1776","HCPCS",,,"facility","both",,,,"770","770",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","127351_C1776_278","CDM","278","RC","C1776","HCPCS",,,"facility","both",,,,"1386","1386",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","127411_C1776_278","CDM","278","RC","C1776","HCPCS",,,"facility","both",,,,"924","924",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","127425_C1776_278","CDM","278","RC","C1776","HCPCS",,,"facility","both",,,,"924","924",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","127626_C1776_278","CDM","278","RC","C1776","HCPCS",,,"facility","both",,,,"77","77",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","127694_C1776_278","CDM","278","RC","C1776","HCPCS",,,"facility","both",,,,"1309","1309",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","127711_C1776_278","CDM","278","RC","C1776","HCPCS",,,"facility","both",,,,"1540","1540",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","127766_C1713_278","CDM","278","RC","C1713","HCPCS",,,"facility","both",,,,"924","924",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","127916_C1713_278","CDM","278","RC","C1713","HCPCS",,,"facility","both",,,,"552.2","552.2",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","128243_C1769_278","CDM","278","RC","C1769","HCPCS",,,"facility","both",,,,"272.78","272.78",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","128447_C1725_278","CDM","278","RC","C1725","HCPCS",,,"facility","both",,,,"156.2","156.2",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","128589_C1713_278","CDM","278","RC","C1713","HCPCS",,,"facility","both",,,,"162.63","162.63",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","128869_C1776_278","CDM","278","RC","C1776","HCPCS",,,"facility","both",,,,"3465","3465",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","128871_C1776_278","CDM","278","RC","C1776","HCPCS",,,"facility","both",,,,"1848","1848",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
