"3d anat seg imaging preop","C8001","HCPCS",,,,,,,"facility","outpatient",,,,,,"Cigna","Healthspring Medicare Managed Care Plan","132.93",,,,,,,"fee schedule","129.06","273.61","APC"
"3d bn img algor drvd fr mri","G0566","HCPCS",,,,,,,"facility","outpatient",,,,,,"Ambetter Health","Peach State Exchange","273.61",,,,,,,"fee schedule","129.06","273.61","APC"
"3d vol img&rcnstj brst/ax","0694T","HCPCS",,,,,,,"facility","outpatient",,,,,,"Oscar Health","Exchange","64.37",,,,,,,"fee schedule","50.9","74.5",
"Abd paracentesis","49082","HCPCS",,,,,,,"facility","outpatient",,,,,,"Unitedhealthcare","Hmo/Pos","3425",,,,,,,"fee schedule","909.73","4840.09",
"Abdomen surgery procedure","22999","HCPCS",,,,,,,"facility","outpatient",,,,,,"Aetna","Medicare Managed Care Plan","252.36",,,,,,,"fee schedule","247.41","11531.48","APC"
"Abdomen surgery procedure","22999","HCPCS",,,,,,,"facility","outpatient",,,,,,"Bcbs","Hmo","11531.48",,,,,,,"fee schedule","247.41","11531.48",
"Abl1 gene","81170","HCPCS",,,,,,,"facility","outpatient",,,,,,"Aetna","Hpn Whole Health Other Commercial Plan","540",,,,,,,"fee schedule","225","636",
"Abl1 gene","81170","HCPCS",,,,,,,"facility","outpatient",,,,,,"Oscar Health","Exchange","409.77",,,,,,,"fee schedule","225","636",
"Ablate atria w/bypass add-on","33259","HCPCS",,,,,,,"facility","outpatient",,,,,,"Kaiser","Hmo","3051",,,,,,,"fee schedule","3051","8382.61",
"Ablate atria w/bypass exten","33256","HCPCS",,,,,,,"facility","outpatient",,,,,,"Bcbs","Hpn Other Commercial Plan","7392.41",,,,,,,"fee schedule","3051","8382.61",
"Ablate heart dysrhythm focus","33251","HCPCS",,,,,,,"facility","outpatient",,,,,,"Humana","Medicare Managed Care Plan","8821.68",,,,,,,"fee schedule","3051","8821.68",
"Ablate heart dysrhythm focus","93650","HCPCS",,,,,,,"facility","outpatient",,,,,,"Wellcare","Medicare Managed Care Plan","8292.65",,,,,,,"fee schedule","5125.78","16585.3","APC"
"Ablate inf turbinate submuc","30802","HCPCS",,,,,,,"facility","outpatient",,,,,,"Clover Health","Medicare Managed Care Plan","1634.09",,,,,,,"fee schedule","1556.28","5051.48","APC"
"Ablt trurl prst8 tis trnsdcr","55882","HCPCS",,,,,,,"facility","outpatient",,,,,,"Bcbs","Blue Value Secure Medicare Managed Care Plan","13365.69",,,,,,,"fee schedule","6580.16","28054.72","APC"
"Abltj b9 thyr ndul perq lasr","0673T","HCPCS",,,,,,,"facility","outpatient",,,,,,"Humana","Hmo/Pos","4840.09",,,,,,,"fee schedule","1656.59","10726",
"Abltj ire liver 1+ tum perq","47384","HCPCS",,,,,,,"facility","outpatient",,,,,,"Clover Health","Medicare Managed Care Plan","11195.08",,,,,,,"fee schedule","10661.98","22603.4","APC"
"Abltj perc lxtr/perph nrv","0441T","HCPCS",,,,,,,"facility","outpatient",,,,,,"Humana","Medicare Managed Care Plan","10227.73",,,,,,,"fee schedule","1958.63","10227.73",
"Abltj perc uxtr/perph nrv","0440T","HCPCS",,,,,,,"facility","outpatient",,,,,,"Bcbs","Hpn Other Commercial Plan","6409.58",,,,,,,"fee schedule","1958.63","10227.73",
"Abltj perc uxtr/perph nrv","0440T","HCPCS",,,,,,,"facility","outpatient",,,,,,"Unitedhealthcare","Core/Charter/Nexus Other Commercial Plan","7357",,,,,,,"fee schedule","1958.63","10227.73",
"Abortion","59855","HCPCS",,,,,,,"facility","outpatient",,,,,,"Humana","Medicare Managed Care Plan","4840.09",,,,,,,"fee schedule","3011.79","5051.48",
"Abortion","59857","HCPCS",,,,,,,"facility","outpatient",,,,,,"Bcbs","Blue Pathways Exchange","3011.79",,,,,,,"fee schedule","3011.79","5051.48",
"Abscess drainage under x-ray","75989","HCPCS",,,,,,,"facility","outpatient",,,,,,"Oscar Health","Exchange","106.69",,,,,,,"fee schedule","83.8","123.77",
"Acetaminophen: 10 Tray In 1 Case (68094-231-61)  / 10 Cup, Unit-Dose In 1 Tray / 5 Ml In 1 Cup, Unit-Dose (68094-231-59)","408100_68094023161","CDM","259","RC","68094023161","NDC",,,"facility","both","1","EA",,"3.78","3.78",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Acetone assay","82010","HCPCS",,,,,,,"facility","outpatient",,,,,,"Wellcare","Medicare Managed Care Plan","8.66",,,,,,,"fee schedule","6.13","17.32","APC"
"Acetylcholn rcptr blckg antb","86042","HCPCS",,,,,,,"facility","outpatient",,,,,,"Bcbs","Blue Pathways Exchange","13.8",,,,,,,"fee schedule","13.8","39.01",
"Acetylcholn rcptr blckg antb","86042","HCPCS",,,,,,,"facility","outpatient",,,,,,"Clover Health","Medicare Managed Care Plan","19.32",,,,,,,"fee schedule","13.8","39.01","APC"
