"2d tte w or w/o fol w/con,co","C8923","HCPCS",,,,,,,"facility","outpatient",,,,,,"Aetna","Medicare Managed Care Plan","802.02",,,,,,,"fee schedule","786.29","1666.94","APC"
"3-d radiotherapy plan","77295","HCPCS",,,,,,,"facility","outpatient",,,,,,"Aetna","Hpn Whole Health Other Commercial Plan","454.19",,,,,,,"fee schedule","378.49","2943.23",
"AUGMENTIN: 100 mL in 1 BOTTLE (43598-004-52)","9080_43598000452","CDM","637","RC","43598000452","NDC",,,"facility","both","1","EA",,"353.29","353.29",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Abacavir Sulfate: 1 Bottle, Plastic In 1 Carton (0378-4105-91)  / 60 Tablet, Film Coated In 1 Bottle, Plastic","24438_00378410591","CDM","637","RC","00378410591","NDC",,,"facility","both","1","EA",,"36.2","36.2",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Abdomen surgery procedure","22999","HCPCS",,,,,,,"facility","outpatient",,,,,,"Bcbs","Blue Pathways Exchange","5931.97",,,,,,,"fee schedule","247.41","11531.48",
"Abeta42 & ptau181 eclia csf","0445U","HCPCS",,,,,,,"facility","outpatient",,,,,,"Devoted Health","Medicare Managed Care Plan","260.5",,,,,,,"fee schedule","260.5","552.26","APC"
"Abl1 gene","81170","HCPCS",,,,,,,"facility","outpatient",,,,,,"Cigna","Healthspring Medicare Managed Care Plan","309",,,,,,,"fee schedule","225","636","APC"
"Ablate atria x10sv endo","33266","HCPCS",,,,,,,"facility","outpatient",,,,,,"Kaiser","Hmo","3051",,,,,,,"fee schedule","3051","8382.61",
"Ablate inf turbinate submuc","30802","HCPCS",,,,,,,"facility","outpatient",,,,,,"Unitedhealthcare","Core/Charter/Nexus Other Commercial Plan","2912",,,,,,,"fee schedule","1556.28","5051.48",
"Ablate inf turbinate superf","30801","HCPCS",,,,,,,"facility","outpatient",,,,,,"Aetna","Medicare Managed Care Plan","1587.4",,,,,,,"fee schedule","1556.28","5051.48","APC"
"Ablate inf turbinate superf","30801","HCPCS",,,,,,,"facility","outpatient",,,,,,"Bcbs","Hmo","5051.48",,,,,,,"fee schedule","1556.28","5051.48",
"Ablt trurl prst8 tis trnsdcr","55882","HCPCS",,,,,,,"facility","outpatient",,,,,,"Bcbs","Blue Pathways Exchange","6580.16",,,,,,,"fee schedule","6580.16","28054.72",
"Abltj mal prst8 tiss hifu","55880","HCPCS",,,,,,,"facility","outpatient",,,,,,"Bcbs","Blue Pathways Exchange","4419.21",,,,,,,"fee schedule","3295","20129.59",
"Abltj mal prst8 tiss hifu","55880","HCPCS",,,,,,,"facility","outpatient",,,,,,"Unitedhealthcare","Hmo/Pos","4581",,,,,,,"fee schedule","3295","20129.59",
"Abltj perc lxtr/perph nrv","0441T","HCPCS",,,,,,,"facility","outpatient",,,,,,"Wellcare","Medicare Managed Care Plan","2076.15",,,,,,,"fee schedule","1958.63","10227.73","APC"
"Abortion (mpr)","59866","HCPCS",,,,,,,"facility","outpatient",,,,,,"Kaiser","Hmo","3051",,,,,,,"fee schedule","305.65","4840.09",
"Abortion With D&C, Aspiration Curettage Or Hysterotomy","770","MS-DRG",,,,,,,"facility","inpatient",,,,,,"Bcbs","Hmo",,,"[Stop Loss: Total Charges > 199621.03 | Total % of Charge: 69] [Lesser Than Charges paid at %: 100] [MSDRG Base Rate: FEE SCHEDULE] [C-Section-Case Rate: 17240.57] [Normal Vaginal Delivery-Case Rate: 12314.69] [Psych-Per Diem: 2293] [Rehab-Per Diem: 3661.16] [IP High Cost Drugs ($): 0 Charge Threshold 1000 (%BC): 70] [IP Prosthetics/Implants/Devices ($): 0 Charge Threshold 400 (%BC): 76] [Transplants-Case Rate: FEE SCHEDULE]",,,,"0","other",,,"No services performed during 15-month lookback period."
"Abortion With D&C, Aspiration Curettage Or Hysterotomy","770","MS-DRG",,,,,,,"facility","inpatient",,,,,,"Bcbs","Hpn Other Commercial Plan",,,"[Stop Loss: Total Charges > 210600.19 | Total % of Charge: 69] [Lesser Than Charges paid at %: 100] [MSDRG Base Rate: FEE SCHEDULE] [C-Section-Case Rate: 15204.02] [Normal Vaginal Delivery-Case Rate: 10860.01] [Psych-Per Diem: 2022.14] [Rehab-Per Diem: 3228.69] [IP High Cost Drugs ($): 0 Charge Threshold 1000 (%BC): 70] [IP Prosthetics/Implants/Devices ($): 0 Charge Threshold 400 (%BC): 76] [Transplants-Case Rate: FEE SCHEDULE]",,,,"0","other",,,"No services performed during 15-month lookback period."
"Abortion With D&C, Aspiration Curettage Or Hysterotomy","770","MS-DRG",,,,,,,"facility","inpatient",,,,,,"Va Community Care Network","Government","10895.34",,,,,,,"fee schedule","10895.34","23098.12","MSDRG Base Rate"
"Abortion Without D&C","779","MS-DRG",,,,,,,"facility","inpatient",,,,,,"Amerigroup","Medicaid Managed Care Plan",,,"[Inpatient Services: Payer leverages state specific Medicaid payment methodology. Available, referenceable algorithm logic found here: https://dch.georgia.gov/providers/provider-types/hospital-providers]",,,,"0","other",,,"No services performed during 15-month lookback period."
"Abortion Without D&C","779","MS-DRG",,,,,,,"facility","inpatient",,,,,,"Bcbs","Ppo",,"84.14",,,,,"0","percent of total billed charges",,,"No services performed during 15-month lookback period."
"Abortion Without D&C","779","MS-DRG",,,,,,,"facility","inpatient",,,,,,"Humana","Hmo/Pos","15632.04",,,,,,,"fee schedule","9475.44","20087.93",
"Abortion","59840","HCPCS",,,,,,,"facility","outpatient",,,,,,"Bcbs","Hmo","5051.48",,,,,,,"fee schedule","3011.79","8364.54",
