"2d tte w or w/o fol w/con,fu","C8924","HCPCS",,,,,,,"facility","outpatient",,,,,,"Bcbs","Blue Value Secure Medicare Managed Care Plan","353.43",,,,,,,"fee schedule","349.93","741.85","APC"
"3-d radiotherapy plan","77295","HCPCS",,,,,,,"facility","outpatient",,,,,,"Bcbs","Blue Value Secure Medicare Managed Care Plan","1402.2",,,,,,,"fee schedule","378.49","2943.23","APC"
"3d bn img algor drvd fr mri","G0566","HCPCS",,,,,,,"facility","outpatient",,,,,,"Bcbs","Blue Value Secure Medicare Managed Care Plan","130.35",,,,,,,"fee schedule","129.06","273.61","APC"
"3d render w/intrp postproces","76377","HCPCS",,,,,,,"facility","outpatient",,,,,,"Aetna","Exchange","59.87",,,,,,,"fee schedule","59.87","88.2",
"3d render w/intrp postproces","76377","HCPCS",,,,,,,"facility","outpatient",,,,,,"Bcbs","Hmo","88.2",,,,,,,"fee schedule","59.87","88.2",
"Abdomen surgery procedure","22999","HCPCS",,,,,,,"facility","outpatient",,,,,,"Unitedhealthcare","Hmo/Pos","1580",,,,,,,"fee schedule","247.41","11531.48",
"Ablate bone tumor(s) perq","20982","HCPCS",,,,,,,"facility","outpatient",,,,,,"Bcbs","Blue Value Secure Medicare Managed Care Plan","17762.71",,,,,,,"fee schedule","2572","37284.11","APC"
"Ablate bone tumor(s) perq","20983","HCPCS",,,,,,,"facility","outpatient",,,,,,"Unitedhealthcare","Core/Charter/Nexus Other Commercial Plan","7797",,,,,,,"fee schedule","3295","15429.7",
"Ablate heart dysrhythm focus","33250","HCPCS",,,,,,,"facility","outpatient",,,,,,"Humana","Medicare Managed Care Plan","8821.68",,,,,,,"fee schedule","3051","8821.68",
"Ablate inf turbinate superf","30801","HCPCS",,,,,,,"facility","outpatient",,,,,,"Unitedhealthcare","Hmo/Pos","3425",,,,,,,"fee schedule","1556.28","5051.48",
"Ablt b9 brst tum perq lsr ea","0970T","HCPCS",,,,,,,"facility","outpatient",,,,,,"Clover Health","Medicare Managed Care Plan","4123.64",,,,,,,"fee schedule","3927.28","8325.82","APC"
"Abltj b9 thyr ndul perq lasr","0673T","HCPCS",,,,,,,"facility","outpatient",,,,,,"Bcbs","Hmo","5051.48",,,,,,,"fee schedule","1656.59","10726",
"Abltj ire prst8 1+ tum perq","55877","HCPCS",,,,,,,"facility","outpatient",,,,,,"Aetna","Medicare Managed Care Plan","10875.22",,,,,,,"fee schedule","10661.98","22603.4","APC"
"Abltj mal prst8 mag fld ndct","0739T","HCPCS",,,,,,,"facility","outpatient",,,,,,"Aetna","Exchange","3295",,,,,,,"fee schedule","2301.38","3826",
"Abltj mal prst8 tiss hifu","55880","HCPCS",,,,,,,"facility","outpatient",,,,,,"Devoted Health","Medicare Managed Care Plan","9495.09",,,,,,,"fee schedule","3295","20129.59","APC"
"Abltj perc lxtr/perph nrv","0441T","HCPCS",,,,,,,"facility","outpatient",,,,,,"Ambetter Health","Peach State Exchange","4152.3",,,,,,,"fee schedule","1958.63","10227.73","APC"
"Abltj perc lxtr/perph nrv","0441T","HCPCS",,,,,,,"facility","outpatient",,,,,,"Bcbs","Hpn Other Commercial Plan","6409.58",,,,,,,"fee schedule","1958.63","10227.73",
"Abortion Without D&C","779","MS-DRG",,,,,,,"facility","inpatient",,,,,,"Aetna","Exchange",,,"[Stop Loss: Total Charges > 258976 | Total % of Charge: 55] [Lesser Than Charges paid at %: 100] [MSDRG Base Rate: FEE SCHEDULE] [Nursery  Level 1- Boarder-Per Diem: 1487] [Nursery  Level 2-Per Diem: 2066] [Nursery  Level 3-Per Diem: 2360] [Nursery  Level 4-NICU-Per Diem: 2697] [Alcohol/ Chemical Dependency-Per Diem: 1696] [Psych-Per Diem: 1696] [Rehab-Per Diem: 2046] [IP High Cost Drugs ($): 0 Charge Threshold 1000 (%BC): 76] [IP Prosthetics/Implants/Devices ($): 0 Charge Threshold 400 (%BC): 76] [Cardiac Surgery-Per Diem: 44934 Days: 8 Additional Days: 4452] [PTCA-Per Diem: 17045 Days: 4 Additional Days: 4452] [Transplants-Case Rate: FEE SCHEDULE] [Pancreas Transplant (%BC): 80]",,,,"0","other",,,"No services performed during 15-month lookback period."
