"ABORTION WITHOUT D&C, ASPIRATION CURETTAGE OR HYSTEROTOMY",564-4,APR-DRG,,,,,,,,,,inpatient,facility,,,,,15775.81,24469.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19173.92,,,case rate,,,,0,Zero instances of the item or service in the 15 months prior to posting the file.,,,,,,,,,,,,,,,,,,,,,,,,,,,,21317.62,,,case rate,,,,0,Zero instances of the item or service in the 15 months prior to posting the file.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17353.39,,,case rate,,,,0,Zero instances of the item or service in the 15 months prior to posting the file.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15775.81,,,case rate,,,,0,Zero instances of the item or service in the 15 months prior to posting the file.,,,,,,,,,,15775.81,,,case rate,,,,0,Zero instances of the item or service in the 15 months prior to posting the file.,17037.87,,,case rate,,,,0,Zero instances of the item or service in the 15 months prior to posting the file.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.9,,percent of total billed charges,,,,0,Zero instances of the item or service in the 15 months prior to posting the file.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24469.77,,,case rate,,,,0,Zero instances of the item or service in the 15 months prior to posting the file.,,,,,,,,,,,,,,,,,,,18930.97,,,case rate,,,,0,Zero instances of the item or service in the 15 months prior to posting the file.,,,,,,,,,,15775.81,,,case rate,,,,0,Zero instances of the item or service in the 15 months prior to posting the file.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,percent of total billed charges,,,,0,Zero instances of the item or service in the 15 months prior to posting the file.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
