"ABORTION WITH D&C, ASPIRATION CURETTAGE OR HYSTEROTOMY",543-4,APR-DRG,,,,,,,,,,inpatient,facility,,,,,26570.57,35904.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32293.87,,,case rate,,,,0,Zero instances of the item or service in the 15 months prior to posting the file.,,,,,,,,,,,,,,,,,,,,,,,,,,,,35904.42,,,case rate,,,,0,Zero instances of the item or service in the 15 months prior to posting the file.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29227.62,,,case rate,,,,0,Zero instances of the item or service in the 15 months prior to posting the file.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26570.57,,,case rate,22203.9,22203.9,24665.82,1 through 10,,,,,,,,,,,26570.57,,,case rate,,,,0,Zero instances of the item or service in the 15 months prior to posting the file.,28696.22,,,case rate,,,,0,Zero instances of the item or service in the 15 months prior to posting the file.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.9,,percent of total billed charges,,,,0,Zero instances of the item or service in the 15 months prior to posting the file.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31144.02,,,case rate,,,,0,Zero instances of the item or service in the 15 months prior to posting the file.,,,,,,,,,,,,,,,,,,,31884.68,,,case rate,,,,0,Zero instances of the item or service in the 15 months prior to posting the file.,,,,,,,,,,26570.57,,,case rate,,,,0,Zero instances of the item or service in the 15 months prior to posting the file.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,percent of total billed charges,,,,0,Zero instances of the item or service in the 15 months prior to posting the file.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DRUG AND ALCOHOL ABUSE OR DEPENDENCE, LEFT AGAINST MEDICAL ADVICE",770-2,APR-DRG,,,,,,,,,,inpatient,facility,,,,,2360.98,4487.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2869.53,,"Interim Value: UPMC Base APR DRG DRG: [PA MCAID APR DRG] * 10,697.94 Interim Value: Daily Per Diem UPMC  FormulaCPE:  {iv:UPMC Base APR DRG} / {DRG Standard Days} End FormulaCPE FormulaCPE:  ({Days in Visit} * {iv:Daily Per Diem UPMC}) End FormulaCPE  Not To Exceed:  FormulaCPE:   ({iv:Daily Per Diem UPMC} * 2)  End FormulaCPE End Not To Exceed ",other,5740.24,2752.5,5740.24,17,"Interim Value: UPMC Base APR DRG DRG: [PA MCAID APR DRG] * 10,697.94 Interim Value: Daily Per Diem UPMC  FormulaCPE:  {iv:UPMC Base APR DRG} / {DRG Standard Days} End FormulaCPE FormulaCPE:  ({Days in Visit} * {iv:Daily Per Diem UPMC}) End FormulaCPE  Not To Exceed:  FormulaCPE:   ({iv:Daily Per Diem UPMC} * 2)  End FormulaCPE End Not To Exceed ",,,,,,,,,,,,,,,,,,,,,,,,,,,,3190.35,,Interim Value: DRG Rate   DRG: [PA MCAID APR DRG] * 11432.00 Interim Value: Daily Per Diem   Formula:= ( DRG Rate / DRG Standard Days ) Formula:= ( Days in Visit * Daily Per Diem ) Group (Not to Exceed):   Formula:= ( Daily Per Diem * 2 ) ,other,6257,3128.5,6382.02,22,Interim Value: DRG Rate   DRG: [PA MCAID APR DRG] * 11432.00 Interim Value: Daily Per Diem   Formula:= ( DRG Rate / DRG Standard Days ) Formula:= ( Days in Visit * Daily Per Diem ) Group (Not to Exceed):   Formula:= ( Daily Per Diem * 2 ) ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4487.03,,,case rate,,,,0,Zero instances of the item or service in the 15 months prior to posting the file.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2360.98,,Interim Value: DRG Rate   DRG: [PA MCAID APR DRG] * 8801.99 Interim Value: Daily Per Diem   Formula:= ( DRG Rate / DRG Standard Days ) Formula:= ( Days in Visit * Daily Per Diem ) Group (Not to Exceed):   Formula:= ( Daily Per Diem * 2 ) ,other,4722.92,2264.69,4722.92,1 through 10,Interim Value: DRG Rate   DRG: [PA MCAID APR DRG] * 8801.99 Interim Value: Daily Per Diem   Formula:= ( DRG Rate / DRG Standard Days ) Formula:= ( Days in Visit * Daily Per Diem ) Group (Not to Exceed):   Formula:= ( Daily Per Diem * 2 ) ,,,,,,,,,,,100,,percent of total billed charges,70158,20920,82523,13,,2549.85,,"Interim Value: DRG Rate DRG: [PA MCAID APR DRG] * 10,075.00 Interim Value: Daily Per Diem  FormulaCPE:  {iv:DRG Rate} / {DRG Standard Days} End FormulaCPE FormulaCPE:  {Days in Visit} * {iv:Daily Per Diem} End FormulaCPE  Not To Exceed:  FormulaCPE:   {iv:Daily Per Diem} * 2  End FormulaCPE End Not To Exceed  If: {Current Amount} = 0.00 Then:  100.00% of Gross Charges Adjusted End If ",other,5100.76,2702.99,5405.99,90,"Interim Value: DRG Rate DRG: [PA MCAID APR DRG] * 10,075.00 Interim Value: Daily Per Diem  FormulaCPE:  {iv:DRG Rate} / {DRG Standard Days} End FormulaCPE FormulaCPE:  {Days in Visit} * {iv:Daily Per Diem} End FormulaCPE  Not To Exceed:  FormulaCPE:   {iv:Daily Per Diem} * 2  End FormulaCPE End Not To Exceed  If: {Current Amount} = 0.00 Then:  100.00% of Gross Charges Adjusted End If ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.9,,percent of total billed charges,10510.95,6343.58,14028.69,1 through 10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3312.27,,"Interim Value: DRG Rate DRG: [HP PA MCAID APR DRG] * 12,104.00 Interim Value: Daily Per Diem  FormulaCPE:  {iv:DRG Rate} / {DRG Standard Days} End FormulaCPE FormulaCPE:  ({Days in Visit} * {iv:Daily Per Diem}) End FormulaCPE  Not To Exceed:  FormulaCPE:   ({iv:Daily Per Diem} * 2)  End FormulaCPE End Not To Exceed ",other,6494.7,3247.35,6624.55,30,"Interim Value: DRG Rate DRG: [HP PA MCAID APR DRG] * 12,104.00 Interim Value: Daily Per Diem  FormulaCPE:  {iv:DRG Rate} / {DRG Standard Days} End FormulaCPE FormulaCPE:  ({Days in Visit} * {iv:Daily Per Diem}) End FormulaCPE  Not To Exceed:  FormulaCPE:   ({iv:Daily Per Diem} * 2)  End FormulaCPE End Not To Exceed ",,,,,,,,,,,,,,,,,,,2833.17,,"Interim Value: Base APR DRG DRG: [PA MCAID APR DRG] * 10,562.38 Interim Value: Daily Per Diem  FormulaCPE:  ({iv:Base APR DRG} / {DRG Standard Days}) End FormulaCPE FormulaCPE:  ({Days in Visit} * {iv:Daily Per Diem}) End FormulaCPE  Not To Exceed:  FormulaCPE:   ({iv:Daily Per Diem} * 2)  End FormulaCPE End Not To Exceed ",other,5435.25,2717.62,5667.51,1 through 10,"Interim Value: Base APR DRG DRG: [PA MCAID APR DRG] * 10,562.38 Interim Value: Daily Per Diem  FormulaCPE:  ({iv:Base APR DRG} / {DRG Standard Days}) End FormulaCPE FormulaCPE:  ({Days in Visit} * {iv:Daily Per Diem}) End FormulaCPE  Not To Exceed:  FormulaCPE:   ({iv:Daily Per Diem} * 2)  End FormulaCPE End Not To Exceed ",,,,,,,,,,2360.98,,Interim Value: DRG Rate   DRG: [PA MCAID APR DRG] * 8801.99 Interim Value: Daily Per Diem   Formula:= ( DRG Rate / DRG Standard Days ) Formula:= ( Days in Visit * Daily Per Diem ) Group (Not to Exceed):   Formula:= ( Daily Per Diem * 2 ) ,other,4722.92,4722.92,4722.92,1 through 10,Interim Value: DRG Rate   DRG: [PA MCAID APR DRG] * 8801.99 Interim Value: Daily Per Diem   Formula:= ( DRG Rate / DRG Standard Days ) Formula:= ( Days in Visit * Daily Per Diem ) Group (Not to Exceed):   Formula:= ( Daily Per Diem * 2 ) ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,percent of total billed charges,,,,0,Zero instances of the item or service in the 15 months prior to posting the file.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
