HOSPITAL_NAME,LAST_UPDATED_ON,VERSION,LOCATION_NAME,HOSPITAL_ADDRESS,TYPE_2_NPI,LICENSE_NUMBER|MS,ATTESTER_NAME,"TO THE BEST OF ITS KNOWLEDGE AND BELIEF, THIS HOSPITAL HAS INCLUDED ALL APPLICABLE STANDARD CHARGE INFORMATION IN ACCORDANCE WITH THE REQUIREMENTS OF 45 CFR 180.50, AND THE INFORMATION ENCODED IS TRUE, ACCURATE, AND COMPLETE AS OF THE DATE IN THE FILE. THIS HOSPITAL HAS INCLUDED ALL PAYER-SPECIFIC NEGOTIATED CHARGES IN DOLLARS THAT CAN BE EXPRESSED AS A DOLLAR AMOUNT. FOR PAYER-SPECIFIC NEGOTIATED CHARGES THAT CANNOT BE EXPRESSED AS A DOLLAR AMOUNT IN THE MACHINE-READABLE FILE OR NOT KNOWABLE IN ADVANCE, THE HOSPITAL ATTESTS THAT THE PAYER-SPECIFIC NEGOTIATED CHARGE IS BASED ON A CONTRACTUAL ALGORITHM, PERCENTAGE OR FORMULA THAT PRECLUDES THE PROVISION OF A DOLLAR AMOUNT AND HAS PROVIDED ALL NECESSARY INFORMATION AVAILABLE TO THE HOSPITAL FOR THE PUBLIC TO BE ABLE TO DERIVE THE DOLLAR AMOUNT, INCLUDING, BUT NOT LIMITED TO, THE SPECIFIC FEE SCHEDULE OR COMPONENTS REFERENCED IN SUCH PERCENTAGE, ALGORITHM OR FORMULA.",,,,,,,,,,,,,,,,,,,,
STATE OF MISSISSIPPI-UNIVERSITY OF MISSISSIPPI MEDICAL CENTER,4/1/2026,3.0.0,UNIVERSITY OF MISSISSIPPI MEDICAL CENTER,"2500 NORTH STATE ST, JACKSON, MS 39216",1154317527,11-199,JENNIFER SINCLAIR,TRUE,,,,,,,,,,,,,,,,,,,,
DESCRIPTION,CODE|1,CODE|1|TYPE,CODE|2,CODE|2|TYPE,CODE|3,CODE|3|TYPE,CODE|4,CODE|4|TYPE,SETTING,DRUG_UNIT_OF_MEASUREMENT,DRUG_TYPE_OF_MEASUREMENT,STANDARD_CHARGE|GROSS,STANDARD_CHARGE|DISCOUNTED_CASH,PAYER_NAME,PLAN_NAME,MODIFIERS,STANDARD_CHARGE|NEGOTIATED_DOLLAR,STANDARD_CHARGE|NEGOTIATED_PERCENTAGE,STANDARD_CHARGE|NEGOTIATED_ALGORITHM,MEDIAN_AMOUNT,10TH_PERCENTILE,90TH_PERCENTILE,COUNT,STANDARD_CHARGE|MIN,STANDARD_CHARGE|MAX,STANDARD_CHARGE|METHODOLOGY,ADDITIONAL_GENERIC_NOTES,ADDITIONAL_PAYER_SPECIFIC_NOTES
