"ACETAMINOPHEN 1,000 MG/100 ML (10 MG/ML) INTRAVENOUS SOLUTION",RX-150589,CDM,J0134,HCPCS,0250,RC,63323-0434-41,NDC,,both,100,ML,56.64,56.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.31,80,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.82,65,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.31,80,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,,,,,,,,,,,,,,,,,,,36.82,45.31,
"ACETAMINOPHEN 1,000 MG/100 ML (10 MG/ML) INTRAVENOUS SOLUTION",RX-150589,CDM,J0136,HCPCS,0636,RC,00264-4100-90,NDC,,both,100,ML,53.42,53.42,48.08,90,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,42.74,80,,42.74,42.74,42.74,300,percent of total billed charges,,43.8,82,,58.37,58.37,58.37,72,percent of total billed charges,,43.8,82,,45.67,44.77,128.9,402,percent of total billed charges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.41,85,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,42.74,80,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,44.07,82.5,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,45.41,85,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,,,,,,,,,,45.41,85,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,40.07,75,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,47.01,88,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,42.74,80,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,48.08,90,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.8,82,,53.42,53.42,53.42,100,percent of total billed charges,,,,,,,,,,,44.07,82.5,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,45.41,85,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,43.8,82,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,40.07,75,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.01,88,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,,,,,,,,,,,,,,,,,,,40.07,75,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.8,82,,43.8,38.06,43.8,600,percent of total billed charges,,43.8,82,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,,,,,,,,,,42.74,80,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,45.41,85,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,40.07,48.08,
"ACETAMINOPHEN 1,000 MG/100 ML (10 MG/ML) INTRAVENOUS SOLUTION|DISCARDED DRUG NOT ADMINISTE",RX-150589,CDM,J0137,HCPCS,0636,RC,00143-9386-01,NDC,JW,both,100,ML,25.8,25.8,23.22,90,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,20.64,80,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,21.16,82,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,21.16,82,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.93,85,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,20.64,80,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,21.29,82.5,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,21.93,85,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,,,,,,,,,,21.93,85,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,19.35,75,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,22.7,88,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,20.64,80,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,23.22,90,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.16,82,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,,,,,,,,,,21.29,82.5,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,21.93,85,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,21.16,82,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,19.35,75,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.7,88,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,,,,,,,,,,,,,,,,,,,19.35,75,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.16,82,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,21.16,82,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,,,,,,,,,,20.64,80,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,21.93,85,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,19.35,23.22,
"ACETAMINOPHEN 1,000 MG/100 ML (10 MG/ML) IV SYRINGE|DISCARDED DRUG NOT ADMINISTE",RX-408404528,CDM,J0136,HCPCS,0250,RC,00264-4100-90,NDC,JW,both,100,ML,17.42,17.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.94,80,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.32,65,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.94,80,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,,,,,,,,,,,,,,,,,,,11.32,13.94,
"ALBUMIN, HUMAN 25 % INTRAVENOUS SOLUTION|DISCARDED DRUG NOT ADMINISTE",RX-8981,CDM,P9047,HCPCS,0636,RC,68516-5216-01,NDC,JW,outpatient,50,ML,100.62,100.62,,,,,,,,,,,,,,,,,,,100.85,,,,,,,fee schedule,,100.85,,,,,,,fee schedule,,84.92,,,,,,,fee schedule,,84.92,,,,,,,fee schedule,,135.35,,,,,,,fee schedule,,53.61,,APC Price ($53.08). Final payment is multiplied by 101%.,,,,0,other,OPPS APC Zero final payments for the item or service in the 15 months prior to posting the file.,135.35,,,,,,,fee schedule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.35,,,,,,,fee schedule,,84.92,,,,,,,fee schedule,,84.92,,,,,,,fee schedule,,84.92,,,,,,,fee schedule,,,,,,,,,,,53.08,,APC Price ($53.08).,,,,0,other,OPPS APC Zero final payments for the item or service in the 15 months prior to posting the file.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.38,,APC Price ($53.08). Final payment is multiplied by 110%.,,,,0,other,OPPS APC Zero final payments for the item or service in the 15 months prior to posting the file.,53.08,,APC Price ($53.08).,,,,0,other,OPPS APC Zero final payments for the item or service in the 15 months prior to posting the file.,54.14,,APC Price ($53.08). Final payment is multiplied by 102%.,,,,0,other,OPPS APC Zero final payments for the item or service in the 15 months prior to posting the file.,53.08,,APC Price ($53.08).,,,,0,other,OPPS APC Zero final payments for the item or service in the 15 months prior to posting the file.,54.14,,APC Price ($53.08). Final payment is multiplied by 102%.,,,,0,other,OPPS APC Zero final payments for the item or service in the 15 months prior to posting the file.,53.08,,APC Price ($53.08).,,,,0,other,OPPS APC Zero final payments for the item or service in the 15 months prior to posting the file.,53.08,,APC Price ($53.08).,,,,0,other,OPPS APC Zero final payments for the item or service in the 15 months prior to posting the file.,53.08,,APC Price ($53.08).,,,,0,other,OPPS APC Zero final payments for the item or service in the 15 months prior to posting the file.,53.08,,APC Price ($53.08).,,,,0,other,OPPS APC Zero final payments for the item or service in the 15 months prior to posting the file.,55.73,,APC Price ($53.08). Final payment is multiplied by 105%.,,,,0,other,OPPS APC Zero final payments for the item or service in the 15 months prior to posting the file.,,,,,,,,,,84.92,,,,,,,fee schedule,,84.92,,,,,,,fee schedule,,,,,,,,,,,84.92,,,,,,,fee schedule,,,,,,,,,,,128.59,,,,,,,fee schedule,,135.35,,,,,,,fee schedule,,135.35,,,,,,,fee schedule,,84.92,,,,,,,fee schedule,,84.92,,,,,,,fee schedule,,84.92,,,,,,,fee schedule,,84.92,,,,,,,fee schedule,,84.92,,,,,,,fee schedule,,84.92,,,,,,,fee schedule,,,,,,,,,,,,,,,,,,,,53.08,,APC Price ($53.08).,,,,0,other,OPPS APC Zero final payments for the item or service in the 15 months prior to posting the file.,,,,,,,,,,,,,,,,,,,53.08,135.35,
"ALBUMIN, HUMAN 25 % INTRAVENOUS SOLUTION|DISCARDED DRUG NOT ADMINISTE",RX-8981,CDM,P9047,HCPCS,0636,RC,76125-0792-10,NDC,JW,outpatient,50,ML,103.2,103.2,,,,,,,,,,,,,,,,,,,100.85,,,,,,,fee schedule,,100.85,,,,,,,fee schedule,,84.92,,,,,,,fee schedule,,84.92,,,,,,,fee schedule,,135.35,,,,,,,fee schedule,,53.61,,APC Price ($53.08). Final payment is multiplied by 101%.,,,,0,other,OPPS APC Zero final payments for the item or service in the 15 months prior to posting the file.,135.35,,,,,,,fee schedule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.35,,,,,,,fee schedule,,84.92,,,,,,,fee schedule,,84.92,,,,,,,fee schedule,,84.92,,,,,,,fee schedule,,,,,,,,,,,53.08,,APC Price ($53.08).,,,,0,other,OPPS APC Zero final payments for the item or service in the 15 months prior to posting the file.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.38,,APC Price ($53.08). Final payment is multiplied by 110%.,,,,0,other,OPPS APC Zero final payments for the item or service in the 15 months prior to posting the file.,53.08,,APC Price ($53.08).,,,,0,other,OPPS APC Zero final payments for the item or service in the 15 months prior to posting the file.,54.14,,APC Price ($53.08). Final payment is multiplied by 102%.,,,,0,other,OPPS APC Zero final payments for the item or service in the 15 months prior to posting the file.,53.08,,APC Price ($53.08).,,,,0,other,OPPS APC Zero final payments for the item or service in the 15 months prior to posting the file.,54.14,,APC Price ($53.08). Final payment is multiplied by 102%.,,,,0,other,OPPS APC Zero final payments for the item or service in the 15 months prior to posting the file.,53.08,,APC Price ($53.08).,,,,0,other,OPPS APC Zero final payments for the item or service in the 15 months prior to posting the file.,53.08,,APC Price ($53.08).,,,,0,other,OPPS APC Zero final payments for the item or service in the 15 months prior to posting the file.,53.08,,APC Price ($53.08).,,,,0,other,OPPS APC Zero final payments for the item or service in the 15 months prior to posting the file.,53.08,,APC Price ($53.08).,,,,0,other,OPPS APC Zero final payments for the item or service in the 15 months prior to posting the file.,55.73,,APC Price ($53.08). Final payment is multiplied by 105%.,,,,0,other,OPPS APC Zero final payments for the item or service in the 15 months prior to posting the file.,,,,,,,,,,84.92,,,,,,,fee schedule,,84.92,,,,,,,fee schedule,,,,,,,,,,,84.92,,,,,,,fee schedule,,,,,,,,,,,128.59,,,,,,,fee schedule,,135.35,,,,,,,fee schedule,,135.35,,,,,,,fee schedule,,84.92,,,,,,,fee schedule,,84.92,,,,,,,fee schedule,,84.92,,,,,,,fee schedule,,84.92,,,,,,,fee schedule,,84.92,,,,,,,fee schedule,,84.92,,,,,,,fee schedule,,,,,,,,,,,,,,,,,,,,53.08,,APC Price ($53.08).,,,,0,other,OPPS APC Zero final payments for the item or service in the 15 months prior to posting the file.,,,,,,,,,,,,,,,,,,,53.08,135.35,
"ALBUMIN, HUMAN 25 % IV SOLUTION BOLUS",RX-408488220,CDM,P9047,HCPCS,0250,RC,44206-0251-05,NDC,,inpatient,50,ML,229.5,229.5,,,,,,,,,,,,,,,,,,,188.19,82,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,188.19,82,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.6,80,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.18,65,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.6,80,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,,,,,,,,,,,,,,,,,,,149.18,188.19,
"ALBUMIN, HUMAN 25 % IV SOLUTION BOLUS",RX-408488220,CDM,P9047,HCPCS,0636,RC,76125-0792-10,NDC,,outpatient,50,ML,139.2,139.2,,,,,,,,,,,,,,,,,,,100.85,,,,,,,fee schedule,,100.85,,,,,,,fee schedule,,84.92,,,,,,,fee schedule,,84.92,,,,,,,fee schedule,,135.35,,,,,,,fee schedule,,53.61,,APC Price ($53.08). Final payment is multiplied by 101%.,,,,0,other,OPPS APC Zero final payments for the item or service in the 15 months prior to posting the file.,135.35,,,,,,,fee schedule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.35,,,,,,,fee schedule,,84.92,,,,,,,fee schedule,,84.92,,,,,,,fee schedule,,84.92,,,,,,,fee schedule,,,,,,,,,,,53.08,,APC Price ($53.08).,,,,0,other,OPPS APC Zero final payments for the item or service in the 15 months prior to posting the file.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.38,,APC Price ($53.08). Final payment is multiplied by 110%.,,,,0,other,OPPS APC Zero final payments for the item or service in the 15 months prior to posting the file.,53.08,,APC Price ($53.08).,,,,0,other,OPPS APC Zero final payments for the item or service in the 15 months prior to posting the file.,54.14,,APC Price ($53.08). Final payment is multiplied by 102%.,,,,0,other,OPPS APC Zero final payments for the item or service in the 15 months prior to posting the file.,53.08,,APC Price ($53.08).,,,,0,other,OPPS APC Zero final payments for the item or service in the 15 months prior to posting the file.,54.14,,APC Price ($53.08). Final payment is multiplied by 102%.,,,,0,other,OPPS APC Zero final payments for the item or service in the 15 months prior to posting the file.,53.08,,APC Price ($53.08).,,,,0,other,OPPS APC Zero final payments for the item or service in the 15 months prior to posting the file.,53.08,,APC Price ($53.08).,,,,0,other,OPPS APC Zero final payments for the item or service in the 15 months prior to posting the file.,53.08,,APC Price ($53.08).,,,,0,other,OPPS APC Zero final payments for the item or service in the 15 months prior to posting the file.,53.08,,APC Price ($53.08).,,,,0,other,OPPS APC Zero final payments for the item or service in the 15 months prior to posting the file.,55.73,,APC Price ($53.08). Final payment is multiplied by 105%.,,,,0,other,OPPS APC Zero final payments for the item or service in the 15 months prior to posting the file.,,,,,,,,,,84.92,,,,,,,fee schedule,,84.92,,,,,,,fee schedule,,,,,,,,,,,84.92,,,,,,,fee schedule,,,,,,,,,,,128.59,,,,,,,fee schedule,,135.35,,,,,,,fee schedule,,135.35,,,,,,,fee schedule,,84.92,,,,,,,fee schedule,,84.92,,,,,,,fee schedule,,84.92,,,,,,,fee schedule,,84.92,,,,,,,fee schedule,,84.92,,,,,,,fee schedule,,84.92,,,,,,,fee schedule,,,,,,,,,,,,,,,,,,,,53.08,,APC Price ($53.08).,,,,0,other,OPPS APC Zero final payments for the item or service in the 15 months prior to posting the file.,,,,,,,,,,,,,,,,,,,53.08,135.35,
"ALBUMIN, HUMAN 25 % IV SOLUTION BOLUS|DISCARDED DRUG NOT ADMINISTE",RX-408488220,CDM,P9047,HCPCS,0636,RC,68516-5216-03,NDC,JW,both,50,ML,100.62,100.62,90.56,90,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,80.5,80,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.5,80,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,85.53,85,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,80.5,80,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,83.01,82.5,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,85.53,85,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,80.5,80,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,85.53,85,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,75.47,75,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,88.55,88,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,80.5,80,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,90.56,90,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.51,82,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,,,,,,,,,,83.01,82.5,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,85.53,85,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,82.51,82,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,75.47,75,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.55,88,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,,,,,,,,,,,,,,,,,,,75.47,75,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,,,,,,,,,,80.5,80,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.51,82,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,82.51,82,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,,,,,,,,,,80.5,80,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,85.53,85,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,75.47,90.56,
"ALBUMIN, HUMAN 5 % INTRAVENOUS SOLUTION",RX-8982,CDM,P9041,HCPCS,0636,RC,68516-5214-05,NDC,,outpatient,250,ML,390.22,390.22,,,,,,,,,,,,,,,,,,,100.85,,,,,,,fee schedule,,100.85,,,,,,,fee schedule,,84.92,,,,,,,fee schedule,,84.92,,,,,,,fee schedule,,135.41,,,,,,,fee schedule,,10.72,,APC Price ($10.62). Final payment is multiplied by 101%.,,,,0,other,OPPS APC Zero final payments for the item or service in the 15 months prior to posting the file.,135.41,,,,,,,fee schedule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.41,,,,,,,fee schedule,,84.92,,,,,,,fee schedule,,84.92,,,,,,,fee schedule,,84.92,,,,,,,fee schedule,,,,,,,,,,,10.62,,APC Price ($10.62).,,,,0,other,OPPS APC Zero final payments for the item or service in the 15 months prior to posting the file.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.68,,APC Price ($10.62). Final payment is multiplied by 110%.,,,,0,other,OPPS APC Zero final payments for the item or service in the 15 months prior to posting the file.,10.62,,APC Price ($10.62).,,,,0,other,OPPS APC Zero final payments for the item or service in the 15 months prior to posting the file.,10.83,,APC Price ($10.62). Final payment is multiplied by 102%.,,,,0,other,OPPS APC Zero final payments for the item or service in the 15 months prior to posting the file.,10.62,,APC Price ($10.62).,,,,0,other,OPPS APC Zero final payments for the item or service in the 15 months prior to posting the file.,10.83,,APC Price ($10.62). Final payment is multiplied by 102%.,,,,0,other,OPPS APC Zero final payments for the item or service in the 15 months prior to posting the file.,10.62,,APC Price ($10.62).,,,,0,other,OPPS APC Zero final payments for the item or service in the 15 months prior to posting the file.,10.62,,APC Price ($10.62).,,,,0,other,OPPS APC Zero final payments for the item or service in the 15 months prior to posting the file.,10.62,,APC Price ($10.62).,,,,0,other,OPPS APC Zero final payments for the item or service in the 15 months prior to posting the file.,10.62,,APC Price ($10.62).,,,,0,other,OPPS APC Zero final payments for the item or service in the 15 months prior to posting the file.,11.15,,APC Price ($10.62). Final payment is multiplied by 105%.,,,,0,other,OPPS APC Zero final payments for the item or service in the 15 months prior to posting the file.,,,,,,,,,,84.92,,,,,,,fee schedule,,84.92,,,,,,,fee schedule,,,,,,,,,,,84.92,,,,,,,fee schedule,,,,,,,,,,,128.63,,,,,,,fee schedule,,135.41,,,,,,,fee schedule,,135.41,,,,,,,fee schedule,,84.92,,,,,,,fee schedule,,84.92,,,,,,,fee schedule,,84.92,,,,,,,fee schedule,,84.92,,,,,,,fee schedule,,84.92,,,,,,,fee schedule,,84.92,,,,,,,fee schedule,,,,,,,,,,,,,,,,,,,,10.62,,APC Price ($10.62).,,,,0,other,OPPS APC Zero final payments for the item or service in the 15 months prior to posting the file.,,,,,,,,,,,,,,,,,,,10.62,135.41,
"ALBUMIN, HUMAN 5 % INTRAVENOUS SOLUTION|DISCARDED DRUG NOT ADMINISTE",RX-8982,CDM,P9041,HCPCS,0250,RC,44206-0310-90,NDC,JW,inpatient,250,ML,193.5,193.5,,,,,,,,,,,,,,,,,,,158.67,82,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,158.67,82,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.8,80,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.78,65,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.8,80,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,,,,,,,,,,,,,,,,,,,125.78,158.67,
