"ACETAMINOPHEN 1,000 MG/100 ML (10 MG/ML) INTRAVENOUS SOLUTION",RX-150589,CDM,J0131,HCPCS,0636,RC,67457-0940-10,NDC,,both,100,ML,61.8,61.8,55.62,90,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,49.44,80,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,50.68,82,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,50.68,82,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.53,85,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,49.44,80,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,50.99,82.5,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,52.53,85,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,,,,,,,,,,52.53,85,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,46.35,75,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,54.38,88,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,49.44,80,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,55.62,90,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.68,82,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,,,,,,,,,,50.99,82.5,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,52.53,85,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,50.68,82,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,46.35,75,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.38,88,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,,,,,,,,,,,,,,,,,,,46.35,75,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.68,82,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,50.68,82,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,,,,,,,,,,49.44,80,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,52.53,85,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,46.35,55.62,
"ACETAMINOPHEN 1,000 MG/100 ML (10 MG/ML) INTRAVENOUS SOLUTION",RX-150589,CDM,J0137,HCPCS,0636,RC,00143-9386-01,NDC,,both,100,ML,61.8,61.8,55.62,90,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,49.44,80,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,50.68,82,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,50.68,82,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.53,85,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,49.44,80,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,50.99,82.5,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,52.53,85,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,,,,,,,,,,52.53,85,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,46.35,75,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,54.38,88,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,49.44,80,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,55.62,90,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.68,82,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,,,,,,,,,,50.99,82.5,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,52.53,85,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,50.68,82,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,46.35,75,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.38,88,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,,,,,,,,,,,,,,,,,,,46.35,75,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.68,82,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,50.68,82,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,,,,,,,,,,49.44,80,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,52.53,85,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,46.35,55.62,
"ACETAMINOPHEN 1,000 MG/100 ML (10 MG/ML) INTRAVENOUS SOLUTION|DISCARDED DRUG NOT ADMINISTE",RX-150589,CDM,J0131,HCPCS,0636,RC,36000-0306-60,NDC,JW,both,100,ML,20.43,20.43,18.39,90,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,16.34,80,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,16.75,82,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,16.75,82,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.37,85,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,16.34,80,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,16.85,82.5,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,17.37,85,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,,,,,,,,,,17.37,85,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,15.32,75,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,17.98,88,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,16.34,80,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,18.39,90,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.75,82,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,,,,,,,,,,16.85,82.5,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,17.37,85,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,16.75,82,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,15.32,75,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.98,88,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,,,,,,,,,,,,,,,,,,,15.32,75,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.75,82,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,16.75,82,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,,,,,,,,,,16.34,80,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,17.37,85,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,15.32,18.39,
"ACETAMINOPHEN 1,000 MG/100 ML (10 MG/ML) INTRAVENOUS SOLUTION|DISCARDED DRUG NOT ADMINISTE",RX-150589,CDM,J0134,HCPCS,0636,RC,63323-0434-41,NDC,JW,outpatient,100,ML,20.64,20.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.96,,,,,,,fee schedule,,8.96,,,,,,,fee schedule,,12.75,,,,,,,fee schedule,,,,,,,,,,,12.75,,,,,,,fee schedule,,6,,,,,,,fee schedule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,fee schedule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.75,,,,,,,fee schedule,,8.96,,,,,,,fee schedule,,8.96,,,,,,,fee schedule,,8.96,,,,,,,fee schedule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.96,,,,,,,fee schedule,,8.96,,,,,,,fee schedule,,,,,,,,,,,8.96,,,,,,,fee schedule,,6,,,,,,,fee schedule,,12.11,,,,,,,fee schedule,,12.75,,,,,,,fee schedule,,12.75,,,,,,,fee schedule,,8.96,,,,,,,fee schedule,,8.96,,,,,,,fee schedule,,8.96,,,,,,,fee schedule,,8.96,,,,,,,fee schedule,,8.96,,,,,,,fee schedule,,8.96,,,,,,,fee schedule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,12.75,
"ACETAMINOPHEN 1,000 MG/100 ML (10 MG/ML) IV SYRINGE",RX-408404528,CDM,J0131,HCPCS,0250,RC,72603-0173-24,NDC,,inpatient,100,ML,79.44,79.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.55,80,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.55,80,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.55,80,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.55,63.55,
"ACETAMINOPHEN 1,000 MG/100 ML (10 MG/ML) IV SYRINGE",RX-408404528,CDM,J0131,HCPCS,0636,RC,72603-0173-01,NDC,,both,100,ML,117.06,117.06,105.35,90,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,93.65,80,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,95.99,82,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,95.99,82,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.5,85,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,93.65,80,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,96.57,82.5,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,99.5,85,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,,,,,,,,,,99.5,85,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,87.8,75,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,103.01,88,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,93.65,80,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,105.35,90,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.99,82,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,,,,,,,,,,96.57,82.5,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,99.5,85,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,95.99,82,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,87.8,75,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.01,88,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,,,,,,,,,,,,,,,,,,,87.8,75,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.99,82,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,95.99,82,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,,,,,,,,,,93.65,80,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,99.5,85,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,87.8,105.35,
"ACETAMINOPHEN 1,000 MG/100 ML (10 MG/ML) IV SYRINGE|DISCARDED DRUG NOT ADMINISTE",RX-408404528,CDM,J0131,HCPCS,0250,RC,72603-0173-01,NDC,JW,both,100,ML,61.06,61.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.85,80,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.69,65,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.85,80,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,,,,,,,,,,,,,,,,,,,39.69,48.85,
"ACETAMINOPHEN 1,000 MG/100 ML (10 MG/ML) IV SYRINGE|DISCARDED DRUG NOT ADMINISTE",RX-408404528,CDM,J0131,HCPCS,0250,RC,72603-0173-10,NDC,JW,inpatient,100,ML,61.06,61.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.85,80,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.85,80,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.85,80,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.85,48.85,
"ADVATE 1,000 (+/-) UNIT INTRAVENOUS SOLUTION",RX-76391,CDM,J7192,HCPCS,0636,RC,00944-3053-02,NDC,,outpatient,1,F2,49.3,49.3,,,,,,,,,,,,,,,,,,,3.06,,,,,,,fee schedule,,3.06,,,,,,,fee schedule,,2.55,,,,,,,fee schedule,,2.55,,,,,,,fee schedule,,3.95,,,,,,,fee schedule,,1.63,,,,,,,fee schedule,,3.95,,,,,,,fee schedule,,1.8,,,,,,,fee schedule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8,,,,,,,fee schedule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.95,,,,,,,fee schedule,,2.55,,,,,,,fee schedule,,2.55,,,,,,,fee schedule,,2.55,,,,,,,fee schedule,,,,,,,,,,,1.61,,,,,,,fee schedule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.77,,,,,,,fee schedule,,1.61,,,,,,,fee schedule,,1.65,,,,,,,fee schedule,,1.61,,,,,,,fee schedule,,1.65,,,,,,,fee schedule,,1.61,,,,,,,fee schedule,,1.61,,,,,,,fee schedule,,1.61,,,,,,,fee schedule,,1.61,,,,,,,fee schedule,,1.69,,,,,,,fee schedule,,,,,,,,,,,2.55,,,,,,,fee schedule,,2.55,,,,,,,fee schedule,,,,,,,,,,,2.55,,,,,,,fee schedule,,1.8,,,,,,,fee schedule,,3.75,,,,,,,fee schedule,,3.95,,,,,,,fee schedule,,3.95,,,,,,,fee schedule,,2.55,,,,,,,fee schedule,,2.55,,,,,,,fee schedule,,2.55,,,,,,,fee schedule,,2.55,,,,,,,fee schedule,,2.55,,,,,,,fee schedule,,2.55,,,,,,,fee schedule,,,,,,,,,,,,,,,,,,,,1.61,,,,,,,fee schedule,,,,,,,,,,,,,,,,,,,,1.61,3.95,
"ADVATE 2,000 (+/-) UNIT INTRAVENOUS SOLUTION",RX-78224,CDM,J7192,HCPCS,0636,RC,00944-3045-10,NDC,,inpatient,1,F2,49.3,49.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.44,80,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.05,65,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.44,80,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,,,,,,,,,,,,,,,,,,,32.05,39.44,
