"ACETAMINOPHEN 1,000 MG/100 ML (10 MG/ML) IV SYRINGE|DISCARDED DRUG NOT ADMINISTE",RX-408404528,CDM,J0131,HCPCS,0250,RC,72603-0173-01,NDC,JW,inpatient,100,ML,61.06,61.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.85,80,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.85,80,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.85,80,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.85,48.85,
"ALBUMIN, HUMAN 25 % INTRAVENOUS SOLUTION",RX-8981,CDM,P9047,HCPCS,0636,RC,68516-5216-03,NDC,,both,50,ML,136.62,136.62,122.96,90,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,109.3,80,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.3,80,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,116.13,85,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,109.3,80,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,112.71,82.5,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,116.13,85,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,109.3,80,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,116.13,85,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,102.47,75,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,120.23,88,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,109.3,80,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,122.96,90,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.03,82,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,,,,,,,,,,112.71,82.5,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,116.13,85,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,112.03,82,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,102.47,75,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.23,88,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,,,,,,,,,,,,,,,,,,,102.47,75,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,,,,,,,,,,109.3,80,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.03,82,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,112.03,82,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,,,,,,,,,,109.3,80,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,116.13,85,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,102.47,122.96,
"ALBUMIN, HUMAN 25 % INTRAVENOUS SOLUTION|DISCARDED DRUG NOT ADMINISTE",RX-8981,CDM,P9047,HCPCS,0250,RC,68516-5216-01,NDC,JW,inpatient,50,ML,100.62,100.62,,,,,,,,,,,,,,,,,,,82.51,82,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,82.51,82,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.5,80,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.4,65,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.5,80,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,,,,,,,,,,,,,,,,,,,65.4,82.51,
"ALBUMIN, HUMAN 25 % INTRAVENOUS SOLUTION|DISCARDED DRUG NOT ADMINISTE",RX-8981,CDM,P9047,HCPCS,0636,RC,68516-5216-02,NDC,JW,both,50,ML,100.62,100.62,90.56,90,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,80.5,80,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.5,80,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,85.53,85,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,80.5,80,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,83.01,82.5,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,85.53,85,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,80.5,80,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,85.53,85,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,75.47,75,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,88.55,88,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,80.5,80,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,90.56,90,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.51,82,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,,,,,,,,,,83.01,82.5,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,85.53,85,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,82.51,82,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,75.47,75,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.55,88,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,,,,,,,,,,,,,,,,,,,75.47,75,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,,,,,,,,,,80.5,80,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.51,82,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,82.51,82,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,,,,,,,,,,80.5,80,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,85.53,85,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,75.47,90.56,
"ALBUMIN, HUMAN 25 % INTRAVENOUS SOLUTION|DISCARDED DRUG NOT ADMINISTE",RX-8981,CDM,P9047,HCPCS,0636,RC,76125-0792-25,NDC,JW,both,50,ML,103.2,103.2,92.88,90,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,82.56,80,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.56,80,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,87.72,85,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,82.56,80,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,85.14,82.5,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,87.72,85,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,82.56,80,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,87.72,85,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,77.4,75,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,90.82,88,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,82.56,80,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,92.88,90,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.62,82,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,,,,,,,,,,85.14,82.5,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,87.72,85,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,84.62,82,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,77.4,75,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.82,88,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,,,,,,,,,,,,,,,,,,,77.4,75,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,,,,,,,,,,82.56,80,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.62,82,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,84.62,82,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,,,,,,,,,,82.56,80,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,87.72,85,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,77.4,92.88,
"ALBUMIN, HUMAN 25 % IV SOLUTION BOLUS",RX-408488220,CDM,P9047,HCPCS,0636,RC,76125-0792-25,NDC,,both,50,ML,139.2,139.2,125.28,90,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,111.36,80,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.36,80,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,118.32,85,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,111.36,80,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,114.84,82.5,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,118.32,85,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,111.36,80,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,118.32,85,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,104.4,75,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,122.5,88,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,111.36,80,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,125.28,90,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.14,82,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,,,,,,,,,,114.84,82.5,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,118.32,85,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,114.14,82,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,104.4,75,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.5,88,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,,,,,,,,,,,,,,,,,,,104.4,75,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,,,,,,,,,,111.36,80,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.14,82,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,114.14,82,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,,,,,,,,,,111.36,80,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,118.32,85,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,104.4,125.28,
"ALBUMIN, HUMAN 25 % IV SOLUTION BOLUS|DISCARDED DRUG NOT ADMINISTE",RX-408488220,CDM,P9047,HCPCS,0250,RC,44206-0251-90,NDC,JW,inpatient,50,ML,193.5,193.5,,,,,,,,,,,,,,,,,,,158.67,82,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,158.67,82,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.8,80,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.78,65,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.8,80,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,,,,,,,,,,,,,,,,,,,125.78,158.67,
"ALBUMIN, HUMAN 25 % IV SOLUTION BOLUS|DISCARDED DRUG NOT ADMINISTE",RX-408488220,CDM,P9047,HCPCS,0250,RC,68982-0643-02,NDC,JW,inpatient,50,ML,123.41,123.41,,,,,,,,,,,,,,,,,,,101.2,82,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,101.2,82,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.73,80,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.22,65,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.73,80,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,,,,,,,,,,,,,,,,,,,80.22,101.2,
"ALBUMIN, HUMAN 25 % IV SOLUTION BOLUS|DISCARDED DRUG NOT ADMINISTE",RX-408488220,CDM,P9047,HCPCS,0636,RC,68516-5216-03,NDC,JW,outpatient,50,ML,100.62,100.62,,,,,,,,,,,,,,,,,,,100.85,,,,,,,fee schedule,,100.85,,,,,,,fee schedule,,84.92,,,,,,,fee schedule,,84.92,,,,,,,fee schedule,,135.35,,,,,,,fee schedule,,53.61,,APC Price ($53.08). Final payment is multiplied by 101%.,,,,0,other,OPPS APC Zero final payments for the item or service in the 15 months prior to posting the file.,135.35,,,,,,,fee schedule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.35,,,,,,,fee schedule,,84.92,,,,,,,fee schedule,,84.92,,,,,,,fee schedule,,84.92,,,,,,,fee schedule,,,,,,,,,,,53.08,,APC Price ($53.08).,,,,0,other,OPPS APC Zero final payments for the item or service in the 15 months prior to posting the file.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.38,,APC Price ($53.08). Final payment is multiplied by 110%.,,,,0,other,OPPS APC Zero final payments for the item or service in the 15 months prior to posting the file.,53.08,,APC Price ($53.08).,,,,0,other,OPPS APC Zero final payments for the item or service in the 15 months prior to posting the file.,54.14,,APC Price ($53.08). Final payment is multiplied by 102%.,,,,0,other,OPPS APC Zero final payments for the item or service in the 15 months prior to posting the file.,53.08,,APC Price ($53.08).,,,,0,other,OPPS APC Zero final payments for the item or service in the 15 months prior to posting the file.,54.14,,APC Price ($53.08). Final payment is multiplied by 102%.,,,,0,other,OPPS APC Zero final payments for the item or service in the 15 months prior to posting the file.,53.08,,APC Price ($53.08).,,,,0,other,OPPS APC Zero final payments for the item or service in the 15 months prior to posting the file.,53.08,,APC Price ($53.08).,,,,0,other,OPPS APC Zero final payments for the item or service in the 15 months prior to posting the file.,53.08,,APC Price ($53.08).,,,,0,other,OPPS APC Zero final payments for the item or service in the 15 months prior to posting the file.,53.08,,APC Price ($53.08).,,,,0,other,OPPS APC Zero final payments for the item or service in the 15 months prior to posting the file.,55.73,,APC Price ($53.08). Final payment is multiplied by 105%.,,,,0,other,OPPS APC Zero final payments for the item or service in the 15 months prior to posting the file.,,,,,,,,,,84.92,,,,,,,fee schedule,,84.92,,,,,,,fee schedule,,,,,,,,,,,84.92,,,,,,,fee schedule,,,,,,,,,,,128.59,,,,,,,fee schedule,,135.35,,,,,,,fee schedule,,135.35,,,,,,,fee schedule,,84.92,,,,,,,fee schedule,,84.92,,,,,,,fee schedule,,84.92,,,,,,,fee schedule,,84.92,,,,,,,fee schedule,,84.92,,,,,,,fee schedule,,84.92,,,,,,,fee schedule,,,,,,,,,,,,,,,,,,,,53.08,,APC Price ($53.08).,,,,0,other,OPPS APC Zero final payments for the item or service in the 15 months prior to posting the file.,,,,,,,,,,,,,,,,,,,53.08,135.35,
"ALBUMIN, HUMAN 25% INTRAVENOUS SOLUTION (NEO/PED)",RX-408108981,CDM,P9047,HCPCS,0250,RC,44206-0251-10,NDC,,inpatient,100,ML,423,423,,,,,,,,,,,,,,,,,,,346.86,82,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,346.86,82,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,338.4,80,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.95,65,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,338.4,80,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,,,,,,,,,,,,,,,,,,,274.95,346.86,
"ALBUMIN, HUMAN 5 % INTRAVENOUS SOLUTION",RX-8982,CDM,P9041,HCPCS,0250,RC,44206-0310-90,NDC,,inpatient,250,ML,229.5,229.5,,,,,,,,,,,,,,,,,,,188.19,82,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,188.19,82,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.6,80,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.18,65,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.6,80,,,,,0,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,,,,,,,,,,,,,,,,,,,149.18,188.19,
