"ACROMIOPLASTY OR ACROMIONECTOMY, PARTIAL, WITH OR WITHOUT CORACOACROMIAL LIGAMENT RELEASE",23130,CPT,,,,,,,facility,outpatient,,,,,Banner University Health Plan,AZ Medicaid - AHCCCS,360,2052.04,,,,,,,2044.24,7005.97,case rate,
"ADJACENT TISSUE TRANSFER OR REARRANGEMENT, FOREHEAD, CHEEKS, CHIN, MOUTH, NECK, AXILLAE, GENITALIA, HANDS AND/OR FEET; DEFECT 10 SQ CM OR LESS",14040,CPT,,,,,,,facility,outpatient,,,,,Blue Cross Blue Shield of Arizona,BXBSAZ Alliance CHS,360,3660.23,,,,,,,1243.64,4357.45,fee schedule,Reimbursement is lesser of 100% of BC or the BCBSAZ Fee Schedule.
"AMPUTATION, FINGER OR THUMB, PRIMARY OR SECONDARY, ANY JOINT OR PHALANX, SINGLE, INCLUDING NEURECTOMIES; WITH LOCAL ADVANCEMENT FLAPS (V-Y, HOOD)",26952,CPT,,,,,,,facility,outpatient,,,,,Blue Cross Blue Shield of Arizona,BCBSAZ Workers Comp,360,6160.96,,,,,,,1797.68,6160.96,fee schedule,Reimbursement is lesser of 100% of BC or the BCBSAZ Fee Schedule.
"AMPUTATION, FINGER OR THUMB, PRIMARY OR SECONDARY, ANY JOINT OR PHALANX, SINGLE, INCLUDING NEURECTOMIES; WITH LOCAL ADVANCEMENT FLAPS (V-Y, HOOD)",26952,CPT,,,,,,,facility,outpatient,,,,,Mercy Care,Medicaid,360,2052.04,,,,,,,1797.68,6160.96,case rate,
"AMPUTATION, FOOT; TRANSMETATARSAL",28805,CPT,,,,,,,facility,outpatient,,,,,Blue Cross Blue Shield of Arizona,BCBSAZ Workers Comp,360,13084.95,,,,,,,2052.04,13084.95,fee schedule,Reimbursement is lesser of 100% of BC or the BCBSAZ Fee Schedule.
"AMPUTATION, FOOT; TRANSMETATARSAL",28805,CPT,,,,,,,facility,outpatient,,,,,Blue Cross Blue Shield of Arizona,Medicare Supplemental Senior Preferred,360,3818.00,,,,,,,2052.04,13084.95,fee schedule,"For Outpatient Covered Services in which Medicare has made payment, reimbursement is the remaining balance payable up to the Medicare Allowed Amount. For Outpatient Covered Services in which Medicare has not made payment, reimbursement is the lesser of 100% of Billed Charges or a percentage of the BCBSAZ Outpatient Fee Schedule."
"AMPUTATION, METATARSAL, WITH TOE, SINGLE",28810,CPT,,,,,,,facility,outpatient,,,,,"Health Choice Arizona, Inc.",Medicaid,360,2052.04,,,,,,,1271.44,4357.45,fee schedule,
"AMPUTATION, METATARSAL, WITH TOE, SINGLE",28810,CPT,,,,,,,facility,outpatient,,,,,Blue Cross Blue Shield of Arizona,Commercial,360,4357.45,,,,,,,1271.44,4357.45,fee schedule,Reimbursement is lesser of 100% of BC or the BCBSAZ Fee Schedule.
"AMPUTATION, METATARSAL, WITH TOE, SINGLE",28810,CPT,,,,,,,facility,outpatient,,,,,Mercy Care,Medicaid,360,2052.04,,,,,,,1271.44,4357.45,case rate,
"AMPUTATION, TOE; INTERPHALANGEAL JOINT",28825,CPT,,,,,,,facility,outpatient,,,,,TriWest Healthcare Alliance Corp - VA CCN,Tricare,360,,,"Outpatient services are paid at 100% of the TRICARE OPPS methodology. The exact rate is variable based on patient specific maternity diagnoses, multiple procedure pricing logic, etc.",,,,0,1271.44,4357.45,other,"Outpatient services are paid at 100% of the TRICARE OPPS methodology. The exact rate is variable based on patient specific maternity diagnoses, multiple procedure pricing logic, etc.; there were no paid claims found for this combination of service, payer, and plan within the prior 12-15 months of this file's publishing"
"AMPUTATION, TOE; METATARSOPHALANGEAL JOINT",28820,CPT,,,,,,,facility,outpatient,,,,,Arizona Physicians IPA,Medicaid,360,2052.04,,,,,,,1271.44,4357.45,case rate,
"ANGIOGRAPHY, EXTREMITY, UNILATERAL, RADIOLOGICAL SUPERVISION AND INTERPRETATION",75710,CPT,,,,,,,facility,outpatient,,,,,Blue Cross Blue Shield of Arizona,BXBSAZ Neighborhood,360,276.82,,,,,,,107.70,2074.70,fee schedule,Reimbursement is lesser of 100% of BC or the BCBSAZ Fee Schedule.
"AORTOGRAPHY, ABDOMINAL, BY SERIALOGRAPHY, RADIOLOGICAL SUPERVISION AND INTERPRETATION",75625,CPT,,,,,,,facility,outpatient,,,,,Arizona Physicians IPA,Medicaid,360,2074.70,,,,,,,93.69,2074.70,fee schedule,Rates may be adjusted for facility-specific peer groups and all other adjusters.
"AORTOGRAPHY, ABDOMINAL, BY SERIALOGRAPHY, RADIOLOGICAL SUPERVISION AND INTERPRETATION",75625,CPT,,,,,,,facility,outpatient,,,,,Blue Cross Blue Shield of Arizona,BCBSAZ Workers Comp,360,321.10,,,,,,,93.69,2074.70,fee schedule,Reimbursement is lesser of 100% of BC or the BCBSAZ Fee Schedule.
"APPLICATION OF A MULTIPLANE (PINS OR WIRES IN MORE THAN 1 PLANE), UNILATERAL, EXTERNAL FIXATION SYSTEM (EG, ILIZAROV, MONTICELLI TYPE)",20692,CPT,,,,,,,facility,outpatient,,,,,Blue Cross Blue Shield of Arizona,BXBSAZ Neighborhood,360,3741.03,,,,,,,1455.44,8928.20,fee schedule,Reimbursement is lesser of 100% of BC or the BCBSAZ Fee Schedule.
"APPLICATION OF LOW COST SKIN SUBSTITUTE GRAFT TO TRUNK, ARMS, LEGS, TOTAL WOUND SURFACE AREA UP TO 100 SQ CM; FIRST 25 SQ CM OR LESS WOUND SURFACE AREA",C5271,CPT,,,,,,,facility,outpatient,,,,,Blue Cross Blue Shield of Arizona,Medicare Supplemental Senior Preferred,360,1271.44,,,,,,,380.02,4357.45,fee schedule,"For Outpatient Covered Services in which Medicare has made payment, reimbursement is the remaining balance payable up to the Medicare Allowed Amount. For Outpatient Covered Services in which Medicare has not made payment, reimbursement is the lesser of 100% of Billed Charges or a percentage of the BCBSAZ Outpatient Fee Schedule."
"APPLICATION OF MULTI-LAYER COMPRESSION SYSTEM; LEG (BELOW KNEE), INCLUDING ANKLE AND FOOT",29581,CPT,,,,,,,facility,outpatient,,,,,Banner University Health Plan,AZ Medicaid - AHCCCS,361,102.36,,,,,,,102.36,451.76,case rate,
"APPLICATION OF MULTI-LAYER COMPRESSION SYSTEM; LEG (BELOW KNEE), INCLUDING ANKLE AND FOOT",29581,CPT,,,,,,,facility,outpatient,,,,,Blue Cross Blue Shield of Arizona,Medicare Supplemental Senior Preferred,361,131.82,,,,,,,102.36,451.76,fee schedule,"For Outpatient Covered Services in which Medicare has made payment, reimbursement is the remaining balance payable up to the Medicare Allowed Amount. For Outpatient Covered Services in which Medicare has not made payment, reimbursement is the lesser of 100% of Billed Charges or a percentage of the BCBSAZ Outpatient Fee Schedule."
"APPLICATION OF SKIN SUBSTITUTE GRAFT TO FACE, SCALP, EYELIDS, MOUTH, NECK, EARS, ORBITS, GENITALIA, HANDS, FEET, AND/OR MULTIPLE DIGITS, TOTAL WOUND SURFACE AREA UP TO 100 SQ CM; EACH ADDITIONAL 25 SQ CM WOUND SURFACE AREA, OR PART THEREOF (LIST SEPARATELY IN ADDITION TO CODE FOR PRIMARY PROCEDURE)",15276,CPT,,,,,,,facility,outpatient,,,,,Blue Cross Blue Shield of Arizona,BCBSAZ Alliance/Blue HPN,360,1745.50,,,,,,,82.69,2181.88,fee schedule,Reimbursement is lesser of 100% of BC or the BCBSAZ Fee Schedule.
